[00:00:08	]Lynx has gone afk.
[17:32:26	]Victorian (STEAM_0:0:577700614) has disconnected.
[17:32:26	]Daisy Hope entered observer.
[17:32:27	]Daisy Hope exited observer at their location.
[17:32:30	]C24:i3.VICE-66[E] used command '/PM daisy istersen loglara bak'.
[17:32:31	]Daisy Hope entered observer.
[17:32:47	]Daisy Hope exited observer at their location.
[17:32:50	]Daisy Hope entered observer.
[17:32:51	]Daisy Hope exited observer at their location.
[17:32:59	][IC] C24:i3.VICE-66[E]: <:: Hmph. ::>
[17:33:07	][IC] C24:i3.VICE-66[E]: <:: Buranın yeni sahibi sen misin? ::>
[17:33:11	][IC] Daisy Hope: Evet efendim.
[17:33:21	][IC] C24:i3.VICE-66[E]: <:: Önceki kiracı şuan anti sivil. ::>
[17:33:26	][IC] C24:i3.VICE-66[E]: <:: Sen öyle saçma şeyler  deneme. ::>
[17:33:35	][IC] Daisy Hope: Hm.
[17:33:36	][IC] C24:i3.VICE-66[E]: <:: Kimliğini gösterir misin. ::>
[17:33:39	]Daisy Hope used command '/ID'.
[17:33:53	][ME] C24:i3.VICE-66[E]: yaslanır ve tabletini eline alır
[17:34:11	][IC] C24:i3.VICE-66[E]: <:: Hmph. ::>
[17:34:27	][IC] C24:i3.VICE-66[E]: <:: Kiracı mısın? ::>
[17:34:29	]C24:i3.VICE-66[E] used command '/ActSit 5'.
[17:34:30	]C24:i3.VICE-66[E] used command '/ExitAct'.
[17:34:32	][IC] Daisy Hope: Sahibiyim.
[17:34:32	]C24:i3.VICE-66[E] used command '/ActSit 3'.
[17:34:41	][IC] Daisy Hope: Yani evet.
[17:34:41	][IC] C24:i3.VICE-66[E]: <:: Anladım. ::>
[17:34:47	][IC] C24:i3.VICE-66[E]: <:: Ama buranın bir sahibi yok. ::>
[17:34:52	][IC] C24:i3.VICE-66[E]: <:: Sen çalışansın. ::>
[17:34:58	][IC] Daisy Hope: Çalışan değilim sahibiyim.
[17:35:02	][IC] C24:i3.VICE-66[E]: <:: Hangi salak seni kiracı yokken çalışan ekledi ki? ::>
[17:35:05	][IC] C24:i3.VICE-66[E]: <:: Bekle burada. ::>
[17:35:05	]C24:i3.VICE-66[E] used command '/ExitAct'.
[17:35:13	][IC] Daisy Hope: Anahtar bende.
[17:35:14	][IC] Daisy Hope: Bakın şahsen.
[17:35:17	][IC] C24:i3.VICE-66[E]: <:: Evet. ::>
[17:35:22	][IC] C24:i3.VICE-66[E]: <:: Çalışanlara anahtar verilir. ::>
[17:35:28	][IC] Daisy Hope: Sahiplerde olur.
[17:35:34	][LOOC] Daisy Hope: sahibi benim la
[17:35:39	][LOOC] Daisy Hope: victoriana sor
[17:35:41	][IC] C24:i3.VICE-66[E]: <:: Çıkmaya çalışma. ::>
[17:35:43	][IC] C24:i3.VICE-66[E]: <:: Yerine geç. ::>
[17:36:12	][LOOC] Daisy Hope: AGA TABLETTE DURUMUM BELIRLENMIŞTI ALOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
[17:36:22	][LOOC] Daisy Hope: yemin ederim salak bu cpler yahu
[17:36:45	]Revain loaded the character 'C24:i5.UNION-46'
[17:36:50	]C24:i5.UNION-46 is fully healed.
[17:37:00	]C24:i3.VICE-66[E] used command '/PM 46 rolün ortasında neden çıkıyorsun?'.
[17:37:08	]C24:i5.UNION-46 used command '/PM VICE çıkmadım birşeye bakıyorum'.
[17:37:13	]C24:i3.VICE-66[E] used command '/PM 46 bakamazsın çıktın'.
[17:37:31	]Revain loaded the character 'Daisy Hope'
[17:37:48	]Daisy Hope used command '/PM VICE Durumu belirlenmiş halde niye rolü karıştırıyorsun, çalışan olduğumu söylüyorsun?'.
[17:38:04	]C24:i3.VICE-66[E] used command '/PM daisy revain kendi karakterini değiştirdiğini loglarda görüyorum maske takılı'.
[17:38:07	]Goblin has connected.
[17:38:21	]Daisy Hope used command '/PM VICE biliyorum aptal değilim scientist'.
[17:38:27	]Daisy Hope used command '/PM vice bende sna diyorum ki'.
[17:38:37	]Daisy Hope used command '/PM VICE Durumu belirlenmiş halde niye rolü karıştırıyorsun, çalışan olduğumu söylüyorsun?'.
[17:38:39	]C24:i3.VICE-66[E] used command '/PM dai neyse role devam edelim sonra ticket açarım 20 dakika anlaşmıştık'.
[17:38:41	]Daisy Hope used command '/PM VICE Durumu belirlenmiş halde niye rolü karıştırıyorsun, çalışan olduğumu söylüyorsun?'.
[17:38:46	]C24:i3.VICE-66[E] used command '/PM daisy çalışansın çünkü'.
[17:38:52	]Daisy Hope used command '/PM VICE sahibiyim buranın'.
[17:38:53	][IC] C24:i3.VICE-66[E]: <:: Id lütfen. ::>
[17:38:57	]Daisy Hope used command '/ID'.
[17:39:28	]C24:i3.VICE-66[E] used command '/PM daisy çalışansın ss ini alıyorum rolü bölme'.
[17:39:37	]Daisy Hope used command '/PM VICE AGAAAAA'.
[17:39:47	]Daisy Hope used command '/PM VICE kanka eğer çalışan olarak değiştir bende seni cpden attırıcam'.
[17:39:55	]Daisy Hope used command '/PM VICE victoriandan izin aldım şahsen'.
[17:39:55	]Goblin loaded the character 'Mehmetcan Çakır'
[17:40:04	]C24:i3.VICE-66[E] used command '/PM daisy loglarda öyle gözükmüyor role devam ediyorum.'.
[17:40:19	][IC] C24:i3.VICE-66[E]: <:: Hmph. ::>
[17:40:28	][IC] C24:i3.VICE-66[E]: <:: Bir tabletin falan var mı? ::>
[17:40:36	]Daisy Hope used command '/PM VICE OOC ADmin olarak değiştirdim, eğer öyle birşey yap bende seni şikayet edeceğim'.
[17:40:39	][IC] Daisy Hope: Hayır.
[17:40:40	][LOOC] Mehmetcan Çakır: Revain
[17:40:51	][IC] C24:i3.VICE-66[E]: <:: Çıkabilir misiniz lütfen. ::>
[17:40:54	][LOOC] Mehmetcan Çakır: Kanka OSG Permi verebilirmisn
[17:41:02	]Daisy Hope used command '/PM VICE Uyarı vereceğim failrpden'.
[17:41:07	][IC] C24:i3.VICE-66[E]: <:: Bir tabletin falan var mı? ::>
[17:41:10	][IC] Daisy Hope: Hayır.
[17:41:12	][IC] C24:i3.VICE-66[E]: <:: Hmph. ::>
[17:41:20	][IC] C24:i3.VICE-66[E]: <:: Kendi kayıtını kendin eklemişsin. ::>
[17:41:22	][IC] C24:i3.VICE-66[E]: <:: Bu nasıl oluyor? ::>
[17:41:23	][IC] Daisy Hope: Hayır.
[17:41:25	][IC] Daisy Hope: Eklemedin.
[17:41:26	][IC] Daisy Hope: Eklemedim.
[17:41:30	]Daisy Hope used command '/PM VICE OOC ADmin olarak değiştirdim, eğer öyle birşey yap bende seni şikayet edeceğim'.
[17:41:32	]Daisy Hope used command '/PM VICE OOC ADmin olarak değiştirdim, eğer öyle birşey yap bende seni şikayet edeceğim'.
[17:41:33	]Daisy Hope used command '/PM VICE OOC ADmin olarak değiştirdim, eğer öyle birşey yap bende seni şikayet edeceğim'.
[17:41:34	]Daisy Hope used command '/PM VICE OOC ADmin olarak değiştirdim, eğer öyle birşey yap bende seni şikayet edeceğim'.
[17:41:35	]Mehmetcan Çakır ran SAM command 'asay' with arguments: 'Kanka osg permi lazım nedensizce alınmış bilgim dışında bi olay olsa geçemicem lazım'
[17:41:51	]C24:i3.VICE-66[E] used command '/PM dai bunu cp nin değiştirmesi lazım veya victorianın'.
[17:41:52	]Daisy Hope used command '/PM VICE victorianla ooc yaptık'.
[17:42:00	]Daisy Hope used command '/PM VICE Bende victoriana sordum, itiraz?'.
[17:42:03	]C24:i3.VICE-66[E] used command '/PM dai ben loglara göre rol yapmak zorundayım.'.
[17:42:10	]C24:i3.VICE-66[E] used command '/PM dai role devam ediyorum.'.
[17:42:11	]Daisy Hope used command '/PM VICE OOC Olark yaptık öyle bir rol yapamazsın'.
[17:42:12	]Daisy Hope used command '/PM VICE OOC Olark yaptık öyle bir rol yapamazsın'.
[17:42:28	]C24:i3.VICE-66[E] used command '/PM dai ooc karakterinle yap o zaman loglarda öyle'.
[17:42:37	]Daisy Hope used command '/PM VICE öyle birşey yap failrp attıracağımn'.
[17:42:40	][IC] C24:i3.VICE-66[E]: <:: Bir tabletin yok mu? ::>
[17:42:42	][IC] Daisy Hope: Hayır.
[17:43:05	][IC] C24:i3.VICE-66[E]: <:: Kendi kimliğin ile kendine kayıt eklemişsin. ::>
[17:43:09	][IC] Daisy Hope: Hayır.
[17:43:11	][IC] C24:i3.VICE-66[E]: <:: Bunu tabletsiz yapamazsın. ::>
[17:43:19	]Daisy Hope used command '/PM VICE tutuklamak gibi birşey yap, failrpden warn atacağım'.
[17:43:35	]Daisy Hope used command '/PM VICE Ciddi diyorum'.
[17:43:51	]C24:i3.VICE-66[E] used command '/PM dai tehtit etmek yerine role devam et.'.
[17:43:53	]Goblin has unloaded their "Mehmetcan Çakır" character.
[17:44:02	]Goblin (STEAM_0:0:601054844) has disconnected.
[17:44:03	]Daisy Hope used command '/PM VICE Bunu role geçiremezsin dostum böyle birşey yapamazsın imkanın yok aloo'.
[17:44:26	][IC] C24:i3.VICE-66[E]: <:: Ayrıca dükkan 3 te çalışan olarak gösteriliyordun ama bir cp nedense değiştirdi. ::>
[17:44:40	][IC] Daisy Hope: Sahibiyim ben buranın.
[17:44:41	][IC] C24:i3.VICE-66[E]: <:: Ah hayır. ::>
[17:44:43	][IC] Daisy Hope: ÇALIŞAN değil.
[17:44:45	][IC] C24:i3.VICE-66[E]: <:: Yanlış bakmışım. ::>
[17:44:48	][IC] C24:i3.VICE-66[E]: <:: Hala çalışansın. ::>
[17:45:19	][LOOC] C24:i3.VICE-66[E]: rolde ooc çıkmaman için ss ini atıyorum artık sus
[17:45:29	][LOOC] Daisy Hope: at
[17:46:12	][IC] C24:i3.VICE-66[E]: <:: Bu dükkana kira ödenmiyor. ::>
[17:46:26	][IC] Daisy Hope: Ödenmiyor?
[17:46:28	][IC] Daisy Hope: Ödemiştim.
[17:46:31	][IC] C24:i3.VICE-66[E]: <:: Evet. ::>
[17:46:35	][IC] C24:i3.VICE-66[E]: <:: Kiracısı yokç. ::>
[17:46:37	][IC] Daisy Hope: Bir dakika.
[17:47:09	][IC] Daisy Hope: Burda.
[17:47:10	][IC] Daisy Hope: Çıkmıyor.
[17:47:14	][IC] C24:i3.VICE-66[E]: <:: Evet. ::>
[17:47:17	][IC] C24:i3.VICE-66[E]: <:: Çünkü çalışansınız. ::>
[17:47:24	][IC] C24:i3.VICE-66[E]: <:: Büyük ihtimalle yanlış girilmiş. ::>
[17:47:30	][IC] Daisy Hope: Galiba.
[17:47:33	][IC] C24:i3.VICE-66[E]: <:: Çalışan statünüzü siliyorum. ::>
[17:47:38	][IC] Daisy Hope: Çünkü gördüğünüz gibi.
[17:47:43	][IC] Daisy Hope: Benden başka birisi yok.
[17:47:58	][LOOC] Daisy Hope: ben ayarlarım onu
[17:48:01	][LOOC] Daisy Hope: victoriana söylerim
[17:48:18	][LOOC] C24:i3.VICE-66[E]: victorianla ayarla ooc olarak kendine verme yoksa bir daha görürsem loglarda öyle tutuklamak zorunda kalırım.
[17:48:23	][LOOC] C24:i3.VICE-66[E]: şuanlık es geçiyorum.
[17:48:46	][LOOC] Daisy Hope: tutuklamak zorunda kalırım diye birşey yok böyle bir hakkın yok, ben sana belirtiyorum ooc admin olarak victorianla yaptığımı
[17:49:03	][LOOC] C24:i3.VICE-66[E]: loglarda öyle gözüküyor ne yapayım? ooc karakterle değiştir o zaman.
[17:49:04	][LOOC] Daisy Hope: yaparsanki bunun hakkında şikayet açarım failrpden warn yersin
[17:49:08	][IC] C24:i3.VICE-66[E]: <:: Anahtarı teslim edin. ::>
[17:49:17	][LOOC] C24:i3.VICE-66[E]: şikayetin var ise ticket açabilirsin.
[17:49:19	][LOOC] Daisy Hope: Loglarda öyle gözüküyor diye birşey yok es geçeceksin
[17:49:25	][IC] Daisy Hope: Anahtarı?
[17:49:27	][IC] C24:i3.VICE-66[E]: <:: Evet. ::>
[17:49:32	][IC] Daisy Hope: Buranın sahibiyim?
[17:49:36	][IC] C24:i3.VICE-66[E]: <:: Hayır. ::>
[17:49:40	][IC] C24:i3.VICE-66[E]: <:: Kiracısı yok. ::>
[17:49:42	]Hoo Lee Fuk banditcamp.com has connected.
[17:49:49	][IC] C24:i3.VICE-66[E]: <:: Anahtarı verin. ::>
[17:49:51	][LOOC] Daisy Hope: hoo lee fuk geliyor bekle
[17:49:56	][IC] C24:i3.VICE-66[E]: <:: Anahtarı verin. ::>
[17:49:57	][IC] Daisy Hope: Hayır buranın kiracısıyım.
[17:50:07	][IC] C24:i3.VICE-66[E]: <:: Değilsiniz. Sistem diye bir şey var. ::>
[17:50:09	][IC] C24:i3.VICE-66[E]: <:: Anahtarı verin. ::>
[17:50:12	][IC] Daisy Hope: Sistem yanlış?
[17:50:13	][IC] C24:i3.VICE-66[E]: <:: Ilk uyarım. ::>
[17:50:17	][IC] C24:i3.VICE-66[E]: <:: Evet. ::>
[17:50:21	][IC] C24:i3.VICE-66[E]: <:: Bu yüzden yeniden başvurun. ::>
[17:50:26	]Hoo Lee Fuk banditcamp.com loaded the character 'John Brookly'
[17:50:28	][IC] C24:i3.VICE-66[E]: <:: Anahatarı verin. ::>
[17:50:32	][IC] C24:i3.VICE-66[E]: <:: 2. Uyarım. ::>
[17:50:40	][LOOC] C24:i3.VICE-66[E]: şikayetin var ise ticket açabilirsin.
[17:50:49	]Daisy Hope used command '/PM brookly buraya gel buraya gel'.
[17:50:50	]Daisy Hope used command '/PM brookly buraya gel buraya gel'.
[17:50:51	]John Brookly entered observer.
[17:50:55	]John Brookly exited observer at their location.
[17:50:57	][LOOC] C24:i3.VICE-66[E]: uymazsan ıc işlem uygulamak zorunda kalacağım çünkü
[17:51:05	]Daisy Hope used command '/PM brookly çabuk sib başkanı olarak baltic cafeye gel'.
[17:51:05	][LOOC] C24:i3.VICE-66[E]: hatam var ise cezasını alırım rol clearlanır.
[17:51:07	][IC] Daisy Hope: Pekala.
[17:51:08	][IC] C24:i3.VICE-66[E]: <:: Anahtarı verin. ::>
[17:51:10	][IC] John Brookly: Merhaba.
[17:51:11	][IC] Daisy Hope: Sib başkanı burda.
[17:51:16	][IC] Daisy Hope: Merhaba efendim.
[17:51:19	][IC] Daisy Hope: Bu.
[17:51:22	][IC] C24:i3.VICE-66[E]: <:: Sib tid ile ilgilenmiyor. ::>
[17:51:27	][IC] John Brookly: Tid bize bağlı.
[17:51:29	][IC] Daisy Hope: Ben onla konuşacağım.
[17:51:37	][IC] C24:i3.VICE-66[E]: <:: Hmph. ::>
[17:51:42	][IC] C24:i3.VICE-66[E]: <:: Tamamdır. ::>
[17:51:44	][IC] Daisy Hope: Yetki onda.
[17:51:47	][IC] John Brookly: Evet.
[17:51:49	][IC] C24:i3.VICE-66[E]: <:: Anahtarı verin  ve tekrardan başvurun. ::>
[17:51:53	][IC] Daisy Hope: Merhaba efendim öncelikle statüme yanlış girilmiş.
[17:51:59	][IC] Daisy Hope: Buranın kiracısıyım.
[17:52:01	][IC] John Brookly: Kendini tanıt.
[17:52:05	][IC] Daisy Hope: Fakat çalışan olarak.
[17:52:07	][IC] Daisy Hope: Girilmiş.
[17:52:10	][IC] C24:i3.VICE-66[E]: <:: Evet kiracı olmadan çalışan olarak gözüküyordu. ::>
[17:52:10	]Daisy Hope used command '/ID'.
[17:52:11	][IC] John Brookly: Kendini tanıt.
[17:52:20	][IC] C24:i3.VICE-66[E]: <:: Sistem hatası olduğunu söyledi bu yüzden. Statüsünü kaldırdım. ::>
[17:52:24	][IC] Daisy Hope: Bu birim beni zorla alı koymaya çalışıyor.
[17:52:29	][IC] John Brookly: Anahtarı verin.
[17:52:34	]Daisy Hope ran 'drop' on item 'Dükkan Anahtarı' (#23945)
[17:52:34	]Daisy Hope has lost a 'Dükkan Anahtarı' #23945.
[17:52:37	]John Brookly ran 'take' on item 'Dükkan Anahtarı' (#23945)
[17:52:37	]John Brookly has gained a 'Dükkan Anahtarı' #23945.
[17:52:42	][IC] John Brookly: Yenisini alabilirsiniz.
[17:52:45	][IC] John Brookly: Terminladen.
[17:52:48	][IC] Daisy Hope: Alamıyorum k.
[17:52:51	][IC] John Brookly: Dene.
[17:52:52	][LOOC] Daisy Hope: rastgele ev verecek
[17:52:56	][LOOC] John Brookly: degil
[17:52:57	][LOOC] John Brookly: degil
[17:53:00	][LOOC] John Brookly: pickup terminal
[17:53:00	][LOOC] C24:i3.VICE-66[E]: oradan değil.
[17:53:10	][PICKUP DISPENSER] Revain ( Daisy Hope ) picked up an item from the pickup dispenser.
[17:53:10	]Daisy Hope has gained a 'Dükkan Anahtarı' #24451.
[17:53:16	][LOOC] Daisy Hope: ee
[17:53:20	][IC] John Brookly: Hm.
[17:53:23	][LOOC] C24:i3.VICE-66[E]: birde revain rolde ooc çıkma fazla hata var ise loglarda sistem hatası der geçerim.
[17:53:23	][IC] John Brookly: Vermedimi.
[17:53:24	][LOOC] Daisy Hope: assign CID noluyo
[17:53:33	][IC] Daisy Hope: Verdi.
[17:53:35	][IC] Daisy Hope: Efendim.
[17:53:37	][IC] John Brookly: Tamam.
[17:53:39	][IC] John Brookly: Sorun yok o zaman.
[17:53:42	][IC] C24:i3.VICE-66[E]: <:: Hmph. ::>
[17:53:45	][IC] C24:i3.VICE-66[E]: <:: Çalışan eklenmiş durumda. ::>
[17:53:46	][LOOC] Daisy Hope: beyin nocliple gelsene bi
[17:53:48	][LOOC] John Brookly: assign cid admin komutu
[17:53:49	][LOOC] John Brookly: assign cid admin komutu
[17:53:55	][LOOC] John Brookly: kullanma adminler kullanabiliyor sadece
[17:53:56	][LOOC] Daisy Hope: admin olarak
[17:54:00	][IC] John Brookly: Evet.
[17:54:05	][IC] C24:i3.VICE-66[E]: <:: John brookly. ::>
[17:54:09	][IC] John Brookly: Hm.
[17:54:12	][IC] C24:i3.VICE-66[E]: <:: Kişi çalışan olarak eklenmiş durumda. ::>
[17:54:15	][IC] John Brookly: Evet.
[17:54:17	][IC] C24:i3.VICE-66[E]: <:: Tekrardan. ::>
[17:54:19	][IC] Daisy Hope: Fakat kiracıyım.
[17:54:26	][IC] C24:i3.VICE-66[E]: <:: Hayır kiracı değilsiniz. ::>
[17:54:30	][IC] Daisy Hope: Kiracıyım.
[17:54:35	][IC] John Brookly: Yenisini alın.
[17:54:40	][LOOC] Daisy Hope: delirtecen çocuk beni
[17:54:42	][IC] John Brookly: Anahtarı ver.
[17:54:46	]Daisy Hope ran 'drop' on item 'Dükkan Anahtarı' (#24451)
[17:54:46	]Daisy Hope has lost a 'Dükkan Anahtarı' #24451.
[17:54:46	]John Brookly ran 'drop' on item 'Dükkan Anahtarı' (#23945)
[17:54:46	]John Brookly has lost a 'Dükkan Anahtarı' #23945.
[17:54:47	]John Brookly has used a context menu option with the name: remove
[17:54:50	]John Brookly has used a context menu option with the name: remove
[17:54:56	][IC] C24:i3.VICE-66[E]: <:: Şuanda kiracı eklenmiş durumda. ::>
[17:55:00	][IC] John Brookly: Al bakalım.
[17:55:00	][IC] C24:i3.VICE-66[E]: <:: Başka bir sorun var mı? ::>
[17:55:02	][LOOC] Daisy Hope: beyin şu cp yi buradan tekmele yoksa ben sunucudan tekmeleyeceğim
[17:55:07	][PICKUP DISPENSER] Revain ( Daisy Hope ) picked up an item from the pickup dispenser.
[17:55:07	]Daisy Hope has gained a 'Dükkan Anahtarı' #24452.
[17:55:16	][IC] John Brookly: Hangi izinler.
[17:55:16	][LOOC] C24:i3.VICE-66[E]: benim mi hatam biri çalışan eklemiş seni.
[17:55:17	][IC] John Brookly: Var.
[17:55:23	][IC] John Brookly: 3 tane seç.
[17:55:40	][IC] Daisy Hope: Lüx.
[17:55:41	][IC] Daisy Hope: Yemek.
[17:55:48	][IC] Daisy Hope: Alkol.
[17:55:53	][LOOC] Daisy Hope: sonradan extra 1 tane geliyomu yaw
[17:56:03	][LOOC] C24:i3.VICE-66[E]: birde beyin daisy kendine kayıt eklemiş gözüküyor onu kaldırır mısın?
[17:56:11	][LOOC] C24:i3.VICE-66[E]: IC de çok yanlış yerlere gider.
[17:56:26	]deathguard has connected.
[17:56:40	][IC] John Brookly: Tamam.
[17:56:45	][IC] Daisy Hope: Efendim bir soru soracağım.
[17:56:46	][IC] John Brookly: Kira 90.
[17:56:49	][IC] John Brookly: Token.
[17:56:50	][IC] Daisy Hope: Sonradan 1 extra geliyormu.
[17:56:59	][LOOC] C24:i3.VICE-66[E]: tamamdır kalktı. birde revain kendine kayıt ekleme loglara düşüyor, sonra boşuna sorgularlar.
[17:57:00	]deathguard loaded the character 'black hamasan'
[17:57:02	][IC] John Brookly: Dob ile konuş onu.
[17:57:06	][IC] Daisy Hope: Dob?
[17:57:08	][IC] C24:i3.VICE-66[E]: <:: Başka bir sorun kaldı mı? ::>
[17:57:12	][IC] John Brookly: Işletme departmanı.
[17:57:17	][IC] Daisy Hope: Tamamdır.
[17:57:22	][IC] John Brookly: Ekstar izin için.
[17:57:28	]John Brookly has used a context menu option with the name: remove
[17:57:29	][IC] Daisy Hope: Teşekkürler.
[17:57:29	]black hamasan has gained level 15 in the Hız skill.
[17:57:30	][IC] C24:i3.VICE-66[E]: <:: Başka sorun kaldı mı? ::>
[17:57:47	]John Brookly entered observer.
[17:57:48	]Daisy Hope used command '/PM VICE az gel birşeyler al rol çevir'.
[17:58:04	]C24:i3.VICE-66[E] used command '/PM dai cp olarak yemek yiyemem maskem var.'.
[17:58:05	]John Brookly has fired a toolgun with the name: duplicator
[17:58:05	]John Brookly has spawned 'models/barn/barnwall3.mdl'.
[17:58:09	]John Brookly exited observer at their location.
[17:58:10	]John Brookly entered observer.
[17:58:14	]John Brookly has used a context menu option with the name: collision_on
[17:58:14	]John Brookly exited observer at their location.
[17:58:16	]Daisy Hope used command '/PM VICE tamam alıp gidersin'.
[17:58:17	]John Brookly entered observer.
[17:58:20	]John Brookly has used a context menu option with the name: collision_on
[17:58:20	]John Brookly exited observer at their location.
[17:58:23	]John Brookly entered observer.
[17:58:27	]C24:i3.VICE-66[E] used command '/PM dai gerek yok rasyonlar fullüyor zaten'.
[17:58:34	]C24:i3.VICE-66[E] has turned a ration dispenser off.
[17:58:40	]John Brookly has fired a toolgun with the name: env_headcrabcanister
[17:58:50	][IC] black hamasan: Lan.
[17:58:53	]C24:i3.VICE-66[E] has turned a ration dispenser on.
[17:58:58	]John Brookly has used a context menu option with the name: door_lockunlock
[17:59:01	]John Brookly has used a context menu option with the name: door_lockunlock
[17:59:03	][IC] black hamasan: Lan.
[17:59:03	]John Brookly has used a context menu option with the name: rb655_door_close
[17:59:06	]John Brookly has used a context menu option with the name: door_lockunlock
[17:59:12	]John Brookly has fired a toolgun with the name: sparks
[17:59:13	][IC] black hamasan: Neden kapanıp duruyor.
[17:59:14	]John Brookly has fired a toolgun with the name: sparks
[17:59:17	]John Brookly has used a context menu option with the name: rb655_door_close
[17:59:17	]C24:i3.VICE-66[E] used command '/Radio 10-7'.
[17:59:19	][IC] black hamasan: Hayır.
[17:59:23	]Scientist has unloaded their "C24:i3.VICE-66[E]" character.
[17:59:24	][IC] black hamasan: Burada kaldım.
[17:59:28	]John Brookly has fired a toolgun with the name: tesla
[17:59:30	]John Brookly has used a context menu option with the name: door_lockunlock
[17:59:30	]Scientist loaded the character 'Nicholas Newman'
[17:59:36	][IC] black hamasan: Noluyor.
[17:59:37	]John Brookly ran SAM command 'hp' with arguments: 'STEAM_0:1:229653665' '75'
[17:59:47	]John Brookly has used a context menu option with the name: rb655_door_close
[17:59:48	]John Brookly has used a context menu option with the name: rb655_door_open
[17:59:50	]John Brookly has used a context menu option with the name: rb655_door_open
