[00:00:26	]C17:RL.KING-2 has gone afk.
[17:34:49	]C17.i3.XRAY-91 ran 'take' on item 'Büyük Çanta' (#15600)
[17:34:49	]C17.i3.XRAY-91 has gained a 'Büyük Çanta' #15600.
[17:34:49	]C17.i3.XRAY-91 has gained a '30rnd MP-şarjörü' #18292.
[17:34:49	]C17.i3.XRAY-91 has gained a '9mm Tabanca Mermisi' #27826.
[17:34:49	]C17.i3.XRAY-91 has gained a 'Identity Card Creation Device' #19918.
[17:34:49	]C17.i3.XRAY-91 has gained a 'Talep Cihazı' #16055.
[17:34:49	]C17.i3.XRAY-91 has gained a 'Ağrı Kesici' #18182.
[17:34:49	]C17.i3.XRAY-91 has gained a '20 Kredi Kuponu' #18222.
[17:34:49	]C17.i3.XRAY-91 has gained a 'FiveSeven' #31577.
[17:34:49	]C17.i3.XRAY-91 has gained a 'Dezenfekte Bandaj Rulosu' #31549.
[17:34:49	]C17.i3.XRAY-91 has gained a 'Combine Filter' #21574.
[17:34:49	]C17.i3.XRAY-91 has gained a '30rnd MP-şarjörü' #18294.
[17:34:49	]C17.i3.XRAY-91 has gained a 'El Feneri' #15648.
[17:34:49	]C17.i3.XRAY-91 has gained a 'Lastik Kelepçe' #31546.
[17:34:49	]C17.i3.XRAY-91 has gained a 'Lastik Kelepçe' #29957.
[17:34:49	]C17:i1.HELIX-12 just banned a character with the name C24:UNION:i5.Vice-47 '#216'
[17:34:50	]C17.i3.XRAY-91 ran 'take' on item '17rnd Usp-Şarjörü' (#23758)
[17:34:50	]C17.i3.XRAY-91 has gained a '17rnd Usp-Şarjörü' #23758.
[17:34:51	]Ahmet Hoca entered observer.
[17:34:51	]Micheal O'Connel entered observer.
[17:34:51	]Micheal O'Connel exited observer at their location.
[17:34:52	]Elazar Gül exited observer at their location.
[17:34:52	]Micheal O'Connel entered observer.
[17:34:52	]C17.i3.XRAY-91 ran 'take' on item 'USP-45' (#15602)
[17:34:53	]Micheal O'Connel exited observer at their location.
[17:34:54	]Elazar Gül used command '/Reply noldu'.
[17:34:57	]C17.i3.XRAY-91 ran 'take' on item 'USP-45' (#15602)
[17:34:57	]C17.i3.XRAY-91 has gained a 'USP-45' #15602.
[17:34:58	]Ahmet Hoca ran SAM command 'asay' with arguments: 'ben tfa'yı yükleyip geliyorum'
[17:35:00	]C17.i3.XRAY-91 opened the 'Dropped Items' #4008 container.
[17:35:02	]C17.i3.XRAY-91 has gained a '9mm Tabanca Mermisi' #27822 from a container with the name 'Dropped Items' #4008.
[17:35:02	]C17.i3.XRAY-91 has gained a '9mm Tabanca Mermisi' #27823 from a container with the name 'Dropped Items' #4008.
[17:35:03	]C17.i3.XRAY-91 has gained a 'SMG Mermisi' #31527 from a container with the name 'Dropped Items' #4008.
[17:35:03	]C17.i3.XRAY-91 has gained a '9mm Tabanca Mermisi' #27825 from a container with the name 'Dropped Items' #4008.
[17:35:03	]C17.i3.XRAY-91 has gained a 'Sivil Koruma Rasyonu' #31609 from a container with the name 'Dropped Items' #4008.
[17:35:04	]Cihat Tetik opened the 'Metal Çöp Kutusu' #3654 container.
[17:35:04	]C17.i3.XRAY-91 has gained a '9mm Tabanca Mermisi' #27824 from a container with the name 'Dropped Items' #4008.
[17:35:04	]C17.i3.XRAY-91 has gained a 'SMG Mermisi' #31529 from a container with the name 'Dropped Items' #4008.
[17:35:04	]C17.i3.XRAY-91 has gained a '9mm Tabanca Mermisi' #27821 from a container with the name 'Dropped Items' #4008.
[17:35:05	]Micheal O'Connel has gained a '8rnd 870-şarjörü' #33087.
[17:35:05	]Micheal O'Connel has lost a '8rnd 870-şarjörü' #33086.
[17:35:05	]C17.i3.XRAY-91 closed the 'Dropped Items' #4008 container.
[17:35:06	]Cihat Tetik has gained a 'Plastik Çöp' #31634 from a container with the name 'Metal Çöp Kutusu' #3654.
[17:35:08	]Cihat Tetik has gained a 'Cam kırıkları' #30257 from a container with the name 'Metal Çöp Kutusu' #3654.
[17:35:09	]Cihat Tetik closed the 'Metal Çöp Kutusu' #3654 container.
[17:35:12	]Cihat Tetik opened the 'Metal Çöp Kutusu' stash.
[17:35:12	]Cihat Tetik closed the 'Metal Çöp Kutusu' stash.
[17:35:12	]Ahmet Hoca exited observer at their location.
[17:35:13	]Cihat Tetik opened the 'Metal Çöp Kutusu' stash.
[17:35:13	]C17.i3.XRAY-91 entered observer.
[17:35:14	]Revain (STEAM_0:1:608254786) has disconnected.
[17:35:16	]Cihat Tetik closed the 'Metal Çöp Kutusu' stash.
[17:35:17	]Micheal O'Connel entered observer.
[17:35:21	]Micheal O'Connel exited observer at their location.
[17:35:23	]Micheal O'Connel has gained a '8rnd 870-şarjörü' #33086.
[17:35:23	]Micheal O'Connel has lost a '8rnd 870-şarjörü' #33087.
[17:35:29	]C17.i3.XRAY-91 is admin-searching Micheal O'Connel's equip inventory.
[17:35:29	]C17.i3.XRAY-91 has used a context menu option with the name: ixviewequipinventory
[17:35:30	]Micheal O'Connel ran 'Equip' on item 'Stunstick' (#15603)
[17:35:31	]C17.i3.XRAY-91 has closed Micheal O'Connel's equip inventory.
[17:35:38	]C17.i3.XRAY-91 is admin-searching Elazar Gül's inventory.
[17:35:38	]C17.i3.XRAY-91 has used a context menu option with the name: ixviewinventory
[17:35:41	]C17.i3.XRAY-91 has closed Elazar Gül's inventory.
[17:35:43	]Micheal O'Connel has gained a '8rnd 870-şarjörü' #33087.
[17:35:43	]Micheal O'Connel has lost a '8rnd 870-şarjörü' #33086.
[17:35:48	]Micheal O'Connel has gained a '8rnd 870-şarjörü' #33086.
[17:35:48	]Micheal O'Connel has lost a '8rnd 870-şarjörü' #33087.
[17:36:02	]Elazar Gül ran 'combine' on item '10rnd Sniper-Şarjörü' (#33072)
[17:36:03	]C17.i3.XRAY-91 exited observer at their location.
[17:36:04	]Elazar Gül ran 'combine' on item '10rnd Sniper-Şarjörü' (#33071)
[17:36:09	]Elazar Gül has gained level 10 in the Hız skill.
[17:36:09	]Hoo Lee Fuk banditcamp.com loaded the character 'S10/ORD.HURRICANE-36'
[17:36:13	]_Eswet_ (STEAM_0:0:791838080) has disconnected.
[17:36:13	]S10/ORD.HURRICANE-36 used command '/Radio 10-8'.
[17:36:18	]muhammet hoca has gone afk.
[17:36:34	]S10/ORD.HURRICANE-36 used command '/Radio 10-76 404'.
[17:36:44	]S10/ORD.HURRICANE-36 is fully healed.
[17:36:48	]Micheal O'Connel entered observer.
[17:36:56	]Micheal O'Connel exited observer at their location.
[17:37:01	]S10/ORD.HURRICANE-36 used command '/ToggleRaise'.
[17:37:13	]Elazar Gül entered observer.
[17:37:17	]Elazar Gül exited observer at their location.
[17:37:22	]S10/ORD.HURRICANE-36 used command '/ToggleRaise'.
[17:37:30	]Elazar Gül has gained level 37 in the Silahlar skill.
[17:37:30	]Elazar Gül has critically hit S10/ORD.HURRICANE-36 dealing 0 damage (CritChance was 0.66).
[17:37:30	]Elazar Gül has critically hit S10/ORD.HURRICANE-36 dealing 71 damage (CritChance was 0.66).
[17:37:30	]S10/ORD.HURRICANE-36 has taken 71 damage from Elazar Gül.
[17:37:33	]Micheal O'Connel entered observer.
[17:37:33	]Micheal O'Connel exited observer at their location.
[17:37:34	]S10/ORD.HURRICANE-36 is fully healed.
[17:37:35	]DavşanAbi has unloaded their "C17:i1.HELIX-12" character.
[17:37:36	]S10/ORD.HURRICANE-36 used command '/ToggleRaise'.
[17:37:39	]Elazar Gül has critically hit S10/ORD.HURRICANE-36 dealing 0 damage (CritChance was 0.66).
[17:37:39	]Elazar Gül has critically hit S10/ORD.HURRICANE-36 dealing 71 damage (CritChance was 0.66).
[17:37:39	]S10/ORD.HURRICANE-36 has taken 71 damage from Elazar Gül.
[17:37:39	]Scientist created the character 'Sadie white'
[17:37:39	]Sadie white has gained a 'Açık Gri Kol Bandı' #33119.
[17:37:39	]Sadie white has gained a '#00647 Kimlik Kartı' #33120.
[17:37:39	]Sadie white has gained a 'Kahverengi Deri Çizme' #33121.
[17:37:39	]Scientist loaded the character 'Sadie white'
[17:37:39	]S10/ORD.HURRICANE-36 is fully healed.
[17:37:40	]DavşanAbi loaded the character 'S17/OWS.GHOST-12'
[17:37:41	]S10/ORD.HURRICANE-36 has lost a '30rnd Pulse-Şarjörü' #16724.
[17:37:41	]S10/ORD.HURRICANE-36 has gained a '30rnd Pulse-Şarjörü' #16718.
[17:37:43	]muhammet hoca is no longer afk. Total time spent AFK: 380
[17:37:48	]Micheal O'Connel entered observer.
[17:37:48	]Micheal O'Connel exited observer at their location.
[17:37:51	]S17/OWS.GHOST-12 ran SAM command 'asay' with arguments: 'beyin'
[17:37:54	]Wrenchhel has connected.
[17:37:54	]S10/ORD.HURRICANE-36 ran 'drop' on item 'OTA Ordinal Üniforması' (#16708)
[17:37:55	]S17/OWS.GHOST-12 ran SAM command 'asay' with arguments: 'hangi silahı alıyım'
[17:37:56	]S10/ORD.HURRICANE-36 ran 'drop' on item 'OTA Ordinal Üniforması' (#16708)
[17:37:57	]S17/OWS.GHOST-12 ran SAM command 'asay' with arguments: 'geliyorum desteğe'
[17:38:06	]S17/OWS.GHOST-12 entered observer.
[17:38:07	]S10/ORD.HURRICANE-36 ran 'EquipUn' on item 'Combine Filter' (#27818)
[17:38:09	]Revain has connected.
[17:38:11	]S10/ORD.HURRICANE-36 ran 'drop' on item 'Combine Filter' (#27818)
[17:38:11	]S10/ORD.HURRICANE-36 has lost a 'Combine Filter' #27818.
[17:38:14	]S17/OWS.GHOST-12 exited observer at their location.
[17:38:18	]S10/ORD.HURRICANE-36 ran 'take' on item 'Combine Filter' (#27818)
[17:38:18	]S10/ORD.HURRICANE-36 has gained a 'Combine Filter' #27818.
[17:38:21	]Elazar Gül has gained level 38 in the Silahlar skill.
[17:38:21	]Elazar Gül has critically hit S10/ORD.HURRICANE-36 dealing 71 damage (CritChance was 0.88).
[17:38:21	]S10/ORD.HURRICANE-36 has taken 71 damage from Elazar Gül.
[17:38:21	]S10/ORD.HURRICANE-36 has hit Elazar Gül in the chest dealing 16 damage (CritChance was 0.50).
[17:38:21	]Elazar Gül has taken 16 damage from S10/ORD.HURRICANE-36.
[17:38:21	]S10/ORD.HURRICANE-36 has hit Elazar Gül in the left arm dealing 7 damage (CritChance was 0.49).
[17:38:21	]Elazar Gül has taken 6 damage from S10/ORD.HURRICANE-36.
[17:38:21	]S10/ORD.HURRICANE-36 has hit Elazar Gül in the stomach dealing 16 damage (CritChance was 0.50).
[17:38:21	]Elazar Gül has taken 16 damage from S10/ORD.HURRICANE-36.
[17:38:22	]S10/ORD.HURRICANE-36 has hit Elazar Gül in the stomach dealing 16 damage (CritChance was 0.50).
[17:38:22	]Elazar Gül has taken 16 damage from S10/ORD.HURRICANE-36.
[17:38:23	]S10/ORD.HURRICANE-36 has gained a '30rnd Pulse-Şarjörü' #16724.
[17:38:23	]S10/ORD.HURRICANE-36 has lost a '30rnd Pulse-Şarjörü' #16723.
[17:38:25	]S10/ORD.HURRICANE-36 ran 'use' on item 'Sağlık Kiti' (#31705)
[17:38:25	]S10/ORD.HURRICANE-36 has performed the 'Use Sağlık Kiti' action, gaining 111 experience in medicine.
[17:38:25	]S10/ORD.HURRICANE-36 was disinfected by S10/ORD.HURRICANE-36 for 210 seconds.
[17:38:25	]S10/ORD.HURRICANE-36 was bandaged by S10/ORD.HURRICANE-36 for 75 HP.
[17:38:26	]S17/OWS.GHOST-12 has spawned a mp5a3.
[17:38:26	]S10/ORD.HURRICANE-36 has gained a '30rnd Pulse-Şarjörü' #16723.
[17:38:26	]S10/ORD.HURRICANE-36 has lost a '30rnd Pulse-Şarjörü' #16717.
[17:38:27	]S17/OWS.GHOST-12 ran 'take' on item 'MP5A3' (#33122)
[17:38:27	]S17/OWS.GHOST-12 has gained a 'MP5A3' #33122.
[17:38:36	]S10/ORD.HURRICANE-36 used command '/ToggleRaise'.
[17:38:36	]S17/OWS.GHOST-12 has spawned a magazine_mp_30rnd.
[17:38:40	]S10/ORD.HURRICANE-36 used command '/ToggleRaise'.
[17:38:41	]S17/OWS.GHOST-12 ran 'Equip' on item 'MP5A3' (#33122)
[17:38:42	]Elazar Gül has hit S10/ORD.HURRICANE-36 dealing 0 damage (CritChance was 0.89).
[17:38:42	]Elazar Gül has critically hit S10/ORD.HURRICANE-36 dealing 0 damage (CritChance was 0.89).
[17:38:42	]Elazar Gül has critically hit S10/ORD.HURRICANE-36 dealing 71 damage (CritChance was 0.89).
[17:38:42	]S10/ORD.HURRICANE-36 has gained a '30rnd Pulse-Şarjörü' #16717.
[17:38:42	]S10/ORD.HURRICANE-36 was knocked unconscious and is bleeding out.
[17:38:46	]S17/OWS.GHOST-12 ran 'take' on item '30rnd MP-şarjörü' (#33123)
[17:38:46	]S17/OWS.GHOST-12 has gained a '30rnd MP-şarjörü' #33123.
[17:38:46	]S10/ORD.HURRICANE-36 used command '/CharGetUp'.
[17:38:47	]Elazar Gül has critically hit S10/ORD.HURRICANE-36 in the right leg dealing 0 damage (CritChance was 0.89).
[17:38:47	]Elazar Gül has hit S10/ORD.HURRICANE-36 in the right leg dealing 37 damage (CritChance was 0.89).
[17:38:47	]S10/ORD.HURRICANE-36 was killed while bleeding out.
[17:38:47	]Elazar Gül has killed S10/ORD.HURRICANE-36 with player.
[17:38:48	]S10/ORD.HURRICANE-36 entered observer.
[17:38:49	]S10/ORD.HURRICANE-36 used command '/CharGetUp'.
[17:38:51	]S17/OWS.GHOST-12 entered observer.
[17:38:53	]Revain loaded the character 'Jack Garry'
[17:38:55	]S17/OWS.GHOST-12 exited observer at their location.
[17:38:56	]S17/OWS.GHOST-12 entered observer.
[17:38:56	]Wrenchhel loaded the character 'Leo Gans'
[17:38:57	]S17/OWS.GHOST-12 exited observer at their location.
[17:38:58	]S17/OWS.GHOST-12 entered observer.
[17:39:00	]S17/OWS.GHOST-12 exited observer at their location.
[17:39:00	]Jack Garry entered observer.
[17:39:00	]S10/ORD.HURRICANE-36 ran SAM command 'asay' with arguments: 'bu ne la'
[17:39:03	]S17/OWS.GHOST-12 entered observer.
[17:39:05	]S10/ORD.HURRICANE-36 ran SAM command 'asay' with arguments: 'direnişçiler allah olmuş'
[17:39:12	]Jack Garry exited observer at their location.
[17:39:13	]Elazar Gül has gained a '10rnd Sniper-Şarjörü' #33089.
[17:39:13	]Elazar Gül has lost a '10rnd Sniper-Şarjörü' #33072.
[17:39:13	]S17/OWS.GHOST-12 ran SAM command 'asay' with arguments: 'Olum gitmiyorlar'
[17:39:17	]S17/OWS.GHOST-12 ran SAM command 'asay' with arguments: 'diyorum gidin diye'
[17:39:19	][IC] Jack Garry: Salam alakum.
[17:39:20	]Elazar Gül ran SAM command 'asay' with arguments: 'daha güçlü gelin'
[17:39:21	]S17/OWS.GHOST-12 ran SAM command 'asay' with arguments: 'elemanlar hala orada'
[17:39:24	][IC] Jack Garry: Emredin kafasını kasam.
[17:39:27	][IC] Jack Garry: Emredin kafasını kaesm.
[17:39:29	]S10/ORD.HURRICANE-36 ran 'drop' on item 'OTA Mask' (#16709)
[17:39:29	]S10/ORD.HURRICANE-36 has lost a 'OTA Mask' #16709.
[17:39:31	]S10/ORD.HURRICANE-36 has used a context menu option with the name: remove
[17:39:33	]S17/OWS.GHOST-12 exited observer at their location.
[17:39:34	][IC] C17:i5.UNION-25: <:: Hmph. ::>
[17:39:36	]S17/OWS.GHOST-12 ran SAM command 'asay' with arguments: 'canlan beyin'
[17:39:36	]S10/ORD.HURRICANE-36 has given himself a mask_ota.
[17:39:36	]S10/ORD.HURRICANE-36 has gained a 'OTA Mask' #33124.
[17:39:39	]S17/OWS.GHOST-12 ran SAM command 'asay' with arguments: 'beyin canlan'
[17:39:39	]S17/OWS.GHOST-12 entered observer.
[17:39:42	]S17/OWS.GHOST-12 exited observer at their location.
[17:39:42	]S10/ORD.HURRICANE-36 exited observer at their location.
[17:39:45	]S10/ORD.HURRICANE-36 ran 'combine' on item '30rnd Pulse-Şarjörü' (#16718)
[17:39:45	]bquits (STEAM_0:0:142449284) has disconnected.
[17:39:47	]S10/ORD.HURRICANE-36 ran 'combine' on item '30rnd Pulse-Şarjörü' (#16724)
[17:39:48	]S10/ORD.HURRICANE-36 ran 'combine' on item 'Pulse Rifle Enerjisi' (#27705)
[17:39:48	]Jack Garry has critically hit Elazar Gül dealing 17 damage (CritChance was 0.95).
[17:39:48	]Elazar Gül has taken 17 damage from Jack Garry.
[17:39:51	]Elazar Gül has gained level 39 in the Silahlar skill.
[17:39:51	]Elazar Gül has critically hit Jack Garry in the head dealing 75 damage (CritChance was 0.89).
[17:39:51	]Jack Garry has taken 75 damage from Elazar Gül.
[17:39:51	]Sadie white used command '/ActLean'.
[17:39:51	]S10/ORD.HURRICANE-36 ran 'combine' on item 'Sağlık Kiti' (#31705)
[17:39:51	][IC] S17/OWS.GHOST-12: <:: Efendim 404'e destek gerekiyor. ::>
[17:39:52	][IC] Jack Garry: Pardon.
[17:39:53	][IC] S10/ORD.HURRICANE-36: <:: Copy. ::>
[17:39:57	]S10/ORD.HURRICANE-36 ran 'Equip' on item 'AR-2' (#16731)
[17:39:57	][IC] S17/OWS.GHOST-12: <:: Tek olan SK'yı da alalım. ::>
[17:39:58	]Elazar Gül has critically hit Jack Garry in the chest dealing 71 damage (CritChance was 0.89).
[17:39:58	]Jack Garry was knocked unconscious and is bleeding out.
[17:39:58	]S10/ORD.HURRICANE-36 has lost a '30rnd Pulse-Şarjörü' #16724.
[17:39:58	]Jack Garry used command '/CharGetUp'.
[17:40:04	]Elazar Gül entered observer.
[17:40:05	]Jack Garry ran SAM command 'asay' with arguments: 'SCIENTIST TICKET AÇMIŞ'
[17:40:05	]Elazar Gül exited observer at their location.
[17:40:06	]Jack Garry ran SAM command 'respawn' with arguments: ''
[17:40:06	][IC] S10/ORD.HURRICANE-36: <:: 25. ::>
[17:40:09	][IC] S10/ORD.HURRICANE-36: <:: 10-76 404. ::>
[17:40:11	]S17/OWS.GHOST-12 has spawned a bullets_smg1.
[17:40:11	]S17/OWS.GHOST-12 has spawned a bullets_smg1.
[17:40:11	]S17/OWS.GHOST-12 has spawned a bullets_smg1.
[17:40:11	][IC] Jack Garry: Scientist ticket açmış.
[17:40:12	]S17/OWS.GHOST-12 ran 'take' on item 'SMG Mermisi' (#33125)
[17:40:12	]S17/OWS.GHOST-12 has gained a 'SMG Mermisi' #33125.
[17:40:13	][IC] Jack Garry: AAĞAĞAĞA.
[17:40:13	]S17/OWS.GHOST-12 ran 'take' on item 'SMG Mermisi' (#33126)
[17:40:13	]S17/OWS.GHOST-12 has gained a 'SMG Mermisi' #33126.
[17:40:14	]S17/OWS.GHOST-12 ran 'take' on item 'SMG Mermisi' (#33127)
[17:40:14	]S17/OWS.GHOST-12 has gained a 'SMG Mermisi' #33127.
[17:40:17	]S17/OWS.GHOST-12 ran 'combine' on item '30rnd MP-şarjörü' (#33123)
[17:40:23	]S17/OWS.GHOST-12 has spawned a bullets_smg1.
[17:40:23	]S17/OWS.GHOST-12 has spawned a bullets_smg1.
[17:40:23	]S17/OWS.GHOST-12 has spawned a bullets_smg1.
[17:40:24	]S17/OWS.GHOST-12 has spawned a bullets_smg1.
[17:40:25	]C17:i5.UNION-25 has gained a '17rnd Usp-Şarjörü' #31731.
[17:40:25	]C17:i5.UNION-25 has lost a '17rnd Usp-Şarjörü' #31732.
[17:40:26	]S17/OWS.GHOST-12 ran 'take' on item 'SMG Mermisi' (#33131)
[17:40:26	]S17/OWS.GHOST-12 has gained a 'SMG Mermisi' #33131.
[17:40:27	]S17/OWS.GHOST-12 ran 'take' on item 'SMG Mermisi' (#33130)
[17:40:27	]S17/OWS.GHOST-12 has gained a 'SMG Mermisi' #33130.
[17:40:28	]Sadie white used command '/PM muha'.
[17:40:28	]S17/OWS.GHOST-12 ran 'take' on item 'SMG Mermisi' (#33129)
[17:40:28	]S17/OWS.GHOST-12 has gained a 'SMG Mermisi' #33129.
[17:40:30	]S17/OWS.GHOST-12 ran 'take' on item 'SMG Mermisi' (#33128)
[17:40:30	]S17/OWS.GHOST-12 has gained a 'SMG Mermisi' #33128.
[17:40:32	]S10/ORD.HURRICANE-36 used command '/ToggleRaise'.
[17:40:36	]S10/ORD.HURRICANE-36 used command '/ToggleRaise'.
[17:40:47	]S17/OWS.GHOST-12 has spawned a magazine_mp_30rnd.
[17:40:47	]S17/OWS.GHOST-12 has spawned a magazine_mp_30rnd.
[17:40:47	]S17/OWS.GHOST-12 has spawned a magazine_mp_30rnd.
[17:40:47	]S10/ORD.HURRICANE-36 used command '/ToggleRaise'.
[17:40:47	]S17/OWS.GHOST-12 has lost a '30rnd MP-şarjörü' #33123.
[17:40:49	]S17/OWS.GHOST-12 ran 'take' on item '30rnd MP-şarjörü' (#33134)
[17:40:49	]S17/OWS.GHOST-12 has gained a '30rnd MP-şarjörü' #33134.
[17:40:50	]S17/OWS.GHOST-12 ran 'take' on item '30rnd MP-şarjörü' (#33133)
[17:40:50	]S17/OWS.GHOST-12 has gained a '30rnd MP-şarjörü' #33133.
[17:40:51	]S17/OWS.GHOST-12 ran 'take' on item '30rnd MP-şarjörü' (#33132)
[17:40:51	]S17/OWS.GHOST-12 has gained a '30rnd MP-şarjörü' #33132.
[17:40:52	]S10/ORD.HURRICANE-36 used command '/ToggleRaise'.
[17:40:52	]Jack Garry entered observer.
[17:40:53	]S17/OWS.GHOST-12 ran 'combine' on item '30rnd MP-şarjörü' (#33134)
[17:40:54	]S17/OWS.GHOST-12 ran 'combine' on item '30rnd MP-şarjörü' (#33132)
[17:40:55	]S17/OWS.GHOST-12 ran 'combine' on item '30rnd MP-şarjörü' (#33133)
[17:40:59	]S17/OWS.GHOST-12 entered observer.
[17:41:01	]S10/ORD.HURRICANE-36 used command '/ToggleRaise'.
[17:41:08	]Elazar Gül ran 'take' on item 'Küçük Çanta' (#15599)
[17:41:08	]Elazar Gül has gained a 'Küçük Çanta' #15599.
[17:41:08	]Elazar Gül has gained a 'Draw String Canvas Bag' #18180.
[17:41:08	]Elazar Gül has gained a '30rnd MP-şarjörü' #18316.
[17:41:08	]Elazar Gül has gained a '17rnd Usp-Şarjörü' #15611.
[17:41:08	]Elazar Gül has gained a '30rnd MP-şarjörü' #18293.
[17:41:08	]Elazar Gül has gained a 'Draw String Canvas Bag' #31536.
[17:41:08	]Elazar Gül has gained a '17rnd Usp-Şarjörü' #15697.
[17:41:08	]Elazar Gül has gained a 'Draw String Canvas Bag' #31535.
[17:41:08	]Elazar Gül has gained a '17rnd Usp-Şarjörü' #15612.
[17:41:08	]Elazar Gül has gained a '17rnd Usp-Şarjörü' #15610.
[17:41:08	]Elazar Gül has gained a 'El Telsizi' #15598.
[17:41:08	]Elazar Gül has gained a 'Draw String Canvas Bag' #31534.
[17:41:08	]Elazar Gül has gained a '17rnd Usp-Şarjörü' #12607.
[17:41:11	]S17/OWS.GHOST-12 exited observer at their location.
[17:41:13	]Sadie white used command '/ExitAct'.
[17:41:13	]S10/ORD.HURRICANE-36 used command '/Punch'.
[17:41:14	]Elazar Gül was just knocked out due to: hit by punch command used by S10/ORD.HURRICANE-36
[17:41:14	]Elazar Gül has gained a '10rnd Sniper-Şarjörü' #33072.
[17:41:16	][IC] C17:i5.UNION-25: <:: Yerinde dur. ::>
[17:41:17	][Y] Jack Garry: ALLAHU AKBARR.
[17:41:18	][IC] S10/ORD.HURRICANE-36: <:: Biri düştü. ::>
[17:41:21	][IC] S17/OWS.GHOST-12: <:: Cıoy. ::>
[17:41:23	]Sadie white used command '/ActLean'.
[17:41:23	][IC] S17/OWS.GHOST-12: <:: Copy. ::>
[17:41:29	][ME] S10/ORD.HURRICANE-36: yerdeki adamın ellerini bağlar
[17:41:31	]S10/ORD.HURRICANE-36 ran 'Use' on item 'Lastik Kelepçe' (#22268)
[17:41:34	]S10/ORD.HURRICANE-36 ran 'Use' on item 'Lastik Kelepçe' (#22268)
[17:41:40	]Elazar Gül used command '/CharGetUp'.
[17:41:41	]Elazar Gül used command '/CharGetUp'.
[17:41:41	]S10/ORD.HURRICANE-36 used command '/Punch'.
[17:41:45	]Elazar Gül used command '/CharGetUp'.
[17:41:54	]Leo Gans used command '/ActSit'.
[17:41:56	]Sadie white used command '/ExitAct'.
[17:42:00	]S10/ORD.HURRICANE-36 used command '/Radio 25, yerdeki 647-e yi kontrol et'.
