[17:34:51	]jokaz 🗿 has connected.
[18:42:08	]C17:RCT.YELLO-79 has critically hit C17:RCT.YELLO-60 in the left arm dealing 2 damage (CritChance was 0.84).
[18:42:08	]C17:RCT.YELLO-60 has taken 2 damage from C17:RCT.YELLO-79.
[18:42:08	]C17:RCT.YELLO-79 has critically hit C17:RCT.YELLO-60 in the left arm dealing 2 damage (CritChance was 0.84).
[18:42:08	]C17:RCT.YELLO-60 has taken 2 damage from C17:RCT.YELLO-79.
[18:42:08	]C17:RCT.YELLO-79 has critically hit C17:RCT.YELLO-60 in the stomach dealing 7 damage (CritChance was 0.84).
[18:42:08	]C17:RCT.YELLO-60 has taken 7 damage from C17:RCT.YELLO-79.
[18:42:08	]C17:RCT.YELLO-79 has critically hit C17:RCT.YELLO-60 in the stomach dealing 7 damage (CritChance was 0.84).
[18:42:08	]C17:RCT.YELLO-60 has taken 7 damage from C17:RCT.YELLO-79.
[18:42:08	]C17:RCT.YELLO-79 has critically hit C17:RCT.YELLO-60 in the head dealing 8 damage (CritChance was 0.84).
[18:42:08	]C17:RCT.YELLO-60 has taken 8 damage from C17:RCT.YELLO-79.
[18:42:10	]C17:RCT.YELLO-35 has pressed the "CA_SocialInfection" map button.
[18:42:11	]C17:RCT.YELLO-79 has taken 1 damage from C17:RCT.YELLO-02.
[18:42:11	]C17:RCT.YELLO-79 has taken 3 damage from C17:RCT.YELLO-02.
[18:42:11	]C17:RCT.YELLO-79 has taken 3 damage from C17:RCT.YELLO-02.
[18:42:12	]C17:RCT.YELLO-79 has taken 15 damage from C17:RCT.YELLO-02.
[18:42:12	]C17:RCT.YELLO-79 has hit C17:RCT.YELLO-02 in the chest dealing 4 damage (CritChance was 0.84).
[18:42:12	]C17:RCT.YELLO-02 has taken 4 damage from C17:RCT.YELLO-79.
[18:42:12	]C17:RCT.YELLO-79 has critically hit C17:RCT.YELLO-02 in the stomach dealing 7 damage (CritChance was 0.84).
[18:42:12	]C17:RCT.YELLO-02 has taken 7 damage from C17:RCT.YELLO-79.
[18:42:12	]C17:RCT.YELLO-79 has critically hit C17:RCT.YELLO-02 in the left arm dealing 0 damage (CritChance was 0.84).
[18:42:12	]C17:RCT.YELLO-79 has critically hit C17:RCT.YELLO-02 in the left arm dealing 0 damage (CritChance was 0.84).
[18:42:12	]C17:RCT.YELLO-79 has critically hit C17:RCT.YELLO-02 in the left arm dealing 2 damage (CritChance was 0.84).
[18:42:12	]C17:RCT.YELLO-02 has taken 2 damage from C17:RCT.YELLO-79.
[18:42:12	]C17:RCT.YELLO-79 has critically hit C17:RCT.YELLO-02 in the chest dealing 0 damage (CritChance was 0.84).
[18:42:12	]C17:RCT.YELLO-79 has critically hit C17:RCT.YELLO-02 in the left arm dealing 2 damage (CritChance was 0.84).
[18:42:12	]C17:RCT.YELLO-02 has taken 2 damage from C17:RCT.YELLO-79.
[18:42:12	]C17:RCT.YELLO-79 has critically hit C17:RCT.YELLO-02 in the stomach dealing 7 damage (CritChance was 0.84).
[18:42:12	]C17:RCT.YELLO-02 has taken 7 damage from C17:RCT.YELLO-79.
[18:42:12	]C17:RCT.YELLO-79 has critically hit C17:RCT.YELLO-02 in the chest dealing 7 damage (CritChance was 0.84).
[18:42:12	]C17:RCT.YELLO-02 was knocked unconscious and is bleeding out.
[18:42:18	]C17:RCT.YELLO-79 has critically hit C17:RCT.YELLO-02 in the right leg dealing 7 damage (CritChance was 0.84).
[18:42:18	]C17:RCT.YELLO-02 was killed while bleeding out.
[18:42:18	]C17:RCT.YELLO-79 has killed C17:RCT.YELLO-02 with player.
[18:42:37	]C17:RCT.YELLO-25 entered observer.
[18:42:59	]C17:RCT.YELLO-79 used command '/Dispatch 1'.
[18:43:00	]C17:RCT.YELLO-35 has pressed the "CA_JudgementWaiver" map button.
[18:43:05	]C17:RCT.YELLO-79 used command '/Dispatch 1'.
[18:43:08	]C17:RCT.YELLO-35 has pressed the "CA_JudgementWaiver" map button.
[18:43:15	]C17:RCT.YELLO-79 used command '/Dispatch fkdasad'.
[18:43:15	]C17:RCT.YELLO-02 ran SAM command 'noclip' with arguments: ''
[18:43:17	]C17:RCT.YELLO-79 used command '/Dispatch fkdasad'.
[18:43:18	]C17:RCT.YELLO-60 used command '/Broadcast odbyt'.
[18:43:19	]C17:RCT.YELLO-35 used command '/Broadcast dwafwa'.
[18:43:20	][IC] C17:RCT.YELLO-02: <:: Tag one bug. ::>
[18:43:22	]C17:RCT.YELLO-02 ran SAM command 'noclip' with arguments: ''
[18:43:25	][IC] C17:RCT.YELLO-02: <:: 10-0, 10-0; viscerator is hunting!. ::>
[18:43:33	][IC] C17:RCT.YELLO-02: <:: 10-8; standing by. ::>
[18:43:40	][IC] C17:RCT.YELLO-02: <:: All units, move to arrest positions. ::>
[18:43:40	]C17:RCT.YELLO-79 entered observer.
[18:43:41	]C17:RCT.YELLO-79 exited observer.
[18:43:48	][IC] C17:RCT.YELLO-02: <:: Uh, could be. ::>
[18:43:55	][IC] C17:RCT.YELLO-02: <:: You expect me to believe that? ::>
[18:44:03	][IC] C17:RCT.YELLO-02: <:: Confirm; priority-one sighted. ::>
[18:44:06	][IC] C17:RCT.YELLO-02: <:: I have a priority-two anti-citizen here. ::>
[18:44:07	]C17:RCT.YELLO-25 exited observer at their location.
[18:44:07	]C17:RCT.YELLO-25 entered observer.
[18:44:15	]C17:RCT.YELLO-25 exited observer at their location.
[18:44:16	]C17:RCT.YELLO-25 entered observer.
[18:44:22	][IC] C17:RCT.YELLO-02: <:: What the-? ::>
[18:44:35	][IC] C17:RCT.YELLO-02: <:: Wrap it up. ::>
[18:44:38	][IC] C17:RCT.YELLO-02: <:: Wrap. ::>
[18:44:49	]C17:RCT.YELLO-25 exited observer at their location.
[18:44:52	]C17:RCT.YELLO-25 entered observer.
[18:44:54	]C17:RCT.YELLO-25 exited observer at their location.
[18:44:56	][IC] C17:RCT.YELLO-02: <:: CP is overrun; we have no containment. ::>
[18:45:06	]C17:RCT.YELLO-79 has hit C17:RCT.YELLO-02 in the head dealing 8 damage (CritChance was 0.17).
[18:45:06	]C17:RCT.YELLO-02 has taken 8 damage from C17:RCT.YELLO-79.
[18:45:06	]C17:RCT.YELLO-79 has critically hit C17:RCT.YELLO-02 in the head dealing 16 damage (CritChance was 0.17).
[18:45:06	]C17:RCT.YELLO-02 has taken 16 damage from C17:RCT.YELLO-79.
[18:45:06	]C17:RCT.YELLO-79 has hit C17:RCT.YELLO-02 in the head dealing 8 damage (CritChance was 0.17).
[18:45:06	]C17:RCT.YELLO-02 has taken 8 damage from C17:RCT.YELLO-79.
[18:45:07	]C17:RCT.YELLO-02 is fully healed.
[18:45:08	]C17:RCT.YELLO-79 has hit C17:RCT.YELLO-02 in the head dealing 8 damage (CritChance was 0.17).
[18:45:08	]C17:RCT.YELLO-02 has taken 8 damage from C17:RCT.YELLO-79.
[18:45:08	]C17:RCT.YELLO-79 has hit C17:RCT.YELLO-02 in the head dealing 8 damage (CritChance was 0.17).
[18:45:08	]C17:RCT.YELLO-02 has taken 8 damage from C17:RCT.YELLO-79.
[18:45:08	]C17:RCT.YELLO-79 has critically hit C17:RCT.YELLO-02 in the head dealing 16 damage (CritChance was 0.17).
[18:45:08	]C17:RCT.YELLO-02 has taken 16 damage from C17:RCT.YELLO-79.
[18:45:08	]C17:RCT.YELLO-79 has critically hit C17:RCT.YELLO-02 in the head dealing 16 damage (CritChance was 0.83).
[18:45:08	]C17:RCT.YELLO-02 has taken 16 damage from C17:RCT.YELLO-79.
[18:45:08	]C17:RCT.YELLO-79 has critically hit C17:RCT.YELLO-02 in the head dealing 16 damage (CritChance was 0.83).
[18:45:08	]C17:RCT.YELLO-02 has taken 16 damage from C17:RCT.YELLO-79.
[18:45:09	]C17:RCT.YELLO-79 has critically hit C17:RCT.YELLO-02 in the head dealing 16 damage (CritChance was 0.90).
[18:45:09	]C17:RCT.YELLO-02 has taken 16 damage from C17:RCT.YELLO-79.
[18:45:10	]C17:RCT.YELLO-79 has critically hit C17:RCT.YELLO-02 in the chest dealing 0 damage (CritChance was 0.90).
[18:45:10	]C17:RCT.YELLO-79 has critically hit C17:RCT.YELLO-02 in the chest dealing 15 damage (CritChance was 0.90).
[18:45:10	]C17:RCT.YELLO-02 has taken 15 damage from C17:RCT.YELLO-79.
[18:45:11	]C17:RCT.YELLO-79 has critically hit C17:RCT.YELLO-02 in the chest dealing 15 damage (CritChance was 0.90).
[18:45:11	]C17:RCT.YELLO-02 has taken 15 damage from C17:RCT.YELLO-79.
[18:45:11	]C17:RCT.YELLO-79 has critically hit C17:RCT.YELLO-02 in the head dealing 16 damage (CritChance was 0.89).
[18:45:11	]C17:RCT.YELLO-02 was knocked unconscious and is bleeding out.
[18:45:12	]C17:RCT.YELLO-79 has hit C17:RCT.YELLO-02 in the left leg dealing 0 damage (CritChance was 0.87).
[18:45:12	]C17:RCT.YELLO-79 has critically hit C17:RCT.YELLO-02 in the left leg dealing 14 damage (CritChance was 0.87).
[18:45:12	]C17:RCT.YELLO-02 was killed while bleeding out.
[18:45:12	]C17:RCT.YELLO-79 has killed C17:RCT.YELLO-02 with player.
[18:45:16	]C17:RCT.YELLO-25 has pressed the "CA_JudgementWaiver" map button.
[18:45:16	]C17:RCT.YELLO-79 has critically hit C17:RCT.YELLO-60 in the head dealing 16 damage (CritChance was 0.90).
[18:45:16	]C17:RCT.YELLO-60 has taken 16 damage from C17:RCT.YELLO-79.
[18:45:16	]C17:RCT.YELLO-79 has hit C17:RCT.YELLO-60 in the head dealing 8 damage (CritChance was 0.90).
[18:45:16	]C17:RCT.YELLO-60 has taken 8 damage from C17:RCT.YELLO-79.
[18:45:16	]C17:RCT.YELLO-79 has critically hit C17:RCT.YELLO-60 in the head dealing 16 damage (CritChance was 0.90).
[18:45:16	]C17:RCT.YELLO-60 was knocked unconscious and is bleeding out.
[18:45:18	]C17:RCT.YELLO-79 has critically hit C17:RCT.YELLO-60 in the right leg dealing 0 damage (CritChance was 0.87).
[18:45:18	]C17:RCT.YELLO-79 has critically hit C17:RCT.YELLO-60 in the left leg dealing 14 damage (CritChance was 0.87).
[18:45:18	]C17:RCT.YELLO-60 was killed while bleeding out.
[18:45:18	]C17:RCT.YELLO-79 has killed C17:RCT.YELLO-60 with player.
[18:45:19	]C17:RCT.YELLO-25 entered observer.
[18:45:23	]C17:RCT.YELLO-79 has hit C17:RCT.YELLO-02 in the stomach dealing 9 damage (CritChance was 0.18).
[18:45:23	]C17:RCT.YELLO-02 has taken 9 damage from C17:RCT.YELLO-79.
[18:45:25	]C17:RCT.YELLO-25 exited observer at their location.
[18:45:25	]C17:RCT.YELLO-79 has taken 10 damage from C17:RCT.YELLO-02.
[18:45:26	]C17:RCT.YELLO-79 has critically hit C17:RCT.YELLO-02 in the chest dealing 0 damage (CritChance was 0.17).
[18:45:26	]C17:RCT.YELLO-79 has hit C17:RCT.YELLO-02 in the chest dealing 9 damage (CritChance was 0.17).
[18:45:26	]C17:RCT.YELLO-02 has taken 9 damage from C17:RCT.YELLO-79.
[18:45:26	]C17:RCT.YELLO-79 has hit C17:RCT.YELLO-02 in the left leg dealing 0 damage (CritChance was 0.17).
[18:45:26	]C17:RCT.YELLO-79 has hit C17:RCT.YELLO-02 in the left leg dealing 4 damage (CritChance was 0.17).
[18:45:26	]C17:RCT.YELLO-02 has taken 4 damage from C17:RCT.YELLO-79.
[18:45:26	]C17:RCT.YELLO-79 has hit C17:RCT.YELLO-02 in the stomach dealing 9 damage (CritChance was 0.17).
[18:45:26	]C17:RCT.YELLO-02 has taken 9 damage from C17:RCT.YELLO-79.
[18:45:27	]C17:RCT.YELLO-79 has hit C17:RCT.YELLO-02 in the chest dealing 9 damage (CritChance was 0.17).
[18:45:27	]C17:RCT.YELLO-02 has taken 9 damage from C17:RCT.YELLO-79.
[18:45:27	]C17:RCT.YELLO-79 has hit C17:RCT.YELLO-02 in the left arm dealing 4 damage (CritChance was 0.17).
[18:45:27	]C17:RCT.YELLO-02 has taken 4 damage from C17:RCT.YELLO-79.
[18:45:27	]C17:RCT.YELLO-79 has hit C17:RCT.YELLO-02 in the left arm dealing 4 damage (CritChance was 0.17).
[18:45:27	]C17:RCT.YELLO-02 has taken 4 damage from C17:RCT.YELLO-79.
[18:45:27	]C17:RCT.YELLO-79 has hit C17:RCT.YELLO-02 in the left arm dealing 0 damage (CritChance was 0.17).
[18:45:27	]C17:RCT.YELLO-79 has hit C17:RCT.YELLO-02 in the left arm dealing 4 damage (CritChance was 0.17).
[18:45:27	]C17:RCT.YELLO-02 has taken 4 damage from C17:RCT.YELLO-79.
[18:45:27	]Inkaaz (STEAM_0:0:50287200) has disconnected (timed out).
[18:45:27	]C17:RCT.YELLO-79 has critically hit C17:RCT.YELLO-02 in the chest dealing 15 damage (CritChance was 0.87).
[18:45:27	]C17:RCT.YELLO-02 has taken 15 damage from C17:RCT.YELLO-79.
[18:45:29	]C17:RCT.YELLO-25 entered observer.
[18:45:32	]C17:RCT.YELLO-79 has critically hit C17:RCT.YELLO-02 in the left arm dealing 4 damage (CritChance was 0.87).
[18:45:32	]C17:RCT.YELLO-02 has taken 4 damage from C17:RCT.YELLO-79.
[18:45:32	]C17:RCT.YELLO-79 has critically hit C17:RCT.YELLO-02 in the stomach dealing 15 damage (CritChance was 0.87).
[18:45:32	]C17:RCT.YELLO-02 has taken 15 damage from C17:RCT.YELLO-79.
[18:45:34	]C17:RCT.YELLO-79 was knocked unconscious and is bleeding out.
[18:45:38	]C17:RCT.YELLO-79 was killed while bleeding out.
[18:45:38	]C17:RCT.YELLO-02 has killed C17:RCT.YELLO-79 with player.
[18:45:41	]C17:RCT.YELLO-60 entered observer.
[18:46:05	]C17:RCT.YELLO-79 ran SAM command 'armor' with arguments: 'STEAM_0:0:422062415' '100'
[18:46:10	]C17:RCT.YELLO-25 exited observer at their location.
[18:46:13	]C17:RCT.YELLO-25 entered observer.
[18:46:21	]C17:RCT.YELLO-25 exited observer at their location.
[18:46:22	]C17:RCT.YELLO-25 entered observer.
[18:46:43	]C17:RCT.YELLO-25 exited observer at their location.
[18:46:51	]C17:RCT.YELLO-25 entered observer.
[18:47:50	]C17:RCT.YELLO-25 exited observer at their location.
[18:47:52	]C17:RCT.YELLO-25 entered observer.
[18:47:53	]C17:RCT.YELLO-25 exited observer at their location.
[18:48:00	]C17:RCT.YELLO-25 entered observer.
[18:48:05	][IC] C17:RCT.YELLO-02: <:: Amputete. ::>
[18:48:07	][IC] C17:RCT.YELLO-02: <:: Amputate. ::>
[18:48:11	]C17:RCT.YELLO-02 used command '/Amputate'.
[18:48:15	]C17:RCT.YELLO-02 used command '/Amputate Hej'.
[18:48:43	]C17:RCT.YELLO-25 exited observer at their location.
[18:48:46	]C17:RCT.YELLO-25 entered observer.
[18:49:10	]C17:RCT.YELLO-25 exited observer at their location.
[18:49:13	]C17:RCT.YELLO-25 entered observer.
[18:49:14	]C17:RCT.YELLO-25 exited observer at their location.
[18:49:15	]C17:RCT.YELLO-25 entered observer.
[18:49:16	]C17:RCT.YELLO-02 has spawned a 'NPC [387][npc_vj_hlr2b_com_civilp_elite]'.
[18:49:16	]C17:RCT.YELLO-02 has taken 5 damage from Civil Protection Elite.
[18:49:31	]C17:RCT.YELLO-02 has spawned a 'NPC [387][npc_vj_test_humanply]'.
[18:50:29	][IC] C17:RCT.YELLO-79: <:: 12321. ::>
[18:50:39	]C17:RCT.YELLO-79 used command '/PlyWhitelist yello-79 administrator'.
[18:51:15	]C17:RCT.YELLO-25 exited observer at their location.
[18:51:17	]C17:RCT.YELLO-25 entered observer.
[18:51:30	]Loxy created the character 'sadasdasD'
[18:51:30	]Loxy loaded the character 'sadasdasD'
[18:51:30	]sadasdasD has gained a '#11102's Identity Card' #73.
[18:51:30	]sadasdasD has gained a 'Combine PDA' #74.
[18:51:30	]sadasdasD has gained a 'The Diplomat' #75.
[18:51:30	]sadasdasD has gained a 'The Diplomat Trousers' #76.
[18:51:30	]sadasdasD has gained a 'Dress Shoes' #77.
[18:51:43	]sadasdasD ran 'Equip' on item 'Combine PDA' (#74)
[18:51:48	]C17:RCT.YELLO-02 ran SAM command 'noclip' with arguments: ''
[18:51:56	]C17:RCT.YELLO-02 ran SAM command 'noclip' with arguments: ''
[18:51:58	]C17:RCT.YELLO-02 ran SAM command 'noclip' with arguments: ''
[18:51:59	]C17:RCT.YELLO-25 exited observer at their location.
[18:52:02	]C17:RCT.YELLO-25 entered observer.
[18:52:16	]C17:RCT.YELLO-02 ran SAM command 'noclip' with arguments: ''
[18:52:22	]C17:RCT.YELLO-02 ran SAM command 'noclip' with arguments: ''
[18:52:30	]C17:RCT.YELLO-02 ran SAM command 'noclip' with arguments: ''
[18:52:36	]C17:RCT.YELLO-02 ran 'Equip' on item 'Combine PDA' (#60)
[18:53:01	]C17:RCT.YELLO-25 exited observer at their location.
[18:53:02	]C17:RCT.YELLO-25 entered observer.
[18:53:03	]C17:RCT.YELLO-25 exited observer at their location.
[18:53:07	]C17:RCT.YELLO-25 entered observer.
[18:53:19	]C17:RCT.YELLO-25 exited observer at their location.
[18:53:20	]C17:RCT.YELLO-25 entered observer.
[18:53:21	]C17:RCT.YELLO-25 exited observer at their location.
[18:53:21	]C17:RCT.YELLO-25 entered observer.
[18:53:51	]Pozytyw has connected.
[18:54:09	]Inkaaz has connected.
[18:54:32	]Pozytyw loaded the character 'William Cartwright'
[18:54:34	]Inkaaz loaded the character 'C17:RCT.YELLO-35'
[18:54:37	]William Cartwright is fully healed.
[18:55:02	]C17:RCT.YELLO-02 ran SAM command 'noclip' with arguments: ''
[18:55:29	]C17:RCT.YELLO-25 exited observer at their location.
[18:55:29	]C17:RCT.YELLO-25 entered observer.
[18:55:46	]C17:RCT.YELLO-25 exited observer at their location.
[18:55:46	]C17:RCT.YELLO-25 entered observer.
[18:55:47	]C17:RCT.YELLO-25 exited observer at their location.
[18:55:48	]C17:RCT.YELLO-25 entered observer.
[18:55:49	]C17:RCT.YELLO-25 exited observer at their location.
[18:55:49	]C17:RCT.YELLO-25 entered observer.
[18:56:29	]C17:RCT.YELLO-02 ran SAM command 'bring' with arguments: '*'
[18:56:30	]C17:RCT.YELLO-60 exited observer at their location.
[18:56:33	][IC] C17:RCT.YELLO-02: <:: Jest admin room. ::>
[18:56:37	]C17:RCT.YELLO-02 ran SAM command 'noclip' with arguments: ''
[18:56:43	][IC] C17:RCT.YELLO-02: <:: Jest admin room. ::>
[18:56:45	]Inkaaz (STEAM_0:0:50287200) has disconnected (timed out).
[18:56:47	]C17:RCT.YELLO-25 exited observer at their location.
[18:56:55	]C17:RCT.YELLO-02 ran SAM command 'noclip' with arguments: ''
[18:56:58	][IC] William Cartwright: CP's!
[18:57:11	][IC] sadasdasD: CP's!
[18:57:15	][IC] sadasdasD: CP's!
[18:57:18	][IC] William Cartwright: Combine!
[18:57:22	][IC] sadasdasD: Combine!
[18:57:27	]C17:RCT.YELLO-25 entered observer.
[18:57:31	]C17:RCT.YELLO-02 ran 'SetCredits' on item '#09774's Identity Card' (#59)
[18:57:32	][IC] sadasdasD: Someday, this will all be a bad memory.
[18:58:03	]C17:RCT.YELLO-25 exited observer at their location.
[18:58:05	]C17:RCT.YELLO-25 entered observer.
[18:58:10	]sadasdasD entered observer.
[18:58:11	]sadasdasD exited observer.
[18:58:12	]sadasdasD entered observer.
[18:58:12	]sadasdasD exited observer.
[18:58:13	]sadasdasD entered observer.
[18:58:13	]sadasdasD exited observer.
[18:58:14	]sadasdasD entered observer.
[18:58:14	]sadasdasD exited observer.
[18:58:42	]C17:RCT.YELLO-25 exited observer at their location.
[18:58:42	]C17:RCT.YELLO-25 entered observer.
[18:58:43	]C17:RCT.YELLO-25 exited observer at their location.
[18:58:43	]C17:RCT.YELLO-25 entered observer.
[18:58:43	]C17:RCT.YELLO-25 exited observer at their location.
[18:58:44	]C17:RCT.YELLO-25 entered observer.
[18:58:46	]C17:RCT.YELLO-25 exited observer at their location.
[18:58:46	]C17:RCT.YELLO-25 entered observer.
[18:58:49	]C17:RCT.YELLO-25 exited observer at their location.
[18:58:53	]C17:RCT.YELLO-25 entered observer.
[18:58:58	]C17:RCT.YELLO-25 exited observer at their location.
[18:59:01	]C17:RCT.YELLO-25 entered observer.
[18:59:10	]C17:RCT.YELLO-25 exited observer at their location.
[18:59:21	]C17:RCT.YELLO-25 entered observer.
[18:59:54	]C17:RCT.YELLO-25 exited observer at their location.
[18:59:55	]C17:RCT.YELLO-25 entered observer.
[18:59:56	]C17:RCT.YELLO-25 exited observer at their location.
[19:00:00	]William Cartwright entered observer.
[19:00:08	]jokaz 🗿 (STEAM_0:0:422062415) has disconnected.
[19:00:10	]William Cartwright exited observer.
[19:00:11	]William Cartwright entered observer.
[19:00:16	]William Cartwright exited observer.
[19:00:19	]C17:RCT.YELLO-25 entered observer.
[19:00:19	]William Cartwright entered observer.
[19:00:22	]William Cartwright exited observer.
[19:00:28	]Oktawiangr (STEAM_0:0:69588746) has disconnected.
[19:38:56	]jokaz 🗿 has connected.
[19:39:15	]Inkaaz has connected.
[19:39:29	]jokaz 🗿 loaded the character 'C17:RCT.YELLO-02'
[19:39:33	]C17:RCT.YELLO-02 ran SAM command 'noclip' with arguments: ''
[19:39:39	][IC] C17:RCT.YELLO-02: <:: !heal. ::>
[19:39:41	]Inkaaz loaded the character 'C17:RCT.YELLO-35'
[19:39:43	][IC] C17:RCT.YELLO-02: <:: !heal. ::>
[19:39:57	]C17:RCT.YELLO-35 entered observer.
[19:40:01	]C17:RCT.YELLO-02 ran SAM command 'noclip' with arguments: ''
[19:40:10	]C17:RCT.YELLO-35 exited observer.
[19:40:20	]C17:RCT.YELLO-02 ran SAM command 'admin' with arguments: ''
[19:40:22	]C17:RCT.YELLO-02 ran SAM command 'admin' with arguments: ''
[19:40:25	]C17:RCT.YELLO-02 ran SAM command 'admin' with arguments: ''
[19:40:28	]C17:RCT.YELLO-02 ran SAM command 'noclip' with arguments: ''
[19:40:36	]Loxy has connected.
[19:40:48	]C17:RCT.YELLO-02 ran 'ToggleOn' on item 'Handheld Radio' (#63)
[19:40:49	]C17:RCT.YELLO-02 ran 'channel' on item 'Handheld Radio' (#63)
[19:40:52	]C17:RCT.YELLO-02 used command '/Radio Test'.
[19:40:56	]C17:RCT.YELLO-02 used command '/Radio 10-4'.
[19:41:00	]C17:RCT.YELLO-02 used command '/Radio haha'.
[19:41:08	]C17:RCT.YELLO-02 used command '/RadioYell Hey'.
[19:41:27	]Loxy loaded the character 'sadasdasD'
[19:41:29	]Lorf has connected.
[19:41:30	]Pozytyw has connected.
[19:41:35	]Loxy loaded the character 'C17:RCT.YELLO-79'
[19:41:40	]C17:RCT.YELLO-79 is fully healed.
[19:41:40	]C17:RCT.YELLO-79 ran 'Equip' on item 'Combine PDA' (#39)
[19:41:56	][AltChecker] Lorf joined for the first time, generating new cookie.
[19:42:13	]C17:RCT.YELLO-35 used command '/clothingcreator'.
[19:42:13	]Pozytyw loaded the character 'William Cartwright'
[19:42:18	]William Cartwright is fully healed.
[19:42:32	]William Cartwright entered observer.
[19:42:36	]William Cartwright exited observer.
[19:42:40	]Ekrell has connected.
[19:42:49	]William Cartwright entered observer.
[19:42:52	]William Cartwright exited observer.
[19:42:55	]C17:RCT.YELLO-35 entered observer.
[19:42:55	]C17:RCT.YELLO-35 exited observer.
[19:42:57	]William Cartwright entered observer.
[19:42:57	]C17:RCT.YELLO-35 entered observer.
[19:42:57	]C17:RCT.YELLO-35 exited observer.
[19:42:59	]William Cartwright exited observer.
[19:43:14	]C17:RCT.YELLO-02 has changed C17:RCT.YELLO-02's bodygroups.
[19:43:29	]C17:RCT.YELLO-35 used command '/ActLean'.
[19:43:40	]C17:RCT.YELLO-35 used command '/ActInjured'.
[19:43:47	]C17:RCT.YELLO-35 used command '/ExitAct'.
[19:43:47	]C17:RCT.YELLO-02 has gained level 31 in the Speed skill.
[19:43:50	]C17:RCT.YELLO-02 has gained level 31 in the Guns skill.
[19:43:53	]C17:RCT.YELLO-35 used command '/ActLean'.
[19:43:57	]C17:RCT.YELLO-35 used command '/ActStand'.
[19:44:16	][IC] C17:RCT.YELLO-02: <:: Move it! ::>
[19:44:18	][IC] C17:RCT.YELLO-02: <:: Move it1. ::>
[19:44:19	][IC] C17:RCT.YELLO-02: <:: Move it! ::>
[19:44:21	][IC] C17:RCT.YELLO-02: <:: Move it! ::>
[19:44:22	][IC] C17:RCT.YELLO-02: <:: Move it! ::>
[19:44:23	][IC] C17:RCT.YELLO-02: <:: Move it22. ::>
[19:44:24	][IC] C17:RCT.YELLO-02: <:: Move it! ::>
[19:44:25	][IC] C17:RCT.YELLO-02: <:: Move it! ::>
[19:44:26	][IC] C17:RCT.YELLO-02: <:: Move it! ::>
[19:44:27	][IC] C17:RCT.YELLO-02: <:: Move it! ::>
[19:44:28	][IC] C17:RCT.YELLO-02: <:: Move it! ::>
[19:44:29	][IC] C17:RCT.YELLO-02: <:: Move it! ::>
[19:44:34	][IC] C17:RCT.YELLO-02: <:: Apply. ::>
[19:44:39	][IC] C17:RCT.YELLO-02: <:: All units BOL for 243 suspect. ::>
[19:44:40	]Lorf created the character 'Joe Hook'
