[14:34:58	]Chadatürk has connected.
[18:21:34	]C24:i5.TAP-54 used command '/Radio PREPARING TO JUDGE2'.
[18:22:18	]C24:i5.TAP-54 used command '/Radio REPORT IN'.
[18:22:23	]C24:RCT.YELLO-36 used command '/Radio 10-20 Destek masası'.
[18:22:39	]C24:RCT.YELLO-36 used command '/Radio kod 100'.
[18:22:42	]C24:i5.TAP-54 used command '/Radio copy'.
[18:23:26	][IC] C24:i5.TAP-54: <:: Hmph. ::>
[18:23:39	][IC] C24:i5.TAP-54: <:: Konut bloğunuza dönün, hemen! ::>
[18:23:49	][ME] C24:i5.TAP-54: Çevreyi kontrol eder.
[18:23:57	]C24:i5.TAP-54 destroyed a 'Plastik Çöp' #167376.
[18:23:59	]C24:i5.TAP-54 destroyed a 'Kırık Alıcı' #167369.
[18:24:09	]C24:i5.TAP-54 used command '/Doorkick'.
[18:24:15	]C24:i5.TAP-54 used command '/Doorkick'.
[18:24:18	]C24:i5.TAP-54 used command '/Doorkick'.
[18:24:24	]C24:i5.TAP-54 ran 'Consume' on item 'Tarihi Geçmiş Muz' (#154050)
[18:24:35	]C24:i5.TAP-54 used command '/PM yello ah bi camı görebilsen'.
[18:24:44	]C24:i5.TAP-54 used command '/ActStand'.
[18:24:49	]C24:RCT.YELLO-36 used command '/PM 54 31 rol yapmıyon dimi'.
[18:24:56	]C24:i5.TAP-54 used command '/PM yello Olga'nın camdan seni izliyorumda göremiyon'.
[18:25:04	]C24:i5.TAP-54 used command '/PM yello uzakta beyaz oluyo ya'.
[18:25:11	]C24:RCT.YELLO-36 used command '/PM 54 aga olganın cam ne alaka mgfdog fd'.
[18:25:17	]C24:i5.TAP-54 used command '/PM yello evindeyim'.
[18:25:20	]Barış has unloaded their "C24:RCT.YELLO-36" character.
[18:25:23	]Barış loaded the character 'S10:SCN-3'
[18:25:31	]C24:i5.TAP-54 used command '/ExitAct'.
[18:25:44	]C24:i5.TAP-54 used command '/PM scn aynen yaprasın onu'.
[18:26:22	]Barış has unloaded their "S10:SCN-3" character.
[18:26:23	]C24:i5.TAP-54 opened the 'Rasyon Bölgesi Deposu' stash.
[18:26:26	]C24:i5.TAP-54 has lost a 'Arıtıcı' #164867.
[18:26:26	]C24:i5.TAP-54 has transferred a 'Arıtıcı' #164867 to a container with the name 'Rasyon Bölgesi Deposu' #10176.
[18:26:26	]Barış loaded the character 'C24:RCT.YELLO-36'
[18:26:27	]C24:i5.TAP-54 closed the 'Rasyon Bölgesi Deposu' stash.
[18:26:51	]C24:i5.TAP-54 has changed C24:i5.TAP-54's bodygroups.
[18:26:56	]C24:i5.TAP-54 has changed C24:i5.TAP-54's bodygroups.
[18:27:04	]C24:i5.TAP-54 has changed C24:i5.TAP-54's bodygroups.
[18:27:23	][IC] C24:i5.TAP-54: <:: Hmph. ::>
[18:27:26	][IC] C24:RCT.YELLO-36: <:: Gizlilik ihlali diyordun bana. ::>
[18:27:33	][IC] C24:i5.TAP-54: <:: Gizlilik ihlali derken. ::>
[18:27:39	][IC] C24:RCT.YELLO-36: <:: Kollarını indirmişsin. ::>
[18:27:40	][IC] C24:i5.TAP-54: <:: Benim aptalca bir yaram yok. ::>
[18:27:46	][IC] C24:i5.TAP-54: <:: Kendimi belli edicek bir. ::>
[18:27:49	][IC] C24:i5.TAP-54: <:: Ama senin var. ::>
[18:27:53	][ME] C24:RCT.YELLO-36: Kıkırdamaya başlar.
[18:27:55	][IC] C24:RCT.YELLO-36: <:: Neyse. ::>
[18:27:55	][IT] C24:i5.TAP-54: Kolunda kan damlaları var
[18:27:58	][IC] C24:i5.TAP-54: <:: Haha. ::>
[18:28:25	]C24:i5.TAP-54 used command '/Radio 10-19; 10-6; Tuvalet Molası'.
[18:28:33	]C24:RCT.YELLO-36 used command '/Radio anakonda bırakma'.
[18:28:41	]C24:i5.TAP-54 used command '/CP trolleme sikerim sni'.
[18:28:41	]C24:RCT.YELLO-36 used command '/Radio Bizde kullanıyoruz'.
[18:28:50	]C24:RCT.YELLO-36 used command '/CP trol değil karakterim böyle'.
[18:28:55	]C24:i5.TAP-54 used command '/CP Tuvalete sıçmaya gitmiyomki kanları silicem'.
[18:29:02	]C24:i5.TAP-54 used command '/Radio 10-2'.
[18:29:03	]C24:RCT.YELLO-36 used command '/CP ha ok'.
[18:29:31	]C24:i5.TAP-54 used command '/Radio Yellow; V14 İhlalını tekrarlama.'.
[18:29:32	]C24:RCT.YELLO-36 ran 'Use' on item '20 Kredi Kuponu' (#167384)
[18:29:34	]C24:RCT.YELLO-36 has used a coupon at a ration dispenser, gaining 20 credits.
[18:29:41	]C24:RCT.YELLO-36 used command '/Radio V14 neden yapayım?'.
[18:29:47	]C24:i5.TAP-54 used command '/Radio serve'.
[18:29:56	]C24:i5.TAP-54 used command '/ActStand 2'.
[18:29:57	]C24:i5.TAP-54 used command '/ExitAct'.
[18:29:59	]C24:i5.TAP-54 used command '/ActStand'.
[18:30:02	]Kaan has unloaded their "C24:i5.TAP-54" character.
[18:30:05	]Kaan loaded the character 'Olga Yaroslav'
[18:30:10	]C24:RCT.YELLO-36 has acquired his ration, gaining 0 credits, 0 wages and a civil_protection_ration ration.
[18:30:21	]Olga Yaroslav used command '/ActSit'.
[18:30:23	]C24:RCT.YELLO-36 ran 'take' on item 'Sivil Koruma Rasyonu' (#167398)
[18:30:23	]C24:RCT.YELLO-36 has gained a 'Sivil Koruma Rasyonu' #167398.
[18:30:24	]C24:RCT.YELLO-36 ran 'Open' on item 'Sivil Koruma Rasyonu' (#167398)
[18:30:24	]C24:RCT.YELLO-36 has gained a 'Metropolice Takviyeleri' #167399.
[18:30:24	]C24:RCT.YELLO-36 has gained a 'Soda Bob Brawn' #167400.
[18:30:24	]C24:RCT.YELLO-36 has gained a '20 Kredi Kuponu' #167401.
[18:30:26	]C24:RCT.YELLO-36 ran 'Consume' on item 'Soda Bob Brawn' (#167400)
[18:30:26	]C24:RCT.YELLO-36 extended their level 1 long boost in Algı.
[18:30:26	]C24:RCT.YELLO-36 extended their level 2 long boost in Çeviklik.
[18:30:38	]Olga Yaroslav used command '/StaticCharActionSet Burnu kanamaktadır. Dudağı patlamıştır. Sağ gözü morarıktır.'.
[18:31:30	]Olga Yaroslav used command '/ExitAct'.
[18:31:32	]C24:RCT.YELLO-36 used command '/PM olga /it falan atmıyon dimi'.
[18:31:40	]Olga Yaroslav used command '/PM yello static attım sadecede onu göremiyon'.
[18:31:51	][ME] Olga Yaroslav: Bezle burnudaki ve dudağındaki kanı temizler.
[18:32:24	][ME] C24:RCT.YELLO-36: İçinden: Ne olmuş la buna
[18:32:29	]Olga Yaroslav used command '/StaticCharActionSet Dudağı patlaktır. Sağ gözü morarıktır'.
[18:32:31	][IC] Olga Yaroslav: Buyrun.
[18:32:41	][ME] C24:RCT.YELLO-36: Kişiyi baştan aşşağıya süzer.
[18:32:49	][IC] Olga Yaroslav: Yaranıza birşeymi oldu.
[18:32:58	][IC] C24:RCT.YELLO-36: <:: Yok hap almaya geldimde. ::>
[18:33:01	][IC] C24:RCT.YELLO-36: <:: Ne oldu size? ::>
[18:33:03	][IC] Olga Yaroslav: Tabi buyrun.
[18:33:07	][IC] Olga Yaroslav: Oh ufak bir ihlal işledim sanırım.
[18:33:17	][IC] C24:RCT.YELLO-36: <:: Ufak ihlal böyle şeylere yol açmaz. ::>
[18:33:19	][IC] Olga Yaroslav: Bir hastayla ilgileniyordum ona geliyorum diye bağırıp koştum sanırım yasakmış.
[18:33:33	][IC] Olga Yaroslav: Neyse siz ne hapı alacaktınız.
[18:33:35	][IC] Olga Yaroslav: Buyurun.
[18:33:37	][IC] C24:RCT.YELLO-36: <:: B12. ::>
[18:33:48	][IC] Olga Yaroslav: Tamamdır ben getiriyorum oturun isterseniz beklemeyin.
[18:33:55	]C24:RCT.YELLO-36 used command '/ActSit 4'.
[18:33:56	]C24:RCT.YELLO-36 used command '/ExitAct'.
[18:33:58	]C24:RCT.YELLO-36 used command '/ActSit 5'.
[18:34:04	]Olga Yaroslav ran 'take' on item 'Kan Şırıngası' (#167287)
[18:34:04	]Olga Yaroslav has gained a 'Kan Şırıngası' #167287.
[18:34:05	]Olga Yaroslav used the 'SMAB Tedarikçisi' vendor.
[18:34:08	]Olga Yaroslav has gained a 'Kaliteli Mavi Hap' #167402.
[18:34:11	][ME] C24:RCT.YELLO-36: İçinden: İbne 54 yaptı biliyorum zatende
[18:34:13	]Olga Yaroslav opened the 'Dolap' #10951 container.
[18:34:14	]Olga Yaroslav closed the 'Dolap' #10951 container.
[18:34:15	]Olga Yaroslav opened the 'Dolap' #10951 container.
[18:34:15	][ME] C24:RCT.YELLO-36: İçinden: Neyse..
[18:34:18	]Olga Yaroslav has transferred a 'Kan Şırıngası' #167386 to a container with the name 'Dolap' #10951.
[18:34:19	]Olga Yaroslav has transferred a 'Kan Şırıngası' #167287 to a container with the name 'Dolap' #10951.
[18:34:22	]Olga Yaroslav ran 'combine' on item 'Kaliteli Mavi Hap' (#167278)
[18:34:23	]Olga Yaroslav closed the 'Dolap' #10951 container.
[18:34:36	][ME] Olga Yaroslav: Hapı uzatır
[18:34:43	][IC] Olga Yaroslav: Kullanımını zaten biliyorsunuz üzerindede yazıyor.
[18:34:46	]Olga Yaroslav ran 'drop' on item 'Kaliteli Mavi Hap' (#167402)
[18:34:46	]Olga Yaroslav has lost a 'Kaliteli Mavi Hap' #167402.
[18:34:47	][ME] C24:RCT.YELLO-36: Hapı alır.
[18:34:51	]C24:RCT.YELLO-36 used command '/ExitAct'.
[18:34:55	]C24:RCT.YELLO-36 ran 'take' on item 'Kaliteli Mavi Hap' (#167402)
[18:34:55	]C24:RCT.YELLO-36 has gained a 'Kaliteli Mavi Hap' #167402.
[18:35:02	][LOOC] C24:RCT.YELLO-36: yat aşşa
[18:35:05	][IC] Olga Yaroslav: Başka bir sorun varmıydı.
[18:35:09	][IC] C24:RCT.YELLO-36: <:: Yok. ::>
[18:35:11	][IC] Olga Yaroslav: Geçmiş olsun iyi günler.
[18:35:25	]Olga Yaroslav used command '/PM yello olum sen o yandaki odayı gördünmü'.
[18:35:34	]C24:RCT.YELLO-36 used command '/PM olga yok ne vardıki'.
[18:35:43	]Olga Yaroslav used command '/PM yello rebeller için gizlice teleport teknolojisi geliştiriyorum sen farketmedin gözüküyoduda'.
[18:35:56	]Olga Yaroslav used command '/ActSit 3'.
[18:35:56	]C24:RCT.YELLO-36 used command '/PM olga ha gördümde karakter görmedi siktir et'.
[18:35:57	]Olga Yaroslav used command '/ExitAct'.
[18:35:59	]Olga Yaroslav used command '/ActSit 3'.
[18:36:11	]C24:RCT.YELLO-36 used command '/PM olga görsede zaten rogue olmak istiyor bişe demezdim'.
[18:36:17	]C24:RCT.YELLO-36 ran 'Consume' on item 'Metropolice Takviyeleri' (#167399)
[18:36:17	]C24:RCT.YELLO-36 extended their level 3 long boost in Güç.
[18:36:23	]Olga Yaroslav used command '/Reply en azından olga'nında kötü oldunu anlardın'.
[18:36:35	]C24:RCT.YELLO-36 used command '/PM olga bir sonrakine hfglşhmfd'.
[18:36:46	]C24:RCT.YELLO-36 ran 'split' on item 'Kaliteli Mavi Hap' (#167402)
[18:36:46	]C24:RCT.YELLO-36 has gained a 'Kaliteli Mavi Hap' #167403.
[18:36:47	]C24:RCT.YELLO-36 ran 'use' on item 'Kaliteli Mavi Hap' (#167403)
[18:36:47	]C24:RCT.YELLO-36 has gained a level 7 short boost in Zeka.
[18:37:10	]Olga Yaroslav used command '/Reply neyse sıkıldım'.
[18:37:23	]C24:RCT.YELLO-36 used command '/PM olga aklımda bi rol varda şimdi'.
[18:38:16	][IC] C24:RCT.YELLO-36: <:: Nerde lan doktor. ::>
[18:38:17	]Olga Yaroslav used command '/Reply ney ona göre quit çakıcam'.
[18:38:19	]Olga Yaroslav used command '/ExitAct'.
[18:38:34	]C24:RCT.YELLO-36 used command '/PM olga şimdi ben hastanede bide bandaj alcaktım diye gelcem'.
[18:38:41	][IC] C24:RCT.YELLO-36: <:: Bandaj var mı? ::>
[18:38:41	][IC] Olga Yaroslav: Buyrun.
[18:38:44	][IC] Olga Yaroslav: Tabi gelin.
[18:38:54	][IC] Olga Yaroslav: Siz şurada bekleyin getiriyorum.
[18:39:01	]Olga Yaroslav used command '/Reply rogue rolünü sonra yaparız çıkcam ben'.
[18:39:08	]Olga Yaroslav used the 'SMAB Tedarikçisi' vendor.
[18:39:10	]Olga Yaroslav has gained a 'Bandaj Rulosu' #167404.
[18:39:11	]Olga Yaroslav has gained a 'Bandaj Rulosu' #167405.
[18:39:26	][ME] Olga Yaroslav: Bandajları uzatır
[18:39:28	]Olga Yaroslav ran 'drop' on item 'Bandaj Rulosu' (#167405)
[18:39:28	]Olga Yaroslav has lost a 'Bandaj Rulosu' #167405.
[18:39:29	]Olga Yaroslav ran 'drop' on item 'Bandaj Rulosu' (#167404)
[18:39:29	]Olga Yaroslav has lost a 'Bandaj Rulosu' #167404.
[18:39:32	]C24:RCT.YELLO-36 ran 'take' on item 'Bandaj Rulosu' (#167404)
[18:39:32	]C24:RCT.YELLO-36 has gained a 'Bandaj Rulosu' #167404.
[18:39:32	][IC] Olga Yaroslav: Buyrun.
[18:39:57	][IC] Olga Yaroslav: Alın.
[18:39:57	]C24:RCT.YELLO-36 ran 'take' on item 'Bandaj Rulosu' (#167405)
[18:39:57	]C24:RCT.YELLO-36 has gained a 'Bandaj Rulosu' #167405.
[18:40:03	][IC] Olga Yaroslav: İyi görevler.
[18:40:17	]Olga Yaroslav used command '/Reply seni bıçaklarım'.
[18:40:22	]Olga Yaroslav opened the 'Rasyon Bölgesi Deposu' stash.
[18:40:23	]C24:RCT.YELLO-36 used command '/PM olga bi sik yapaman'.
[18:40:25	]Olga Yaroslav ran 'Equip' on item 'Mutfak Bıçağı' (#163361)
[18:40:27	]Olga Yaroslav closed the 'Rasyon Bölgesi Deposu' stash.
[18:40:38	]C24:RCT.YELLO-36 ran 'Unlock' on item 'Daire Anahtarı' (#42969)
[18:40:41	]C24:RCT.YELLO-36 ran 'Unlock' on item 'Daire Anahtarı' (#42969)
[18:40:43	]Kaan (STEAM_0:1:448976614) has disconnected.
[18:40:47	]C24:RCT.YELLO-36 ran 'Assign' on item 'Daire Anahtarı' (#42969)
[18:40:52	]C24:RCT.YELLO-36 ran 'Unlock' on item 'Daire Anahtarı' (#42969)
[18:40:55	]C24:RCT.YELLO-36 ran 'Lock' on item 'Daire Anahtarı' (#42969)
[18:41:02	]Barış (STEAM_0:0:195372324) has disconnected.
[19:03:37	]Kadim Dost SvJ has connected.
[19:22:11	]Kadim Dost SvJ loaded the character 'Keskin Çaycı'
[19:22:29	]Kadim Dost SvJ (STEAM_0:1:451934332) has disconnected.
[20:38:16	]Chadatürk has connected.
[20:39:07	]Chadatürk loaded the character 'Furkan Dağlı'
[20:41:37	]Chadatürk (STEAM_0:0:594791481) has disconnected.
[21:19:05	]Scientist has connected.
[21:49:52	]Scientist loaded the character 'Joseph Webb'
[21:51:57	]Scientist has unloaded their "Joseph Webb" character.
[21:52:06	]Scientist loaded the character 'Koh'Lach'
[21:52:11	]Koh'Lach is fully healed.
[22:00:58	]Scientist has unloaded their "Koh'Lach" character.
[22:01:05	]Scientist loaded the character 'Joseph Webb'
[22:03:24	]Scientist has unloaded their "Joseph Webb" character.
[22:03:28	]Scientist loaded the character 'Koh'Lach'
[22:05:10	]Scientist has unloaded their "Koh'Lach" character.
[22:05:12	]Scientist (STEAM_0:1:533519973) has disconnected.
