[14:05:52	]Jaslyiaa UwU has connected.
[19:05:07	]C24:i3.KING-20 ran SAM command 'hp' with arguments: '20' '100'
[19:05:12	]C24:i3.KING-20 is fully healed.
[19:05:12	]C24:i3.KING-20 exited observer at their location.
[19:05:12	]C24:i3.KING-20 opened the 'Rasyon Bölgesi Deposu' stash.
[19:05:17	]C24:i3.KING-20 has lost a 'Sivil Koruma Rasyonu' #166214.
[19:05:17	]C24:i3.KING-20 has transferred a 'Sivil Koruma Rasyonu' #166214 to a container with the name 'Rasyon Bölgesi Deposu' #9837.
[19:05:18	]C24:i3.KING-20 closed the 'Rasyon Bölgesi Deposu' stash.
[19:05:19	]C24:i3.KING-20 entered observer.
[19:05:20	]C24:i3.KING-20 exited observer at their location.
[19:05:21	]C24:i3.KING-20 entered observer.
[19:05:26	]C24:i3.KING-20 exited observer at their location.
[19:05:32	]C24:i3.KING-20 entered observer.
[19:05:34	]C24:i3.KING-20 exited observer at their location.
[19:05:43	]C24:i3.KING-20 entered observer.
[19:05:45	]C24:i3.KING-20 exited observer at their location.
[19:05:46	]C24:i3.KING-20 entered observer.
[19:05:46	]C24:i3.KING-20 exited observer at their location.
[19:05:47	]C24:i3.KING-20 entered observer.
[19:05:49	]C24:i3.KING-20 exited observer at their location.
[19:05:50	]C24:i3.KING-20 has taken 38 damage from worldspawn.
[19:05:50	]C24:i3.KING-20 entered observer.
[19:05:52	]C24:i3.KING-20 ran SAM command 'hp' with arguments: '20' '100'
[19:05:52	]C24:i3.KING-20 is fully healed.
[19:05:59	]C24:i3.KING-20 used command '/ToggleRaise'.
[19:06:00	]C24:i3.KING-20 destroyed a 'Bilgisayar Monitörü' #166702.
[19:06:01	]C24:i3.KING-20 used command '/ToggleRaise'.
[19:06:07	]C24:i3.KING-20 exited observer at their location.
[19:06:57	]C24:i3.KING-20 entered observer.
[19:07:07	]C24:i3.KING-20 exited observer at their location.
[19:07:30	]C24:i3.KING-20 entered observer.
[19:07:39	]C24:i3.KING-20 exited observer at their location.
[19:07:40	]C24:i3.KING-20 opened the 'Rasyon Bölgesi Deposu' stash.
[19:07:49	]C24:i3.KING-20 has lost a 'Kaplumbağa Peluş' #165287.
[19:07:49	]C24:i3.KING-20 has transferred a 'Kaplumbağa Peluş' #165287 to a container with the name 'Rasyon Bölgesi Deposu' #9837.
[19:07:50	]C24:i3.KING-20 has lost a 'Kremalı Treat' #166431.
[19:07:50	]C24:i3.KING-20 has transferred a 'Kremalı Treat' #166431 to a container with the name 'Rasyon Bölgesi Deposu' #9837.
[19:07:51	]C24:i3.KING-20 has lost a 'Kremalı Treat' #166430.
[19:07:51	]C24:i3.KING-20 has transferred a 'Kremalı Treat' #166430 to a container with the name 'Rasyon Bölgesi Deposu' #9837.
[19:07:54	]C24:i3.KING-20 closed the 'Rasyon Bölgesi Deposu' stash.
[19:07:58	]C24:i3.KING-20 entered observer.
[19:08:11	]C24:i3.KING-20 exited observer at their location.
[19:08:14	]C24:i3.KING-20 entered observer.
[19:08:15	]C24:i3.KING-20 entered observer.
[19:08:18	]C24:i3.KING-20 exited observer at their location.
[19:08:21	]Handschar | Leibs has unloaded their "C24:i3.KING-20" character.
[19:08:24	]Handschar | Leibs loaded the character 'Handschar | Leibstandarte'
[19:08:26	]Handschar | Leibstandarte entered observer.
[19:08:33	]Handschar | Leibstandarte exited observer at their location.
[19:08:39	]Handschar | Leibstandarte used command '/ToggleRaise'.
[19:08:42	]Handschar | Leibstandarte used command '/ToggleRaise'.
[19:08:50	]Handschar | Leibstandarte entered observer.
[19:08:50	]Handschar | Leibstandarte entered observer.
[19:08:52	]Handschar | Leibstandarte exited observer at their location.
[19:08:53	]Handschar | Leibstandarte used command '/ToggleRaise'.
[19:09:45	]Handschar | Leibstandarte entered observer.
[19:09:45	]Handschar | Leibstandarte entered observer.
[19:09:54	]Handschar | Leibstandarte exited observer at their location.
[19:09:56	]Handschar | Leibstandarte has taken 30 damage from Handschar | Leibstandarte.
[19:09:57	]Handschar | Leibstandarte entered observer.
[19:09:58	]Handschar | Leibstandarte entered observer.
[19:09:59	]Handschar | Leibstandarte is fully healed.
[19:10:01	]Handschar | Leibstandarte ran SAM command 'hp' with arguments: 'leib' '99999'
[19:10:02	]Handschar | Leibstandarte exited observer at their location.
[19:10:05	]Handschar | Leibstandarte used command '/ToggleRaise'.
[19:10:07	]Handschar | Leibstandarte has taken 30 damage from Handschar | Leibstandarte.
[19:10:09	]Handschar | Leibstandarte has taken 30 damage from Handschar | Leibstandarte.
[19:10:12	]Handschar | Leibstandarte has taken 30 damage from Handschar | Leibstandarte.
[19:10:14	]Handschar | Leibstandarte ran SAM command 'hp' with arguments: 'leib' '9999999'
[19:10:15	]Handschar | Leibstandarte has taken 30 damage from Handschar | Leibstandarte.
[19:10:17	]Handschar | Leibstandarte has taken 30 damage from Handschar | Leibstandarte.
[19:10:18	]Handschar | Leibstandarte has taken 30 damage from Handschar | Leibstandarte.
[19:10:19	]Handschar | Leibstandarte is fully healed.
[19:10:20	]Handschar | Leibstandarte has taken 30 damage from Handschar | Leibstandarte.
[19:10:20	]Handschar | Leibstandarte has taken 30 damage from Handschar | Leibstandarte.
[19:10:22	]Handschar | Leibstandarte has taken 30 damage from Handschar | Leibstandarte.
[19:10:22	]Handschar | Leibstandarte has taken 30 damage from Handschar | Leibstandarte.
[19:10:22	]Handschar | Leibstandarte has taken 30 damage from Handschar | Leibstandarte.
[19:10:22	]Handschar | Leibstandarte has taken 30 damage from Handschar | Leibstandarte.
[19:10:22	]Handschar | Leibstandarte has taken 30 damage from Handschar | Leibstandarte.
[19:10:22	]Handschar | Leibstandarte has taken 30 damage from Handschar | Leibstandarte.
[19:10:22	]Handschar | Leibstandarte has taken 30 damage from Handschar | Leibstandarte.
[19:10:23	]Handschar | Leibstandarte has taken 30 damage from Handschar | Leibstandarte.
[19:10:23	]Handschar | Leibstandarte has taken 30 damage from Handschar | Leibstandarte.
[19:10:23	]Handschar | Leibstandarte has taken 30 damage from Handschar | Leibstandarte.
[19:10:24	]Handschar | Leibstandarte entered observer.
[19:10:24	]Handschar | Leibstandarte is fully healed.
[19:10:25	]Handschar | Leibstandarte entered observer.
[19:10:28	]Handschar | Leibstandarte exited observer at their location.
[19:10:29	]Handschar | Leibstandarte used command '/ToggleRaise'.
[19:10:36	]Handschar | Leibstandarte used command '/ToggleRaise'.
[19:10:48	]Handschar | Leibstandarte used command '/ToggleRaise'.
[19:10:57	]Handschar | Leibstandarte used command '/ToggleRaise'.
[19:11:02	]Handschar | Leibstandarte entered observer.
[19:11:03	]Handschar | Leibstandarte entered observer.
[19:11:04	]Handschar | Leibstandarte exited observer at their location.
[19:11:12	]Handschar | Leibstandarte entered observer.
[19:11:13	]Handschar | Leibstandarte entered observer.
[19:11:20	]Handschar | Leibstandarte has spawned 'models/props_c17/fence01b.mdl'.
[19:11:28	]Handschar | Leibstandarte exited observer at their location.
[19:11:29	]Handschar | Leibstandarte entered observer.
[19:11:32	]Handschar | Leibstandarte exited observer at their location.
[19:11:33	]Handschar | Leibstandarte entered observer.
[19:11:34	]Handschar | Leibstandarte exited observer at their location.
[19:11:35	]Handschar | Leibstandarte entered observer.
[19:11:38	]Handschar | Leibstandarte exited observer at their location.
[19:11:41	]Handschar | Leibstandarte entered observer.
[19:11:41	]Handschar | Leibstandarte exited observer at their location.
[19:11:44	]Handschar | Leibstandarte entered observer.
[19:11:46	]Handschar | Leibstandarte exited observer at their location.
[19:11:48	]Handschar | Leibstandarte entered observer.
[19:11:49	]Handschar | Leibstandarte exited observer at their location.
[19:11:49	]Handschar | Leibstandarte entered observer.
[19:11:51	]Handschar | Leibstandarte exited observer at their location.
[19:12:00	]Handschar | Leibstandarte entered observer.
[19:12:01	]Handschar | Leibstandarte entered observer.
[19:12:03	]Handschar | Leibstandarte exited observer at their location.
[19:12:07	]Handschar | Leibstandarte has taken 68 damage from worldspawn.
[19:12:08	]Handschar | Leibstandarte entered observer.
[19:12:09	]Handschar | Leibstandarte entered observer.
[19:12:12	]Handschar | Leibstandarte exited observer at their location.
[19:12:14	]Handschar | Leibstandarte is fully healed.
[19:12:22	]Handschar | Leibstandarte entered observer.
[19:12:22	]Handschar | Leibstandarte entered observer.
[19:12:26	]Handschar | Leibstandarte exited observer at their location.
[19:12:36	]Handschar | Leibstandarte entered observer.
[19:12:37	]Handschar | Leibstandarte entered observer.
[19:12:38	]Handschar | Leibstandarte exited observer at their location.
[19:12:42	]Handschar | Leibstandarte has taken 68 damage from worldspawn.
[19:12:44	]Handschar | Leibstandarte entered observer.
[19:12:44	]Handschar | Leibstandarte is fully healed.
[19:12:46	]Handschar | Leibstandarte has spawned 'models/props_c17/fence01a.mdl'.
[19:12:50	]Handschar | Leibstandarte entered observer.
[19:12:56	]Handschar | Leibstandarte exited observer at their location.
[19:12:58	]Handschar | Leibstandarte entered observer.
[19:13:01	]Handschar | Leibstandarte exited observer at their location.
[19:13:33	]Handschar | Leibstandarte entered observer.
[19:13:34	]Handschar | Leibstandarte entered observer.
[19:13:35	]Handschar | Leibstandarte exited observer at their location.
[19:13:46	]Handschar | Leibstandarte entered observer.
[19:13:46	]Handschar | Leibstandarte entered observer.
[19:13:48	]Handschar | Leibstandarte exited observer at their location.
[19:13:54	]Handschar | Leibstandarte was knocked unconscious and is bleeding out.
[19:13:57	]Handschar | Leibstandarte ran SAM command 'hp' with arguments: 'leib' '9999'
[19:13:58	]Handschar | Leibstandarte used command '/CharGetUp'.
[19:13:59	]Handschar | Leibstandarte is no longer unconscious from critical wounds.
[19:13:59	]Handschar | Leibstandarte is fully healed.
[19:14:00	]Handschar | Leibstandarte ran SAM command 'respawn' with arguments: 'leib'
[19:14:00	]Handschar | Leibstandarte entered observer.
[19:14:00	]Handschar | Leibstandarte entered observer.
[19:14:01	]Handschar | Leibstandarte exited observer at their location.
[19:14:02	]Handschar | Leibstandarte entered observer.
[19:14:10	]Handschar | Leibstandarte exited observer at their location.
[19:14:52	]Handschar | Leibstandarte entered observer.
[19:14:53	]Handschar | Leibstandarte entered observer.
[19:14:54	]Handschar | Leibstandarte exited observer at their location.
[19:15:30	]Handschar | Leibstandarte entered observer.
[19:15:30	]Handschar | Leibstandarte entered observer.
[19:15:32	]Handschar | Leibstandarte exited observer at their location.
[19:15:56	]Handschar | Leibstandarte entered observer.
[19:15:57	]Handschar | Leibstandarte exited observer at their location.
[19:15:58	]Handschar | Leibstandarte entered observer.
[19:15:58	]Handschar | Leibstandarte exited observer at their location.
[19:16:11	]Handschar | Leibstandarte entered observer.
[19:16:12	]Handschar | Leibstandarte entered observer.
[19:16:13	]Handschar | Leibstandarte exited observer at their location.
[19:16:13	]Handschar | Leibstandarte entered observer.
[19:16:14	]Handschar | Leibstandarte exited observer at their location.
[19:16:15	]Handschar | Leibstandarte entered observer.
[19:16:16	]Handschar | Leibstandarte exited observer at their location.
[19:16:19	]Handschar | Leibstandarte entered observer.
[19:16:20	]Handschar | Leibstandarte entered observer.
[19:16:21	]Handschar | Leibstandarte exited observer at their location.
[19:16:28	]Handschar | Leibstandarte entered observer.
[19:16:29	]Handschar | Leibstandarte entered observer.
[19:16:34	]Handschar | Leibstandarte exited observer at their location.
[19:16:37	]Handschar | Leibstandarte entered observer.
[19:16:38	]Handschar | Leibstandarte entered observer.
[19:16:39	]Handschar | Leibstandarte exited observer at their location.
[19:16:55	]Handschar | Leibstandarte has taken 26 damage from worldspawn.
[19:16:56	]Handschar | Leibstandarte entered observer.
[19:16:56	]Handschar | Leibstandarte entered observer.
[19:16:59	]Handschar | Leibstandarte is fully healed.
[19:17:06	]Handschar | Leibstandarte exited observer at their location.
[19:17:08	]Handschar | Leibstandarte entered observer.
[19:17:10	]Handschar | Leibstandarte exited observer at their location.
[19:17:10	]Handschar | Leibstandarte entered observer.
[19:17:10	]Handschar | Leibstandarte exited observer at their location.
[19:17:30	]Handschar | Leibstandarte entered observer.
[19:17:31	]Handschar | Leibstandarte entered observer.
[19:17:38	]Handschar | Leibstandarte exited observer at their location.
[19:17:48	]Handschar | Leibstandarte entered observer.
[19:17:50	]Handschar | Leibstandarte exited observer at their location.
[19:17:51	]Handschar | Leibstandarte entered observer.
[19:17:53	]Handschar | Leibstandarte exited observer at their location.
[19:17:55	]Handschar | Leibstandarte entered observer.
[19:17:59	]Handschar | Leibstandarte exited observer at their location.
[19:18:02	]Handschar | Leibstandarte entered observer.
[19:18:05	]Handschar | Leibstandarte exited observer at their location.
[19:18:13	]Handschar | Leibstandarte has spawned a 'Entity [2053][sent_ball]'.
[19:18:15	]Handschar | Leibstandarte has taken 68 damage from worldspawn.
[19:18:17	]Handschar | Leibstandarte entered observer.
[19:18:19	]Handschar | Leibstandarte is fully healed.
[19:18:22	]Handschar | Leibstandarte exited observer at their location.
[19:18:22	]Handschar | Leibstandarte entered observer.
[19:18:23	]Handschar | Leibstandarte exited observer at their location.
[19:18:28	]Handschar | Leibstandarte has spawned a 'Entity [2053][sent_ball]'.
[19:18:31	]Handschar | Leibstandarte has taken 68 damage from worldspawn.
[19:18:31	]Handschar | Leibstandarte entered observer.
[19:18:32	]Handschar | Leibstandarte exited observer at their location.
[19:18:33	]Handschar | Leibstandarte entered observer.
[19:18:34	]Handschar | Leibstandarte is fully healed.
[19:18:35	]Handschar | Leibstandarte ran SAM command 'hp' with arguments: 'leib' '100'
[19:18:37	]Handschar | Leibstandarte exited observer at their location.
[19:18:38	]Handschar | Leibstandarte has spawned a 'Entity [2053][sent_ball]'.
[19:18:40	]Handschar | Leibstandarte has taken 68 damage from worldspawn.
[19:18:42	]Handschar | Leibstandarte has spawned a 'Entity [2053][sent_ball]'.
[19:18:42	]Handschar | Leibstandarte has spawned a 'Entity [2061][sent_ball]'.
[19:18:44	]Handschar | Leibstandarte has spawned a 'Entity [2062][sent_ball]'.
[19:18:44	]Handschar | Leibstandarte has spawned a 'Entity [2061][sent_ball]'.
[19:18:45	]Handschar | Leibstandarte has spawned a 'Entity [2053][sent_ball]'.
[19:18:45	]Handschar | Leibstandarte has spawned a 'Entity [2062][sent_ball]'.
[19:18:45	]Handschar | Leibstandarte has spawned a 'Entity [2061][sent_ball]'.
[19:18:45	]Handschar | Leibstandarte has spawned a 'Entity [2070][sent_ball]'.
[19:18:46	]Handschar | Leibstandarte has spawned a 'Entity [2124][sent_ball]'.
[19:18:46	]Handschar | Leibstandarte has spawned a 'Entity [2197][sent_ball]'.
[19:18:46	]Handschar | Leibstandarte has spawned a 'Entity [2198][sent_ball]'.
[19:18:47	]Handschar | Leibstandarte has spawned a 'Entity [2053][sent_ball]'.
[19:18:48	]Handschar | Leibstandarte has spawned a 'Entity [2061][sent_ball]'.
[19:18:49	]Handschar | Leibstandarte has spawned a 'Entity [2053][ent_musical_keyboard]'.
[19:18:49	]Handschar | Leibstandarte is fully healed.
[19:18:52	][IC] Handschar | Leibstandarte: Idaıudyawıudyudwauı.
[19:19:11	]Handschar | Leibstandarte has spawned a 'Entity [2053][ent_mannable_fiery]'.
[19:19:14	]Handschar | Leibstandarte entered observer.
[19:19:23	]Handschar | Leibstandarte exited observer at their location.
[19:19:23	]Handschar | Leibstandarte has spawned a 'Entity [2053][hl2r_rpg]'.
[19:19:24	]Handschar | Leibstandarte has spawned a 'Entity [2061][mmod_rpg]'.
[19:19:26	]Handschar | Leibstandarte has spawned a 'Entity [2053][tfa_csgo_thrownflash]'.
[19:19:37	]Handschar | Leibstandarte has spawned a 'Entity [2061][tfa_csgo_thrownflash]'.
[19:20:16	]Handschar | Leibstandarte entered observer.
[19:20:17	]Handschar | Leibstandarte exited observer at their location.
[19:20:18	]Handschar | Leibstandarte entered observer.
[19:20:19	]Handschar | Leibstandarte exited observer at their location.
[19:20:20	]Handschar | Leibstandarte entered observer.
[19:20:21	]Handschar | Leibstandarte exited observer at their location.
[19:20:22	]Handschar | Leibstandarte entered observer.
[19:20:23	]Handschar | Leibstandarte exited observer at their location.
[19:20:24	]Handschar | Leibstandarte entered observer.
[19:20:25	]Handschar | Leibstandarte exited observer at their location.
[19:20:26	]Handschar | Leibstandarte entered observer.
[19:20:27	]Handschar | Leibstandarte exited observer at their location.
[19:20:28	]Handschar | Leibstandarte entered observer.
[19:20:29	]Handschar | Leibstandarte exited observer at their location.
[19:20:31	]Handschar | Leibstandarte entered observer.
[19:20:32	]Handschar | Leibstandarte exited observer at their location.
[19:20:33	]Handschar | Leibstandarte entered observer.
[19:20:33	]Handschar | Leibstandarte exited observer at their location.
[19:20:34	]Handschar | Leibstandarte entered observer.
[19:20:36	]Handschar | Leibstandarte exited observer at their location.
[19:20:37	]Handschar | Leibstandarte entered observer.
[19:20:37	]Handschar | Leibstandarte exited observer at their location.
[19:20:38	]Handschar | Leibstandarte entered observer.
[19:20:39	]Handschar | Leibstandarte exited observer at their location.
[19:20:41	]Handschar | Leibstandarte entered observer.
[19:20:43	]Handschar | Leibstandarte exited observer at their location.
[19:20:44	]Handschar | Leibstandarte entered observer.
[19:20:45	]Handschar | Leibstandarte exited observer at their location.
[19:20:46	]Handschar | Leibstandarte entered observer.
[19:20:48	]Handschar | Leibstandarte exited observer at their location.
[19:20:51	]Handschar | Leibstandarte used command '/ToggleRaise'.
[19:20:56	]Handschar | Leibstandarte has spawned 'models/props_c17/fence02b.mdl'.
[19:21:00	]Handschar | Leibstandarte has spawned 'models/props_c17/FurnitureToilet001a.mdl'.
[19:21:05	]Handschar | Leibstandarte has spawned 'models/props_junk/PlasticCrate01a.mdl'.
[19:21:08	]Handschar | Leibstandarte has spawned 'models/props_junk/PlasticCrate01a.mdl'.
[19:21:13	]Handschar | Leibstandarte has spawned 'models/props_interiors/Furniture_chair03a.mdl'.
[19:21:16	]Handschar | Leibstandarte entered observer.
[19:21:17	]Handschar | Leibstandarte entered observer.
[19:21:22	]Handschar | Leibstandarte exited observer at their location.
[19:21:53	]Handschar | Leibstandarte entered observer.
[19:21:54	]Handschar | Leibstandarte entered observer.
[19:22:02	]Handschar | Leibstandarte has spawned 'models/props_c17/FurnitureTable001a.mdl'.
[19:22:04	]Handschar | Leibstandarte exited observer at their location.
[19:22:06	]Handschar | Leibstandarte used command '/ToggleRaise'.
[19:22:15	]Handschar | Leibstandarte has spawned 'models/props_c17/FurnitureWashingmachine001a.mdl'.
[19:22:20	]Handschar | Leibstandarte has spawned 'models/props_combine/breenchair.mdl'.
[19:22:27	]Handschar | Leibstandarte has spawned 'models/props_c17/shelfunit01a.mdl'.
