[16:20:53	]crat has connected.
[17:57:37	]C24:i1.VICTOR-63 used command '/ExitAct'.
[17:57:37	][LOOC] C24:RL.XRAY-57: yaz
[17:57:38	]C24:i4.XRAY-22 used command '/ExitAct'.
[17:57:39	]C24:i1.VICTOR-63 used command '/ActStand 1'.
[17:57:40	][LOOC] C24:RCT.YELLO-30: kullanalım mı?
[17:57:40	]C24:i4.XRAY-22 used command '/ActStand 6'.
[17:57:41	]C24:i1.VICTOR-63 used command '/ExitAct'.
[17:57:41	]C24:i4.XRAY-22 used command '/ExitAct'.
[17:57:42	]C24:RCT.YELLO-30 used command '/ActStand 1'.
[17:57:42	]C24:RCT.YELLO-91 used command '/ExitAct'.
[17:57:44	]C24:i4.XRAY-22 used command '/ActStand 7'.
[17:57:46	]C24:i4.XRAY-22 used command '/ExitAct'.
[17:57:46	][LOOC] C24:RL.XRAY-57: evet
[17:57:50	]C24:i4.XRAY-22 used command '/ActStand 3'.
[17:57:52	]Scientist loaded the character 'C24:i3.UNION-66'
[17:57:54	]C24:i1.VICTOR-63 entered observer.
[17:57:54	]C24:i1.VICTOR-63 exited observer at their location.
[17:58:06	][LOOC] C24:i4.XRAY-22: ya kusura bakmayında bu ttn yeme pozisyonumu?
[17:58:09	]C24:i1.VICTOR-63 entered observer.
[17:58:10	]C24:i1.VICTOR-63 exited observer at their location.
[17:58:10	]Valentino Threshed has fired a toolgun with the name: sh_textadd
[17:58:15	][LOOC] C24:RL.XRAY-57: hadi ciddi olun
[17:58:17	][LOOC] C24:RL.XRAY-57: sunucu açılkacak
[17:58:19	]C24:i4.XRAY-22 used command '/ExitAct'.
[17:58:19	][LOOC] C24:RL.XRAY-57: 2 dkya
[17:58:25	]Valentino Threshed has fired a toolgun with the name: sh_textadd
[17:58:27	][LOOC] C24:RL.XRAY-57: herkes burda mı
[17:58:29	]Valentino Threshed has fired a toolgun with the name: sh_textadd
[17:58:33	]C24:RCT.YELLO-91 used command '/ActStand 2'.
[17:58:34	]C24:RCT.YELLO-91 used command '/ExitAct'.
[17:58:35	]Valentino Threshed has fired a toolgun with the name: sh_textadd
[17:58:36	]Valentino Threshed has removed their last 3D text.
[17:58:36	][LOOC] C24:RL.XRAY-57: dcde eğitim-yoklama kanalına isminizi yazın
[17:58:39	]AuTiSTiC loaded the character 'Luther Campbell'
[17:58:39	]Valentino Threshed has fired a toolgun with the name: sh_textadd
[17:58:39	]C24:i4.XRAY-22 used command '/ActStand 2'.
[17:58:40	]Valentino Threshed has removed their last 3D text.
[17:58:40	]C24:RCT.YELLO-30 used command '/PM 22 olum gerçekten delisin'.
[17:58:40	]C24:i4.XRAY-22 used command '/ExitAct'.
[17:58:41	]Valentino Threshed has removed their last 3D text.
[17:58:41	]Valentino Threshed has removed their last 3D text.
[17:58:42	]Valentino Threshed has removed their last 3D text.
[17:58:43	]Revain has connected.
[17:58:45	]Valentino Threshed has fired a toolgun with the name: sh_textadd
[17:58:48	]C24:i4.XRAY-22 used command '/PM 30 nie'.
[17:58:59	]Console ran SAM command 'asay' with arguments: 'deneme'
[17:59:00	]Luther Campbell used command '/ActStand 5'.
[17:59:00	]C24:RL.XRAY-57 used command '/PM valentino o açıklamayı değiştir aq'.
[17:59:00	][LOOC] C24:i3.UNION-66: yazamıyoruz
[17:59:05	]C24:RCT.YELLO-30 used command '/PM 22 :D'.
[17:59:06	]Luther Campbell ran SAM command 'asay' with arguments: 'sex enis'
[17:59:10	]C24:i1.VICTOR-63 ran SAM command 'asay' with arguments: 'biri bir tane prop çıkarttı'
[17:59:11	]Luther Campbell ran SAM command 'asay' with arguments: 'enis sex'
[17:59:13	]C24:i4.XRAY-22 used command '/PM 30 gerektiğinde hard rp de yaparız abim eghitbornda oynadı benim XD'.
[17:59:14	][LOOC] C24:RL.XRAY-57: şimdi yaz
[17:59:16	]Console ran SAM command 'asay' with arguments: 'intihar edecegim'
[17:59:16	][LOOC] C24:i3.UNION-66: düzeldi
[17:59:16	]Luther Campbell ran SAM command 'asay' with arguments: 'kim?'
[17:59:19	]Luther Campbell used command '/ExitAct'.
[17:59:19	]Valentino Threshed used command '/PM xray offff'.
[17:59:22	]C24:i1.VICTOR-63 used command '/Staff'.
[17:59:23	]Luther Campbell ran SAM command 'goto' with arguments: '63'
[17:59:25	]Luther Campbell entered observer.
[17:59:26	]Valentino Threshed used command '/PM xray neden yaaaaa'.
[17:59:27	]Luther Campbell exited observer at their location.
[17:59:30	][OOC] Valentino Threshed: a
[17:59:31	]Sinyor Gordon has connected.
[17:59:38	]Valentino Threshed entered observer.
[17:59:39	][OOC] C24:RL.XRAY-57: lan OOCu kapatın
[17:59:39	]Console ran SAM command 'asay' with arguments: 'ooc acik mi'
[17:59:40	]Luther Campbell entered observer.
[17:59:41	][OOC] C24:RL.XRAY-57: adamlar girecek
[17:59:44	][OOC] C24:RL.XRAY-57: evet
[17:59:46	][OOC] C24:i4.XRAY-22: kapamayın la
[17:59:50	]Valentino Threshed ran SAM command 'asay' with arguments: 'eet'
[17:59:51	]C24:i1.VICTOR-63 ran SAM command 'asay' with arguments: 'props_c17/light_industrialbell01_on.mdl kim çıkarttı'
[17:59:58	][LOOC] C24:i3.UNION-66: noooo
[18:00:02	]Luther Campbell ran SAM command 'asay' with arguments: 'cıkarmadı kimse?'
[18:00:07	][LOOC] C24:i3.UNION-66: düzeldi
[18:00:07	]C24:i4.XRAY-22 used command '/PM 30 yetimim ben vurma bana'.
[18:00:09	]Luther Campbell ran SAM command 'asay' with arguments: 'bende gözükmüypr'
[18:00:10	][LOOC] C24:RL.XRAY-57: eğitim yoklama kanalına yazın seri
[18:00:15	][LOOC] C24:RL.XRAY-57: bugün kimin önceden girdiğini
[18:00:17	]C24:i1.VICTOR-63 ran SAM command 'asay' with arguments: 'tamam'
[18:00:18	][LOOC] C24:RL.XRAY-57: ayırt etmek için
[18:00:21	]C24:RCT.YELLO-30 used command '/PM 22 :d'.
[18:00:22	][OOC] C24:i3.UNION-66: kapalı kalması daha mantıklı bence
[18:00:31	][LOOC] C24:i1.VICTOR-63: .
[18:00:34	][LOOC] C24:i4.XRAY-22: benim adım neydi la
[18:00:35	][OOC] C24:i3.UNION-66: veya bir süre yoksa muhabbet ediyorlar:)
[18:00:37	][IC] C24:RCT.YELLO-91: <:: . ::>
[18:00:37	]Console ran SAM command 'setrankid' with arguments: 'STEAM_0:0:220566387' 'community_manager'
[18:00:37	]deathguard has connected.
[18:00:38	][OOC] C24:RL.XRAY-57: test
[18:01:11	]C24:RL.XRAY-57 used command '/CharSetName 22 C24:RCT.YELLO-22'.
[18:01:14	][LOOC] C24:RL.XRAY-57: seni yalnış
[18:01:15	][LOOC] C24:RL.XRAY-57: yanlış
[18:01:19	][LOOC] C24:RL.XRAY-57: ayarlamışız
[18:01:23	]Luther Campbell ran SAM command 'asay' with arguments: 'enis açıyormuyuz'
[18:01:23	]deathguard loaded the character 'C24:i3.UNION-35'
[18:01:25	][LOOC] C24:RL.XRAY-57: hoo le fuk i4 xray olacak
[18:01:29	]Valentino Threshed exited observer at their location.
[18:01:32	]Valentino Threshed entered observer.
[18:01:32	]C24:RCT.YELLO-30 used command '/ExitAct'.
[18:01:33	][LOOC] C24:RCT.YELLO-22: amk bende d
[18:01:39	][LOOC] C24:RCT.YELLO-30: sıkıştım
[18:01:43	][LOOC] C24:i1.VICTOR-63: bende bir ping var sebebini bilmiyorum
[18:01:47	][LOOC] C24:RCT.YELLO-22: amk bende diyom ben pohpohlanmış öğretmen çocuğumuyum aq
[18:01:52	]C24:RL.XRAY-57 used command '/CharSetName 91 C24:i4.XRAY-91'.
[18:01:54	][LOOC] C24:i3.UNION-66: presödüre uygun teçhizata sahip olmam lazım mı şuan
[18:01:58	][LOOC] C24:i3.UNION-35: geldim işimde bitti
[18:01:59	][LOOC] C24:RL.XRAY-57: evet
[18:02:03	][LOOC] C24:i3.UNION-66: eğitimde ona göre hazırlayacağım
[18:02:09	]C24:i3.UNION-66 used the 'i5-i1 Ekipman Dağıtıcısı' vendor.
[18:02:12	]Luther Campbell has used a context menu option with the name: remove
[18:02:13	]C24:i3.UNION-66 has gained 0 chips.
[18:02:13	]C24:i3.UNION-66 has gained a '30rnd MP-şarjörü' #15663.
[18:02:13	][LOOC] C24:RL.XRAY-57: herkes duvara geçince
[18:02:13	]C24:i3.UNION-66 has gained 0 chips.
[18:02:13	]C24:i3.UNION-66 has gained a '30rnd MP-şarjörü' #15664.
[18:02:14	]Luther Campbell has used a context menu option with the name: remove
[18:02:15	][LOOC] C24:RL.XRAY-57: başlayacağım
[18:02:15	]Luther Campbell has used a context menu option with the name: remove
[18:02:16	]Luther Campbell has used a context menu option with the name: remove
[18:02:16	][LOOC] C24:i1.VICTOR-63: ya şu eğitimi seslide yapsak ya crat
[18:02:17	][LOOC] C24:RL.XRAY-57: kısa bir şey
[18:02:19	][LOOC] C24:RL.XRAY-57: zaten
[18:02:19	]Luther Campbell has used a context menu option with the name: remove
[18:02:19	][LOOC] C24:i1.VICTOR-63: ooc zaten
[18:02:21	]Luther Campbell has used a context menu option with the name: remove
[18:02:22	][LOOC] C24:RL.XRAY-57: seslide yapıcaz
[18:02:22	]Console ran SAM command 'setrankid' with arguments: 'STEAM_0:0:220566387' 'server_admin'
[18:02:23	]Luther Campbell has used a context menu option with the name: remove
[18:02:23	]C24:i3.UNION-66 ran 'EquipUn' on item 'MP5A3' (#15649)
[18:02:24	][LOOC] C24:RL.XRAY-57: şimdi yapmıcaz
[18:02:25	]C24:i4.XRAY-91 ran SAM command 'asay' with arguments: 'Bana osg rolude verir misiniz?'
[18:02:25	]C24:i4.XRAY-91 used command '/Help Bana osg rolude verir misiniz?'.
[18:02:27	]C24:i3.UNION-66 used the 'i5-i1 Ekipman Dağıtıcısı' vendor.
[18:02:28	][LOOC] C24:RL.XRAY-57: ben çekicem bazılarını
[18:02:28	][LOOC] C24:i1.VICTOR-63: crat demişim
[18:02:29	][LOOC] C24:RL.XRAY-57: özel
[18:02:30	]Luther Campbell claimed a report by C24:i4.XRAY-91 (Hoo Lee Fuk).
[18:02:31	]Luther Campbell ran SAM command 'goto' with arguments: '#8'
[18:02:34	][LOOC] C24:i1.VICTOR-63: kimsin aga sen
[18:02:38	][LOOC] C24:RL.XRAY-57: cratim
[18:02:38	]Valentino Threshed exited observer at their location.
[18:02:38	]Valentino Threshed entered observer.
[18:02:39	]C24:RCT.YELLO-30 used command '/ActStand 1'.
[18:02:39	]Valentino Threshed exited observer at their location.
[18:02:40	][LOOC] C24:RL.XRAY-57: :D
[18:02:40	]Valentino Threshed entered observer.
[18:02:45	][LOOC] C24:i1.VICTOR-63: ha davsan sandım
[18:02:54	]Luther Campbell used command '/PM i4 beyin sensin öyle değilmİ*'.
[18:02:55	][LOOC] C24:i1.VICTOR-63: şu eğitim seslide yapsak ya
[18:02:56	]C24:i3.UNION-66 has gained 0 chips.
[18:02:56	]C24:i3.UNION-66 has gained a 'SMG Mermisi' #15665.
[18:02:56	]C24:i3.UNION-66 has gained 0 chips.
[18:02:56	]C24:i3.UNION-66 has gained a 'SMG Mermisi' #15666.
[18:02:57	]C24:i3.UNION-66 has gained 0 chips.
[18:02:57	]C24:i3.UNION-66 has gained a 'SMG Mermisi' #15667.
[18:02:57	]C24:i4.XRAY-91 used command '/Reply evet'.
[18:02:59	][LOOC] C24:RL.XRAY-57: yapıcaz
[18:03:05	]C24:i4.XRAY-91 used command '/Reply duyuru gectilerde aklıma geldi'.
[18:03:05	][LOOC] C24:RL.XRAY-57: 66 gelsin bi
[18:03:09	]C24:i3.UNION-66 used the 'i5-i1 Ekipman Dağıtıcısı' vendor.
[18:03:12	]C24:i3.UNION-66 has gained 0 chips.
[18:03:12	]C24:i3.UNION-66 has gained a 'SMG Mermisi' #15668.
[18:03:13	]C24:i3.UNION-66 has gained 0 chips.
[18:03:13	]C24:i3.UNION-66 has gained a 'SMG Mermisi' #15669.
[18:03:19	][LOOC] C24:RL.XRAY-57: victor
[18:03:23	][LOOC] C24:RL.XRAY-57: /ptcreate 1 yap
[18:03:24	][LOOC] C24:i1.VICTOR-63: efendim
[18:03:26	]Luther Campbell used command '/PlyWhitelist 91 trans'.
[18:03:26	][LOOC] C24:RCT.YELLO-22: gomutanım her cülede /looc yazmamıza gerek barmı
[18:03:31	]Revain loaded the character 'C24:i5.Hammer-46'
[18:03:32	]C24:i1.VICTOR-63 used command '/PTCreate 1'.
[18:03:33	]C24:i3.UNION-66 used the 'i5-i1 Ekipman Dağıtıcısı' vendor.
[18:03:35	][IC] Luther Campbell: T.
[18:03:36	]C24:i4.XRAY-91 used command '/Reply yanlıs kisiye verdin lan'.
[18:03:39	][IC] C24:RCT.YELLO-22: <:: A. ::>
[18:03:45	]C24:i4.XRAY-91 used command '/Reply i4 xray e verdin'.
[18:03:52	][LOOC] C24:RCT.YELLO-30: ptcreate kullanalım mı?
[18:03:52	][LOOC] C24:RL.XRAY-57: union 35
[18:03:54	][LOOC] C24:i3.UNION-66: şarjor çantası yok
[18:04:00	][LOOC] C24:RL.XRAY-57: beyler kimse yazmasın
[18:04:01	][LOOC] C24:i1.VICTOR-63: tabletten 
[18:04:03	][LOOC] C24:RL.XRAY-57: bi susun
[18:04:03	]Luther Campbell used command '/PM xray doğru'.
[18:04:08	][LOOC] C24:RL.XRAY-57: victor
[18:04:09	]C24:RCT.YELLO-22 ran 'Equip' on item 'Combine PDA' (#14482)
[18:04:09	]Luther Campbell used command '/PM 91 doğru'.
[18:04:12	][LOOC] C24:i1.VICTOR-63: evet
[18:04:12	][LOOC] C24:RL.XRAY-57: sen KT-1 oluştur
[18:04:12	][LOOC] C24:i3.UNION-35: evet çünkü şuanda ooc konuşuyoruz rp içinde ooc konuşmadığın sürece /looc yazma
[18:04:16	]Luther Campbell used command '/PM 91 crata vermedim sana verdim'.
[18:04:21	][LOOC] C24:RL.XRAY-57: Union 35 sen KT-2 oluştur
[18:04:23	]Luther Campbell used command '/PM 91 crata 91 bitek sen avrsın'.
[18:04:24	][LOOC] C24:RL.XRAY-57: devriye ekipleri kısmında
[18:04:27	]C24:i4.XRAY-91 used command '/Reply ha tamam'.
[18:04:27	][LOOC] C24:RL.XRAY-57: 1-2 diye yazın
[18:04:30	]C24:i3.UNION-66 ran 'Equip' on item 'MP5A3' (#15649)
[18:04:31	]C24:i4.XRAY-91 used command '/Reply karıstırdım pardon'.
[18:04:33	]C24:i1.VICTOR-63 used command '/PTLeave'.
[18:04:34	]C24:i3.UNION-35 used command '/PTCreate 2'.
[18:04:39	]C24:i1.VICTOR-63 used command '/PTJoin 1'.
[18:04:43	][LOOC] C24:RL.XRAY-57: güzel
[18:04:45	][LOOC] C24:RL.XRAY-57: şimdi
[18:04:48	][LOOC] C24:RL.XRAY-57: yello 22
[18:04:58	]Valentino Threshed exited observer at their location.
[18:04:58	][LOOC] C24:RCT.YELLO-22: he
[18:05:00	]Valentino Threshed entered observer.
[18:05:03	][LOOC] C24:RL.XRAY-57: KT-1'e katıl
[18:05:03	]Luther Campbell used command '/PM 57 bu revain varmı sk da?'.
[18:05:08	][LOOC] C24:RCT.YELLO-22: komud ne
[18:05:12	]Luther Campbell used command '/PM 57 ismi i5 hammer'.
[18:05:13	][LOOC] C24:RL.XRAY-57: datapadden katıl
[18:05:15	][LOOC] C24:RL.XRAY-57: onları da öğrenin
[18:05:18	][LOOC] C24:RL.XRAY-57: öğreticem zaten
[18:05:24	]C24:RCT.YELLO-22 used command '/PTJoin 1'.
[18:05:27	]C24:RL.XRAY-57 entered observer.
[18:05:28	]C24:RL.XRAY-57 exited observer at their location.
[18:05:31	]C24:RCT.YELLO-30 used command '/ExitAct'.
[18:05:39	]C24:RL.XRAY-57 used command '/PM hammer gelsene'.
[18:05:44	][LOOC] C24:RCT.YELLO-22: YA BU AMK SUNSTİCK ELEKTRİĞİ HALA AÇILMIYO
[18:05:45	]Luther Campbell used command '/PM 57 yada senden izin aldımı?'.
[18:05:52	][LOOC] C24:i3.UNION-66: alt click
[18:05:57	][LOOC] C24:RL.XRAY-57: yello-30 KT-2'ye katıl
[18:05:59	][LOOC] C24:RL.XRAY-57: yello-30 KT-2'ye katıl
[18:06:05	][LOOC] C24:RCT.YELLO-22: OLMUYO DELİRCEM OLMUYA KAFAMA SIKACAM ŞİMDİ YA
[18:06:05	]Valentino Threshed exited observer at their location.
[18:06:06	][LOOC] C24:i3.UNION-35: alt sol yada sağ click olmalı
[18:06:13	][LOOC] C24:RL.XRAY-57: yürüme tuşun hangisiyse
[18:06:20	]C24:RCT.YELLO-30 used command '/PTJoin 2'.
[18:06:20	][LOOC] C24:RL.XRAY-57: onla sağ mouse click yapıcaksın
[18:06:23	][LOOC] C24:RL.XRAY-57: bende G mesela
[18:06:24	][IC] C24:i1.VICTOR-63: <:: Bunda bir sorun var galiba. ::>
[18:06:25	][LOOC] C24:RL.XRAY-57: ayarlardan bak
[18:06:27	]Luther Campbell exited observer at their location.
[18:06:28	][IC] Luther Campbell: REVAİN.
[18:06:30	][IC] Luther Campbell: Shh.
[18:06:32	][LOOC] C24:RCT.YELLO-30: katıldım
[18:06:36	][LOOC] Luther Campbell: izin aldınmı geçerken?
[18:06:38	][LOOC] C24:RCT.YELLO-22: yürüne tuşun?
[18:06:42	][LOOC] C24:RL.XRAY-57: xray 91 KT-1'e katıl
[18:06:45	][LOOC] Luther Campbell: izin aldınmı geçerken?
[18:06:55	][LOOC] C24:i5.Hammer-46: başka karakterim yoktu
[18:06:55	][IC] C24:i4.XRAY-91: <:: A. ::>
[18:06:59	][IC] C24:i4.XRAY-91: <:: Copy. ::>
[18:07:00	][LOOC] Luther Campbell: izin aldınmı geçerken?
[18:07:01	][LOOC] C24:RL.XRAY-57: duvardan ayrılmayın
[18:07:02	][LOOC] C24:i3.UNION-35: eğer ayarınlan oynamadıysan alt sol click
[18:07:07	][IC] Valentino Threshed: YÜREĞİNDEN YARALI.
[18:07:11	][IC] Valentino Threshed: BİZİM HİKAYEMİZ.
[18:07:11	]C24:i4.XRAY-91 used command '/PTJoin 1'.
[18:07:15	]Valentino Threshed entered observer.
[18:07:18	]Victorian has connected.
[18:07:18	][LOOC] C24:i5.Hammer-46: sanamı soracağım cratemi?
[18:07:22	][LOOC] C24:RCT.YELLO-22: oynamadımda oyniyim klavye kısmında demi o
[18:07:26	][LOOC] Luther Campbell: tamam işte crattan izin aldınmı
[18:07:26	]Sinyor Gordon loaded the character 'Luke North'
[18:07:27	][LOOC] C24:RL.XRAY-57: evet
[18:07:31	][LOOC] C24:RL.XRAY-57: sessiz yürüme tuşu gibi bir şey olacak
[18:07:31	]Luke North is fully healed.
[18:07:34	]C24:i4.XRAY-91 used command '/Radio 91,PT-1'e Interlock yaptı'.
[18:07:35	][LOOC] C24:RL.XRAY-57: onunla sağ click basacaksın aynı anda
[18:07:36	][LOOC] C24:i5.Hammer-46: şimdi alıyordum işte
[18:07:40	][LOOC] C24:RL.XRAY-57: interlock değil
[18:07:41	][LOOC] Luther Campbell: tama
[18:07:42	]Sinyor Gordon (STEAM_0:1:525389834) deleted character 'Luke North'
[18:07:42	]Luther Campbell entered observer.
[18:07:44	][LOOC] C24:RL.XRAY-57: kenetlendi diyeceksiniz
[18:07:53	][LOOC] C24:RL.XRAY-57: bundan sonra ingilizce terimler sadece kalıplaşmış kodlar için kullanılacak
[18:07:56	][LOOC] C24:RL.XRAY-57: öyle karar verildi
[18:07:59	]C24:i5.Hammer-46 entered observer.
[18:08:00	]Luther Campbell exited observer at their location.
[18:08:01	]Luther Campbell entered observer.
[18:08:05	][LOOC] C24:i3.UNION-35: kenetlenmi diyelim partiye katılması için
[18:08:26	][LOOC] C24:i3.UNION-35: yani artık 0 ingilizce konuşucağız
[18:08:28	][LOOC] C24:i3.UNION-66: PT-1 de neden lider yok
[18:08:35	]Valentino Threshed exited observer at their location.
[18:08:39	][LOOC] C24:RL.XRAY-57: KT-1 lideri Victor
[18:08:42	]Valentino Threshed entered observer.
[18:08:46	][LOOC] C24:i1.VICTOR-63: lider benim aslında ama galiba gözükmüyorum
[18:08:47	][LOOC] C24:i3.UNION-66: sol üste gözükmüyor
[18:08:49	][LOOC] C24:RL.XRAY-57: sen KT-2 liderisin
[18:08:56	]C24:i5.Hammer-46 used command '/PM luther silmedim duruyo'.
[18:08:57	][LOOC] C24:RL.XRAY-57: o sonra ayarlanır siz kalın öyle
[18:09:01	][LOOC] C24:RCT.YELLO-22: afk
[18:09:08	][LOOC] C24:i3.UNION-35: ben kt-2 lidieriiyim
[18:09:12	]C24:i5.Hammer-46 used command '/PM luther hangi mesajlardan bahsediyosun tam olarak'.
[18:09:24	]C24:i1.VICTOR-63 used command '/PTLead VICTOR'.
[18:09:26	][LOOC] C24:RL.XRAY-57: bir KT'de olmayan var mı
[18:09:27	][LOOC] C24:i3.UNION-35: diğeri açmamış kt 
[18:09:28	]Lynx loaded the character 'C24:D5.VICTOR-61'
[18:09:28	]Sinyor Gordon created the character 'Luke North'
[18:09:28	]Luke North has gained a 'Açık Gri Kol Bandı' #15670.
[18:09:28	]Luke North has gained a '#00914 Kimlik Kartı' #15671.
[18:09:28	]Luke North has gained a 'Kırmızı Tulum' #15672.
[18:09:28	]Luke North has gained a 'Kırmızı tulum pantolonu' #15673.
[18:09:28	]Sinyor Gordon loaded the character 'Luke North'
[18:09:32	]Luke North entered observer.
[18:09:33	]Luke North exited observer at their location.
[18:09:33	][LOOC] C24:i4.XRAY-91: Interlock bitirince ne yazacağız
[18:09:34	]C24:i5.Hammer-46 used command '/PM luther öyle bir mesaj atmadım dostum'.
[18:09:42	]C24:i5.Hammer-46 used command '/PM luther at ssi'.
[18:09:48	]Luke North entered observer.
[18:09:57	]C24:RL.XRAY-57 entered observer.
[18:09:58	]C24:i5.Hammer-46 used command '/PM luther at ssi bende bakayım dostum'.
[18:09:58	]C24:RL.XRAY-57 exited observer at their location.
[18:09:59	][LOOC] C24:i3.UNION-35: diğer i3 yok gibi hiçbiir ktde
[18:10:02	][LOOC] C24:i1.VICTOR-63: PT-1 dağılıyor denebilir 
[18:10:06	][LOOC] C24:i3.UNION-66: evet boştayım
[18:10:06	]C24:RL.XRAY-57 used command '/CharSetName d5 C24:i5.VICTOR-61'.
[18:10:09	][LOOC] C24:RL.XRAY-57: dvuara geç
[18:10:14	][LOOC] C24:RL.XRAY-57: KT-1 dağıtın
[18:10:16	][LOOC] C24:RL.XRAY-57: zamanımız var
[18:10:17	][LOOC] C24:RL.XRAY-57: kimse yok
[18:10:23	][LOOC] C24:RL.XRAY-57: KT-2 sabit kalsın
[18:10:26	]Luke North used command '/PM xray-91 sk hayırlı olsun ben sonyor'.
[18:10:34	]C24:i4.XRAY-91 used command '/Reply Eyw'.
[18:10:34	]C24:i5.Hammer-46 exited observer at their location.
[18:10:36	][LOOC] C24:i1.VICTOR-63: tamam
[18:10:39	]C24:RL.XRAY-57 used command '/PTLead 63'.
[18:10:48	]C24:i5.VICTOR-61 is fully healed.
[18:10:50	][LOOC] C24:i4.XRAY-91: ben aksam yemeğine gidebilirim 30 dkya
[18:10:52	]Luke North exited observer at their location.
[18:10:53	]Luke North entered observer.
[18:10:58	]C24:i1.VICTOR-63 used command '/PTLeave'.
[18:10:59	][LOOC] C24:i5.Hammer-46: niye gecemiyorum la
[18:11:01	]C24:RL.XRAY-57 used command '/CharSetName hammer C24:UNION-46'.
[18:11:05	][LOOC] C24:i4.XRAY-91: zehra güneş gibisin aq
[18:11:14	]C24:RL.XRAY-57 used command '/CharSetName 46 C24:i5.UNION-46'.
[18:11:19	]Jhonny (STEAM_0:0:564881553) has disconnected.
[18:11:20	][LOOC] C24:i1.VICTOR-63: beyler boş muhabbet etmeyin
[18:11:21	][IC] C24:i4.XRAY-91: <:: Geç. ::>
[18:11:23	][LOOC] C24:RL.XRAY-57: merdivene geç
[18:11:26	][LOOC] C24:i1.VICTOR-63: PT-1 dğıtın
[18:11:27	][LOOC] C24:RL.XRAY-57: biriniz merdivende dursun
[18:11:35	]Luke North exited observer at their location.
[18:11:38	]Luther Campbell exited observer at their location.
[18:11:40	]Luther Campbell entered observer.
[18:11:43	][LOOC] C24:RL.XRAY-57: şimdi
[18:11:44	]Luther Campbell exited observer at their location.
[18:11:46	][LOOC] C24:RL.XRAY-57: xray 91
[18:11:50	][LOOC] C24:RL.XRAY-57: KT-1den çık
[18:11:53	]Luke North ran 'Equip' on item 'Açık Gri Kol Bandı' (#15670)
[18:11:54	]Luther Campbell entered observer.
[18:12:05	][IC] C24:i4.XRAY-91: <:: Copy. ::>
[18:12:09	]C24:i4.XRAY-91 used command '/PTLeave'.
[18:12:15	][LOOC] C24:i3.UNION-35: copy falandamı yok artık ?
[18:12:28	][IC] C24:i3.UNION-66: <:: Copy. ::>
[18:12:33	][LOOC] C24:i3.UNION-66: var ses geliyor
[18:13:24	][LOOC] C24:RCT.YELLO-30: türkçe konuşun dediler ama
[18:13:24	][IC] Luke North: A.
[18:13:32	]Luke North entered observer.
[18:13:32	]Luke North exited observer at their location.
[18:13:33	]Luke North entered observer.
[18:13:33	][LOOC] C24:RL.XRAY-57: şimdi madem adam girmiyor
[18:13:35	][LOOC] C24:RL.XRAY-57: eğitim yapalım
[18:13:41	][LOOC] C24:RL.XRAY-57: girerse yüksek rütbelileri sokağa salarız
[18:13:48	][LOOC] C24:i3.UNION-66: kimsede 13 dakikada girecek bilgisayar yok:)
[18:13:54	][LOOC] C24:i3.UNION-66: bende 2. denemede giriyor
[18:13:58	]C24:RL.XRAY-57 used command '/PTCreate'.
[18:14:00	]C24:RL.XRAY-57 used command '/PTCreate 1'.
[18:14:04	][LOOC] C24:i5.UNION-46: benim mouse bozuk ya
[18:14:09	][LOOC] C24:RL.XRAY-57: önceden KT-1'de olanlar tekrar girin
[18:14:11	][LOOC] C24:RL.XRAY-57: ben oluşturudm
[18:14:17	]Valentino Threshed exited observer at their location.
[18:14:18	]C24:i4.XRAY-91 used command '/PTJoin 1'.
[18:14:26	][ME] Valentino Threshed: elini kolunu yıkar
[18:14:27	]C24:i5.UNION-46 used command '/PTJoin 1'.
[18:14:28	][LOOC] C24:i4.XRAY-91: /ptjoin 1 de yapabilirsiniz
