[07:51:29	]Goblin has connected.
[17:54:48	]John Brookly has spawned 'models/props_interiors/chair_cafeteria.mdl'.
[17:54:48	]Eli Vance has spawned 'models/props_junk/wood_crate001a.mdl'.
[17:54:49	]Isaac Kleiner has spawned 'models/props_debris/wall001a_base.mdl'.
[17:54:50	][LOOC] C17:i5.UNION-35: missclick
[17:54:52	]John Brookly has spawned a usable entity class 'ix_chair' with model 'models/props_interiors/chair_cafeteria.mdl'.
[17:54:52	]John Brookly has used a context menu option with the name: ixusableentitycreate
[17:54:53	][IC] C17:i3.UNION-66: <:: Hmph. ::>
[17:54:57	][IC] C17:i3.UNION-66: <:: Bekle. ::>
[17:55:02	]Eli Vance has enabled persistence for 'models/props_junk/cardboard_box002b.mdl'.
[17:55:02	]Eli Vance has used a context menu option with the name: persist
[17:55:02	]C17:i3.UNION-66 used command '/ActKnock'.
[17:55:02	]John Brookly used command '/ActSit 5'.
[17:55:03	]Eli Vance has enabled persistence for 'models/props_junk/cardboard_box003a.mdl'.
[17:55:03	]Eli Vance has used a context menu option with the name: persist
[17:55:04	]Wallace Breen has used a context menu option with the name: skin
[17:55:04	]Eli Vance has enabled persistence for 'models/props_junk/cardboard_box004a.mdl'.
[17:55:04	]Eli Vance has used a context menu option with the name: persist
[17:55:06	]Isaac Kleiner exited observer at their location.
[17:55:07	]Wallace Breen has used a context menu option with the name: skin
[17:55:07	]Isaac Kleiner has warped from Default to Default.
[17:55:07	]C17:i3.UNION-66 used command '/ActKnock'.
[17:55:07	]C17:i1.HELIX-12 used command '/Radio KT-1 Sitrep'.
[17:55:08	]Eli Vance has enabled persistence for 'models/props_junk/wood_pallet001a.mdl'.
[17:55:08	]Eli Vance has used a context menu option with the name: persist
[17:55:08	]Eli Vance has enabled persistence for 'models/props_junk/wood_crate002a.mdl'.
[17:55:08	]Eli Vance has used a context menu option with the name: persist
[17:55:09	]Eli Vance has enabled persistence for 'models/props_junk/wood_crate001a.mdl'.
[17:55:09	]Eli Vance has used a context menu option with the name: persist
[17:55:09	]Wallace Breen has used a context menu option with the name: skin
[17:55:11	]Wallace Breen has used a context menu option with the name: skin
[17:55:12	]Isaac Kleiner has used a context menu option with the name: rb655_door_open
[17:55:14	]Wallace Breen has used a context menu option with the name: skin
[17:55:14	]Eli Vance has spawned 'models/props_junk/sawblade001a.mdl'.
[17:55:15	]Isaac Kleiner entered observer.
[17:55:16	]Wallace Breen has used a context menu option with the name: skin
[17:55:16	]Isaac Kleiner exited observer at their location.
[17:55:18	]Wallace Breen has used a context menu option with the name: skin
[17:55:20	]Wallace Breen has used a context menu option with the name: skin
[17:55:22	]C17:i3.UNION-66 used command '/Radio KT-1; öksürük sesi RA-B-01-02 içerisinde'.
[17:55:22	]Wallace Breen has used a context menu option with the name: skin
[17:55:25	]Wallace Breen has used a context menu option with the name: skin
[17:55:26	]Isaac Kleiner has warped from Default to Default.
[17:55:26	]C17:i3.UNION-66 used command '/Radio kişiden cevap gelmiyor'.
[17:55:27	]Wallace Breen has used a context menu option with the name: skin
[17:55:29	]Michael Sauers has acquired his ration, gaining 0 credits, 0 wages and a ration ration.
[17:55:30	]Wallace Breen has used a context menu option with the name: skin
[17:55:31	]C17:i3.UNION-66 used command '/ActKnock'.
[17:55:32	]Eli Vance has warped from Default to Default.
[17:55:33	]Wallace Breen has used a context menu option with the name: skin
[17:55:36	]Wallace Breen has used a context menu option with the name: skin
[17:55:38	]Wallace Breen has used a context menu option with the name: skin
[17:55:38	]C17:i3.UNION-66 used command '/ActKnock'.
[17:55:39	]Wallace Breen has used a context menu option with the name: skin
[17:55:40	]Isaac Kleiner entered observer.
[17:55:41	]Isaac Kleiner exited observer at their location.
[17:55:41	]C17:i3.UNION-66 used command '/ActKnockIdle'.
[17:55:42	]Isaac Kleiner entered observer.
[17:55:43	]Michael Sauers ran 'Open' on item 'Rasyon' (#31385)
[17:55:43	]Michael Sauers has gained a 'Yapay Macun' #31386.
[17:55:43	]Michael Sauers has gained a 'Breen'in Suyu' #31387.
[17:55:43	]Michael Sauers has gained a '15 Kredi Kuponu' #31388.
[17:55:44	]Wallace Breen ran 'Insert' on item 'Vending Machine Key' (#31384)
[17:55:45	]Isaac Kleiner has spawned 'models/props/wallcap8.mdl'.
[17:55:47	]Isaac Kleiner has spawned 'models/barn/barnwall_half1.mdl'.
[17:55:47	]Michael Sauers ran 'Consume' on item 'Breen'in Suyu' (#31387)
[17:55:47	]Michael Sauers has gained a 'Boş Breen'in Suyu' #31389.
[17:55:48	]Michael Sauers ran 'Consume' on item 'Yapay Macun' (#31386)
[17:55:48	]Michael Sauers has gained a 'Boş Kavanoz' #31390.
[17:55:49	]Isaac Kleiner has spawned 'models/barn/barnwall1.mdl'.
[17:55:49	]Kasuga Fruga has gone afk.
[17:55:52	]Michael Sauers ran 'take' on item 'Boş Kavanoz' (#30971)
[17:55:52	]Michael Sauers has gained a 'Boş Kavanoz' #30971.
[17:55:55	]Eli Vance has warped from Default to Default.
[17:55:57	]Isaac Kleiner has spawned 'models/props/cs_assault/wall_vent.mdl'.
[17:55:59	]Isaac Kleiner has spawned 'models/props/cs_office/exit_wall.mdl'.
[17:56:01	]C17:i3.UNION-66 used command '/Radio KT-1; team advance'.
[17:56:03	]C17:i1.HELIX-12 used command '/Radio Şüpheli görünen 647'lerin üstünü arama yetkisi verilmiştir'.
[17:56:03	]Michael Sauers ran 'Use' on item '15 Kredi Kuponu' (#31388)
[17:56:05	]Michael Sauers has used a coupon at a ration dispenser, gaining 15 credits.
[17:56:06	]C17:i3.UNION-66 used command '/Doorkick'.
[17:56:06	]C17:i1.HELIX-12 used command '/Radio Uygulayın'.
[17:56:07	]C17:i3.UNION-66 has gained a '30rnd MP-şarjörü' #30861.
[17:56:07	]C17:i3.UNION-66 has lost a '30rnd MP-şarjörü' #30858.
[17:56:07	]C17:i5.UNION-35 has gained a '17rnd Usp-Şarjörü' #31137.
[17:56:07	]C17:i5.UNION-35 has lost a '17rnd Usp-Şarjörü' #31138.
[17:56:09	]C17:RCT.UNION-25 used command '/Radio copy'.
[17:56:10	]Eli Vance has enabled persistence for 'models/props_junk/sawblade001a.mdl'.
[17:56:10	]Eli Vance has used a context menu option with the name: persist
[17:56:10	]C17:i5.UNION-35 has gained a '17rnd Usp-Şarjörü' #31138.
[17:56:10	]C17:i5.UNION-35 has lost a '17rnd Usp-Şarjörü' #31137.
[17:56:10	]Wallace Breen has given himself a drink_banksoda_lager.
[17:56:10	]Wallace Breen has gained a 'Bank Soda Lager Bira' #31391.
[17:56:11	]Eli Vance has spawned 'models/props_docks/dock03_pole01a.mdl'.
[17:56:12	]Wallace Breen has given himself a drink_banksoda_ocean.
[17:56:12	]Wallace Breen has gained a 'Bank Soda Okyanus Mavisi' #31392.
[17:56:15	]Isaac Kleiner has enabled persistence for 'models/props/cs_office/exit_wall.mdl'.
[17:56:15	]Isaac Kleiner has used a context menu option with the name: persist
[17:56:16	]Eli Vance has spawned 'models/props_junk/PushCart01a.mdl'.
[17:56:16	]Isaac Kleiner has used a context menu option with the name: persist
[17:56:17	]Isaac Kleiner has warped from Default to Default.
[17:56:21	]Isaac Kleiner has used a context menu option with the name: persist
[17:56:23	]Isaac Kleiner has spawned 'models/props/cs_office/exit_wall.mdl'.
[17:56:24	]Michael Sauers opened the 'Metal Çöp Kutusu' #3654 container.
[17:56:24	]Eli Vance has enabled persistence for 'models/props_junk/pushcart01a.mdl'.
[17:56:24	]Eli Vance has used a context menu option with the name: persist
[17:56:27	]Michael Sauers has transferred a 'Boş Breen'in Suyu' #31389 to a container with the name 'Metal Çöp Kutusu' #3654.
[17:56:27	]Eli Vance has spawned 'models/props_junk/propane_tank001a.mdl'.
[17:56:29	]Michael Sauers has transferred a 'Boş Kavanoz' #31390 to a container with the name 'Metal Çöp Kutusu' #3654.
[17:56:30	]Isaac Kleiner exited observer at their location.
[17:56:32	]Michael Sauers closed the 'Metal Çöp Kutusu' #3654 container.
[17:56:32	]Isaac Kleiner has spawned 'models/jq/hlvr/props/xenpack/xen_wallpod001.mdl'.
[17:56:34	]Eli Vance has spawned 'models/props_junk/PropaneCanister001a.mdl'.
[17:56:35	]Isaac Kleiner has spawned 'models/props/de_prodigy/wall_console1.mdl'.
[17:56:39	]Eli Vance has enabled persistence for 'models/props_junk/propane_tank001a.mdl'.
[17:56:39	]Eli Vance has used a context menu option with the name: persist
[17:56:39	]Isaac Kleiner has spawned 'models/props/de_prodigy/wall_console1.mdl'.
[17:56:39	]Eli Vance has enabled persistence for 'models/props_junk/propanecanister001a.mdl'.
[17:56:39	]Eli Vance has used a context menu option with the name: persist
[17:56:40	]Wallace Breen has given himself a drink_premium_water.
[17:56:40	]Wallace Breen has gained a 'Premium Breen'in Suyu' #31393.
[17:56:40	]Wallace Breen has given himself a drink_premium_water.
[17:56:41	]Wallace Breen has gained a 'Premium Breen'in Suyu' #31394.
[17:56:41	]C17:RCT.UNION-25 used command '/Radio KT-1; RA-B-01-02 temiz.'.
[17:56:41	]Wallace Breen has given himself a drink_premium_water.
[17:56:41	]Wallace Breen has gained a 'Premium Breen'in Suyu' #31395.
[17:56:43	]Eli Vance has spawned 'models/props_junk/metalgascan.mdl'.
[17:56:44	]Wallace Breen has given himself a drink_premium_water.
[17:56:44	]Wallace Breen has gained a 'Premium Breen'in Suyu' #31396.
[17:56:45	]Wallace Breen has given himself a drink_premium_water.
[17:56:45	]Wallace Breen has gained a 'Premium Breen'in Suyu' #31397.
[17:56:46	]Wallace Breen has given himself a drink_premium_water.
[17:56:46	]Wallace Breen has gained a 'Premium Breen'in Suyu' #31398.
[17:56:47	]Isaac Kleiner has enabled persistence for 'models/props/de_prodigy/wall_console1.mdl'.
[17:56:47	]Isaac Kleiner has used a context menu option with the name: persist
[17:56:48	]C17:i3.UNION-66 used command '/Radio KT-1; ama bir sürü şüpheli malzeme var'.
[17:56:48	]Wallace Breen has given himself a drink_premium_water.
[17:56:48	]Wallace Breen has gained a 'Premium Breen'in Suyu' #31399.
[17:56:49	]Isaac Kleiner has spawned 'models/props/de_prodigy/wall_console1.mdl'.
[17:56:49	]Eli Vance has enabled persistence for 'models/props_junk/metalgascan.mdl'.
[17:56:49	]Eli Vance has used a context menu option with the name: persist
[17:56:49	]Wallace Breen has given himself a drink_premium_water.
[17:56:49	]Wallace Breen has gained a 'Premium Breen'in Suyu' #31400.
[17:56:50	]Wallace Breen has given himself a drink_premium_water.
[17:56:50	]Wallace Breen has gained a 'Premium Breen'in Suyu' #31401.
[17:56:51	]Wallace Breen has given himself a drink_premium_water.
[17:56:51	]Wallace Breen has gained a 'Premium Breen'in Suyu' #31402.
[17:56:52	]C17:i3.UNION-66 destroyed a 'Plastik Çöp' #29822.
[17:56:52	]Isaac Kleiner has enabled persistence for 'models/props/de_prodigy/wall_console1.mdl'.
[17:56:52	]Isaac Kleiner has used a context menu option with the name: persist
[17:56:53	]Michael Sauers opened the 'Trash Bin' #3653 container.
[17:56:53	]Isaac Kleiner has spawned 'models/props_wasteland/prison_wallpile002a.mdl'.
[17:56:54	]C17:RCT.UNION-25 used command '/Radio affirmative'.
[17:56:55	]Isaac Kleiner has spawned 'models/props/de_prodigy/wall_console1.mdl'.
[17:56:55	]Eli Vance has spawned 'models/props_junk/MetalBucket01a.mdl'.
[17:56:56	]C17:i3.UNION-66 destroyed a 'Cam kırıkları' #29386.
[17:56:56	]Michael Sauers has transferred a 'Boş Kavanoz' #30971 to a container with the name 'Trash Bin' #3653.
[17:56:56	]Michael Sauers closed the 'Trash Bin' #3653 container.
[17:56:56	]C17:i1.HELIX-12 used command '/Radio Kırmızı liste?'.
[17:56:57	]Michael Sauers opened the 'Trash Bin' #3653 container.
[17:56:57	]Wallace Breen has transferred a 'Premium Breen'in Suyu' #31396 to a container with the name 'Vending Machine' #3901.
[17:56:57	]Michael Sauers closed the 'Trash Bin' #3653 container.
[17:56:57	]C17:i3.UNION-66 destroyed a 'Demir' #29802.
[17:56:58	]Michael Sauers opened the 'Trash Bin' #3652 container.
[17:56:58	]Eli Vance has spawned 'models/props_junk/MetalBucket02a.mdl'.
[17:56:59	]C17:i3.UNION-66 destroyed a 'Cam kırıkları' #29272.
[17:56:59	]Wallace Breen has transferred a 'Premium Breen'in Suyu' #31395 to a container with the name 'Vending Machine' #3901.
[17:56:59	]C17:i3.UNION-66 destroyed a 'Plastik Levhalar' #29781.
[17:57:00	]Michael Sauers closed the 'Trash Bin' #3652 container.
[17:57:00	]Wallace Breen has transferred a 'Premium Breen'in Suyu' #31394 to a container with the name 'Vending Machine' #3901.
[17:57:01	]Eli Vance has spawned 'models/props_junk/MetalBucket01a.mdl'.
[17:57:02	]Isaac Kleiner has enabled persistence for 'models/props/de_prodigy/wall_console1.mdl'.
[17:57:02	]Isaac Kleiner has used a context menu option with the name: persist
[17:57:02	]Wallace Breen has transferred a 'Premium Breen'in Suyu' #31393 to a container with the name 'Vending Machine' #3901.
[17:57:02	]C17:i3.UNION-66 used command '/Radio KT-1; demir.'.
[17:57:04	]Eli Vance has spawned 'models/props_junk/metal_paintcan001a.mdl'.
[17:57:04	]Wallace Breen has transferred a 'Premium Breen'in Suyu' #31397 to a container with the name 'Vending Machine' #3901.
[17:57:05	]Wallace Breen has transferred a 'Premium Breen'in Suyu' #31398 to a container with the name 'Vending Machine' #3901.
[17:57:07	]Isaac Kleiner has spawned 'models/mosi/fallout4/props/fortifications/junkwalldoorway.mdl'.
[17:57:07	]Wallace Breen has transferred a 'Premium Breen'in Suyu' #31399 to a container with the name 'Vending Machine' #3901.
[17:57:07	]C17:i1.HELIX-12 used command '/Radio Kaç tane?'.
[17:57:08	]Isaac Kleiner has spawned 'models/mosi/fallout4/props/fortifications/junkwalldoorway.mdl'.
[17:57:09	]Wallace Breen has transferred a 'Premium Breen'in Suyu' #31400 to a container with the name 'Vending Machine' #3901.
[17:57:11	]Wallace Breen has transferred a 'Premium Breen'in Suyu' #31401 to a container with the name 'Vending Machine' #3901.
[17:57:13	]C17:i3.UNION-66 used command '/Radio KT-1; 1'.
[17:57:13	]Isaac Kleiner has warped from Default to Default.
[17:57:13	]Wallace Breen has transferred a 'Premium Breen'in Suyu' #31402 to a container with the name 'Vending Machine' #3901.
[17:57:13	]Eli Vance has enabled persistence for 'models/props_junk/metal_paintcan001a.mdl'.
[17:57:13	]Eli Vance has used a context menu option with the name: persist
[17:57:14	]Eli Vance has enabled persistence for 'models/props_junk/metalbucket01a.mdl'.
[17:57:14	]Eli Vance has used a context menu option with the name: persist
[17:57:19	]Isaac Kleiner has spawned 'models/mosi/fallout4/props/fortifications/junkwallhallway.mdl'.
[17:57:20	]Isaac Kleiner has spawned 'models/mosi/fallout4/props/fortifications/junkwalldoorway.mdl'.
[17:57:22	]Isaac Kleiner entered observer.
[17:57:24	]C17:i5.UNION-35 has gained a '17rnd Usp-Şarjörü' #31137.
[17:57:24	]C17:i5.UNION-35 has lost a '17rnd Usp-Şarjörü' #31138.
[17:57:27	]Eli Vance has spawned 'models/props_interiors/VendingMachineSoda01a_door.mdl'.
[17:57:30	]C17:i1.HELIX-12 used command '/Radio Pekala hafif cezai işlem uygulayın el koyun'.
[17:57:32	]Isaac Kleiner has disabled persistence for 'models/props/cs_office/exit_wall.mdl'.
[17:57:32	]Isaac Kleiner has used a context menu option with the name: persist_end
[17:57:33	]Eli Vance has enabled persistence for 'models/props_interiors/vendingmachinesoda01a_door.mdl'.
[17:57:33	]Eli Vance has used a context menu option with the name: persist
[17:57:34	]Isaac Kleiner has used a context menu option with the name: remove
[17:57:38	]C17:i3.UNION-66 used command '/Radio KT-1; clear'.
[17:57:39	]Eli Vance has disabled persistence for 'models/props_interiors/vendingmachinesoda01a_door.mdl'.
[17:57:39	]Eli Vance has used a context menu option with the name: persist_end
[17:57:39	]Isaac Kleiner has used a context menu option with the name: collision_off
[17:57:40	]Wallace Breen has given himself a drink_puka.
[17:57:40	]Wallace Breen has gained a 'Puka Vodna' #31403.
[17:57:43	]Isaac Kleiner has used a context menu option with the name: collision_off
[17:57:46	]Eli Vance has enabled persistence for 'models/props_interiors/vendingmachinesoda01a_door.mdl'.
[17:57:46	]Eli Vance has used a context menu option with the name: persist
[17:57:47	]Eli Vance has spawned 'models/props_junk/MetalBucket02a.mdl'.
[17:57:52	]Isaac Kleiner has warped from Default to Default.
[17:57:56	]C17:i1.HELIX-12 used command '/Radio 10-4'.
[17:57:56	]Isaac Kleiner exited observer at their location.
[17:57:58	]Eli Vance has enabled persistence for 'models/props_junk/metalbucket02a.mdl'.
[17:57:58	]Eli Vance has used a context menu option with the name: persist
[17:57:58	]Isaac Kleiner entered observer.
[17:58:00	]C17:i3.UNION-66 used command '/Radio KT-1; evin sahibi 83998'.
[17:58:00	]Isaac Kleiner exited observer at their location.
[17:58:01	]Wallace Breen ran 'drop' on item 'Puka Vodna' (#31403)
[17:58:01	]Wallace Breen has lost a 'Puka Vodna' #31403.
[17:58:02	]Wallace Breen ran 'Consume' on item 'Bank Soda Okyanus Mavisi' (#31392)
[17:58:02	]Wallace Breen has gained a 'Plastik Çöp' #31404.
[17:58:04	]Wallace Breen ran 'Consume' on item 'Bank Soda Lager Bira' (#31391)
[17:58:04	]Wallace Breen has gained a 'Plastik Çöp' #31405.
[17:58:05	]Eli Vance has spawned 'models/props_interiors/Furniture_chair01a.mdl'.
[17:58:06	]Wallace Breen ran 'drop' on item 'Plastik Çöp' (#31404)
[17:58:06	]Wallace Breen has lost a 'Plastik Çöp' #31404.
[17:58:09	]Wallace Breen has fired a toolgun with the name: remover
[17:58:09	]Isaac Kleiner entered observer.
[17:58:09	]Wallace Breen has fired a toolgun with the name: remover
[17:58:14	]C17:i1.HELIX-12 used command '/Radio İsim soy isim?'.
[17:58:15	]Wallace Breen has given himself a food_crackers.
[17:58:15	]Wallace Breen has gained a 'Patates Krakerleri' #31406.
[17:58:17	]Wallace Breen has given himself a food_crisps.
[17:58:17	]Wallace Breen has gained a 'Patates Cipsi' #31407.
[17:58:18	]C17:RCT.UNION-25 used command '/Radio Munir Hasmemedov.'.
[17:58:19	]Isaac Kleiner exited observer at their location.
[17:58:25	]Wallace Breen has given himself a food_crisps.
[17:58:25	]Wallace Breen has gained a 'Patates Cipsi' #31408.
[17:58:25	]Isaac Kleiner entered observer.
[17:58:26	]Wallace Breen has given himself a food_crisps.
[17:58:26	]Wallace Breen has gained a 'Patates Cipsi' #31409.
[17:58:27	]Wallace Breen has given himself a food_crisps.
[17:58:27	]Wallace Breen has gained a 'Patates Cipsi' #31410.
[17:58:28	]Wallace Breen has given himself a food_crisps.
[17:58:28	]Wallace Breen has gained a 'Patates Cipsi' #31411.
[17:58:32	]Wallace Breen has given himself a food_crisps.
[17:58:32	]Wallace Breen has gained a 'Patates Cipsi' #31412.
[17:58:32	]Isaac Kleiner exited observer at their location.
[17:58:33	]Wallace Breen has given himself a food_crisps.
[17:58:33	]Wallace Breen has gained a 'Patates Cipsi' #31413.
[17:58:34	]Isaac Kleiner entered observer.
[17:58:35	]Eli Vance has enabled persistence for 'models/props_interiors/furniture_chair01a.mdl'.
[17:58:35	]Eli Vance has used a context menu option with the name: persist
[17:58:36	]Wallace Breen has given himself a food_crisps.
[17:58:36	]Wallace Breen has gained a 'Patates Cipsi' #31414.
[17:58:37	]Wallace Breen has given himself a food_crisps.
[17:58:37	]Wallace Breen has gained a 'Patates Cipsi' #31415.
[17:58:39	]Isaac Kleiner exited observer at their location.
[17:58:39	]C17:i1.HELIX-12 used command '/Radio 10-4 Evin her yeri arandı mı?'.
[17:58:39	]Isaac Kleiner entered observer.
[17:58:40	]Isaac Kleiner exited observer at their location.
[17:58:40	]Eli Vance has spawned 'models/props_interiors/Furniture_Vanity01a.mdl'.
[17:58:43	]Wallace Breen has transferred a 'Patates Cipsi' #31411 to a container with the name 'Vending Machine' #3901.
[17:58:44	]Wallace Breen has transferred a 'Patates Cipsi' #31410 to a container with the name 'Vending Machine' #3901.
[17:58:45	][Y] C17:i3.UNION-66: <:: Öksüren kişi apartmanı söylemesse ceza uygulanacak. ::>
[17:58:45	]Wallace Breen has transferred a 'Patates Cipsi' #31409 to a container with the name 'Vending Machine' #3901.
[17:58:47	]Wallace Breen has transferred a 'Patates Cipsi' #31408 to a container with the name 'Vending Machine' #3901.
[17:58:47	]Eli Vance has enabled persistence for 'models/props_interiors/furniture_vanity01a.mdl'.
[17:58:47	]Eli Vance has used a context menu option with the name: persist
[17:58:48	]Wallace Breen has transferred a 'Patates Cipsi' #31407 to a container with the name 'Vending Machine' #3901.
