[00:00:00	][IT] C24:i3.KING-20: anlıyor
[00:38:56	]Valeria Martin was disinfected by C24:RCT.YELLO-54 for 110 seconds.
[00:38:56	]Valeria Martin's bleeding was stopped by C24:RCT.YELLO-54.
[00:38:56	]Valeria Martin was bandaged by C24:RCT.YELLO-54 for 17 HP.
[00:38:56	]C24:RCT.YELLO-54 ran 'give' on item 'Ağrı Kesici' (#157240)
[00:38:56	]C24:RCT.YELLO-54 has performed the 'Use Ağrı Kesici' action, gaining 25 experience in medicine.
[00:39:02	][IC] C24:i3.KING-20: <:: Göreve çıkacak mısın uyuyacak mısın?? ::>
[00:39:03	]C24:RCT.YELLO-54 ran 'give' on item 'Ağrı Kesici' (#157240)
[00:39:03	]C24:RCT.YELLO-54 has performed the 'Use Ağrı Kesici' action, gaining 25 experience in medicine.
[00:39:08	][LOOC] C24:i3.KING-20: 1 soru işareti var 2 . void
[00:39:12	][IC] C24:i5.(X)KING-19: <:: Kestiricem. ::>
[00:39:18	][IC] C24:i5.(X)KING-19: <:: Uyucam. ::>
[00:39:20	][IC] C24:i3.KING-20: <:: Tamam. ::>
[00:39:25	]Denizus loaded the character 'S10/OWS.SPEAR-04'
[00:39:27	][IC] C24:i3.KING-20: <:: Aslında. ::>
[00:39:28	][IC] C24:i3.KING-20: <:: Hmm. ::>
[00:39:29	]Theodore Edward Kaczynski has gained a 'Boş Bira Şişesi' #164120.
[00:39:32	][IC] C24:i3.KING-20: <:: Bişeyi denemek istiyorum. ::>
[00:39:34	][IC] C24:i3.KING-20: <:: Hazır mısın? ::>
[00:39:38	][IC] C24:i5.(X)KING-19: <:: Ney. ::>
[00:39:41	][IC] C24:i3.KING-20: <:: Yada bılver. ::>
[00:39:43	][IC] C24:i3.KING-20: <:: Boşver. ::>
[00:39:45	]Valeria Martin used command '/CharGetUp'.
[00:39:45	]Valeria Martin is no longer unconscious from critical wounds.
[00:39:46	]Valeria Martin used command '/CharGetUp'.
[00:39:46	][IC] C24:i3.KING-20: <:: Bin asansöre. ::>
[00:39:46	]Valeria Martin used command '/CharGetUp'.
[00:39:47	]Valeria Martin used command '/CharGetUp'.
[00:39:48	]Valeria Martin used command '/CharGetUp'.
[00:39:49	]C24:RCT.YELLO-54 used command '/Radio 10-7'.
[00:39:50	][IC] C24:i5.(X)KING-19: <:: Söyle. ::>
[00:39:50	]Valeria Martin is no longer unconscious from critical wounds.
[00:39:53	]Theodore Edward Kaczynski has performed the 'Craft Parçala: Bira Şişesi' action, gaining 20 experience in crafting.
[00:39:53	]Theodore Edward Kaczynski has gained a 'Cam kırıkları' #164121.
[00:39:54	]C24:i3.KING-20 used command '/Radio copy;Serve'.
[00:39:55	]Valeria Martin is no longer unconscious from critical wounds.
[00:39:56	]Theodore Edward Kaczynski has performed the 'Craft Parçala: Kahverengi Ayakkabı' action, gaining 25 experience in crafting.
[00:39:56	]Theodore Edward Kaczynski has gained a 'Bez Paçavralar' #164122.
[00:39:57	]C24:i3.KING-20 entered observer.
[00:39:58	]C24:i3.KING-20 exited observer at their location.
[00:39:58	][IC] C24:i5.(X)KING-19: <:: Neyi deniceksin. ::>
[00:39:58	]Valeria Martin used command '/CharGetUp'.
[00:39:59	]Theodore Edward Kaczynski has performed the 'Craft Parçala: Boş Breen'in Suyu' action, gaining 20 experience in crafting.
[00:39:59	]Valeria Martin used command '/CharGetUp'.
[00:40:00	]Valeria Martin used command '/CharGetUp'.
[00:40:00	]Valeria Martin is no longer unconscious from critical wounds.
[00:40:02	]Theodore Edward Kaczynski has performed the 'Craft Parçala: Vodka Şişesi' action, gaining 20 experience in crafting.
[00:40:02	]Valeria Martin used command '/CharGetUp'.
[00:40:05	]Kaan has unloaded their "C24:RCT.YELLO-54" character.
[00:40:05	]Valeria Martin is no longer unconscious from critical wounds.
[00:40:06	][IC] C24:i3.KING-20: <:: Söylemek yerine yapmak sityiorum. ::>
[00:40:09	]Kaan loaded the character 'C24:RCT.YELLO-54'
[00:40:10	]Valeria Martin is no longer unconscious from critical wounds.
[00:40:12	]Valeria Martin ran SAM command 'asay' with arguments: '50 hp oldu ama hala kalkamadım'
[00:40:12	][IC] C24:i5.(X)KING-19: <:: Ne.. ::>
[00:40:15	]Valeria Martin is no longer unconscious from critical wounds.
[00:40:16	][IC] C24:i3.KING-20: <:: Boşver. ::>
[00:40:17	]C24:RCT.YELLO-54 used command '/PM STEAM_0:1:209116637 günlük doz alındı'.
[00:40:19	]Kaan has unloaded their "C24:RCT.YELLO-54" character.
[00:40:20	]C24:i3.KING-20 ran SAM command 'respawn' with arguments: 'valeria'
[00:40:22	]C24:i3.KING-20 claimed a report by Valeria Martin (Rosemary).
[00:40:24	][ME] C24:i5.(X)KING-19: Yorgun bir şekilde ilerlerç,
[00:40:26	]Kaan (STEAM_0:1:448976614) has disconnected.
[00:40:38	][IC] C24:i3.KING-20: <:: Pardon. ::>
[00:40:46	][IC] C24:i5.(X)KING-19: <:: Ha? ::>
[00:40:47	][IC] C24:i3.KING-20: <:: Şuydubak. ::>
[00:40:49	]Theodore Edward Kaczynski ran 'take' on item 'Boş Kupa' (#164123)
[00:40:49	]Theodore Edward Kaczynski has gained a 'Boş Kupa' #164123.
[00:40:50	]Theodore Edward Kaczynski ran 'take' on item 'Boş Breen'in Suyu' (#164018)
[00:40:50	]Theodore Edward Kaczynski has gained a 'Boş Breen'in Suyu' #164018.
[00:40:59	][ME] C24:i3.KING-20: sağ eliyle kalçasına 1 kere vurur
[00:41:02	]Theodore Edward Kaczynski has performed the 'Craft Parçala: Boş Kupa' action, gaining 20 experience in crafting.
[00:41:04	][IC] C24:i3.KING-20: <:: Bunu neden yapıyorlar. ::>
[00:41:05	]Theodore Edward Kaczynski has performed the 'Craft Parçala: Boş Breen'in Suyu' action, gaining 20 experience in crafting.
[00:41:06	][IC] C24:i3.KING-20: <:: Bilmiyourm ama. ::>
[00:41:08	][IC] C24:i3.KING-20: <:: Eğlenceli gibi. ::>
[00:41:09	][IC] C24:i3.KING-20: <:: Haha. ::>
[00:41:22	][IC] C24:i3.KING-20: <:: 19 ? ::>
[00:41:26	]Valeria Martin ran 'take' on item 'Bitki Saksısı' (#163757)
[00:41:26	]Valeria Martin has gained a 'Bitki Saksısı' #163757.
[00:41:28	]Valeria Martin ran 'take' on item 'Boş Şarap Şişesi' (#163989)
[00:41:28	]Valeria Martin has gained a 'Boş Şarap Şişesi' #163989.
[00:41:31	]Valeria Martin ran 'take' on item 'Boş Breen'in Suyu' (#164080)
[00:41:31	]Valeria Martin has gained a 'Boş Breen'in Suyu' #164080.
[00:41:35	]S10/OWS.SPEAR-04 is fully healed.
[00:41:41	]Theodore Edward Kaczynski has performed the 'Craft Su Şişesi' action, gaining 50 experience in crafting.
[00:41:41	]Theodore Edward Kaczynski has gained a 'Su Şişesi' #164124.
[00:41:57	][ME] C24:i5.(X)KING-19: Hiç bir şey anlamamış gibi  yorgunluktan yürüyemeyecek hale gelmiş.
[00:42:02	][IC] C24:i5.(X)KING-19: <:: Sanırım rasyon alıcam. ::>
[00:42:10	][IC] C24:i3.KING-20: <:: Karpuzlarda mekke karpuzu gibi. ::>
[00:42:10	][IC] C24:i3.KING-20: <:: Sağlam. ::>
[00:42:15	][IC] C24:i3.KING-20: <:: Onu da öğrendik. ::>
[00:42:22	][IC] C24:i5.(X)KING-19: <:: Anlamıyorum, neyse. ::>
[00:42:46	]C24:i5.(X)KING-19 has acquired his ration, gaining 0 credits, 0 wages and a civil_protection_ration ration.
[00:42:59	]C24:i5.(X)KING-19 ran 'take' on item 'Sivil Koruma Rasyonu' (#164125)
[00:42:59	]C24:i5.(X)KING-19 has gained a 'Sivil Koruma Rasyonu' #164125.
[00:43:03	][IC] C24:i3.KING-20: Bak şimi.
[00:43:04	][IC] C24:i3.KING-20: Şimdi.
[00:43:06	][ME] C24:i3.KING-20: elleri arkada
[00:43:12	][ME] C24:i3.KING-20: başına birşey geçirir
[00:43:15	][IC] C24:i3.KING-20: Nasılım.
[00:43:32	][IC] C24:i5.(X)KING-19: <:: Ne geçirdin? ::>
[00:43:33	][ME] C24:i3.KING-20: başında baret var
[00:43:36	]C24:i3.KING-20 ran 'drop' on item 'Beyaz İnşaat Şapkası' (#54303)
[00:43:36	]C24:i3.KING-20 has lost a 'Beyaz İnşaat Şapkası' #54303.
[00:43:39	]C24:i3.KING-20 has taken 5 damage from ix_item.
[00:43:46	]C24:i3.KING-20 ran 'take' on item 'Beyaz İnşaat Şapkası' (#54303)
[00:43:46	]C24:i3.KING-20 has gained a 'Beyaz İnşaat Şapkası' #54303.
[00:43:52	][IC] C24:i3.KING-20: Nasıl duruyor.
[00:43:53	][IC] C24:i3.KING-20: Hah.
[00:43:57	][IC] C24:i3.KING-20: Haha.
[00:44:10	][ME] C24:i5.(X)KING-19: Anlamamış gibi duruyor cidden yorgun duruyor.
[00:44:15	][IC] C24:i3.KING-20: Neyse.
[00:44:16	][IC] C24:i3.KING-20: Ben yatıyorum.
[00:44:18	]C24:i5.(X)KING-19 used command '/ActSit 3'.
[00:44:22	]Theodore Edward Kaczynski has acquired his ration, gaining 0 credits, 0 wages and a ration ration.
[00:44:28	][IC] C24:i5.(X)KING-19: <:: Anlaşıldı.. ::>
[00:44:32	][ME] C24:i3.KING-20: 2 elini de 19 un omuzlarının üzerindeki masaya koydu ve yaklaştı iyice
[00:44:35	]Theodore Edward Kaczynski ran 'take' on item 'Rasyon' (#164126)
[00:44:35	]Theodore Edward Kaczynski has gained a 'Rasyon' #164126.
[00:44:37	][ME] C24:i3.KING-20: çok dibine girdi
[00:44:39	][IC] C24:i3.KING-20: Mmmhhh.
[00:44:41	]Theodore Edward Kaczynski ran 'Open' on item 'Rasyon' (#164126)
[00:44:41	]Theodore Edward Kaczynski has gained a 'Yapay Macun' #164127.
[00:44:41	]Theodore Edward Kaczynski has gained a 'Breen Suyu' #164128.
[00:44:41	]Theodore Edward Kaczynski has gained a '15 Kredi Kuponu' #164129.
[00:44:41	][IC] C24:i3.KING-20: Öpmeden gitmem.
[00:44:43	]Theodore Edward Kaczynski ran 'Consume' on item 'Yapay Macun' (#164127)
[00:44:43	]Theodore Edward Kaczynski has gained a 'Boş Kavanoz' #164130.
[00:44:50	]Theodore Edward Kaczynski ran 'Convert' on item 'Breen Suyu' (#164128)
[00:44:50	]Theodore Edward Kaczynski has gained a 'Su İşçiliği' #164131.
[00:44:52	][ME] C24:i3.KING-20: sağ eliyle onun maskesini çıkardı
[00:44:56	]Theodore Edward Kaczynski ran 'Use' on item '15 Kredi Kuponu' (#164129)
[00:45:06	]Theodore Edward Kaczynski ran 'Use' on item '15 Kredi Kuponu' (#164129)
[00:45:09	]Theodore Edward Kaczynski ran 'Use' on item '15 Kredi Kuponu' (#164129)
[00:45:10	][ME] C24:i3.KING-20: dudaklarına yapıştı ve 5-6 defa öpüştü
[00:45:11	]Theodore Edward Kaczynski has used a coupon at a ration dispenser, gaining 15 credits.
[00:45:28	][IT] C24:i3.KING-20: 19 un dudakları prüssüz olduğu için 20 zevk aldı
[00:45:32	][ME] C24:i3.KING-20: maskesini tekrardan taktı
[00:45:34	]C24:i3.KING-20 used command '/Radio 10-7'.
[00:45:38	][ME] C24:i5.(X)KING-19: Kişi ayağı kalkar.
[00:45:38	]C24:i5.(X)KING-19 used command '/ExitAct'.
[00:45:43	][IC] C24:i3.KING-20: <:: Hadi iyi geceler hanım efendi. ::>
[00:45:45	][ME] C24:i5.(X)KING-19: Son bir kez sarılır.
[00:45:49	][IC] C24:i3.KING-20: <:: A-. ::>
[00:45:52	][ME] C24:i3.KING-20: oldukça şaşırır
[00:46:02	][ME] C24:i3.KING-20: karşılık verir ve o da sarılır, iyice onu kavrar
[00:46:03	][IC] C24:i3.KING-20: <:: Mmmhhh. ::>
[00:46:07	][IC] C24:i3.KING-20: <:: Seni uyurken bile özlüyorum. ::>
[00:46:32	][ME] C24:i5.(X)KING-19: Sarılırken sanırım yorgunluktan düşücekmiş gibi olur
[00:46:37	][PICKUP DISPENSER] Sisifos [MG] ( Theodore Edward Kaczynski ) picked up an item from the pickup dispenser.
[00:46:37	]Theodore Edward Kaczynski has gained a 'Daire Anahtarı' #164132.
[00:46:39	][IC] C24:i3.KING-20: <:: Oppp-. ::>
[00:46:51	][ME] C24:i3.KING-20: sol eliyle bacaklarından, sağ eliyle de boynundan tutup kaldırır
[00:46:55	][IC] C24:i3.KING-20: <:: Hadi bakalım. ::>
[00:46:56	][IC] C24:i3.KING-20: <:: Yatağaa. ::>
[00:47:01	]Denizus (STEAM_0:0:117905803) has disconnected.
[00:47:01	][IC] C24:i5.(X)KING-19: Biliyormusun.
[00:47:04	][IC] C24:i3.KING-20: <:: Hm? ::>
[00:47:16	]Theodore Edward Kaczynski ran 'Unlock' on item 'Daire Anahtarı' (#164132)
[00:47:21	][IC] C24:i5.(X)KING-19: Seni seviyorum *hafifce esner.*.
[00:47:28	][IC] C24:i3.KING-20: <:: Ben daha çok seviyorum. ::>
[00:47:36	][IC] C24:i3.KING-20: <:: Senin için kül olmaya hazırım. ::>
[00:47:43	][ME] C24:i3.KING-20: bir yandan taşıyıp ilerlerken, bir yandan konuşuyor
[00:47:46	]C24:i3.KING-20 rolled 7 out of 20 (+5 from Güç).
[00:47:46	]C24:i3.KING-20 used command '/Roll strength'.
[00:47:52	][ME] C24:i3.KING-20: onunda fazla takati kalmamış gibi
[00:48:12	][IC] C24:i3.KING-20: <:: Eve mi. ::>
[00:48:14	][IC] C24:i3.KING-20: <:: Nexusa mı? ::>
[00:48:21	]E-RP SLAYER exited observer at their location.
[00:48:22	]Enistein (STEAM_0:1:98500861) has disconnected.
[00:48:27	][ME] C24:i5.(X)KING-19: Cevap verirken uyuyormuş gibi oluyor
[00:48:31	][IC] C24:i5.(X)KING-19: Nereye bırakırsan.
[00:48:34	][IC] C24:i3.KING-20: <:: Eve bırakayım. ::>
[00:48:36	][IC] C24:i3.KING-20: <:: Yan yana yatarız. ::>
[00:48:40	][ME] C24:i3.KING-20: maskesini yüzüne geçirir
[00:48:46	]Valeria Martin used command '/ActCheer 3'.
[00:48:48	]Valeria Martin used command '/ActCheer 1'.
[00:48:49	][LOOC] C24:i3.KING-20: senin maskeni
[00:48:51	]Valeria Martin used command '/ActInjured'.
[00:48:58	][LOOC] C24:i5.(X)KING-19: bakıyom işte
[00:49:03	][ME] C24:i3.KING-20: geçirdi
[00:49:06	][LOOC] C24:i3.KING-20: bende değil
[00:49:19	][LOOC] C24:i5.(X)KING-19: maskemimi çıkardın ne yaptın aq
[00:49:30	][LOOC] C24:i3.KING-20: olum masken bendeydi tekrar yüzüne taktım
[00:49:35	][LOOC] C24:i3.KING-20: envanterden alıp baksana
[00:49:42	][LOOC] C24:i5.(X)KING-19: anladım
[00:49:45	][IC] Valeria Martin: .!asay.
[00:49:53	][IC] C24:i3.KING-20: <:: Benim kıyafetlerimi giyeceksin yine. ::>
[00:49:56	][IC] C24:i3.KING-20: <:: Kusura bakma. ::>
[00:50:03	][IC] C24:i3.KING-20: <:: Sana zaten büyük oluyorlar. ::>
[00:50:09	][IC] C24:i3.KING-20: <:: Ben kutup ayısı. ::>
[00:50:14	][IC] C24:i3.KING-20: <:: Sende yavrusu gibi. ::>
[00:50:16	][IC] C24:i3.KING-20: <:: Kıvranıp uyuruz. ::>
[00:50:26	][ME] C24:i3.KING-20: hala kucağında taşıyor, ama biraz yoruldu gibi
[00:50:34	][IC] C24:i5.(X)KING-19: <:: Bayılıcam gibi. ::>
[00:50:42	][IC] C24:i3.KING-20: <:: Bende sana bayılıcam gibi. ::>
[00:50:50	][LOOC] C24:i3.KING-20: i mam bayıldı
[00:51:02	][IC] C24:i5.(X)KING-19: <:: ,. ::>
[00:51:08	][LOOC] C24:i5.(X)KING-19: sunucu kapanacak bence role devam edek  kapanana kadar
[00:51:12	][LOOC] C24:i3.KING-20: tamam
[00:51:26	]Theodore Edward Kaczynski has hit Valeria Martin dealing 3 damage (CritChance was 0.00).
[00:51:26	]Valeria Martin has taken 3 damage from Theodore Edward Kaczynski.
[00:51:26	]Theodore Edward Kaczynski has damaged Valeria Martin, dealing 5.0042 with ix_hands
[00:51:31	][IC] C24:i3.KING-20: <:: Gözlerim kıp kırmızı. ::>
[00:51:37	][IC] C24:i3.KING-20: <:: O 3 saatte hiç göz kırpmadım. ::>
[00:51:48	]C24:i3.KING-20 used command '/StaticCharActionSet Sivil Korumayı kucağında taşıyor'.
[00:52:01	]Theodore Edward Kaczynski has hit Valeria Martin dealing 3 damage (CritChance was 0.00).
[00:52:01	]Valeria Martin has taken 3 damage from Theodore Edward Kaczynski.
[00:52:01	]Theodore Edward Kaczynski has damaged Valeria Martin, dealing 5.0045 with ix_hands
[00:52:02	]C24:i3.KING-20 opened the 'Rasyon Bölgesi Deposu' stash.
[00:52:04	]Theodore Edward Kaczynski has hit Valeria Martin dealing 3 damage (CritChance was 0.00).
[00:52:04	]Valeria Martin has taken 3 damage from Theodore Edward Kaczynski.
[00:52:04	]Theodore Edward Kaczynski has damaged Valeria Martin, dealing 5.0048 with ix_hands
[00:52:06	]C24:i3.KING-20 closed the 'Rasyon Bölgesi Deposu' stash.
[00:52:06	]C24:i3.KING-20 entered observer.
[00:52:11	]C24:i3.KING-20 exited observer at their location.
[00:52:24	][ME] C24:i3.KING-20: elini beline attı ve tabancasını çekti
[00:52:27	]C24:i3.KING-20 has lost a '17rnd USP Magazine' #162409.
[00:52:30	]C24:i3.KING-20 entered observer.
[00:52:31	]C24:i3.KING-20 exited observer at their location.
[00:52:38	]C24:i3.KING-20 used command '/ToggleRaise'.
[00:52:44	][IC] C24:i3.KING-20: <:: Kavga etmeyin. ::>
[00:52:50	][IC] Valeria Martin: Etmiyoruz efendim.
[00:52:50	][IC] C24:i3.KING-20: <:: Cidden öldürürüm sizi. ::>
[00:52:53	][IC] C24:i3.KING-20: <:: Defolun gidin. ::>
[00:52:54	][IC] C24:i3.KING-20: <:: Aşşağı defol. ::>
[00:53:04	][IC] Valeria Martin: Birşey yapmıyoruz efendim.
[00:53:09	][ME] C24:i3.KING-20: bir yandan sivil korumayı kollarında taşırken, diğer yandan silahına davranıyor
[00:53:11	][IC] C24:i3.KING-20: <:: Defol. ::>
[00:53:12	][IC] C24:i3.KING-20: <:: Çık. ::>
[00:53:12	][Y] Theodore Edward Kaczynski: HOOOP.
[00:53:14	][IC] C24:i3.KING-20: <:: Terk et apartmanı. ::>
[00:53:17	][Y] Theodore Edward Kaczynski: ALAYINIZA BORU.
[00:53:21	][Y] Theodore Edward Kaczynski: ADAM OLUN LENN.
[00:53:24	]C24:i3.KING-20 entered observer.
[00:53:25	]C24:i3.KING-20 exited observer at their location.
[00:53:33	]Theodore Edward Kaczynski has taken 7 damage from worldspawn.
[00:53:41	][ME] C24:i3.KING-20: elini beline atıyor ve silahını beline sıkıştırıyor
[00:53:51	]C24:i3.KING-20 entered observer.
[00:53:52	]C24:i3.KING-20 exited observer at their location.
[00:54:03	]C24:i5.(X)KING-19 is fully healed.
[00:54:06	][ME] C24:i3.KING-20: hali hazırda açık olan yatağa 19 u yatırıyor ancak bacaklarını kaldırıyor
[00:54:12	][ME] C24:i3.KING-20: botlarını ve maskesini çıkarıyor
[00:54:16	][IT] C24:i3.KING-20: 1/3
[00:54:18	][IT] C24:i3.KING-20: 2/3
[00:54:18	][ME] C24:i5.(X)KING-19: Uyuyor gibi duruyor.
[00:54:19	][IT] C24:i3.KING-20: 3/3
[00:54:26	]C24:i5.(X)KING-19 used command '/ActDown 2'.
[00:54:30	]Valeria Martin has gained level 45 in the Hız skill.
[00:54:32	][ME] C24:i3.KING-20: zırhını da çıkarıyor ve hepsini kenara koyuyor
[00:54:34	][LOOC] C24:i5.(X)KING-19: kanka graviti ile ayarlasana
[00:54:38	][LOOC] C24:i3.KING-20: yetki yok
[00:54:48	]Theodore Edward Kaczynski has taken 48 damage from worldspawn.
[00:54:51	][ME] C24:i3.KING-20: dolaptan aldığı erkek kıyafetlerini ona giydiriyor
[00:54:57	][IC] C24:i3.KING-20: <:: Eşofmanda tamamdır. ::>
[00:54:58	][IC] C24:i3.KING-20: <:: Güzel. ::>
[00:55:01	][ME] C24:i3.KING-20: o da soyunuyor
[00:55:05	][IC] C24:i3.KING-20: <:: Karşında soyunsam ne olur? ::>
[00:55:09	][LOOC] C24:i5.(X)KING-19: aga havaya kaldır rolü ona göre devam edicem
[00:55:12	][ME] C24:i3.KING-20: maskesini ve botunu çıkarır
[00:55:16	][LOOC] C24:i3.KING-20: nasıl yani
[00:55:29	][LOOC] C24:i5.(X)KING-19: havaya kaldır az diyorum
[00:55:37	][LOOC] C24:i3.KING-20: kaldırılmıyor yetkim yok ona
[00:55:47	][LOOC] C24:i3.KING-20: /charfallover at esc basıp izle
[00:55:50	][LOOC] C24:i5.(X)KING-19: nası yok kanka azcık havaya yapcan
[00:55:56	][LOOC] C24:i5.(X)KING-19: aga olmuyor denedim onu ben
[00:55:59	]C24:i5.(X)KING-19 used command '/ExitAct'.
[00:56:00	][LOOC] C24:i3.KING-20: olmuyor
[00:56:06	]C24:i5.(X)KING-19 used command '/ActDown 2'.
[00:56:08	]C24:i5.(X)KING-19 used command '/ExitAct'.
[00:56:09	]C24:i5.(X)KING-19 used command '/ActDown 2'.
[00:56:10	]C24:i5.(X)KING-19 used command '/ExitAct'.
[00:56:15	]C24:i5.(X)KING-19 used command '/ActDown 2'.
[00:56:21	]Valeria Martin has taken 1 damage from worldspawn.
[00:56:40	][ME] C24:i3.KING-20: yanına uzanıp koynuna sokuluyor
[00:56:46	]C24:i3.KING-20 used command '/ActDown 2'.
[00:56:50	]C24:i3.KING-20 used command '/ExitAct'.
[00:56:54	]C24:i3.KING-20 used command '/ActDown 2'.
[00:56:54	]Valeria Martin opened the 'Orta Dosya Dolabı' #10931 container.
[00:56:58	]Valeria Martin has gained a 'İlk Yardım Kiti' #158497 from a container with the name 'Orta Dosya Dolabı' #10931.
[00:57:00	]Valeria Martin has gained a 'İlk Yardım Kiti' #160959 from a container with the name 'Orta Dosya Dolabı' #10931.
[00:57:01	]Valeria Martin closed the 'Orta Dosya Dolabı' #10931 container.
[00:57:01	]Theodore Edward Kaczynski opened the 'Buzdolabı' #10934 container.
[00:57:06	]Theodore Edward Kaczynski closed the 'Buzdolabı' #10934 container.
[00:57:07	]Valeria Martin opened the 'Buzdolabı' #10934 container.
[00:57:10	][ME] C24:i5.(X)KING-19: Kişi kafasını kaldırıp bakar.
[00:57:10	]C24:i5.(X)KING-19 used command '/ExitAct'.
[00:57:11	]Valeria Martin closed the 'Buzdolabı' #10934 container.
[00:57:14	][ME] C24:i3.KING-20: sol eliyle onun karnını kavrarken, sağ eliyle onun elini tutuyor
[00:57:16	][IC] C24:i3.KING-20: Ha?
[00:57:17	]C24:i3.KING-20 used command '/ExitAct'.
[00:57:18	]Theodore Edward Kaczynski opened the 'Buzdolabı' #10934 container.
[00:57:25	][ME] C24:i5.(X)KING-19: Yatağa doğru kişiyi iyicene çeker.
[00:57:26	]Valeria Martin ran 'give' on item 'İlk Yardım Kiti' (#160959)
[00:57:26	]Valeria Martin has performed the 'Use İlk Yardım Kiti' action, gaining 85 experience in medicine.
[00:57:26	]Theodore Edward Kaczynski was disinfected by Valeria Martin for 124 seconds.
[00:57:26	]Theodore Edward Kaczynski was bandaged by Valeria Martin for 56 HP.
[00:57:29	]Valeria Martin ran 'give' on item 'İlk Yardım Kiti' (#160959)
[00:57:29	]Valeria Martin has performed the 'Use İlk Yardım Kiti' action, gaining 27 experience in medicine.
[00:57:29	]Theodore Edward Kaczynski was disinfected by Valeria Martin for 124 seconds.
[00:57:29	]Theodore Edward Kaczynski was bandaged by Valeria Martin for 56 HP.
[00:57:29	]Theodore Edward Kaczynski has gained a 'Yangın Baltası' #136588 from a container with the name 'Buzdolabı' #10934.
[00:57:30	]C24:i3.KING-20 used command '/ActDown 2'.
[00:57:31	]Theodore Edward Kaczynski closed the 'Buzdolabı' #10934 container.
[00:57:32	]Valeria Martin opened the 'Buzdolabı' #10934 container.
[00:57:34	]Theodore Edward Kaczynski opened the 'Buzdolabı' #10934 container.
[00:57:36	][IC] C24:i3.KING-20: Aa-.
[00:57:36	]Valeria Martin closed the 'Buzdolabı' #10934 container.
[00:57:36	][LOOC] C24:i5.(X)KING-19: az yaklaşsana
[00:57:38	][IC] C24:i3.KING-20: Ne yapıyorsun.
[00:57:38	]Valeria Martin closed the 'Buzdolabı' #10934 container.
