[01:26:30	]Night_Wish_ has connected.
[12:02:15	]John Freeman ran 'split' on item 'Demir' (#15773)
[12:02:15	]John Freeman has gained a 'Demir' #16270.
[12:02:16	]John Freeman ran 'combine' on item 'Demir' (#16270)
[12:02:18	][IC] C24:i3.UNION-66: <:: Clear. No 647, no 10-107. ::>
[12:02:24	]John Freeman ran 'combine' on item 'Ahşap Tahta' (#15868)
[12:02:28	]John Freeman ran 'drop' on item 'Water Valve' (#16265)
[12:02:28	]John Freeman has lost a 'Water Valve' #16265.
[12:02:33	]Nedim Malik has spawned 'models/willardnetworks/clothingitems/fedora_item.mdl'.
[12:02:36	]Nedim Malik has spawned 'models/willardnetworks/clothingitems/fedora_item.mdl'.
[12:02:40	]Nedim Malik has spawned 'models/willardnetworks/clothingitems/head_confederatehat.mdl'.
[12:02:47	][LOOC] C24:i3.UNION-66: a
[12:02:48	][ME] Nikolas Kozár: Voritaguntlar hakkında bir kitap okur. Kitap, Vortigauntların genel tarihi ve sosyolojik yapısını inceler
[12:02:54	]Nedim Malik has spawned 'models/willardnetworks/clothingitems/head_fedora_recolorable.mdl'.
[12:03:02	][LOOC] C24:i3.UNION-66: /looc sinin kısaltrması varmış oocyi // olarak biliyordum ama .// de looc
[12:03:02	]Nedim Malik has spawned 'models/willardnetworks/clothingitems/head_hat2.mdl'.
[12:03:06	]Nedim Malik has spawned 'models/willardnetworks/clothingitems/head_hat.mdl'.
[12:03:07	][LOOC] John Freeman: bro sen mi okuyon
[12:03:09	][LOOC] C24:i3.UNION-66: deneme
[12:03:18	]Nedim Malik has spawned 'models/willardnetworks/clothingitems_conscripts/head_beret.mdl'.
[12:03:22	][LOOC] C24:i3.UNION-66: a
[12:03:25	][IT] Nikolas Kozár: Tabi kitabın bir kısmında, Vortigaunt rütiellerinden birinden bahsedilir
[12:03:26	]John Freeman ran 'drop' on item 'Siyah Tulum' (#8039)
[12:03:26	]John Freeman has lost a 'Siyah Tulum' #8039.
[12:03:27	]Nedim Malik has spawned 'models/willardnetworks/clothingitems_conscripts/base_bag.mdl'.
[12:03:30	][LOOC] C24:i3.UNION-66: veya [[ a
[12:03:31	]Nedim Malik has spawned 'models/willardnetworks/clothingitems/workercap_item.mdl'.
[12:03:43	]John Freeman ran 'drop' on item 'Demir' (#16270)
[12:03:43	]John Freeman has lost a 'Demir' #16270.
[12:03:46	]Vas'Yok is admin-searching Nikolas Kozár's inventory.
[12:03:46	]Vas'Yok has used a context menu option with the name: ixviewinventory
[12:03:48	]Nedim Malik has spawned 'models/willardnetworks/clothingitems/torso_alyxcoat9.mdl'.
[12:03:51	]John Freeman ran 'take' on item 'Demir' (#16270)
[12:03:51	]John Freeman has gained a 'Demir' #16270.
[12:03:53	]Nedim Malik has spawned 'models/willardnetworks/clothingitems/torso_alyxcoat8.mdl'.
[12:03:53	]John Freeman ran 'take' on item 'Araç Kiti' (#16250)
[12:03:53	]John Freeman has gained a 'Araç Kiti' #16250.
[12:03:57	]Vas'Yok has closed Nikolas Kozár's inventory.
[12:03:57	][ME] Nikolas Kozár: Riteüli dener, bakalım işe yarayacak mı?
[12:03:58	]Nedim Malik has spawned 'models/willardnetworks/clothingitems/torso_alyxcoat7_blue.mdl'.
[12:04:04	][LOOC] C24:i3.UNION-66: benimde
[12:04:06	]John Freeman ran 'drop' on item 'İlk Yardım Kiti' (#12411)
[12:04:06	]John Freeman has lost a 'İlk Yardım Kiti' #12411.
[12:04:11	][IC] Nikolas Kozár: Hm.
[12:04:14	][LOOC] C24:i3.UNION-66: nedimde kaçtı şehir dışına galiba
[12:04:14	][IC] Nikolas Kozár: Galiba işe yaramadı.
[12:04:15	]Nikolas Kozár used command '/ExitAct'.
[12:04:18	]Nedim Malik has spawned 'models/willardnetworks/conscripts/male_09.mdl'.
[12:04:22	]Nedim Malik has used a context menu option with the name: bodygroups
[12:04:24	]Nedim Malik entered observer.
[12:04:24	]Nedim Malik exited observer at their location.
[12:04:29	]Nikolas Kozár has enabled persistence for 'models/props/de_inferno/bed.mdl'.
[12:04:29	]Nikolas Kozár has used a context menu option with the name: persist
[12:04:30	]Nedim Malik has used a context menu option with the name: bodygroups
[12:04:34	]Nedim Malik has used a context menu option with the name: bodygroups
[12:04:35	]Nikolas Kozár used command '/ActSit 5'.
[12:04:38	][IT] Vas'Yok: Ritüel bi anda kitapta tepki verdi ve bir yeşil ışık yandı ve bir ses geldi: 
[12:04:42	]C24:i5.VICTOR-61 used command '/Radio 10-7, 10-19,10-42.'.
[12:04:45	]C24:i3.UNION-66 used command '/Radio 10-7'.
[12:04:45	][Y] Vas'Yok: Accept energy.
[12:04:47	][IC] Nikolas Kozár: !?
[12:04:52	][IC] Nikolas Kozár: N-NE?!
[12:04:53	]Nedim Malik has spawned 'models/willardnetworks/clothingitems/torso_alyxcoat3.mdl'.
[12:04:53	]Nikolas Kozár used command '/ExitAct'.
[12:04:55	]Vas'Yok exited observer at their location.
[12:05:01	]Nedim Malik has spawned 'models/willardnetworks/clothingitems/torso_alyxcoat4.mdl'.
[12:05:02	][IC] Vas'Yok: Churr! Galih churr alla gunn'!
[12:05:05	][IC] Vas'Yok: Merhaba insan.
[12:05:07	]Nedim Malik has enabled persistence for 'models/willardnetworks/clothingitems/workercap_item.mdl'.
[12:05:07	]Nedim Malik has used a context menu option with the name: persist
[12:05:08	]Vrigon The Enigmatic used command '/PM vas yanına geleyimmi diğer adam anlamadı birşey'.
[12:05:09	]Nedim Malik has enabled persistence for 'models/willardnetworks/clothingitems_conscripts/head_beret.mdl'.
[12:05:09	]Nedim Malik has used a context menu option with the name: persist
[12:05:10	]Nedim Malik has enabled persistence for 'models/willardnetworks/clothingitems/head_hat.mdl'.
[12:05:10	]Nedim Malik has used a context menu option with the name: persist
[12:05:11	]Nedim Malik has enabled persistence for 'models/willardnetworks/clothingitems/head_hat2.mdl'.
[12:05:11	]Nedim Malik has used a context menu option with the name: persist
[12:05:12	]Nedim Malik has enabled persistence for 'models/willardnetworks/clothingitems/head_fedora_recolorable.mdl'.
[12:05:12	]Nedim Malik has used a context menu option with the name: persist
[12:05:15	]Nedim Malik has enabled persistence for 'models/willardnetworks/clothingitems/head_boonie.mdl'.
[12:05:15	]Nedim Malik has used a context menu option with the name: persist
[12:05:16	]Nedim Malik has enabled persistence for 'models/willardnetworks/clothingitems/head_confederatehat.mdl'.
[12:05:16	]Nedim Malik has used a context menu option with the name: persist
[12:05:17	]Nedim Malik has enabled persistence for 'models/willardnetworks/clothingitems/torso_alyxcoat9.mdl'.
[12:05:17	]Nedim Malik has used a context menu option with the name: persist
[12:05:18	]Vrigon The Enigmatic used command '/PM vas çıktı ztn'.
[12:05:19	]Nedim Malik has enabled persistence for 'models/willardnetworks/clothingitems/torso_alyxcoat8.mdl'.
[12:05:19	]Nedim Malik has used a context menu option with the name: persist
[12:05:22	]Nedim Malik has enabled persistence for 'models/willardnetworks/clothingitems/torso_alyxcoat7_blue.mdl'.
[12:05:22	]Nedim Malik has used a context menu option with the name: persist
[12:05:23	]Nedim Malik has enabled persistence for 'models/willardnetworks/clothingitems/torso_alyxcoat3.mdl'.
[12:05:23	]Nedim Malik has used a context menu option with the name: persist
[12:05:24	]Vrigon The Enigmatic exited observer at their location.
[12:05:24	]C24:i3.UNION-66 used command '/Radio 10-8'.
[12:05:24	]Nedim Malik has enabled persistence for 'models/willardnetworks/clothingitems/torso_alyxcoat4.mdl'.
[12:05:24	]Nedim Malik has used a context menu option with the name: persist
[12:05:28	][ME] Nikolas Kozár: Şok halindedir, Vortigauntları sadece köle olarak görmüştür.
[12:05:42	]Nedim Malik has spawned 'models/props_combine/breendesk.mdl'.
[12:05:45	][IC] Vas'Yok: Insan seni korumak bizim görevimizdir.
[12:05:46	][ME] Nikolas Kozár: ki bu ritüellerinde şehir efsanesi olduğunu düşünmüştür her zaman.
[12:05:48	]Nedim Malik has spawned 'models/props_combine/breendesk.mdl'.
[12:05:53	][IC] Vas'Yok: Insanların bu şehirde çürümesine izin veremeyiz.
[12:05:55	][IC] Nikolas Kozár: S-Siz, Nasıl?
[12:06:00	][IC] Vas'Yok: Biz bir köle değiliz.
[12:06:09	][IC] Vas'Yok: O düşündüklerin.
[12:06:12	]John Freeman ran 'Use' on item 'Tezgah Hazırlama' (#12706)
[12:06:12	][IC] Vas'Yok: Yakalananlar.
[12:06:19	]C24:i3.UNION-66 used the 'Destek Masası Dağıtıcısı' vendor.
[12:06:21	]C24:i3.UNION-66 has gained 0 chips.
[12:06:21	]C24:i3.UNION-66 has gained a 'Talep Cihazı' #16271.
[12:06:22	][IC] Vas'Yok: Onların birer intikamını bizzat biz alacağız.
[12:06:25	]Nedim Malik entered observer.
[12:06:26	]C24:i3.UNION-66 ran 'Bind' on item 'Talep Cihazı' (#16271)
[12:06:27	][IC] Nikolas Kozár: Burada olduğunuzu öğrenirlerse... Başım derde gider.
[12:06:28	]Nedim Malik exited observer at their location.
[12:06:29	][IC] Vas'Yok: Ah ghurrrr...
[12:06:34	]Nedim Malik entered observer.
[12:06:36	][IC] Vrigon The Enigmatic: Dey'nach? *Unintelligible*.
[12:06:36	]John Freeman ran 'take' on item 'Tezgah Hazırlama' (#12706)
[12:06:38	][IC] Vas'Yok: Girmeyecek insan.
[12:06:38	]Nedim Malik exited observer at their location.
[12:06:39	][IC] Vrigon The Enigmatic: Shaaaaa!
[12:06:39	]C24:i3.UNION-66 ran 'drop' on item 'Talep Cihazı' (#16271)
[12:06:39	]C24:i3.UNION-66 has lost a 'Talep Cihazı' #16271.
[12:06:41	][IC] Vas'Yok: Chırr.
[12:06:42	][IC] Vas'Yok: Churr! Galih churr alla gunn'!
[12:06:42	]C24:i3.UNION-66 destroyed a 'Talep Cihazı' #16271.
[12:06:45	]Nedim Malik entered observer.
[12:06:46	][IC] Vrigon The Enigmatic: Chua.
[12:06:46	]Nedim Malik exited observer at their location.
[12:06:49	]Nedim Malik entered observer.
[12:06:50	]Nedim Malik exited observer at their location.
[12:06:53	][IC] Vas'Yok: Shaaaaa!
[12:06:54	][ME] Nikolas Kozár: Konuşuanlardan bir ifade elde etmez
[12:06:57	][IC] Vrigon The Enigmatic: Turr, lung gurr chalachurr gunn, gong lurr..
[12:07:02	][IC] Vas'Yok: Ve şöyle birşey var.
[12:07:08	][IC] Vas'Yok: Bizi çağırdın.
[12:07:12	][IC] Vrigon The Enigmatic: Vas yok.
[12:07:15	][IC] Vas'Yok: Bizimle ne yapmayı düşünüyorsun.
[12:07:15	][IC] Vrigon The Enigmatic: Izninle.
[12:07:16	][IC] Vas'Yok: Affirmed.
[12:07:18	][IC] Vrigon The Enigmatic: Şurada.
[12:07:20	][IC] Vas'Yok: Affirmed.
[12:07:21	][IC] Vrigon The Enigmatic: Birşey yapıcam.
[12:07:22	]Nedim Malik has enabled persistence for 'models/props_combine/breendesk.mdl'.
[12:07:22	]Nedim Malik has used a context menu option with the name: persist
[12:07:24	][IC] Vrigon The Enigmatic: Weeeeeeeeeeeeeeeeeeeeah-uh *Coughing*.
[12:07:25	][IC] Vrigon The Enigmatic: Weeeeeeeeeeeeeeeeeeeeah-uh *Coughing*.
[12:07:26	][IC] Nikolas Kozár: Durun, bekleyin.
[12:07:27	][IC] Vas'Yok: Ah, yes!
[12:07:30	]Nedim Malik has spawned 'models/props_interiors/Furniture_chair01a.mdl'.
[12:07:34	][IC] Vrigon The Enigmatic: Weeeeeeeeeeeeeeeeeeeeah-uh *Coughing*.
[12:07:39	][IC] Vas'Yok: Ah...
[12:07:42	]Nedim Malik has spawned 'models/props_interiors/Furniture_chair01a.mdl'.
[12:07:45	][IC] Vas'Yok: Allow me.
[12:07:49	][IC] Vrigon The Enigmatic: Affirmed.
[12:07:57	][IC] Vas'Yok: That is all for now.
[12:08:01	][ME] Nikolas Kozár: elinde bir kap dondurma bulunur, vortiye yavaşça verir. Ona zarar vereceklerini düşünmüştür kişi
[12:08:01	][IC] Vrigon The Enigmatic: Chaa... Kurr? Par'ah..
[12:08:02	][IC] Nikolas Kozár: ...
[12:08:03	]Nedim Malik has enabled persistence for 'models/props_interiors/furniture_chair01a.mdl'.
[12:08:03	]Nedim Malik has used a context menu option with the name: persist
[12:08:05	]Nedim Malik has spawned a usable entity class 'ix_chair' with model 'models/props_interiors/furniture_chair01a.mdl'.
[12:08:05	]Nedim Malik has used a context menu option with the name: ixusableentitycreate
[12:08:06	][IC] Vas'Yok: Senin için burada olacağız.
[12:08:06	]Nedim Malik has spawned a usable entity class 'ix_chair' with model 'models/props_interiors/furniture_chair01a.mdl'.
[12:08:06	]Nedim Malik has used a context menu option with the name: ixusableentitycreate
[12:08:11	]John Freeman ran 'PackUp' on item 'Tezgah Hazırlama' (#12706)
[12:08:14	][IC] Vas'Yok: Her daim yanında bir adım yanında olacağız.
[12:08:14	][IC] Nikolas Kozár: Siz öyle diyorsanız...
[12:08:17	]John Freeman ran 'Use' on item 'Paslı Fırın' (#12705)
[12:08:23	]Vrigon The Enigmatic is admin-searching Nikolas Kozár's inventory.
[12:08:23	]Vrigon The Enigmatic has used a context menu option with the name: ixviewinventory
[12:08:24	]Nedim Malik has spawned 'models/willardnetworks/clothingitems/torso_alyxcoat10.mdl'.
[12:08:27	][IC] Vas'Yok: Sadece sakinleş ve hayatın tadını çıkar tabi buna hayat dersek.
[12:08:32	][IC] Vas'Yok: Accept the charge.
[12:08:35	]Vrigon The Enigmatic has closed Nikolas Kozár's inventory.
[12:08:36	]Vas'Yok entered observer.
[12:08:40	][IT] Nikolas Kozár: arkadan insan 
[12:08:40	]Vrigon The Enigmatic entered observer.
[12:08:45	]John Freeman ran 'Write' on item 'Kağıt' (#14228)
[12:08:46	][IC] Nikolas Kozár: Phew...
[12:08:50	]Nedim Malik has spawned 'models/willardnetworks/clothingitems/satchel.mdl'.
[12:08:52	][IC] John Freeman: Oh.
[12:08:56	]Vas'Yok exited observer at their location.
[12:08:56	]Nikolas Kozár has used a context menu option with the name: rb655_door_close
[12:08:59	]Nikolas Kozár has used a context menu option with the name: rb655_door_close
[12:09:00	]Nikolas Kozár has used a context menu option with the name: rb655_door_close
[12:09:03	]Vas'Yok entered observer.
[12:09:07	]Nedim Malik has used a context menu option with the name: remove
[12:09:07	]Nikolas Kozár has used a context menu option with the name: skin
[12:09:10	]Nikolas Kozár has used a context menu option with the name: skin
[12:09:14	]Nikolas Kozár has enabled persistence for 'models/props/cs_militia/wood_table.mdl'.
[12:09:14	]Nikolas Kozár has used a context menu option with the name: persist
[12:09:14	]Vas'Yok exited observer at their location.
[12:09:16	]Nikolas Kozár has enabled persistence for 'models/props/cs_militia/couch.mdl'.
[12:09:16	]Nikolas Kozár has used a context menu option with the name: persist
[12:09:23	][IC] Nedim Malik: Kolay gelsin canim.
[12:09:26	]Nikolas Kozár entered observer.
[12:09:27	][IC] Vas'Yok: Eyw canim.
[12:09:29	]Nedim Malik has spawned 'models/willardnetworks/clothingitems/recolorable_pants.mdl'.
[12:09:32	]Nedim Malik entered observer.
[12:09:36	][IC] Vas'Yok: Gladly we accompany.
[12:09:41	]Nedim Malik exited observer at their location.
[12:09:54	]Nikolas Kozár exited observer at their location.
[12:09:56	]Nedim Malik has spawned 'models/willardnetworks/clothingitems/legs_rebel3.mdl'.
[12:09:57	]Nikolas Kozár entered observer.
[12:10:01	]Nikolas Kozár exited observer at their location.
[12:10:05	]Nikolas Kozár entered observer.
[12:10:07	]Nikolas Kozár exited observer at their location.
[12:10:09	]Nikolas Kozár entered observer.
[12:10:11	]Nikolas Kozár exited observer at their location.
[12:10:17	]Nikolas Kozár entered observer.
[12:10:20	][IC] John Freeman: Bruh.
[12:10:21	]Lucifert created the character 'Tufan Karaeski'
[12:10:21	]Lucifert loaded the character 'Tufan Karaeski'
[12:10:21	]Tufan Karaeski has gained a 'Açık Gri Kol Bandı' #16272.
[12:10:21	]Tufan Karaeski has gained a '#29594 Kimlik Kartı' #16273.
[12:10:21	]Tufan Karaeski has gained a 'Kırmızı Tulum' #16274.
[12:10:21	]Tufan Karaeski has gained a 'Kırmızı tulum pantolonu' #16275.
[12:10:35	]Nedim Malik has spawned 'models/willardnetworks/clothingitems/legs_rebel2.mdl'.
[12:10:35	]C24:i5.VICTOR-61 has gone afk.
[12:10:36	]C24:i3.UNION-66 used command '/Radio 10-7'.
[12:10:42	]S10/OWS.HURRICANE-45 used command '/Radio Copy.'.
[12:10:54	]Nikolas Kozár exited observer at their location.
[12:10:55	]Nikolas Kozár entered observer.
[12:10:57	]Nikolas Kozár exited observer at their location.
[12:11:04	]Victorian loaded the character 'Alexander Ivanov'
[12:11:05	]Nedim Malik has spawned 'models/willardnetworks/clothingitems/legs_ca_suit_pants.mdl'.
[12:11:10	]Alexander Ivanov entered observer.
[12:11:13	]Alexander Ivanov exited observer at their location.
[12:11:18	]Tufan Karaeski entered observer.
[12:11:28	]Tufan Karaeski exited observer at their location.
[12:11:34	]Tufan Karaeski ran 'Equip' on item 'Açık Gri Kol Bandı' (#16272)
[12:11:40	]Tufan Karaeski used command '/ActSit 4'.
[12:11:42	]Tufan Karaeski used command '/ExitAct'.
[12:11:44	]Nedim Malik has spawned 'models/willardnetworks/clothingitems/recolorable_pants.mdl'.
[12:11:45	]Tufan Karaeski used command '/ActSit 6'.
[12:11:47	][PICKUP DISPENSER] Victorian ( Alexander Ivanov ) picked up an item from the pickup dispenser.
[12:11:47	]Alexander Ivanov has gained a 'Daire Anahtarı' #16276.
[12:11:50	]Nedim Malik has spawned 'models/willardnetworks/clothingitems/legs_jumpsuit_pants.mdl'.
[12:11:51	]Tufan Karaeski used command '/ExitAct'.
[12:11:59	]Alexander Ivanov entered observer.
[12:11:59	]Revain loaded the character 'Morgan Austin'
[12:12:00	]Tufan Karaeski entered observer.
[12:12:00	]Tufan Karaeski exited observer at their location.
[12:12:04	]Morgan Austin entered observer.
[12:12:06	][IC] John Freeman: God, I'm hungry.
[12:12:20	]Morgan Austin used command '/PM alexander sib ofisine geçsene gelicem oraya'.
[12:12:31	]Alexander Ivanov used command '/PM Morgan Austin nie'.
[12:12:33	]Nedim Malik has spawned 'models/willardnetworks/clothingitems/satchel.mdl'.
[12:12:38	]Morgan Austin used command '/PM alexander birşeyler dicem çünkü'.
[12:12:41	]Tufan Karaeski entered observer.
[12:12:50	]Alexander Ivanov used command '/PM Morgan Austin geliom'.
[12:12:52	]Nedim Malik has spawned 'models/willardnetworks/clothingitems/hands_glove_fingerless.mdl'.
[12:12:53	][OOC] John Freeman: hastanenin kafeteryası yokmu artık
[12:13:02	]Nedim Malik has spawned 'models/willardnetworks/clothingitems/shoes_boots.mdl'.
[12:13:07	]Alexander Ivanov has spawned 'models/props_junk/garbage_coffeemug001a.mdl'.
[12:13:10	][OOC] Tufan Karaeski: evet
[12:13:14	]Morgan Austin used command '/PM alexander hadi'.
[12:13:15	]Tufan Karaeski exited observer at their location.
[12:13:18	]Nedim Malik has spawned 'models/willardnetworks/clothingitems/head_beanie_update.mdl'.
[12:13:19	]Alexander Ivanov exited observer at their location.
[12:13:22	]Morgan Austin exited observer at their location.
[12:13:23	]Alexander Ivanov used command '/ActSit 6'.
[12:13:24	][OOC] John Freeman: bokmu yiyecez doyurmuyor hiçbirşey
[12:13:25	]Nedim Malik has spawned 'models/willardnetworks/clothingitems/backpack.mdl'.
[12:13:32	][Y] Alexander Ivanov: Girin!
[12:13:41	][IC] Morgan Austin: Merhabalar.
[12:13:47	][OOC] Tufan Karaeski: onu sib başkanına söyle
[12:13:48	][IC] Alexander Ivanov: ?
[12:13:51	][OOC] Tufan Karaeski: o koymuyor
[12:13:59	][IC] Morgan Austin: Birşey demek için geldim.
[12:14:03	]Tufan Karaeski used command '/ActSit 4'.
[12:14:07	][OOC] Alexander Ivanov: luci sib sadece iş yerleri bide üretim mühendislikle ilgili 
[12:14:07	]Tufan Karaeski used command '/ActSit 6'.
[12:14:09	]Tufan Karaeski entered observer.
[12:14:10	]Tufan Karaeski exited observer at their location.
[12:14:11	]Tufan Karaeski entered observer.
[12:14:11	]Tufan Karaeski exited observer at their location.
[12:14:13	][IC] Alexander Ivanov: Dinliyorum...
[12:14:16	][OOC] John Freeman: bu otomatlardaki şeylerin niye tarihi geçmiş
[12:14:16	]Nedim Malik has spawned 'models/willardnetworks/clothingitems/vortigaunt_collar.mdl'.
[12:14:23	][OOC] Tufan Karaeski: tamam ama saana bağlı
[12:14:31	][OOC] Alexander Ivanov: bugün düzeltirim
[12:14:41	][OOC] John Freeman: para gitti
[12:14:42	]Nedim Malik has spawned 'models/willardnetworks/clothingitems/cajacket1_item.mdl'.
[12:14:54	][IC] Morgan Austin: Efendim birisi hastaydı iyileştiricektim fakat stoklar yoktu o yüzden iyileştiremedim müşteriler memnuniyeetsiz kalabilir.
[12:15:04	][IC] Morgan Austin: Hiç bir.
[12:15:05	][IC] Morgan Austin: Ilaç.
[12:15:06	]Tufan Karaeski entered observer.
[12:15:07	]Tufan Karaeski exited observer at their location.
[12:15:09	][IC] Morgan Austin: Kalmamış.
[12:15:12	][IC] Alexander Ivanov: Bu akşam medikal bir üretim yapacağız.
[12:15:21	][OOC] John Freeman: açlıktan craft yapılmıyor
[12:15:29	]Nedim Malik has used a context menu option with the name: remove
[12:15:30	]Morgan Austin opened the 'Ahşap Masa' #2132 container.
[12:15:30	]Morgan Austin closed the 'Ahşap Masa' #2132 container.
[12:15:30	][LOOC] Alexander Ivanov: revain ben ilaç ticareti yapamıyorum sadece üretim yapmam lazım 
