[15:19:52	]Oktawiangr has connected.
[16:22:41	]Sgt. Richard Levittoux entered observer.
[16:22:42	]LT CHUJ DUPKA CIPKA has spawned a 'Entity [2709][pfx1_0e]'.
[16:22:45	]LT CHUJ DUPKA CIPKA has spawned a 'Entity [2710][pfx1_01]'.
[16:22:47	]Sgt. Richard Levittoux exited observer at their location.
[16:22:47	]Lt. Anastasiy Jegorowich has spawned 'models/props_wasteland/rockcliff_cluster03a.mdl'.
[16:22:48	]Sgt. Richard Levittoux entered observer.
[16:22:49	]Lt. Anastasiy Jegorowich entered observer.
[16:22:50	]Sgt. Richard Levittoux exited observer at their location.
[16:23:02	]Lt. Anastasiy Jegorowich exited observer at their location.
[16:23:10	]LT CHUJ DUPKA CIPKA has spawned a 'Entity [2708][pfx1_0e]'.
[16:23:11	]Lt. Anastasiy Jegorowich entered observer.
[16:23:12	]Lt. Anastasiy Jegorowich has spawned 'models/props_wasteland/rockgranite03a.mdl'.
[16:23:14	]Lt. Anastasiy Jegorowich has spawned 'models/props_wasteland/rockgranite03b.mdl'.
[16:23:15	]Sgt. Richard Levittoux entered observer.
[16:23:16	]Lt. Anastasiy Jegorowich has spawned 'models/props_wasteland/rockgranite02b.mdl'.
[16:23:19	]Lt. Anastasiy Jegorowich has spawned 'models/props_wasteland/rockgranite04a.mdl'.
[16:23:19	]Sgt. Richard Levittoux exited observer at their location.
[16:23:20	]Sgt. Richard Levittoux entered observer.
[16:23:24	]LT CHUJ DUPKA CIPKA has spawned a 'Entity [2710][pfx1_0c~]'.
[16:23:25	]Sgt. Richard Levittoux exited observer at their location.
[16:23:26	]Lt. Anastasiy Jegorowich has used a context menu option with the name: skin
[16:23:27	]Lt. Anastasiy Jegorowich has used a context menu option with the name: skin
[16:23:29	]Lt. Anastasiy Jegorowich has used a context menu option with the name: skin
[16:23:31	]LT CHUJ DUPKA CIPKA has spawned a 'Entity [2710][pfx1_06~]'.
[16:23:32	]Lt. Anastasiy Jegorowich has fired a toolgun with the name: nocollideworld
[16:23:36	]Sgt. Richard Levittoux entered observer.
[16:23:37	]Sgt. Richard Levittoux exited observer at their location.
[16:23:41	]Sgt. Richard Levittoux entered observer.
[16:23:42	]Sgt. Richard Levittoux exited observer at their location.
[16:23:44	]Lt. Anastasiy Jegorowich exited observer at their location.
[16:23:46	]Sgt. Richard Levittoux entered observer.
[16:23:46	]Sgt. Richard Levittoux exited observer at their location.
[16:23:48	]LT CHUJ DUPKA CIPKA has spawned a 'Entity [2710][pfx1_0d]'.
[16:23:55	]Lt. Anastasiy Jegorowich entered observer.
[16:23:57	]Sgt. Richard Levittoux entered observer.
[16:23:58	]LT CHUJ DUPKA CIPKA has spawned a 'Entity [2712][pfx1_07]'.
[16:23:59	]Sgt. Richard Levittoux has spawned a 'Entity [2711][pfx1_0c~]'.
[16:24:00	]Sgt. Richard Levittoux exited observer at their location.
[16:24:06	]Lt. Anastasiy Jegorowich exited observer at their location.
[16:24:10	]Lt. Anastasiy Jegorowich entered observer.
[16:24:14	]Lt. Anastasiy Jegorowich exited observer at their location.
[16:24:17	]Lt. Anastasiy Jegorowich entered observer.
[16:24:18	]Lt. Anastasiy Jegorowich exited observer at their location.
[16:24:23	]Sgt. Richard Levittoux entered observer.
[16:24:24	]Sgt. Richard Levittoux exited observer at their location.
[16:24:25	]Sgt. Richard Levittoux entered observer.
[16:24:25	]Sgt. Richard Levittoux exited observer at their location.
[16:24:26	]Sgt. Richard Levittoux entered observer.
[16:24:28	]Sgt. Richard Levittoux exited observer at their location.
[16:24:31	]Sgt. Richard Levittoux entered observer.
[16:24:31	]Lt. Anastasiy Jegorowich entered observer.
[16:24:32	]Sgt. Richard Levittoux has spawned a 'Entity [2712][pfx1_0f]'.
[16:24:32	]Lt. Anastasiy Jegorowich exited observer at their location.
[16:24:36	]Sgt. Richard Levittoux exited observer at their location.
[16:24:40	]Lt. Anastasiy Jegorowich has fired a toolgun with the name: sh_persist
[16:24:40	]Lt. Anastasiy Jegorowich has enabled persistence for 'models/props_foliage/driftwood_clump_02a.mdl'.
[16:24:40	]Lt. Anastasiy Jegorowich entered observer.
[16:24:42	]Lt. Anastasiy Jegorowich exited observer at their location.
[16:24:43	]LT CHUJ DUPKA CIPKA has spawned a 'Entity [2692][pfx2_01]'.
[16:24:44	]Sgt. Richard Levittoux has spawned a 'Entity [2711][pfx1_0d]'.
[16:24:44	]Lt. Anastasiy Jegorowich has fired a toolgun with the name: sh_persist
[16:24:44	]Lt. Anastasiy Jegorowich has enabled persistence for 'models/props_wasteland/rockgranite04a.mdl'.
[16:24:47	]Sgt. Richard Levittoux has spawned a 'Entity [2711][pfx1_05]'.
[16:24:57	]Lt. Anastasiy Jegorowich has fired a toolgun with the name: sh_persist
[16:24:57	]Lt. Anastasiy Jegorowich has enabled persistence for 'models/props_foliage/tree_cliff_02a.mdl'.
[16:24:58	]Lt. Anastasiy Jegorowich entered observer.
[16:25:00	]Sgt. Richard Levittoux has spawned a 'Entity [2692][pfx1_03~]'.
[16:25:00	]LT CHUJ DUPKA CIPKA has spawned a 'Entity [2711][pfx4_00]'.
[16:25:01	]Lt. Anastasiy Jegorowich exited observer at their location.
[16:25:04	]LT CHUJ DUPKA CIPKA has spawned a 'Entity [2692][pfx4_00_s~]'.
[16:25:15	]Lt. Anastasiy Jegorowich entered observer.
[16:25:18	]Lt. Anastasiy Jegorowich exited observer at their location.
[16:25:21	]Sgt. Richard Levittoux entered observer.
[16:25:27	]Sgt. Richard Levittoux exited observer at their location.
[16:25:28	]Boiko Dulkiewicz ran 'Write' on item 'Do Wasyla' (#6961)
[16:25:34	]Lt. Anastasiy Jegorowich has spawned 'models/props_vehicles/apc_tire001.mdl'.
[16:25:45	]Sgt. Richard Levittoux has fired a toolgun with the name: duplicator
[16:25:45	]Sgt. Richard Levittoux has spawned 'models/props_vehicles/apc_tire001.mdl'.
[16:25:52	]Lt. Anastasiy Jegorowich has fired a toolgun with the name: sh_persist
[16:25:52	]Lt. Anastasiy Jegorowich has enabled persistence for 'models/props_vehicles/apc_tire001.mdl'.
[16:25:58	]Lt. Anastasiy Jegorowich has fired a toolgun with the name: sh_persist
[16:25:58	]Lt. Anastasiy Jegorowich has enabled persistence for 'models/props_vehicles/apc_tire001.mdl'.
[16:26:06	]Sgt. Richard Levittoux entered observer.
[16:26:07	]LT CHUJ DUPKA CIPKA has spawned a 'Entity [2714][ent_mannable_hmg]'.
[16:26:07	]Sgt. Richard Levittoux exited observer at their location.
[16:26:09	]Lt. Anastasiy Jegorowich entered observer.
[16:26:10	]LT CHUJ DUPKA CIPKA exited observer at their location.
[16:26:11	]Sgt. Richard Levittoux entered observer.
[16:26:12	]Sgt. Richard Levittoux exited observer at their location.
[16:26:19	]Sgt. Richard Levittoux entered observer.
[16:26:29	]Lt. Anastasiy Jegorowich exited observer at their location.
[16:26:29	]Sgt. Richard Levittoux exited observer at their location.
[16:26:29	]Lt. Anastasiy Jegorowich has spawned 'models/thomask_110/hl2/conscripts/conscript_male_02.mdl'.
[16:26:29	]Sgt. Richard Levittoux entered observer.
[16:26:33	]Sgt. Richard Levittoux exited observer at their location.
[16:26:33	]Sgt. Richard Levittoux entered observer.
[16:26:33	]Sgt. Richard Levittoux exited observer at their location.
[16:26:39	]Lt. Anastasiy Jegorowich has used a context menu option with the name: remove
[16:26:40	]Lt. Anastasiy Jegorowich has spawned 'models/thomask_110/hl2/conscripts/conscript_male_07.mdl'.
[16:26:48	]Lt. Anastasiy Jegorowich has used a context menu option with the name: remove
[16:26:51	]Lt. Anastasiy Jegorowich has spawned 'models/thomask_110/hl2/conscripts/conscript_female_01.mdl'.
[16:27:01	]Lt. Anastasiy Jegorowich entered observer.
[16:27:02	]Sgt. Richard Levittoux has used a context menu option with the name: rb655_make_animatable
[16:27:18	]Sgt. Richard Levittoux has fired a toolgun with the name: rb655_easy_animation
[16:27:19	]LT CHUJ DUPKA CIPKA has spawned 'models/mosi/fallout4/props/fortifications/sandbag01.mdl'.
[16:27:23	]Sgt. Richard Levittoux has fired a toolgun with the name: duplicator
[16:27:23	]Sgt. Richard Levittoux has spawned 'models/props_vehicles/apc_tire001.mdl'.
[16:27:30	]LT CHUJ DUPKA CIPKA has spawned 'models/mosi/fallout4/props/fortifications/sandbag02.mdl'.
[16:27:31	]Sgt. Richard Levittoux has used a context menu option with the name: rb655_dissolve
[16:27:47	]Lt. Anastasiy Jegorowich exited observer at their location.
[16:27:50	]Lt. Anastasiy Jegorowich entered observer.
[16:27:53	]Sgt. Richard Levittoux entered observer.
[16:27:55	]Sgt. Richard Levittoux exited observer at their location.
[16:27:58	]Sgt. Richard Levittoux entered observer.
[16:27:59	]Sgt. Richard Levittoux exited observer at their location.
[16:28:00	]Sgt. Richard Levittoux entered observer.
[16:28:14	]Sgt. Richard Levittoux exited observer at their location.
[16:28:17	]LT CHUJ DUPKA CIPKA has spawned a 'Entity [2715][pfx2_06]'.
[16:28:28	]LT CHUJ DUPKA CIPKA has spawned a 'Entity [2712][pfx2_02_s]'.
[16:28:29	]Lt. Anastasiy Jegorowich exited observer at their location.
[16:28:32	]LT CHUJ DUPKA CIPKA has spawned a 'Entity [2715][pfx2_02]'.
[16:28:34	]LT CHUJ DUPKA CIPKA has spawned a 'Entity [2712][pfx2_06]'.
[16:28:35	]Sgt. Richard Levittoux entered observer.
[16:28:40	]Sgt. Richard Levittoux has fired a toolgun with the name: duplicator
[16:28:40	]Sgt. Richard Levittoux has spawned 'models/props_vehicles/apc_tire001.mdl'.
[16:28:45	]Sgt. Richard Levittoux exited observer at their location.
[16:28:45	]Sgt. Richard Levittoux entered observer.
[16:28:46	]Sgt. Richard Levittoux exited observer at their location.
[16:29:11	]LT CHUJ DUPKA CIPKA has spawned 'models\Humans/Group03/Female_03.mdl'.
[16:29:24	]Sgt. Richard Levittoux has spawned 'models/willardnetworks/citizens/male_05.mdl'.
[16:29:29	]Sgt. Richard Levittoux has used a context menu option with the name: bodygroups
[16:29:34	]Sgt. Richard Levittoux has used a context menu option with the name: bodygroups
[16:29:45	]Sgt. Richard Levittoux entered observer.
[16:29:51	]LT CHUJ DUPKA CIPKA entered observer.
[16:30:13	]Lt. Anastasiy Jegorowich entered observer.
[16:30:22	]LT CHUJ DUPKA CIPKA has used a context menu option with the name: remove
[16:30:26	]Lt. Anastasiy Jegorowich has used a context menu option with the name: skin
[16:30:27	]LT CHUJ DUPKA CIPKA has spawned 'models\Humans/Group03m/Male_05.mdl'.
[16:30:30	]Lt. Anastasiy Jegorowich has used a context menu option with the name: remove
[16:30:35	]Sgt. Richard Levittoux exited observer at their location.
[16:30:35	]Lt. Anastasiy Jegorowich exited observer at their location.
[16:30:38	]Sgt. Richard Levittoux entered observer.
[16:30:38	]Sgt. Richard Levittoux exited observer at their location.
[16:30:43	]Sgt. Richard Levittoux entered observer.
[16:30:50	]Boiko Dulkiewicz przeszedł w tryb AFK.
[16:30:55	]Lt. Anastasiy Jegorowich used command '/CharGiveItem Lt. wody'.
[16:30:55	]Lt. Anastasiy Jegorowich has gained a 'Przewody' #6970.
[16:31:01	]Lt. Anastasiy Jegorowich ran 'drop' on item 'Przewody' (#6970)
[16:31:01	]Lt. Anastasiy Jegorowich has lost a 'Przewody' #6970.
[16:31:03	]Lt. Anastasiy Jegorowich has used a context menu option with the name: remove
[16:31:11	]Lt. Anastasiy Jegorowich has spawned a 'Entity [2712][ix_vendor]'.
[16:31:12	]LT CHUJ DUPKA CIPKA has spawned 'models/weapons/w_knife_ct.mdl'.
[16:31:13	]Lt. Anastasiy Jegorowich has used a context menu option with the name: vendor_edit
[16:31:16	]Sgt. Richard Levittoux exited observer at their location.
[16:31:22	]Sgt. Richard Levittoux entered observer.
[16:31:27	]Sgt. Richard Levittoux exited observer at their location.
[16:31:34	]LT CHUJ DUPKA CIPKA has given himself a machete.
[16:31:34	]LT CHUJ DUPKA CIPKA has gained a 'Maczeta' #6971.
[16:31:36	]LT CHUJ DUPKA CIPKA ran 'drop' on item 'Maczeta' (#6971)
[16:31:36	]LT CHUJ DUPKA CIPKA has lost a 'Maczeta' #6971.
[16:31:36	]Sgt. Richard Levittoux has spawned 'models/willardnetworks/citizens/male_03.mdl'.
[16:31:43	]Sgt. Richard Levittoux has used a context menu option with the name: bodygroups
[16:31:45	]Boiko Dulkiewicz nie jest już AFK. Całkowity czas spędzony AFK:  350
[16:31:48	]Boiko Dulkiewicz opened the 'Zakopana skrytka' stash.
[16:31:51	]Sgt. Richard Levittoux has used a context menu option with the name: bodygroups
[16:31:51	]Boiko Dulkiewicz has lost a 'Przeniesienie posterunku' #6961.
[16:31:51	]Boiko Dulkiewicz has transferred a 'Przeniesienie posterunku' #6961 to a container with the name 'Zakopana skrytka' #1057.
[16:31:56	]Boiko Dulkiewicz closed the 'Zakopana skrytka' stash.
[16:32:01	]LT CHUJ DUPKA CIPKA has used a context menu option with the name: collision_off
[16:32:08	]Sgt. Richard Levittoux has used a context menu option with the name: bodygroups
[16:32:09	]LT CHUJ DUPKA CIPKA has used a context menu option with the name: collision_off
[16:32:11	]Sgt. Richard Levittoux has used a context menu option with the name: bodygroups
[16:32:17	]Sgt. Richard Levittoux has used a context menu option with the name: bodygroups
[16:32:21	]Sgt. Richard Levittoux has used a context menu option with the name: bodygroups
[16:32:24	]Boiko Dulkiewicz has given himself a legs_green_padded_pants.
[16:32:24	]Boiko Dulkiewicz has gained a 'Wzmocnione zielone spodnie' #6972.
[16:32:27	]Sgt. Richard Levittoux has used a context menu option with the name: bodygroups
[16:32:46	]Sgt. Richard Levittoux entered observer.
[16:32:47	]LT CHUJ DUPKA CIPKA has spawned a bandage.
[16:32:48	]Boiko Dulkiewicz has given himself a bandage.
[16:32:48	]Boiko Dulkiewicz has gained a 'Bandaż' #6974.
[16:32:54	]Sgt. Richard Levittoux exited observer at their location.
[16:32:55	]Sgt. Richard Levittoux entered observer.
[16:32:59	]Sgt. Richard Levittoux exited observer at their location.
[16:33:04	]Lt. Anastasiy Jegorowich entered observer.
[16:33:07	]Lt. Anastasiy Jegorowich exited observer at their location.
[16:33:09	]Lt. Anastasiy Jegorowich entered observer.
[16:33:12	]Lt. Anastasiy Jegorowich exited observer at their location.
[16:33:15	]Lt. Anastasiy Jegorowich entered observer.
[16:33:18	]Lt. Anastasiy Jegorowich exited observer at their location.
[16:33:22	]Recik nie jest już AFK. Całkowity czas spędzony AFK:  1070
[16:33:22	]Lt. Anastasiy Jegorowich used the 'John Doe' vendor.
[16:33:33	]Boiko Dulkiewicz has spawned a oldrevolver.
[16:33:39	]Boiko Dulkiewicz has used a context menu option with the name: remove
[16:33:43	]Boiko Dulkiewicz has given himself a oldrevolver.
[16:33:43	]Boiko Dulkiewicz has gained a 'Rewolwer 'Pukawka'' #6976.
[16:33:44	]Lt. Anastasiy Jegorowich has gained 0 zetony.
[16:33:44	]Lt. Anastasiy Jegorowich has gained a 'Sok owocowy' #6977.
[16:33:45	]Lt. Anastasiy Jegorowich has gained 0 zetony.
[16:33:46	]Lt. Anastasiy Jegorowich has gained a 'Krakersy' #6978.
[16:33:48	]Lt. Anastasiy Jegorowich has gained 0 zetony.
[16:33:48	]Lt. Anastasiy Jegorowich has gained a 'Solone orzeszki ziemne' #6979.
[16:33:50	]Lt. Anastasiy Jegorowich has gained 0 zetony.
[16:33:50	]Lt. Anastasiy Jegorowich has gained a 'Chleb' #6980.
[16:33:55	]Lt. Anastasiy Jegorowich entered observer.
[16:33:57	]Lt. Anastasiy Jegorowich exited observer at their location.
[16:33:59	]Boiko Dulkiewicz has given himself a attn_eotech.
[16:33:59	]Boiko Dulkiewicz has gained a 'Celownik holograficzny EOTech 552' #6981.
[16:34:00	]Boiko Dulkiewicz opened the 'Zakopana skrytka' stash.
[16:34:02	]Lt. Anastasiy Jegorowich ran 'drop' on item 'Sok owocowy' (#6977)
[16:34:02	]Lt. Anastasiy Jegorowich has lost a 'Sok owocowy' #6977.
[16:34:03	]Boiko Dulkiewicz has lost a 'Rewolwer 'Pukawka'' #6976.
[16:34:03	]Boiko Dulkiewicz has transferred a 'Rewolwer 'Pukawka'' #6976 to a container with the name 'Zakopana skrytka' #1057.
[16:34:04	]Boiko Dulkiewicz has lost a 'Bandaż' #6974.
[16:34:04	]Boiko Dulkiewicz has transferred a 'Bandaż' #6974 to a container with the name 'Zakopana skrytka' #1057.
[16:34:07	]LT CHUJ DUPKA CIPKA has spawned 'models/Humans/Charple01.mdl'.
[16:34:07	]Boiko Dulkiewicz has lost a 'Wzmocnione zielone spodnie' #6972.
[16:34:07	]Boiko Dulkiewicz has transferred a 'Wzmocnione zielone spodnie' #6972 to a container with the name 'Zakopana skrytka' #1057.
[16:34:09	]Boiko Dulkiewicz has lost a 'Celownik holograficzny EOTech 552' #6981.
[16:34:09	]Boiko Dulkiewicz has transferred a 'Celownik holograficzny EOTech 552' #6981 to a container with the name 'Zakopana skrytka' #1057.
[16:34:09	]Lt. Anastasiy Jegorowich ran 'drop' on item 'Chleb' (#6980)
[16:34:09	]Lt. Anastasiy Jegorowich has lost a 'Chleb' #6980.
[16:34:15	]Boiko Dulkiewicz closed the 'Zakopana skrytka' stash.
[16:34:19	]Lt. Anastasiy Jegorowich ran 'drop' on item 'Solone orzeszki ziemne' (#6979)
[16:34:19	]Lt. Anastasiy Jegorowich has lost a 'Solone orzeszki ziemne' #6979.
[16:34:31	]LT CHUJ DUPKA CIPKA has spawned 'models/Humans/Charple04.mdl'.
[16:34:32	]Lt. Anastasiy Jegorowich ran 'drop' on item 'Krakersy' (#6978)
[16:34:32	]Lt. Anastasiy Jegorowich has lost a 'Krakersy' #6978.
[16:34:37	]Sgt. Richard Levittoux entered observer.
[16:34:38	]Sgt. Richard Levittoux exited observer at their location.
[16:34:40	]Sgt. Richard Levittoux entered observer.
[16:34:49	]Lt. Anastasiy Jegorowich used the 'John Doe' vendor.
[16:34:54	]Lt. Anastasiy Jegorowich has used a context menu option with the name: vendor_edit
[16:35:08	]LT CHUJ DUPKA CIPKA has fired a toolgun with the name: nocollideworld
[16:35:13	]Boiko Dulkiewicz has given himself a attn_suppressor.
[16:35:13	]Boiko Dulkiewicz has gained a 'Tłumik' #6982.
[16:35:14	]Boiko Dulkiewicz opened the 'Zakopana skrytka' stash.
[16:35:15	]Lt. Anastasiy Jegorowich has used a context menu option with the name: vendor_edit
[16:35:16	]Boiko Dulkiewicz has lost a 'Tłumik' #6982.
[16:35:16	]Boiko Dulkiewicz has transferred a 'Tłumik' #6982 to a container with the name 'Zakopana skrytka' #1057.
[16:35:22	]Boiko Dulkiewicz closed the 'Zakopana skrytka' stash.
[16:35:23	]LT CHUJ DUPKA CIPKA has fired a toolgun with the name: nocollideworld
[16:35:24	]LT CHUJ DUPKA CIPKA has fired a toolgun with the name: nocollideworld
[16:35:24	]LT CHUJ DUPKA CIPKA has fired a toolgun with the name: nocollideworld
[16:35:24	]LT CHUJ DUPKA CIPKA has fired a toolgun with the name: nocollideworld
[16:35:24	]LT CHUJ DUPKA CIPKA has fired a toolgun with the name: nocollideworld
[16:35:24	]LT CHUJ DUPKA CIPKA has fired a toolgun with the name: nocollideworld
[16:35:25	]Boiko Dulkiewicz ran 'drop' on item 'Celownik holograficzny EOTech 552' (#6981)
[16:35:25	]Boiko Dulkiewicz has lost a 'Celownik holograficzny EOTech 552' #6981.
[16:35:25	]Lt. Anastasiy Jegorowich used the 'John Doe' vendor.
[16:35:27	]LT CHUJ DUPKA CIPKA has fired a toolgun with the name: nocollideworld
[16:35:28	]Boiko Dulkiewicz has used a context menu option with the name: remove
[16:35:28	]Lt. Anastasiy Jegorowich has gained 0 zetony.
[16:35:28	]Lt. Anastasiy Jegorowich has gained a 'Woda Breena' #6983.
[16:35:29	]Lt. Anastasiy Jegorowich has gained 0 zetony.
[16:35:29	]Lt. Anastasiy Jegorowich has gained a 'Woda Breena' #6984.
[16:35:29	]Lt. Anastasiy Jegorowich has gained 0 zetony.
[16:35:29	]Lt. Anastasiy Jegorowich has gained a 'Woda Breena' #6985.
[16:35:30	]Lt. Anastasiy Jegorowich has gained 0 zetony.
[16:35:31	]Lt. Anastasiy Jegorowich has gained a 'Woda Breena 'Premium'' #6986.
[16:35:32	]Lt. Anastasiy Jegorowich has gained 0 zetony.
[16:35:32	]Lt. Anastasiy Jegorowich has gained a 'Wschodnioeuropejska 'Vodka'' #6987.
[16:35:39	]Lt. Anastasiy Jegorowich ran 'drop' on item 'Woda Breena' (#6983)
[16:35:39	]Lt. Anastasiy Jegorowich has lost a 'Woda Breena' #6983.
[16:35:41	]Lt. Anastasiy Jegorowich ran 'drop' on item 'Woda Breena' (#6985)
[16:35:41	]Lt. Anastasiy Jegorowich has lost a 'Woda Breena' #6985.
[16:35:42	]Lt. Anastasiy Jegorowich ran 'drop' on item 'Woda Breena' (#6984)
[16:35:42	]Lt. Anastasiy Jegorowich has lost a 'Woda Breena' #6984.
[16:35:42	]LT CHUJ DUPKA CIPKA has spawned 'models/Humans/Charple01.mdl'.
[16:35:43	]Lt. Anastasiy Jegorowich ran 'drop' on item 'Woda Breena 'Premium'' (#6986)
[16:35:43	]Lt. Anastasiy Jegorowich has lost a 'Woda Breena 'Premium'' #6986.
[16:35:47	]Boiko Dulkiewicz has spawned 'models/Zombie/Fast.mdl'.
[16:35:50	]Lt. Anastasiy Jegorowich ran 'drop' on item 'Wschodnioeuropejska 'Vodka'' (#6987)
[16:35:50	]Lt. Anastasiy Jegorowich has lost a 'Wschodnioeuropejska 'Vodka'' #6987.
[16:35:51	]inkaaz has connected.
[16:36:00	]Lt. Anastasiy Jegorowich used the 'John Doe' vendor.
[16:36:03	]Boiko Dulkiewicz has fired a toolgun with the name: sh_persist
[16:36:03	]Boiko Dulkiewicz has enabled persistence for 'models/zombie/fast.mdl'.
[16:36:06	]Sgt. Richard Levittoux exited observer at their location.
