[16:53:08	]Coloss s'est connecté.
[20:30:37	]C13:i2.HERO-26 a changé les bodygroups de : C13:i3.XRAY-75.
[20:30:38	]Thibault Dubois a exécuté 'combine' sur l'article 'Poche à Chargeurs' (#201517)
[20:30:40	]C13:i3.XRAY-75 a exécuté 'take' sur l'article 'Chargeur MP 30' (#201530)
[20:30:40	]C13:i3.XRAY-75 a gagné un 'Chargeur MP 30' #201530.
[20:30:40	]C13:i2.HERO-26 is admin-searching C13:i3.XRAY-75's inventory.
[20:30:40	]C13:i2.HERO-26 a utilisé une option de menu contextuel portant ce nom : ixviewinventory
[20:30:41	]C13:i3.XRAY-75 a exécuté 'take' sur l'article 'Chargeur USP' (#201526)
[20:30:41	]C13:i3.XRAY-75 a gagné un 'Chargeur USP' #201526.
[20:30:41	]Capitaine Alexandre Lambert a exécuté 'Equip' sur l'article 'G3A3' (#201436)
[20:30:41	]Capitaine Alexandre Lambert a exécuté 'Equip' sur l'article 'Glock 17' (#201523)
[20:30:42	]C13:i3.XRAY-75 a exécuté 'take' sur l'article 'Chargeur MP 30' (#201529)
[20:30:42	]C13:i2.HERO-26 has closed C13:i3.XRAY-75's inventory.
[20:30:43	]Capitaine Alexandre Lambert a perdu un 'Chargeur de Glock' #201536.
[20:30:44	]Syrthal'Kar has gained level 50 in the Vitesse skill.
[20:30:44	]Garet a utilisé la commande '/CharSkillAdd syr speed 50'.
[20:30:46	]C13:i3.XRAY-75 a exécuté 'combine' sur l'article 'Poche à Chargeurs' (#201499)
[20:30:47	]Capitaine Alexandre Lambert a perdu un 'Chargeur de G3' #201439.
[20:30:48	]C13:i3.XRAY-75 a exécuté 'combine' sur l'article 'Poche à Chargeurs' (#201499)
[20:30:48	]Thibault Dubois used the 'John Doe' vendor.
[20:30:50	]C13:i3.XRAY-75 a exécuté 'combine' sur l'article 'Poche à Chargeurs' (#201498)
[20:30:50	]Garet a utilisé la commande '/CharSkillAdd syr mêlee 520'.
[20:30:51	]Thibault Dubois a gagné 0 jetons.
[20:30:51	]Thibault Dubois a gagné un 'Munitions de pistolet' #201554.
[20:30:51	]C13:i3.XRAY-75 a exécuté 'combine' sur l'article 'Poche à Chargeurs' (#201498)
[20:30:53	]C13:i3.XRAY-75 a exécuté 'combine' sur l'article 'Poche à Chargeurs' (#201498)
[20:30:55	]C13:i3.XRAY-75 a exécuté 'take' sur l'article 'Chargeur USP' (#201525)
[20:30:55	]C13:i3.XRAY-75 a gagné un 'Chargeur USP' #201525.
[20:30:56	]Syrthal'Kar has gained level 25 in the Mêlée skill.
[20:30:56	]Garet a utilisé la commande '/CharSkillAdd syr melee 25'.
[20:30:57	]C13:i3.XRAY-75 a exécuté 'take' sur l'article 'Chargeur MP 30' (#201529)
[20:30:57	]C13:i3.XRAY-75 a gagné un 'Chargeur MP 30' #201529.
[20:30:58	]C13:i3.XRAY-75 a exécuté 'take' sur l'article 'Chargeur MP 30' (#201532)
[20:30:58	]C13:i3.XRAY-75 a gagné un 'Chargeur MP 30' #201532.
[20:30:58	]Thibault Dubois a gagné 0 jetons.
[20:30:58	]Thibault Dubois a gagné un 'Poche à Munitions' #201555.
[20:30:59	]C13:i3.XRAY-75 a exécuté 'take' sur l'article 'Chargeur MP 30' (#201531)
[20:31:01	]MrSharky O'neil créé le personnage 'Charles Van-Brabant'
[20:31:01	]Capitaine Alexandre Lambert a activé le mode observateur.
[20:31:01	]Charles Van-Brabant a gagné un 'Lampe Torche' #201556.
[20:31:01	]Charles Van-Brabant a gagné un 'Brassard - Noir' #201557.
[20:31:01	]Charles Van-Brabant a gagné un '# Carte CID n° : 70563' #201558.
[20:31:01	]Charles Van-Brabant a gagné un 'Combinaison noire' #201559.
[20:31:01	]Charles Van-Brabant a gagné un 'Pantalon de combinaison gris' #201560.
[20:31:01	]Charles Van-Brabant a gagné un 'Bottes en cuir marron' #201561.
[20:31:01	]MrSharky O'neil chargé le personnage 'Charles Van-Brabant'
[20:31:01	]C13:i3.XRAY-75 a exécuté 'combine' sur l'article 'Poche à Chargeurs' (#201498)
[20:31:03	]C13:i3.XRAY-75 a exécuté 'combine' sur l'article 'Poche à Chargeurs' (#201498)
[20:31:07	]Thibault Dubois a exécuté 'drop' sur l'article 'Poche à Munitions' (#201555)
[20:31:07	]Thibault Dubois a perdu un 'Poche à Munitions' #201555.
[20:31:07	]Syrthal'Kar has gained level 50 in the Mêlée skill.
[20:31:07	]Garet a utilisé la commande '/CharSkillAdd syr melee 35'.
[20:31:12	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[20:31:13	]Thibault Dubois a utilisé une option de menu contextuel portant ce nom : remove
[20:31:15	]Thibault Dubois a utilisé une option de menu contextuel portant ce nom : remove
[20:31:17	]Coloss a déchargé son personnage "C13:i2.HERO-26".
[20:31:17	]C13:i3.XRAY-75 a exécuté 'take' sur l'article 'Chargeur MP 30' (#201531)
[20:31:17	]C13:i3.XRAY-75 a gagné un 'Chargeur MP 30' #201531.
[20:31:21	][Y] Capitaine Alexandre Lambert: Des gardes républicains ou pas ici ?
[20:31:23	]Coloss chargé le personnage 'C13/Disp.AI-07'
[20:31:24	][Y] Capitaine Alexandre Lambert: Des gardes républicains ou pas ici ?
[20:31:24	]Thibault Dubois used the 'John Doe' vendor.
[20:31:26	]Thibault Dubois a gagné 0 jetons.
[20:31:27	]Thibault Dubois a gagné un 'Munitions de pistolet' #201562.
[20:31:27	]Thibault Dubois a gagné 0 jetons.
[20:31:27	]C13:i3.XRAY-75 a exécuté 'combine' sur l'article 'Chargeur USP' (#201528)
[20:31:27	]Thibault Dubois a gagné un 'Chargeur de Glock' #201563.
[20:31:28	]C13/Disp.AI-07 a utilisé la commande '/VisorStatus orange'.
[20:31:28	]C13/Disp.AI-07 est complètement guéri.
[20:31:29	]C13:i3.XRAY-75 a exécuté 'combine' sur l'article 'Chargeur USP' (#201524)
[20:31:30	]Thibault Dubois a exécuté 'combine' sur l'article 'Chargeur de Glock' (#201563)
[20:31:30	]C13:i3.XRAY-75 a exécuté 'combine' sur l'article 'Chargeur USP' (#201524)
[20:31:31	]C13:i3.XRAY-75 a exécuté 'combine' sur l'article 'Chargeur USP' (#201525)
[20:31:31	]Coloss a déchargé son personnage "C13/Disp.AI-07".
[20:31:31	]Thibault Dubois a exécuté 'combine' sur l'article 'Poche à Chargeurs' (#201517)
[20:31:33	]C13:i3.XRAY-75 a exécuté 'combine' sur l'article 'Chargeur USP' (#201526)
[20:31:33	][Y] Capitaine Alexandre Lambert: Nan ?
[20:31:34	]Tuki (STEAM_0:0:147382627) s'est déconnecté.
[20:31:34	]C13:i3.XRAY-75 a exécuté 'combine' sur l'article 'Chargeur USP' (#201526)
[20:31:34	]Thibault Dubois a exécuté 'drop' sur l'article 'Munitions de pistolet' (#201562)
[20:31:34	]Thibault Dubois a perdu un 'Munitions de pistolet' #201562.
[20:31:35	]Coloss chargé le personnage 'C13:i2.HERO-26'
[20:31:35	]C13:i3.XRAY-75 a exécuté 'combine' sur l'article 'Chargeur USP' (#201527)
[20:31:36	][LOOC] Pierre Dubois: ratio
[20:31:36	]Thibault Dubois a utilisé une option de menu contextuel portant ce nom : remove
[20:31:37	][Y] Asling Costelo: NON RESI.
[20:31:37	]C13:i3.XRAY-75 a exécuté 'Equip' sur l'article 'HK USP .45' (#201504)
[20:31:39	]C13:i3.XRAY-75 a exécuté 'Equip' sur l'article 'MP7A1' (#201505)
[20:31:39	][Y] Capitaine Alexandre Lambert: Et bien aller vous faire.
[20:31:39	]Thibault Dubois a perdu un 'Chargeur de Glock' #201563.
[20:31:40	]Capitaine Alexandre Lambert a activé le mode observateur.
[20:31:41	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[20:31:42	]Capitaine Alexandre Lambert a activé le mode observateur.
[20:31:43	]Thibault Dubois a gagné un 'Chargeur de Glock' #201563.
[20:31:43	]Thibault Dubois a perdu un 'Chargeur de Glock' #201550.
[20:31:43	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[20:31:45	]Thibault Dubois a gagné un 'Chargeur de Glock' #201550.
[20:31:45	]Thibault Dubois a perdu un 'Chargeur de Glock' #201549.
[20:31:45	]C13:i3.XRAY-75 a exécuté 'combine' sur l'article 'Chargeur MP 30' (#201530)
[20:31:45	]Capitaine Alexandre Lambert a activé le mode observateur.
[20:31:47	]C13:i2.HERO-26 a exécuté 'drop' sur l'article 'Petite sacoche' (#201294)
[20:31:47	]C13:i2.HERO-26 a perdu un 'Petite sacoche' #201294.
[20:31:48	]C13:i3.XRAY-75 a exécuté 'combine' sur l'article 'Chargeur MP 30' (#201533)
[20:31:48	]C13:i2.HERO-26 a exécuté 'drop' sur l'article 'Sac' (#201295)
[20:31:48	]C13:i2.HERO-26 a perdu un 'Sac' #201295.
[20:31:49	]C13:i3.XRAY-75 a exécuté 'combine' sur l'article 'Chargeur MP 30' (#201534)
[20:31:49	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[20:31:50	]Capitaine Alexandre Lambert a activé le mode observateur.
[20:31:51	]C13:i3.XRAY-75 a exécuté 'combine' sur l'article 'Chargeur MP 30' (#201532)
[20:31:51	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[20:31:53	]C13:i3.XRAY-75 a exécuté 'combine' sur l'article 'Chargeur MP 30' (#201529)
[20:31:54	][IC] Cpl. Francis Duval: Bah toi aussi tu as un glock.
[20:31:55	]Thibault Dubois used the 'John Doe' vendor.
[20:31:56	]C13:i2.HERO-26 a exécuté 'drop' sur l'article 'Uniforme PC - Terrain' (#201296)
[20:31:58	]C13:i2.HERO-26 a exécuté 'drop' sur l'article 'Masque à gaz PMG-5 (AUG)' (#201298)
[20:31:59	]Thibault Dubois a gagné 0 jetons.
[20:31:59	]Thibault Dubois a gagné un 'Munitions de pistolet' #201564.
[20:31:59	]Thibault Dubois a gagné 0 jetons.
[20:31:59	][IC] Capitaine Alexandre Lambert: Téma la tronche d'atraous.
[20:31:59	]Thibault Dubois a gagné un 'Chargeur de Glock' #201565.
[20:31:59	]C13:i2.HERO-26 a exécuté 'drop' sur l'article 'Masque à gaz PMG-5 (AUG)' (#201298)
[20:32:01	]Capitaine Alexandre Lambert a activé le mode observateur.
[20:32:02	]C13:i2.HERO-26 a exécuté 'drop' sur l'article 'Masque à gaz PMG-5 (AUG)' (#201298)
[20:32:02	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[20:32:02	]C13:i2.HERO-26 a exécuté 'drop' sur l'article 'Filtre du cartel' (#201345)
[20:32:02	]C13:i2.HERO-26 a perdu un 'Filtre du cartel' #201345.
[20:32:03	]Capitaine Alexandre Lambert a activé le mode observateur.
[20:32:03	][IC] Thibault Dubois: Ba oui.
[20:32:03	][IC] C13:i2.UNION-287: <:: T'as entendu parler de Joseph Kofman? Ouais, ce mec vient d'un autre district de Cité 13, il roule sur l'or cet enfoiré. ::>
[20:32:04	]Capitaine Alexandre Lambert a désactivé le mode observateur à son point d'origine.
[20:32:04	][OOC] Garet: démute zénus 
[20:32:05	]C13:i2.HERO-26 a exécuté 'drop' sur l'article 'Uniforme PC - Terrain' (#201296)
[20:32:09	]C13:i2.HERO-26 a exécuté 'EquipUn' sur l'article 'MP7A1' (#201303)
[20:32:09	]C13:i2.HERO-26 a gagné un 'Chargeur MP 30' #201328.
[20:32:09	]C13:i2.HERO-26 a exécuté 'EquipUn' sur l'article 'HK USP .45' (#201301)
[20:32:10	]C13:i2.HERO-26 a exécuté 'drop' sur l'article 'Chargeur MP 30' (#201328)
[20:32:10	]C13:i2.HERO-26 a perdu un 'Chargeur MP 30' #201328.
[20:32:11	]C13:i2.HERO-26 a exécuté 'drop' sur l'article 'Masque à gaz PMG-5 (AUG)' (#201298)
[20:32:12	]C13:i2.HERO-26 a exécuté 'drop' sur l'article 'Poche à Chargeurs' (#201304)
[20:32:12	]C13:i2.HERO-26 a perdu un 'Poche à Chargeurs' #201304.
[20:32:12	]C13:i2.HERO-26 a perdu un 'Chargeur USP' #201312.
[20:32:12	]C13:i2.HERO-26 a perdu un 'Chargeur USP' #201308.
[20:32:12	]C13:i2.HERO-26 a perdu un 'Chargeur USP' #201309.
[20:32:12	]C13:i2.HERO-26 a perdu un 'Chargeur USP' #201311.
[20:32:13	][IC] Thibault Dubois: Ca peut etre utile.
[20:32:13	]C13:i2.HERO-26 a exécuté 'drop' sur l'article 'MP7A1' (#201303)
[20:32:13	]C13:i2.HERO-26 a perdu un 'MP7A1' #201303.
[20:32:13	]C13:i2.HERO-26 a exécuté 'drop' sur l'article 'HK USP .45' (#201301)
[20:32:13	]C13:i2.HERO-26 a perdu un 'HK USP .45' #201301.
[20:32:14	][IC] Capitaine Alexandre Lambert: Magnifique.
[20:32:15	][IC] C13:i3.XRAY-75: <:: Elle a quoi ma tete. ::>
[20:32:16	]Thibault Dubois a gagné un 'Chargeur de Glock' #201549.
[20:32:16	]Thibault Dubois a perdu un 'Chargeur de Glock' #201550.
[20:32:18	]C13:i2.HERO-26 a exécuté 'EquipUn' sur l'article 'Filtre du cartel' (#201344)
[20:32:19	]C13:i2.HERO-26 a exécuté 'EquipUn' sur l'article 'Rappel Gear' (#201383)
[20:32:20	][IC] Cpl. Francis Duval: Je crois que notre Capitaine est juste con.
[20:32:20	][IC] Capitaine Alexandre Lambert: One time, back in the city, I saw a guy take down a Hunter with his bare fists.
[20:32:22	]C13:i2.HERO-26 a exécuté 'drop' sur l'article 'Masque à gaz PMG-5 (AUG)' (#201298)
[20:32:22	]C13:i2.HERO-26 a perdu un 'Masque à gaz PMG-5 (AUG)' #201298.
[20:32:29	]C13:i2.HERO-26 a exécuté 'take' sur l'article 'Masque à gaz PMG-5 (AUG)' (#201298)
[20:32:29	]C13:i2.HERO-26 a gagné un 'Masque à gaz PMG-5 (AUG)' #201298.
[20:32:32	]C13:i2.HERO-26 a exécuté 'take' sur l'article 'MP7A1' (#201303)
[20:32:32	]C13:i2.HERO-26 a gagné un 'MP7A1' #201303.
[20:32:32	][IC] Thibault Dubois: Nan il etait juste pas en vente dans le pnj.
[20:32:33	]C13:i2.HERO-26 a exécuté 'take' sur l'article 'Poche à Chargeurs' (#201304)
[20:32:33	]C13:i2.HERO-26 a gagné un 'Poche à Chargeurs' #201304.
[20:32:33	]C13:i2.HERO-26 a gagné un 'Chargeur USP' #201312.
[20:32:33	]C13:i2.HERO-26 a gagné un 'Chargeur USP' #201308.
[20:32:33	]C13:i2.HERO-26 a gagné un 'Chargeur USP' #201309.
[20:32:33	]C13:i2.HERO-26 a gagné un 'Chargeur USP' #201311.
[20:32:35	]C13:i2.UNION-287 a utilisé la commande '/CharDesc'.
[20:32:35	]C13:i2.HERO-26 a exécuté 'take' sur l'article 'HK USP .45' (#201301)
[20:32:38	]C13:i2.HERO-26 a exécuté 'take' sur l'article 'Filtre du cartel' (#201345)
[20:32:38	]C13:i2.HERO-26 a gagné un 'Filtre du cartel' #201345.
[20:32:40	]C13:i2.UNION-287 a désactivé le mode observateur à son point d'origine.
[20:32:40	][IC] Cpl. Francis Duval: Je sais.
[20:32:40	]Rusa Douc a utilisé la commande '/CharDesc Balaffre sur la droite, barbe de 3 jours'.
[20:32:42	]C13:i2.HERO-26 a exécuté 'take' sur l'article 'Chargeur MP 30' (#201328)
[20:32:42	]C13:i2.HERO-26 a gagné un 'Chargeur MP 30' #201328.
[20:32:44	]C13:i2.UNION-287 s'est give cmb_spas12.
[20:32:44	]C13:i2.UNION-287 a gagné un 'Spas-12' #201566.
[20:32:46	]C13:i2.HERO-26 a exécuté 'Equip' sur l'article 'MP7A1' (#201303)
[20:32:47	][IC] C13:i3.XRAY-75: <:: Je prefere ca avec tes beau yeux et ton petit cul bien mouler. ::>
[20:32:48	]C13:i2.HERO-26 a perdu un 'Chargeur MP 30' #201328.
[20:32:50	]C13:i2.UNION-287 a exécuté 'Equip' sur l'article 'Spas-12' (#201566)
[20:32:52	][IC] Thibault Dubois: Il voulais savoir d'ou tu la eu enfaite.
[20:32:53	]Garet a désactivé le mode observateur à son point d'origine.
[20:32:53	][IC] Capitaine Alexandre Lambert: Ah.
[20:32:54	][OOC] Martin Gagnon: J'étais afk re
[20:32:57	][IC] Capitaine Alexandre Lambert: Pas mal.
[20:32:59	]C13:i2.HERO-26 a exécuté 'take' sur l'article 'HK USP .45' (#201301)
[20:32:59	]C13:i2.HERO-26 a gagné un 'HK USP .45' #201301.
[20:32:59	]Thibault Dubois a exécuté 'combine' sur l'article 'Chargeur de Glock' (#201565)
[20:33:00	][IC] C13:i3.XRAY-75: <:: Il me manque des mun de smg. ::>
[20:33:00	][OOC] Garet: démute zénus 
[20:33:01	]C13:i2.HERO-26 a exécuté 'Equip' sur l'article 'HK USP .45' (#201301)
[20:33:02	]Thibault Dubois a exécuté 'combine' sur l'article 'Chargeur de Glock' (#201563)
[20:33:03	]C13:i2.HERO-26 a exécuté 'take' sur l'article 'Petite sacoche' (#201294)
[20:33:03	]C13:i2.HERO-26 a gagné un 'Petite sacoche' #201294.
[20:33:05	]Garet ran SAM command 'bring' with arguments: 'charles'
[20:33:06	]Thibault Dubois a exécuté 'drop' sur l'article 'Munitions de pistolet' (#201564)
[20:33:06	]Thibault Dubois a perdu un 'Munitions de pistolet' #201564.
[20:33:06	]C13:i2.HERO-26 a exécuté 'take' sur l'article 'Sac' (#201295)
[20:33:06	]C13:i2.HERO-26 a gagné un 'Sac' #201295.
[20:33:07	][IC] Capitaine Alexandre Lambert: Huh.
[20:33:08	][IC] Capitaine Alexandre Lambert: Huh.
[20:33:08	]Thibault Dubois a utilisé une option de menu contextuel portant ce nom : remove
[20:33:10	]Garet a activé le mode observateur.
[20:33:10	][IC] Capitaine Alexandre Lambert: Huh.
[20:33:13	][IC] Thibault Dubois: HUH.
[20:33:14	]Charles Van-Brabant a exécuté 'Equip' sur l'article 'Brassard - Noir' (#201557)
[20:33:16	]Garet a désactivé le mode observateur à son point d'origine.
[20:33:18	]C13:i3.XRAY-75 a perdu un 'Chargeur MP 30' #201534.
[20:33:18	]Thibault Dubois a gagné un 'Chargeur de Glock' #201550.
[20:33:18	]Thibault Dubois a perdu un 'Chargeur de Glock' #201565.
[20:33:19	]C13:i2.HERO-26 a exécuté 'Equip' sur l'article 'Filtre du cartel' (#201344)
[20:33:19	]Tuki s'est connecté.
[20:33:21	]C13:i2.HERO-26 a exécuté 'Equip' sur l'article 'Rappel Gear' (#201383)
[20:33:23	]Garet ran SAM command 'bring' with arguments: 'martin'
[20:33:24	]Thibault Dubois a gagné un 'Chargeur de G3' #201450.
[20:33:24	]Thibault Dubois a perdu un 'Chargeur de G3' #201449.
[20:33:27	][IC] Garet: 1591.
[20:33:30	]C13:i2.HERO-26 a gagné un 'Chargeur MP 30' #201328.
[20:33:30	]C13:i2.HERO-26 a perdu un 'Chargeur MP 30' #201327.
[20:33:32	]Capitaine Alexandre Lambert a gagné un 'Chargeur de G3' #201439.
[20:33:32	]Capitaine Alexandre Lambert a perdu un 'Chargeur de G3' #201438.
[20:33:37	]Martin Gagnon a ouvert le stockage 'Grosse caisse en bois' #10523.
[20:33:37	]Martin Gagnon a fermé le stockage 'Grosse caisse en bois' #10523.
[20:33:38	]Martin Gagnon a ouvert le stockage 'Grosse caisse en bois' #10572.
[20:33:39	]Capitaine Alexandre Lambert a exécuté 'combine' sur l'article 'Chargeur de G3' (#201439)
[20:33:40	]Thibault Dubois used the 'John Doe' vendor.
[20:33:40	]Capitaine Alexandre Lambert a gagné un 'Chargeur de G3' #201438.
[20:33:40	]Capitaine Alexandre Lambert a perdu un 'Chargeur de G3' #201439.
[20:33:41	]C13:i2.HERO-26 a gagné un 'Chargeur MP 30' #201327.
[20:33:41	]C13:i2.HERO-26 a perdu un 'Chargeur MP 30' #201328.
[20:33:41	]Thibault Dubois a gagné 0 jetons.
[20:33:41	]Thibault Dubois a gagné un 'Munitions de fusils d'assault' #201567.
[20:33:42	]Martin Gagnon a fermé le stockage 'Grosse caisse en bois' #10572.
[20:33:42	]C13:i3.XRAY-75 a exécuté 'Equip' sur l'article 'CV-2000 Matraque électrique' (#201503)
[20:33:45	]Thibault Dubois a exécuté 'combine' sur l'article 'Chargeur de G3' (#201450)
[20:33:45	]Martin Gagnon a ouvert le stockage 'Grosse caisse en bois' #10522.
[20:33:46	]Martin Gagnon a fermé le stockage 'Grosse caisse en bois' #10522.
[20:33:46	]Thibault Dubois a exécuté 'drop' sur l'article 'Munitions de fusils d'assault' (#201567)
[20:33:46	]Thibault Dubois a perdu un 'Munitions de fusils d'assault' #201567.
[20:33:47	]Thibault Dubois a activé le mode observateur.
[20:33:47	]C13:i2.HERO-26 s'est give disinfected_bandage.
[20:33:48	]Capitaine Alexandre Lambert a gagné un 'Chargeur de G3' #201439.
[20:33:48	]Capitaine Alexandre Lambert a perdu un 'Chargeur de G3' #201438.
[20:33:48	]C13:i2.HERO-26 s'est give disinfected_bandage.
[20:33:49	]Thibault Dubois a désactivé le mode observateur à son point d'origine.
[20:33:50	]Thibault Dubois a utilisé une option de menu contextuel portant ce nom : remove
[20:33:51	]C13:i3.XRAY-75 a exécuté 'take' sur l'article 'Bandage désinfecté' (#201568)
[20:33:51	]C13:i3.XRAY-75 a gagné un 'Bandage désinfecté' #201568.
[20:33:51	]Capitaine Alexandre Lambert a gagné un 'Chargeur de G3' #201438.
[20:33:51	]Capitaine Alexandre Lambert a perdu un 'Chargeur de G3' #201439.
[20:33:52	]C13:i3.XRAY-75 a exécuté 'take' sur l'article 'Bandage désinfecté' (#201569)
[20:33:52	]C13:i3.XRAY-75 a gagné un 'Bandage désinfecté' #201569.
[20:33:52	]C13:i2.HERO-26 s'est give health_vial.
[20:33:52	]Martin Gagnon a ouvert le stockage 'Grosse caisse en bois' #10521.
[20:33:53	]Thibault Dubois a gagné un 'Chargeur de G3' #201449.
[20:33:53	]Thibault Dubois a perdu un 'Chargeur de G3' #201450.
[20:33:53	]C13:i2.HERO-26 s'est give painkillers.
[20:33:54	]Capitaine Alexandre Lambert a gagné un 'Chargeur de G3' #201439.
[20:33:54	]Capitaine Alexandre Lambert a perdu un 'Chargeur de G3' #201438.
[20:33:54	]C13:i2.HERO-26 s'est give morphine.
[20:33:54	]C13:i3.XRAY-75 a exécuté 'take' sur l'article 'Fiole de Biogel' (#201570)
[20:33:55	]Martin Gagnon a fermé le stockage 'Grosse caisse en bois' #10521.
[20:33:57	]C13:i3.XRAY-75 a exécuté 'combine' sur l'article 'Poche à Chargeurs' (#201499)
[20:33:59	]Martin Gagnon a ouvert le stockage 'Caisse en bois' #10520.
[20:33:59	]C13:i3.XRAY-75 a exécuté 'combine' sur l'article 'Trousse de Secours' (#201502)
[20:34:00	]C13:i3.XRAY-75 a exécuté 'combine' sur l'article 'Trousse de Secours' (#201502)
[20:34:00	]Martin Gagnon a fermé le stockage 'Caisse en bois' #10520.
[20:34:03	]C13:i3.XRAY-75 a exécuté 'take' sur l'article 'Fiole de Biogel' (#201570)
[20:34:03	]C13:i3.XRAY-75 a gagné un 'Fiole de Biogel' #201570.
[20:34:04	]C13:i3.XRAY-75 a exécuté 'take' sur l'article 'Analgésiques' (#201571)
[20:34:04	]C13:i3.XRAY-75 a gagné un 'Analgésiques' #201571.
[20:34:04	][OOC] Rusa Douc: j'arrive pas a me mettre en 1ere personne
[20:34:06	]C13:i2.HERO-26 is admin-searching C13:i3.XRAY-75's inventory.
[20:34:06	]C13:i2.HERO-26 a utilisé une option de menu contextuel portant ce nom : ixviewinventory
