[08:31:15	]Neo-Wolffe has connected.
[18:08:22	]C24:i1.VICTOR-88 ran 'combine' on item '17rnd USP Magazine' (#86735)
[18:08:23	]C24:i3.KING-58 has gained a '17rnd USP Magazine' #160939.
[18:08:23	]C24:i3.KING-58 has lost a '17rnd USP Magazine' #160938.
[18:08:23	]E-RP SLAYER has spawned a 'NPC [6487][npc_headcrab_fast]'.
[18:08:23	][IC] Jhony Caston: Bekle biraz.
[18:08:24	][IC] C24:i3.KING-58: <:: Dikkat et. ::>
[18:08:24	]C24:i1.VICTOR-88 ran 'combine' on item '17rnd USP Magazine' (#86737)
[18:08:24	]Alfred Caston is fully healed.
[18:08:24	]E-RP SLAYER has spawned a 'NPC [6500][npc_headcrab_fast]'.
[18:08:25	]C24:i1.VICTOR-88 ran 'combine' on item '17rnd USP Magazine' (#86738)
[18:08:27	][IC] C24:i3.KING-58: <:: Geride kal. ::>
[18:08:27	][LOOC] Jhony Caston: sadfasfasd
[18:08:27	]C24:i1.TAP-1 has critically hit npc_fastzombie dealing 8 damage (CritChance was 0.60).
[18:08:27	]C24:i1.TAP-1 has critically hit npc_fastzombie dealing 8 damage (CritChance was 0.60).
[18:08:27	]C24:i1.TAP-1 has hit npc_fastzombie dealing 6 damage (CritChance was 0.60).
[18:08:27	]C24:i1.TAP-1 has critically hit npc_fastzombie dealing 8 damage (CritChance was 0.60).
[18:08:27	]C24:i1.TAP-1 has critically hit npc_fastzombie dealing 8 damage (CritChance was 0.60).
[18:08:27	]C24:i1.TAP-1 has hit npc_fastzombie dealing 6 damage (CritChance was 0.60).
[18:08:27	]C24:i1.TAP-1 has hit npc_fastzombie dealing 6 damage (CritChance was 0.60).
[18:08:28	]C24:i1.VICTOR-88 has gained level 14 in the Silahlar skill.
[18:08:28	]C24:i1.VICTOR-88 has critically hit npc_headcrab_fast dealing 12 damage (CritChance was 0.66).
[18:08:31	][IC] Garrett Foster: Efendim bunu buldum.
[18:08:31	]Goblin [MG] loaded the character 'S10:SCN-7'
[18:08:31	]C24:i1.VICTOR-88 has gained a '17rnd USP Magazine' #86736.
[18:08:31	]C24:i1.VICTOR-88 has lost a '17rnd USP Magazine' #86738.
[18:08:32	]C24:i3.KING-58 used command '/ToggleRaise'.
[18:08:34	][IC] Garrett Foster: Koklasanıza bi.
[18:08:35	][Y] C24:i3.KING-58: <:: EXTRACTOR! ::>
[18:08:36	]S10:SCN-7 is fully healed.
[18:08:36	][IC] Garrett Foster: Muhteşem.
[18:08:37	]C24:i3.KING-58 used command '/ToggleRaise'.
[18:08:37	][IC] Alfred Caston: Olum size nolmuş laan.
[18:08:37	]C24:i1.VICTOR-88 ran 'combine' on item '17rnd USP Magazine' (#86736)
[18:08:39	]C24:i1.VICTOR-88 has hit npc_fastzombie dealing 9 damage (CritChance was 0.66).
[18:08:39	][IC] Jhony Caston: Alfred günaydın.
[18:08:39	]C24:i1.TAP-1 has hit npc_fastzombie dealing 6 damage (CritChance was 0.60).
[18:08:39	]C24:i1.TAP-1 has hit npc_fastzombie in the head dealing 10 damage (CritChance was 0.12).
[18:08:39	]C24:i1.TAP-1 has hit npc_fastzombie in the head dealing 10 damage (CritChance was 0.12).
[18:08:40	][IC] Alfred Caston: Göt olmuşsunuz laan.
[18:08:42	]C24:i1.VICTOR-88 has gained a '17rnd USP Magazine' #86738.
[18:08:42	]C24:i1.VICTOR-88 has lost a '17rnd USP Magazine' #86737.
[18:08:43	]C24:i3.KING-58 used command '/ToggleRaise'.
[18:08:43	][IC] Timothy Hudson: Cidden.
[18:08:43	]C24:i1.TAP-1 has hit npc_headcrab_fast dealing 6 damage (CritChance was 0.60).
[18:08:46	]C24:i1.VICTOR-88 ran 'combine' on item '17rnd USP Magazine' (#86738)
[18:08:47	]C24:i1.VICTOR-88 ran 'combine' on item '17rnd USP Magazine' (#86738)
[18:08:50	]C24:i3.KING-58 ran 'combine' on item '30rnd MP Magazine' (#160941)
[18:08:50	][IC] Jhony Caston: Cok yoruldum.
[18:08:51	]C24:i3.KING-58 ran 'combine' on item '30rnd MP Magazine' (#160932)
[18:08:51	]C24:i3.KING-58 ran 'combine' on item '30rnd MP Magazine' (#160932)
[18:08:52	]C24:i1.TAP-1 has gained a '8rnd Shotgun Magazine' #156809.
[18:08:52	]C24:i1.TAP-1 has lost a '8rnd Shotgun Magazine' #156807.
[18:08:52	][IC] Alfred Caston: Sİlahımı ver sen şunu al.
[18:08:57	]C24:i3.KING-58 ran 'combine' on item '17rnd USP Magazine' (#160937)
[18:08:58	]C24:i3.KING-58 ran 'combine' on item '17rnd USP Magazine' (#160939)
[18:08:58	][IC] Jhony Caston: Sırtımda ne yükü var bilmiyorsun.
[18:08:59	]C24:i3.KING-58 ran 'combine' on item '17rnd USP Magazine' (#160940)
[18:08:59	]C24:i1.TAP-1 ran 'combine' on item '8rnd Shotgun Magazine' (#156809)
[18:09:00	]C24:i1.TAP-1 ran 'combine' on item '8rnd Shotgun Magazine' (#156808)
[18:09:01	]C24:i1.TAP-1 has gained a '8rnd Shotgun Magazine' #156807.
[18:09:01	]C24:i1.TAP-1 has lost a '8rnd Shotgun Magazine' #156809.
[18:09:02	]C24:i3.KING-58 has gained a '17rnd USP Magazine' #160938.
[18:09:02	]C24:i3.KING-58 has lost a '17rnd USP Magazine' #160940.
[18:09:03	]Alfred Caston used command '/ToggleRaise'.
[18:09:06	][IC] Garrett Foster: Mükemmel mükemmel.
[18:09:07	]C24:i3.KING-58 used command '/ToggleRaise'.
[18:09:07	][ME] C24:i5.(X)KING-19: Silah sesleri duydukça gerilmeye başlar ve elleri hafifte olsa titriyordur
[18:09:08	]C24:i5.(X)KING-19 has gained a '17rnd USP Magazine' #147050.
[18:09:08	]C24:i5.(X)KING-19 has lost a '17rnd USP Magazine' #147058.
[18:09:09	][IC] Alfred Caston: Biliyorum.
[18:09:09	]C24:i3.KING-58 used command '/ToggleRaise'.
[18:09:11	]C24:i3.KING-58 used command '/ToggleRaise'.
[18:09:11	]C24:i3.KING-58 has gained a '30rnd MP Magazine' #160935.
[18:09:11	]C24:i3.KING-58 has lost a '30rnd MP Magazine' #160941.
[18:09:11	]C24:i5.(X)KING-19 ran 'combine' on item '17rnd USP Magazine' (#147050)
[18:09:12	]Alfred Caston used command '/CharSearch'.
[18:09:12	]C24:i5.(X)KING-19 ran 'combine' on item '17rnd USP Magazine' (#147051)
[18:09:14	][IC] C24:i3.KING-58: <:: Dikkat et! ::>
[18:09:14	]C24:i5.(X)KING-19 ran 'combine' on item '17rnd USP Magazine' (#147057)
[18:09:15	]C24:i5.(X)KING-19 has gained a '17rnd USP Magazine' #147058.
[18:09:15	]C24:i5.(X)KING-19 has lost a '17rnd USP Magazine' #147057.
[18:09:16	]S10:SCN-7 used command '/PM E-RP NOLUYOR ABİ ONA GÖRE ROL YAPACAM NOLUYO ŞUAN'.
[18:09:17	][ME] Jhony Caston: nişancı tüfeğini alfrede uzatır.
[18:09:19	]Jhony Caston ran 'drop' on item 'Mini-14' (#127632)
[18:09:19	]Jhony Caston has lost a 'Mini-14' #127632.
[18:09:20	][IC] Timothy Hudson: Siyahi şiddet.
[18:09:22	]Alfred Caston ran 'EquipUn' on item 'MP5A3' (#77552)
[18:09:22	]Alfred Caston has gained a '30rnd MP Magazine' #126031.
[18:09:23	]Jhony Caston has gained a 'MP5A3' #77552.
[18:09:23	]Alfred Caston has transferred a 'MP5A3' #77552 to a container with the name 'Jhony Caston's equip inventory' #10820.
[18:09:24	][IC] C24:i1.TAP-1: <:: 88, zırhını giy! ::>
[18:09:26	][ME] Jhony Caston: ayağa kalkar.
[18:09:26	]Jhony Caston has gained a '30rnd MP Magazine' #126031.
[18:09:26	]Alfred Caston has transferred a '30rnd MP Magazine' #126031 to a container with the name 'Jhony Caston's equip inventory' #10820.
[18:09:27	]Jhony Caston used command '/ExitAct'.
[18:09:27	]C24:i3.KING-58 has gained a '30rnd MP Magazine' #160941.
[18:09:27	]C24:i3.KING-58 has lost a '30rnd MP Magazine' #160934.
[18:09:28	]Jhony Caston has gained a '30rnd MP Magazine' #126043.
[18:09:28	]Alfred Caston has transferred a '30rnd MP Magazine' #126043 to a container with the name 'Jhony Caston's equip inventory' #10820.
[18:09:30	]Scientist has gone afk.
[18:09:31	]Jhony Caston ran 'take' on item 'Mini-14' (#127632)
[18:09:31	][Y] C24:i1.TAP-1: <:: Scanner! ::>
[18:09:33	][Y] C24:i1.TAP-1: <:: Durun! ::>
[18:09:33	]C24:i3.KING-58 ran 'combine' on item '30rnd MP Magazine' (#160941)
[18:09:34	]C24:i3.KING-58 ran 'combine' on item '30rnd MP Magazine' (#160935)
[18:09:36	]Alfred Caston ran 'take' on item 'Mini-14' (#127632)
[18:09:36	]Alfred Caston has gained a 'Mini-14' #127632.
[18:09:38	]Alfred Caston ran 'drop' on item '30rnd MP Magazine' (#142440)
[18:09:38	]Alfred Caston has lost a '30rnd MP Magazine' #142440.
[18:09:38	]Jhony Caston ran 'EquipUn' on item 'MP7A1' (#127843)
[18:09:39	]Jhony Caston ran 'drop' on item 'MP7A1' (#127843)
[18:09:39	]Jhony Caston has lost a 'MP7A1' #127843.
[18:09:40	][IC] Alfred Caston: Şunuda al.
[18:09:41	][IC] C24:i1.TAP-1: <:: Scanner. ::>
[18:09:42	]Jhony Caston ran 'Equip' on item 'MP5A3' (#77552)
[18:09:44	]Jhony Caston ran 'take' on item 'MP7A1' (#127843)
[18:09:44	]Jhony Caston has gained a 'MP7A1' #127843.
[18:09:49	]Garrett Foster ran 'Equip' on item 'Bavul' (#135126)
[18:09:49	]E-RP SLAYER used command '/Reply enfeksiyon patlak verdi, şehrin dışından patlama sesleri geliyor, rebeller önemli bi veri çaldılar ne olduğunu kimse bilmiyor'.
[18:09:52	][IC] Alfred Caston: Neler kald ısimdi.
[18:09:53	][Y] C24:i3.KING-58: <:: Yeniden doldurma için çekiliyorum! ::>
[18:09:53	][IC] C24:i1.TAP-1: <:: Bize vatandaşların yerini tespit et ve plazaya gelmelerini söyle. ::>
[18:09:53	]Jhony Caston ran 'EquipUn' on item 'MP5A3' (#77552)
[18:09:54	]Frank Furt exited observer at their location.
[18:09:54	]Jhony Caston ran 'drop' on item 'MP5A3' (#77552)
[18:09:54	]Jhony Caston has lost a 'MP5A3' #77552.
[18:09:54	]Frank Furt entered observer.
[18:09:56	]Jhony Caston ran 'take' on item 'MP5A3' (#77552)
[18:09:56	]Jhony Caston has gained a 'MP5A3' #77552.
[18:09:56	][IC] C24:i1.TAP-1: <:: Biz gidemiyoruz. ::>
[18:09:58	][IC] C24:i1.TAP-1: <:: Gaz dolu! ::>
[18:10:00	]Jhony Caston ran 'Equip' on item 'MP7A1' (#127843)
[18:10:01	]Jhony Caston has lost a '30rnd MP Magazine' #126031.
[18:10:01	][IC] C24:i5.UNION-35: <:: Bilmiyorum bir yere otur ve bekle. ::>
[18:10:02	]Frank Furt exited observer at their location.
[18:10:04	]Frank Furt ran 'Equip' on item 'Frag Grenade' (#92885)
[18:10:05	][IC] S10:SCN-7: Acknowledged.
[18:10:05	]Jhony Caston ran 'take' on item '30rnd MP Magazine' (#142440)
[18:10:05	]Jhony Caston has gained a '30rnd MP Magazine' #142440.
[18:10:05	][IC] C24:i1.TAP-1: <:: Filtre işlemiyor! ::>
[18:10:06	]Alfred Caston opened the 'Büyük Metal Dolap' #9689 container.
[18:10:06	]Alfred Caston closed the 'Büyük Metal Dolap' #9689 container.
[18:10:07	]Frank Furt ran 'Equip' on item 'Incendiary Grenade' (#92884)
[18:10:08	]Jhony Caston ran 'take' on item '30rnd MP Magazine' (#112011)
[18:10:09	]Frank Furt ran 'EquipUn' on item 'Frag Grenade' (#92885)
[18:10:09	]Frank Furt ran 'Equip' on item 'Incendiary Grenade' (#92884)
[18:10:10	]Jhony Caston ran 'drop' on item 'Tıbbi Direnişçi Üniforması' (#29807)
[18:10:10	]Jhony Caston has lost a 'Tıbbi Direnişçi Üniforması' #29807.
[18:10:12	]Frank Furt ran 'EquipUn' on item 'Incendiary Grenade' (#92884)
[18:10:12	]Jhony Caston ran 'take' on item '30rnd MP Magazine' (#112011)
[18:10:12	]Jhony Caston has gained a '30rnd MP Magazine' #112011.
[18:10:13	]Frank Furt ran 'Equip' on item 'Frag Grenade' (#92885)
[18:10:13	]Alfred Caston opened the 'Büyük Metal Dolap' #9688 container.
[18:10:16	]Alfred Caston closed the 'Büyük Metal Dolap' #9688 container.
[18:10:18	][IC] Garrett Foster: Birim.
[18:10:18	]Jhony Caston opened the 'Büyük Metal Dolap' #9680 container.
[18:10:19	]Alfred Caston opened the 'Büyük Metal Dolap' #9678 container.
[18:10:19	]Frank Furt entered observer.
[18:10:20	]Jhony Caston closed the 'Büyük Metal Dolap' #9680 container.
[18:10:22	][ME] Mahmud Youssef: koltuğa geçip oturur, yayılır.
[18:10:22	]E-RP SLAYER has spawned a 'NPC [6478][npc_fastzombie_torso]'.
[18:10:23	]Alfred Caston closed the 'Büyük Metal Dolap' #9678 container.
[18:10:24	][IC] C24:i5.UNION-35: <:: Hmph. ::>
[18:10:24	]C24:i1.TAP-1 has gained a '8rnd Shotgun Magazine' #156809.
[18:10:24	]C24:i1.TAP-1 has lost a '8rnd Shotgun Magazine' #156808.
[18:10:24	]C24:i1.VICTOR-88 has hit npc_fastzombie_torso in the chest dealing 12 damage (CritChance was 0.40).
[18:10:26	]E-RP SLAYER has fired a toolgun with the name: vjstool_npcmover
[18:10:28	]Scientist loaded the character 'Koh'Lach'
[18:10:28	]Koh'Lach is no longer afk. Total time spent AFK: 355
[18:10:29	][IC] Garrett Foster: Daha ne kadar bekleriz.
[18:10:29	]Alfred Caston opened the 'Büyük Metal Dolap' #9680 container.
[18:10:31	]C24:i3.KING-58 has gained level 44 in the Hız skill.
[18:10:32	]Alfred Caston has gained a 'UMP-45' #76908 from a container with the name 'Büyük Metal Dolap' #9680.
[18:10:33	]C24:i1.TAP-1 has gained a '20rnd Glock Magazine' #132238.
[18:10:33	]C24:i1.TAP-1 has lost a '20rnd Glock Magazine' #132241.
[18:10:34	]C24:i1.VICTOR-88 has critically hit npc_fastzombie_torso in the right arm dealing 10 damage (CritChance was 0.40).
[18:10:34	]Alfred Caston has transferred a '30rnd MP Magazine' #142438 to a container with the name 'Büyük Metal Dolap' #9680.
[18:10:34	]S10:SCN-7 used command '/PM E-RP Peki sese çekebilirmisin aktif roldeyimde gm ile beraber kalayim'.
[18:10:36	]Alfred Caston has transferred a '30rnd MP Magazine' #142439 to a container with the name 'Büyük Metal Dolap' #9680.
[18:10:36	]Alfred Caston has transferred a '30rnd MP Magazine' #142445 to a container with the name 'Büyük Metal Dolap' #9680.
[18:10:37	]Alfred Caston has gained a 'Makeshift AK' #116058 from a container with the name 'Büyük Metal Dolap' #9680.
[18:10:37	]C24:i1.VICTOR-88 has hit npc_fastzombie_torso in the right arm dealing 6 damage (CritChance was 0.40).
[18:10:39	]C24:i1.VICTOR-88 has gained level 15 in the Silahlar skill.
[18:10:39	]C24:i1.VICTOR-88 has hit npc_fastzombie_torso in the head dealing 15 damage (CritChance was 0.13).
[18:10:41	]Alfred Caston has gained a 'Makeshift AK' #119096 from a container with the name 'Büyük Metal Dolap' #9680.
[18:10:42	]C24:i1.VICTOR-88 has hit npc_fastzombie_torso in the head dealing 15 damage (CritChance was 0.13).
[18:10:43	]C24:i3.KING-58 used the 'Sivil Koruma Tedarikçisi' vendor.
[18:10:43	]Alfred Caston closed the 'Büyük Metal Dolap' #9680 container.
[18:10:44	]C24:i1.VICTOR-88 has gained a '17rnd USP Magazine' #86737.
[18:10:44	]C24:i1.VICTOR-88 has lost a '17rnd USP Magazine' #86738.
[18:10:46	][IC] C24:i5.UNION-35: <:: Bilmiyorum  birazdan gelir bir yere otur ve bekle. ::>
[18:10:46	]C24:i3.KING-58 has gained 0 chips.
[18:10:47	]C24:i3.KING-58 has gained a 'Sub-machinegun Bullets' #162357.
[18:10:47	]C24:i3.KING-58 has gained 0 chips.
[18:10:47	]C24:i3.KING-58 has gained a 'Sub-machinegun Bullets' #162358.
[18:10:47	]C24:i3.KING-58 has gained 0 chips.
[18:10:47	]C24:i3.KING-58 has gained a 'Sub-machinegun Bullets' #162359.
[18:10:48	]YANLIZ GEZEN has connected.
[18:10:49	]C24:i3.KING-58 has gained 0 chips.
[18:10:49	]C24:i3.KING-58 has gained a '9mm Pistol Bullets' #162360.
[18:10:49	]Alfred Caston opened the 'Büyük Metal Dolap' #9680 container.
[18:10:50	]C24:i1.VICTOR-88 has critically hit npc_headcrab_fast dealing 12 damage (CritChance was 0.66).
[18:10:52	]Alfred Caston closed the 'Büyük Metal Dolap' #9680 container.
[18:10:53	]Alfred Caston opened the 'Büyük Metal Dolap' #9680 container.
[18:10:54	]C24:i3.KING-58 ran 'combine' on item 'Sub-machinegun Bullets' (#160921)
[18:10:56	]C24:i1.TAP-1 has gained a '20rnd Glock Magazine' #132241.
[18:10:56	]C24:i1.TAP-1 has lost a '20rnd Glock Magazine' #132238.
[18:10:57	]C24:i3.KING-58 ran 'combine' on item 'Sub-machinegun Bullets' (#162359)
[18:10:58	]Alfred Caston ran 'drop' on item 'Duplet' (#144825)
[18:10:58	]C24:i1.VICTOR-88 ran 'combine' on item '17rnd USP Magazine' (#86737)
[18:10:58	]Alfred Caston closed the 'Büyük Metal Dolap' #9680 container.
[18:10:58	]E-RP SLAYER exited observer at their location.
[18:11:00	]S10:SCN-7 used command '/Dispatch CITIZEN RELOCATION'.
[18:11:00	]C24:i3.KING-58 used the 'Sivil Koruma Tedarikçisi' vendor.
[18:11:01	]Alfred Caston ran 'take' on item 'Duplet' (#144825)
[18:11:02	]C24:i3.KING-58 has gained 0 chips.
[18:11:02	]C24:i3.KING-58 has gained a '9mm Pistol Bullets' #162361.
[18:11:02	]C24:i3.KING-58 has gained 0 chips.
[18:11:02	]C24:i3.KING-58 has gained a '9mm Pistol Bullets' #162362.
[18:11:03	][IC] C24:i1.VICTOR-88: <:: Hassiktir! ::>
[18:11:04	]C24:i1.TAP-1 used command '/ToggleRaise'.
[18:11:06	]E-RP SLAYER entered observer.
[18:11:06	]C24:i5.(X)KING-19 has gained a '17rnd USP Magazine' #147057.
[18:11:06	]C24:i5.(X)KING-19 has lost a '17rnd USP Magazine' #147058.
[18:11:07	]C24:i3.KING-58 ran 'combine' on item '9mm Pistol Bullets' (#160926)
[18:11:07	]E-RP SLAYER entered observer.
[18:11:08	]Alfred Caston ran 'drop' on item 'Makeshift AK' (#119096)
[18:11:08	]Alfred Caston has lost a 'Makeshift AK' #119096.
[18:11:08	]C24:i3.KING-58 used the 'Sivil Koruma Tedarikçisi' vendor.
[18:11:09	][Y] C24:i1.TAP-1: <:: Nerede bu! ::>
[18:11:10	][ME] Valeria Martin: koltuğa yavaşca uzanır
[18:11:11	]C24:i3.KING-58 has gained 0 chips.
[18:11:11	]C24:i3.KING-58 has gained a 'Buckshot Shotgun Shells' #162363.
[18:11:11	]C24:i3.KING-58 has gained 0 chips.
[18:11:11	]C24:i3.KING-58 has gained a 'Buckshot Shotgun Shells' #162364.
[18:11:12	][IC] Jhony Caston: Dostum o sikindirik maske korumaz seni.
[18:11:13	]Valeria Martin used command '/ExitAct'.
[18:11:16	][IC] C24:i1.VICTOR-88: <:: Dikkat et! Soldan geliyor galiba! ::>
[18:11:17	]Alfred Caston ran 'drop' on item '#46186 Kimlik Kartı' (#161823)
[18:11:17	]Alfred Caston has lost a '#46186 Kimlik Kartı' #161823.
[18:11:17	]C24:i1.TAP-1 has gained a 'EOTech 553 (HOLO)' #158561.
[18:11:17	]C24:i3.KING-58 ran 'split' on item '9mm Pistol Bullets' (#162361)
[18:11:17	]C24:i3.KING-58 has gained a '9mm Pistol Bullets' #162365.
[18:11:18	]C24:i1.TAP-1 has lost a 'EOTech 553 (HOLO)' #158561.
[18:11:18	][IC] Timothy Hudson: Vay amına, nasıl tek-.
[18:11:19	]Alfred Caston ran 'drop' on item '#67840 Kimlik Kartı' (#158026)
[18:11:19	]Alfred Caston has lost a '#67840 Kimlik Kartı' #158026.
[18:11:20	]C24:i3.KING-58 used the 'Sivil Koruma Tedarikçisi' vendor.
[18:11:21	][IC] Jhony Caston: Bekle.
[18:11:21	][IC] Garrett Foster: Zekamı kaybetmeye başlıyorum bekledikçe.
[18:11:24	][ME] C24:i5.(X)KING-19: Etrafa tedirgince bakıyor.
[18:11:26	][IC] Timothy Hudson: Normal var.
[18:11:26	][IC] C24:i1.TAP-1: <:: Bilmiyorum üstten duydum. ::>
[18:11:26	]Jhony Caston ran 'drop' on item 'Çelik' (#140426)
[18:11:26	]Jhony Caston has lost a 'Çelik' #140426.
[18:11:26	]Alfred Caston ran 'drop' on item 'Sigara' (#136236)
[18:11:26	]Alfred Caston has lost a 'Sigara' #136236.
[18:11:32	]Alfred Caston ran 'combine' on item 'Bavul' (#106594)
[18:11:34	]Alfred Caston ran 'take' on item 'Makeshift AK' (#119096)
[18:11:34	]Alfred Caston has gained a 'Makeshift AK' #119096.
[18:11:37	]Alfred Caston ran 'take' on item 'Duplet' (#144825)
[18:11:37	]Alfred Caston has gained a 'Duplet' #144825.
[18:11:37	][IC] Timothy Hudson: Fakat yüzeyde kaldı.
[18:11:41	]C24:i3.KING-58 used the 'HERO (KAHRAMAN) Tedarikçisi' vendor.
[18:11:42	][IC] Timothy Hudson: Antidot şırıngam var.
[18:11:43	]C24:i3.KING-58 has gained 0 chips.
[18:11:43	]C24:i3.KING-58 has gained a 'Frag Grenade' #162366.
[18:11:43	]C24:i3.KING-58 has gained 0 chips.
[18:11:43	]C24:i3.KING-58 has gained a 'Frag Grenade' #162367.
[18:11:43	]C24:i3.KING-58 has gained 0 chips.
[18:11:44	]C24:i3.KING-58 has gained a 'Frag Grenade' #162368.
[18:11:44	]Jhony Caston ran 'drop' on item 'M40 Gaz Maskesi' (#113678)
[18:11:44	]Jhony Caston has lost a 'M40 Gaz Maskesi' #113678.
[18:11:45	]Alfred Caston opened the 'Büyük Metal Dolap' #9680 container.
[18:11:48	]C24:i3.KING-58 ran 'Equip' on item 'Frag Grenade' (#162366)
[18:11:48	]Alfred Caston closed the 'Büyük Metal Dolap' #9680 container.
[18:11:49	][IC] Timothy Hudson: Eğer çok sikilirsem.
[18:11:49	][ME] C24:i5.UNION-35: adamı dinlemediği dışarıdan belli oluyordur
[18:11:49	]C24:i1.VICTOR-88 has critically hit npc_headcrab_fast dealing 12 damage (CritChance was 0.66).
[18:11:50	]Alfred Caston opened the 'Dosya Dolabı' #9695 container.
[18:11:52	][IC] Timothy Hudson: Sağol.
[18:11:52	]Alfred Caston closed the 'Dosya Dolabı' #9695 container.
[18:11:53	]YANLIZ GEZEN (STEAM_0:0:550211013) has disconnected.
[18:11:53	][IC] Jhony Caston: Al.
[18:11:55	]C24:i1.VICTOR-88 has gained a '17rnd USP Magazine' #86738.
[18:11:55	]C24:i1.VICTOR-88 has lost a '17rnd USP Magazine' #86737.
[18:11:57	]C24:i1.VICTOR-88 ran 'combine' on item '17rnd USP Magazine' (#86738)
[18:11:59	]Alfred Caston opened the 'Dosya Dolabı' #9696 container.
[18:11:59	]C24:i3.KING-58 has gained a '30rnd MP Magazine' #160934.
[18:11:59	]C24:i3.KING-58 has lost a '30rnd MP Magazine' #160941.
[18:12:00	][IC] C24:i5.(X)KING-19: <:: Senin ne işin var. ::>
[18:12:01	]Alfred Caston closed the 'Dosya Dolabı' #9696 container.
[18:12:02	]C24:i1.VICTOR-88 ran 'Write' on item 'LİSTE' (#92554)
[18:12:03	]Alfred Caston used command '/ToggleRaise'.
[18:12:03	]Jhony Caston ran 'take' on item 'Çelik' (#140426)
[18:12:03	]Jhony Caston has gained a 'Çelik' #140426.
[18:12:04	][IC] C24:i5.(X)KING-19: <:: Geç içeri. ::>
[18:12:04	]C24:i5.UNION-35 used command '/ActStand'.
[18:12:04	]Timothy Hudson ran 'take' on item 'M40 Gaz Maskesi' (#113678)
[18:12:04	]Timothy Hudson has gained a 'M40 Gaz Maskesi' #113678.
[18:12:05	]Alfred Caston opened the 'Büyük Metal Dolap' #9751 container.
[18:12:07	]S10:SCN-7 used command '/PM E-RP Abi çekebilirmisin her yapacağım rol için sizleri bilgilendirsem olur bence hatta daha iyi olur anons felan atacak olurum ondan'.
[18:12:08	]Garrett Foster entered observer.
[18:12:09	]C24:i3.KING-58 used command '/ToggleRaise'.
[18:12:11	]Alfred Caston has gained a 'Yellow Hazmat Uniform' #149099 from a container with the name 'Büyük Metal Dolap' #9751.
[18:12:12	]C24:i3.KING-58 used command '/ToggleRaise'.
[18:12:17	]C24:i5.(X)KING-19 has gained a '17rnd USP Magazine' #147058.
[18:12:17	]C24:i5.(X)KING-19 has lost a '17rnd USP Magazine' #147057.
