[13:28:08	]DavşanAbi has connected.
[17:08:15	]CWU:INDUSTRIAL.4543 has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[17:08:18	][IC] muhamet sofracıbaşı: Atarım.
[17:08:19	][IC] C24:RCT.YELLO-59: <:: Anlamadım, nasıl kaybetmiş? ::>
[17:08:20	][IC] Ali Bayraktar: Siktir.
[17:08:20	]CWU:INDUSTRIAL.4543 has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[17:08:22	][IC] Daniel Reynolds: Herkesten herşeyi bekliyorum.
[17:08:23	][IC] C24:i1.HELIX-12: <:: Siyah sınıf. ::>
[17:08:23	][IC] Ali Bayraktar: Altıma sıçtım.
[17:08:25	]CWU:INDUSTRIAL.4543 has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[17:08:30	][IC] Ali Bayraktar: ...
[17:08:31	]CWU:INDUSTRIAL.4543 has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[17:08:32	][IC] C24:i1.HELIX-12: <:: Sosyo puanı fazla düşerse bir vatandaşın. ::>
[17:08:33	]Vasile Grigore exited observer at their location.
[17:08:35	][IC] Daniel Reynolds: Yanii.
[17:08:36	][IC] C24:i1.HELIX-12: <:: Siyah sınıfa düşer. ::>
[17:08:37	][IC] Daniel Reynolds: Neyse.
[17:08:38	]CWU:INDUSTRIAL.4543 has spawned 'models/jq/hlvr/props/xenpack/xen_web_disc001_filled.mdl'.
[17:08:40	]CWU:INDUSTRIAL.4543 has spawned 'models/jq/hlvr/props/xenpack/xen_web_floor_wall001.mdl'.
[17:08:40	][IC] C24:i1.HELIX-12: <:: Böylelerini hor gör. ::>
[17:08:41	]CWU:INDUSTRIAL.4543 has spawned 'models/jq/hlvr/props/xenpack/xen_web_flat_posable.mdl'.
[17:08:43	]Harry Gutenberg ran 'Open' on item 'CMRU PDA' (#25360)
[17:08:43	][IC] Williams  O'Sullivan: Panin1.
[17:08:46	][IC] C24:RCT.YELLO-59: <:: Anladım. ::>
[17:08:47	][IC] Williams  O'Sullivan: Ow!
[17:08:49	]CWU:INDUSTRIAL.4543 ran 'take' on item 'detectorItemName' (#41639)
[17:08:49	]CWU:INDUSTRIAL.4543 has gained a 'detectorItemName' #41639.
[17:08:51	][IC] C24:i1.HELIX-12: <:: Kılavuzu incele. ::>
[17:08:51	][IC] Williams  O'Sullivan: Ow!
[17:08:52	]Norgaun has used a context menu option with the name: rb655_door_unlock
[17:08:52	][IC] Williams  O'Sullivan: Ow!
[17:08:52	]CWU:INDUSTRIAL.4543 ran 'drop' on item 'detectorItemName' (#41639)
[17:08:52	]CWU:INDUSTRIAL.4543 has lost a 'detectorItemName' #41639.
[17:08:53	]Norgaun has used a context menu option with the name: rb655_door_unlock
[17:08:54	][IC] Williams  O'Sullivan: Ow!
[17:08:55	][IC] Ali Bayraktar: Pekala.
[17:08:55	][IC] Williams  O'Sullivan: Ow!
[17:08:56	][IC] C24:i1.HELIX-12: <:: Sınıflar hakkında her şey yazıyor. ::>
[17:08:56	]Harry Gutenberg ran 'Open' on item 'CMRU PDA' (#25360)
[17:08:57	][IC] Ali Bayraktar: Artık özgürüz.
[17:08:59	]CWU:INDUSTRIAL.4543 exited observer at their location.
[17:09:00	]Daniel Reynolds used command '/PlyTransfer Reynolds medical'.
[17:09:01	]Ali Bayraktar ran 'drop' on item 'Siyah Dolgulu Pantolon' (#41684)
[17:09:01	]Ali Bayraktar has lost a 'Siyah Dolgulu Pantolon' #41684.
[17:09:02	]Ali Bayraktar ran 'drop' on item 'Gaz maskesi' (#41682)
[17:09:02	]Ali Bayraktar has lost a 'Gaz maskesi' #41682.
[17:09:04	][IC] C24:RCT.YELLO-59: <:: Bakacağım efendim. ::>
[17:09:04	]Ali Bayraktar has used a context menu option with the name: remove
[17:09:04	]Bigman94 (TR) created the character 'Leo Bob'
[17:09:04	]Bigman94 (TR) loaded the character 'Leo Bob'
[17:09:04	]Leo Bob has gained a 'Açık Gri Kol Bandı' #41695.
[17:09:04	]Leo Bob has gained a '#40583 Kimlik Kartı' #41696.
[17:09:04	]Leo Bob has gained a 'Kırmızı Tulum' #41697.
[17:09:04	]Leo Bob has gained a 'Kırmızı tulum pantolonu' #41698.
[17:09:04	]Leo Bob has gained a 'Kahverengi Deri Çizme' #41699.
[17:09:05	]Ali Bayraktar has used a context menu option with the name: remove
[17:09:07	][IC] Williams  O'Sullivan: Romatizmam.
[17:09:08	][IC] Daniel Reynolds: Daniel Reynolds.
[17:09:12	][IC] Ali Bayraktar: Diktatörlük dışında.
[17:09:14	][IC] C24:RCT.YELLO-59: <:: Eğitimden sonra tekrar gözden geçireceğim. ::>
[17:09:15	][IC] Ali Bayraktar: Evet.
[17:09:19	]Lynx (STEAM_0:1:578875274) has disconnected (timed out).
[17:09:22	][IC] C24:RCT.YELLO-59: <:: Şimdi ne yapacağız peki? ::>
[17:09:25	][IC] Vasile Grigore: Selam.
[17:09:26	][IC] Ali Bayraktar: O lağımda yaşaya yaşaya.
[17:09:31	][IC] Ali Bayraktar: Ciğerlerim.
[17:09:31	][IC] Vasile Grigore: Nereye?
[17:09:35	][IC] Ali Bayraktar: Zehirli gazla doldu.
[17:09:36	][IC] C24:i1.HELIX-12: <:: Şehir sessiz bir şey çıkmaz. ::>
[17:09:38	]Daniel Reynolds entered observer.
[17:09:39	]muhamet sofracıbaşı used command '/ActSit'.
[17:09:42	][IC] Vasile Grigore: İyi misin sen.
[17:09:46	][IC] C24:i1.HELIX-12: <:: Marjinal durumdayız o yüzden yinede tetikte ol. ::>
[17:09:49	][IC] Ali Bayraktar: Outlands vardı..
[17:09:49	][IC] muhamet sofracıbaşı: Yok atarım.
[17:09:51	][IC] Ali Bayraktar: Fakat.
[17:09:51	][IC] Vasile Grigore: Hm.
[17:09:51	][IC] C24:RCT.YELLO-59: <:: Anlaşıldı. ::>
[17:09:54	][IC] Ali Bayraktar: Orasıda çok kirli.
[17:09:55	][IC] Vasile Grigore: Anladım.
[17:09:56	][IC] Ali Bayraktar: Gaz maskesi.
[17:09:57	][IC] muhamet sofracıbaşı: Evet.
[17:09:57	][IC] Ali Bayraktar: Lazım.
[17:10:00	][IC] Vasile Grigore: Bıçak ne oldu?
[17:10:02	][IC] muhamet sofracıbaşı: Muhamet.
[17:10:05	]S10/OWS.GHOST-77 opened the 'Orta Dosya Dolabı' #4719 container.
[17:10:06	][IC] Ali Bayraktar: Yok.
[17:10:09	]CWU:INDUSTRIAL.4543 entered observer.
[17:10:09	]S10/OWS.GHOST-77 closed the 'Orta Dosya Dolabı' #4719 container.
[17:10:09	]Vasile Grigore has gained a 'Mutfak Bıçağı' #41700.
[17:10:12	][IC] Ali Bayraktar: Orda yaşıyordum.
[17:10:17	][IC] Ali Bayraktar: Avucumun içi gibi biliyorum.
[17:10:18	]Norgaun has used a context menu option with the name: rb655_door_unlock
[17:10:18	]CWU:INDUSTRIAL.4543 ran SAM command 'goto' with arguments: '77'
[17:10:19	][IC] Vasile Grigore: Daha bıçağım yok.
[17:10:20	]Daniel Reynolds ran SAM command 'asay' with arguments: 'niye hala marjinal? suç falan işlenmedi sk ölmedi'
[17:10:25	][ME] Jerry Lawyer: anahtarını cebinden çıkartır.
[17:10:27	][IC] C24:RCT.YELLO-59: <:: Buyur. ::>
[17:10:30	][IC] Vasile Grigore: Tamam.
[17:10:30	]C24:i1.HELIX-12 ran SAM command 'asay' with arguments: 'SK ölmesine gerek yok çünkü'
[17:10:36	][IC] Vasile Grigore: Ben eve gidiyorum.
[17:10:37	]C24:i1.HELIX-12 ran SAM command 'asay' with arguments: 'Düşük seviyeli anti sivil aktivite gerekiyor'
[17:10:40	][IC] Vasile Grigore: Halletmem gereken bir kaç şey var.
[17:10:41	][IC] Ali Bayraktar: Pekala.
[17:10:44	][IC] Ali Bayraktar: Teslim olucam.
[17:10:45	]C24:i1.HELIX-12 ran SAM command 'asay' with arguments: 'Az önce oldu'
[17:10:46	][ME] Jerry Lawyer: anahtarı kapıya sokar ve çevirir.
[17:10:47	][IC] Ali Bayraktar: Bekle.
[17:10:48	]Williams  O'Sullivan ran 'drop' on item 'Kahverengi Ayakkabı' (#41214)
[17:10:48	]Williams  O'Sullivan has lost a 'Kahverengi Ayakkabı' #41214.
[17:10:50	]CWU:INDUSTRIAL.4543 used command '/PM ali seni bekliyorum'.
[17:10:50	]Daniel Reynolds ran SAM command 'asay' with arguments: 'ney mesela'
[17:10:52	]Leo Bob has acquired his ration, gaining 0 credits, 0 wages and a ration ration.
[17:10:53	][IC] Vasile Grigore: Ehh..
[17:10:53	][IT] Norgaun: Ortamda bir şey fark ediyorsun... Sanki buraya ait olmayan bir şey... (perception zarı atabilirsin)
[17:10:55	][IC] Ali Bayraktar: Gitsib.
[17:10:55	]C24:i1.HELIX-12 ran SAM command 'asay' with arguments: 'ney ney mesela amk'
[17:10:56	]CWU:INDUSTRIAL.4543 exited observer at their location.
[17:10:56	]Williams  O'Sullivan ran 'drop' on item 'Bitki Saksısı' (#41681)
[17:10:56	]Williams  O'Sullivan has lost a 'Bitki Saksısı' #41681.
[17:10:57	][IC] Ali Bayraktar: Ölmek daha iyi.
[17:10:58	][IC] C24:RCT.YELLO-59: <:: Efendim. ::>
[17:11:00	][IC] Ali Bayraktar: Baksana şuraya.
[17:11:00	]CWU:INDUSTRIAL.4543 has used a context menu option with the name: rb655_door_unlock
[17:11:01	][IC] Vasile Grigore: Teşekkürler ama ihtiyacım yok.
[17:11:04	]Jerry Lawyer has spawned a frag_grenade.
[17:11:04	]Williams  O'Sullivan ran 'take' on item 'Bitki Saksısı' (#41681)
[17:11:04	]Williams  O'Sullivan has gained a 'Bitki Saksısı' #41681.
[17:11:06	][ME] Muhammed Anderson: ayağını yere sertçe vurur
[17:11:06	]C24:i1.HELIX-12 ran SAM command 'asay' with arguments: 'Ateş açtılar 404'de'
[17:11:06	]Leo Bob ran 'take' on item 'Rasyon' (#41702)
[17:11:06	]Leo Bob has gained a 'Rasyon' #41702.
[17:11:06	]Williams  O'Sullivan ran 'take' on item 'Kahverengi Ayakkabı' (#41214)
[17:11:06	]Williams  O'Sullivan has gained a 'Kahverengi Ayakkabı' #41214.
[17:11:08	]C24:i1.HELIX-12 ran SAM command 'asay' with arguments: 'daha ne olacak'
[17:11:09	][IT] Norgaun: Perception zarında en az 10 atman gerekiyor.
[17:11:10	]CWU:INDUSTRIAL.4543 entered observer.
[17:11:11	]Jerry Lawyer has spawned a frag_grenade.
[17:11:12	][IC] Ali Bayraktar: Efendim...
[17:11:13	]Daniel Reynolds ran SAM command 'asay' with arguments: 'tamam'
[17:11:15	][IC] C24:i1.HELIX-12: <:: Evet. ::>
[17:11:16	]Leo Bob ran 'Equip' on item 'Açık Gri Kol Bandı' (#41695)
[17:11:19	][IC] Ali Bayraktar: Aranan bir direnişçi değilim fakat.
[17:11:19	]Leo Bob ran 'EquipUn' on item 'Açık Gri Kol Bandı' (#41695)
[17:11:24	][IC] Ali Bayraktar: Direniş için çalıştım.
[17:11:27	][IC] Ali Bayraktar: Teslim oluyorum.
[17:11:29	]Williams  O'Sullivan ran 'take' on item 'Plastik Kova' (#41704)
[17:11:29	]Williams  O'Sullivan has gained a 'Plastik Kova' #41704.
[17:11:30	]S10/OWS.GHOST-77 opened the 'Orta Dosya Dolabı' #4719 container.
[17:11:31	]Vasile Grigore ran SAM command 'asay' with arguments: 'peki neden mavide ota 404e giriyor'
[17:11:31	][IC] C24:i1.HELIX-12: <:: Ciddi misin sen? ::>
[17:11:35	][IC] Ali Bayraktar: Maalesef.
[17:11:35	]Norgaun has spawned 'models/props_equipment/surgicaltray_01.mdl'.
[17:11:36	]Jerry Lawyer has spawned 'models/props_equipment/surgicaltray_01.mdl'.
[17:11:40	][IC] C24:i1.HELIX-12: <:: Benimle kafa mı buluyorsun. ::>
[17:11:45	][IC] Ali Bayraktar: Hayır.
[17:11:46	]Vasile Grigore ran SAM command 'asay' with arguments: 'sivil koruma ekiplerinin ölmesi gerekir endüstriyel bir yere otanın girmesi için'
[17:11:47	][IC] Ali Bayraktar: Asla.
[17:11:50	][IC] C24:i1.HELIX-12: <:: Ampute edilmek mi istiyorsun. ::>
[17:11:53	]Vasile Grigore ran SAM command 'asay' with arguments: 'hiçbir şart karşılanmadan kafanıza göre operasyon yapmayın mrp oynamıyoruz'
[17:11:58	][IC] C24:i1.HELIX-12: <:: Pekala. ::>
[17:11:58	][LOOC] Norgaun: deathguard
[17:11:58	]S10/OWS.GHOST-77 closed the 'Orta Dosya Dolabı' #4719 container.
[17:12:00	][IC] C24:i1.HELIX-12: <:: Duvara geç. ::>
[17:12:00	][IC] Ali Bayraktar: Teslim oluyorum.
[17:12:01	]Vasile Grigore has gained level 25 in the Hız skill.
[17:12:03	][LOOC] Norgaun: perception zarı atacak mısın
[17:12:05	][LOOC] muhamet sofracıbaşı: evet
[17:12:06	]CWU:INDUSTRIAL.4543 is admin-searching Ali Bayraktar's inventory.
[17:12:06	]CWU:INDUSTRIAL.4543 has used a context menu option with the name: ixviewinventory
[17:12:07	][IC] Ali Bayraktar: Anlatabilirim.
[17:12:07	][IC] C24:i1.HELIX-12: <:: Acemi. ::>
[17:12:08	]Vasile Grigore entered observer.
[17:12:08	]Jerry Lawyer has fired a toolgun with the name: weld
[17:12:09	]Jerry Lawyer has fired a toolgun with the name: weld
[17:12:09	][IC] C24:i1.HELIX-12: <:: Kelepçele. ::>
[17:12:10	]Jerry Lawyer has fired a toolgun with the name: weld
[17:12:10	]CWU:INDUSTRIAL.4543 has closed Ali Bayraktar's inventory.
[17:12:10	][LOOC] muhamet sofracıbaşı: banamı dsedin fgkjnfrghlk
[17:12:11	]Jerry Lawyer has fired a toolgun with the name: weld
[17:12:13	][IC] C24:RCT.YELLO-59: <:: Tamamdır. ::>
[17:12:13	]civilnetworks.net sadscientist loaded the character 'Mark Chekov'
[17:12:15	][LOOC] Norgaun: evet aksldhjashn
[17:12:19	]CWU:INDUSTRIAL.4543 exited observer at their location.
[17:12:22	][LOOC] C24:i1.HELIX-12: me kullanmayı unutma
[17:12:22	]C24:RCT.YELLO-59 ran 'Use' on item 'Lastik Kelepçe' (#41313)
[17:12:26	]Mark Chekov opened the 'Kişisel Depo' stash.
[17:12:28	][ME] C24:RCT.YELLO-59: kelepçeler
[17:12:31	]CWU:INDUSTRIAL.4543 ran SAM command 'asay' with arguments: 'birisi sivil medikale geçsin'
[17:12:33	]CWU:INDUSTRIAL.4543 ran SAM command 'asay' with arguments: 'vardiya oalcak'
[17:12:34	][IC] C24:i1.HELIX-12: <:: Evet. ::>
[17:12:35	]muhamet sofracıbaşı rolled 13 out of 20 (+0 from Algı).
[17:12:35	]muhamet sofracıbaşı used command '/Roll perception'.
[17:12:37	][IC] C24:RCT.YELLO-59: <:: Kelepçeledim. ::>
[17:12:38	]Mark Chekov closed the 'Kişisel Depo' stash.
[17:12:43	][IC] C24:RCT.YELLO-59: <:: Duvarda kal. ::>
[17:12:44	][IC] C24:i1.HELIX-12: <:: Senin kol bandın nerde çullama? ::>
[17:12:50	]Vasile Grigore is admin-searching muhamet sofracıbaşı's inventory.
[17:12:50	]Vasile Grigore has used a context menu option with the name: ixviewinventory
[17:12:50	]Leo Bob ran 'Equip' on item 'Açık Gri Kol Bandı' (#41695)
[17:12:53	][IC] C24:i1.HELIX-12: <:: Tak o halde. ::>
[17:12:54	]Daniel Reynolds ran SAM command 'asay' with arguments: 'bende cmudayım ya ztn'
[17:12:56	][IT] Norgaun: Yerde duran bir kart buluyorsun. Askeri bir karta benziyor.
[17:12:57	]Vasile Grigore has closed muhamet sofracıbaşı's inventory.
[17:12:58	][IC] C24:i1.HELIX-12: <:: Ne dolabı? ::>
[17:12:58	]Norgaun has spawned a militarykey.
[17:13:00	]CWU:INDUSTRIAL.4543 ran SAM command 'asay' with arguments: 'binaya gel'
[17:13:03	]Daniel Reynolds used command '/PM vasile bende geleyimmi sese'.
[17:13:03	]Jerry Lawyer has used a context menu option with the name: remove
[17:13:04	][IC] muhamet sofracıbaşı: Hmm.
[17:13:05	]Jerry Lawyer entered observer.
[17:13:06	][IT] Norgaun: Tespit Başarılı
[17:13:07	]Jerry Lawyer exited observer at their location.
[17:13:07	][IC] C24:RCT.YELLO-59: <:: Efendim ne yapalım şimdi? ::>
[17:13:07	]Jerry Lawyer entered observer.
[17:13:08	]Jerry Lawyer exited observer at their location.
[17:13:09	][IC] C24:i1.HELIX-12: <:: Nerden buluyorsan bul dolabı. ::>
[17:13:10	]Vasile Grigore used command '/PM daniel bir şey konuşmuyoruz'.
[17:13:11	]CWU:INDUSTRIAL.4543 has spawned 'models/jq/hlvr/props/xenpack/xen_tendril_01.mdl'.
[17:13:11	][IC] C24:i1.HELIX-12: <:: Beni ilgilendirmez. ::>
[17:13:14	]CWU:INDUSTRIAL.4543 has spawned 'models/jq/hlvr/props/xenpack/xen_strand_anchor008.mdl'.
[17:13:14	]Vasile Grigore used command '/PM daniel sonra konuşucaz'.
[17:13:14	][ME] muhamet sofracıbaşı: kartı alır
[17:13:15	]CWU:INDUSTRIAL.4543 has spawned 'models/jq/hlvr/props/xenpack/xen_tendril_01.mdl'.
[17:13:17	]muhamet sofracıbaşı used command '/ExitAct'.
[17:13:18	]CWU:INDUSTRIAL.4543 entered observer.
[17:13:18	]Jerry Lawyer opened the 'Bira Kutusu' stash.
[17:13:18	]Jerry Lawyer closed the 'Bira Kutusu' stash.
[17:13:18	][IC] C24:RCT.YELLO-59: <:: Kelepçeledim. ::>
[17:13:19	][IC] C24:i1.HELIX-12: <:: Nexus'a sorgu odasına götür. ::>
[17:13:19	]muhamet sofracıbaşı ran 'take' on item 'Key-card for Military Crate' (#41705)
[17:13:19	]muhamet sofracıbaşı has gained a 'Key-card for Military Crate' #41705.
[17:13:22	][IC] C24:i1.HELIX-12: <:: Kafasına torba geçir. ::>
[17:13:24	][IC] Mark Chekov: SK.
[17:13:24	]CWU:INDUSTRIAL.4543 exited observer at their location.
[17:13:28	][IC] Mark Chekov: Destek masası bakar mısınız.
[17:13:30	]C24:RCT.YELLO-59 ran 'Use' on item 'Draw String Canvas Bag' (#41343)
[17:13:30	]Daniel Reynolds ran SAM command 'asay' with arguments: 'hangisi'
[17:13:30	]muhamet sofracıbaşı used command '/ActSit'.
[17:13:31	][IC] C24:i1.HELIX-12: <:: Evet. ::>
[17:13:34	][ME] C24:RCT.YELLO-59: torba geçirir kafasına
[17:13:35	][IC] C24:i1.HELIX-12: <:: Senin kol bandın nerede. ::>
[17:13:35	]CWU:INDUSTRIAL.4543 ran SAM command 'asay' with arguments: 'bina kanka?'
[17:13:36	][IC] C24:i1.HELIX-12: <:: Vatandaş. ::>
[17:13:36	]CWU:INDUSTRIAL.4543 ran SAM command 'asay' with arguments: 'cmru'
[17:13:37	]muhamet sofracıbaşı used command '/ExitAct'.
[17:13:38	]CWU:INDUSTRIAL.4543 ran SAM command 'asay' with arguments: 'hangisi'
[17:13:40	]muhamet sofracıbaşı ran 'take' on item 'Frag Grenade' (#41703)
[17:13:40	]muhamet sofracıbaşı has gained a 'Frag Grenade' #41703.
[17:13:43	]Daniel Reynolds exited observer at their location.
[17:13:43	][IC] Mark Chekov: Düşürdüm.
[17:13:46	][ME] C24:RCT.YELLO-59: kolundan tutar
[17:13:47	][IC] C24:RCT.YELLO-59: <:: Yürü. ::>
[17:13:48	][ME] muhamet sofracıbaşı: güler
[17:13:49	][IC] muhamet sofracıbaşı: Evet.
[17:13:51	][IC] Mark Chekov: Hastanedeyken alındı yada.
[17:13:52	][IC] C24:i1.HELIX-12: <:: Kimliğini doğrula. ::>
[17:13:55	]Mark Chekov used command '/ID'.
[17:14:00	][IC] C24:i1.HELIX-12: <:: Yürü! ::>
[17:14:00	]Norgaun used command '/CheckCrime'.
[17:14:03	][ME] muhamet sofracıbaşı: görünmiycek şekilde cebine koyar
[17:14:03	][LOOC] C24:RCT.YELLO-59: l sürükleyimmi?
[17:14:09	][LOOC] C24:i1.HELIX-12: evet
[17:14:11	][IC] muhamet sofracıbaşı: Tamam.
[17:14:12	][IC] Ali Bayraktar: Önümü göremiyorum.
[17:14:15	][IC] Ali Bayraktar: Hah tamam.
[17:14:19	][IC] C24:RCT.YELLO-59: <:: Bişey olmaz. ::>
[17:14:22	][LOOC] Daniel Reynolds: missclick
[17:14:22	][IC] C24:RCT.YELLO-59: <:: Görmesende olur. ::>
[17:14:25	]CWU:INDUSTRIAL.4543 used command '/PlyTransfer 4543 medical'.
[17:14:27	][IC] Ali Bayraktar: Pekala efendim.
[17:14:30	]C24:i1.HELIX-12 used the 'Destek Masası Dağıtıcısı' vendor.
[17:14:32	][IC] muhamet sofracıbaşı: Destek masasında yan yanalarken atıcam.
[17:14:32	]C24:i1.HELIX-12 has gained 0 chips.
[17:14:33	]C24:i1.HELIX-12 has gained a 'Açık Gri Kol Bandı' #41706.
[17:14:33	][IC] C24:RCT.YELLO-59: <:: Geç şöyle. ::>
[17:14:38	][IC] muhamet sofracıbaşı: Tamam.
[17:14:39	][IC] Daniel Reynolds: Hayır.
[17:14:39	]C24:i1.HELIX-12 ran 'drop' on item 'Açık Gri Kol Bandı' (#41706)
[17:14:39	]C24:i1.HELIX-12 has lost a 'Açık Gri Kol Bandı' #41706.
[17:14:42	][IC] Mark Chekov: Bunu çöpün yanında buldum ve eski iş eşyalarımı teslim etmeye geldim.
[17:14:43	][IC] C24:RCT.YELLO-59: <:: Dur burda. ::>
[17:14:43	][ME] C24:i1.HELIX-12: Masaya bırakır
[17:14:44	]Mark Chekov ran 'take' on item 'Açık Gri Kol Bandı' (#41706)
[17:14:44	]Mark Chekov has gained a 'Açık Gri Kol Bandı' #41706.
[17:14:48	]Vasile Grigore used command '/CheckCrime'.
[17:14:48	]Norgaun exited observer at their location.
[17:14:49	]Mark Chekov ran 'drop' on item 'Bozuk SMG' (#38554)
[17:14:49	]Mark Chekov has lost a 'Bozuk SMG' #38554.
[17:14:50	]Enistein has unloaded their "Norgaun" character.
[17:14:50	][IC] C24:RCT.YELLO-59: <:: Geç duvara. ::>
[17:14:51	]Mark Chekov ran 'drop' on item 'CMRU PDA' (#38170)
[17:14:51	]Mark Chekov has lost a 'CMRU PDA' #38170.
[17:14:52	][IC] Daniel Reynolds: Pekala.
[17:14:52	]Mark Chekov ran 'drop' on item 'CMRU Radyosu' (#38171)
[17:14:52	]Mark Chekov has lost a 'CMRU Radyosu' #38171.
[17:14:52	]Jerry Lawyer entered observer.
[17:14:55	]C24:i1.HELIX-12 used command '/ActStand 3'.
[17:14:55	]Enistein loaded the character 'C24:i5.UNION-79'
[17:14:57	]C24:i1.HELIX-12 used command '/ExitAct'.
[17:14:57	][IC] C24:RCT.YELLO-59: <:: Bekle beni burada. ::>
[17:15:01	][IC] Ali Bayraktar: Tamam.
[17:15:01	]C24:i1.HELIX-12 ran 'take' on item 'Bozuk SMG' (#38554)
[17:15:01	]C24:i1.HELIX-12 has gained a 'Bozuk SMG' #38554.
[17:15:01	][IC] Mark Chekov: Eski iş eşyalarım.
[17:15:02	]C24:i1.HELIX-12 ran 'take' on item 'CMRU PDA' (#38170)
[17:15:02	]C24:i1.HELIX-12 has gained a 'CMRU PDA' #38170.
[17:15:03	]C24:i5.UNION-79 used command '/CheckCrime'.
[17:15:03	]C24:i1.HELIX-12 ran 'take' on item 'CMRU Radyosu' (#38171)
[17:15:03	]C24:i1.HELIX-12 has gained a 'CMRU Radyosu' #38171.
[17:15:04	]Williams  O'Sullivan opened the 'Kişisel Depo' stash.
[17:15:05	][ME] Muhammed Anderson: gözlerini kapatıp birazcık uyumaya başlar
[17:15:06	][IC] Mark Chekov: Smbada çalışıyordum.
[17:15:06	][IC] C24:i1.HELIX-12: <:: Ciddi olamazsın. ::>
[17:15:08	]Williams  O'Sullivan closed the 'Kişisel Depo' stash.
[17:15:09	][IC] Daniel Reynolds: Vardiyayla ilgileneceğim demi.
[17:15:10	][IC] C24:i1.HELIX-12: <:: Hangi çöp? ::>
[17:15:12	][ME] muhamet sofracıbaşı: gitmeden önce kenara geçer ve kafasını kazır
[17:15:12	]C24:i5.UNION-79 used command '/Radio 10-8'.
[17:15:13	][IC] C24:RCT.YELLO-59: <:: Efendim odaya götürdüm. ::>
[17:15:14	]muhamet sofracıbaşı ran 'Style' on item 'Hairdresser tools' (#41664)
[17:15:17	][IC] Daniel Reynolds: Tamam.
[17:15:18	]C24:i1.HELIX-12 used command '/Radio 79'.
[17:15:20	][IC] Mark Chekov: Çöpün yanında bir kutu.
[17:15:21	]muhamet sofracıbaşı ran 'Style' on item 'Hairdresser tools' (#41664)
[17:15:23	][IC] Mark Chekov: Açıktı.
[17:15:27	][IC] Mark Chekov: Baktım onu buldum.
[17:15:30	][IC] Daniel Reynolds: Hm.
[17:15:31	]C24:i1.HELIX-12 used command '/Radio Sorgu alacaksın sorgu odasına 10-76'.
[17:15:34	][IC] C24:i1.HELIX-12: <:: Bir şahıs. ::>
[17:15:35	]C24:i5.UNION-79 used command '/Radio Copy'.
[17:15:38	]Daniel Reynolds has given himself a head_gasmask.
[17:15:38	]Daniel Reynolds has gained a 'Gaz maskesi' #41707.
[17:15:42	]CWU:INDUSTRIAL.4543 entered observer.
[17:15:42	][IC] Mark Chekov: Kutunun içinde.
[17:15:43	]Williams  O'Sullivan has gained a 'Teneke Kutu' #41708.
[17:15:45	][IC] Daniel Reynolds: Bunun gibimi.
[17:15:46	]Daniel Reynolds entered observer.
[17:15:47	]Daniel Reynolds exited observer at their location.
[17:15:48	][IC] C24:RCT.YELLO-59: <:: Tamamdır. ::>
[17:15:49	][W] muhamet sofracıbaşı: Yaşasın direniş.
[17:15:49	][IC] CWU:INDUSTRIAL.4543: He.
[17:15:49	][W] C24:i1.HELIX-12: <:: İsyancılar ile çalıştığı hakkında buraya geldi. ::>
[17:15:50	]Daniel Reynolds ran 'drop' on item 'Gaz maskesi' (#41707)
[17:15:50	]Daniel Reynolds has lost a 'Gaz maskesi' #41707.
[17:15:51	]Williams  O'Sullivan has gained level 12 in the Hız skill.
[17:15:52	][IC] C24:RCT.YELLO-59: <:: Gel şöyle. ::>
[17:15:52	]muhamet sofracıbaşı ran 'Equip' on item 'Frag Grenade' (#41703)
[17:15:53	][IC] C24:i5.UNION-79: <:: Hmph. ::>
[17:15:53	][IC] CWU:INDUSTRIAL.4543: M40.
[17:15:54	][IC] CWU:INDUSTRIAL.4543: Tak.
[17:15:57	][ME] muhamet sofracıbaşı: bombanın pimini çeker
[17:15:57	][W] C24:i1.HELIX-12: <:: Teslim oldu. ::>
