[16:13:41	]Jhonny has connected.
[23:01:10	][IC] C24:i3.UNION-66: <:: Cp ye at. ::>
[23:01:15	]C24:i4.XRAY-91 used command '/Request test test test test'.
[23:01:18	][IC] C24:i3.UNION-66: <:: Responding. ::>
[23:02:09	][IC] C24:i3.UNION-66: <:: Veriliyor. ::>
[23:02:15	][IC] C24:i3.UNION-66: <:: -1 atıyorum geri. ::>
[23:02:50	][IC] C24:i3.UNION-66: <:: Eskiye döndürdüm. ::>
[23:03:03	]C24:i3.UNION-66 used command '/PTCreate'.
[23:03:05	]C24:i3.UNION-66 used command '/PTCreate 5'.
[23:03:08	][IC] C24:i3.UNION-66: <:: 5 açtım. ::>
[23:03:23	]C24:i3.UNION-66 used command '/PTLeave'.
[23:03:48	]Hoo Lee Fuk loaded the character 'S10/ORD.HURRICANE-36'
[23:03:51	][IC] C24:i3.UNION-66: <:: Hayır ama. ::>
[23:03:54	][IC] C24:i3.UNION-66: <:: Sivilin rasyonunu. ::>
[23:03:58	][IC] C24:i3.UNION-66: <:: Artırabiliyoruz galiba. ::>
[23:04:11	]C24:RL.XRAY-57 used command '/PlyWhitelist jury ministry'.
[23:04:15	]C24:RL.XRAY-57 used command '/PlyWhitelist jury protection'.
[23:04:30	]C24:RL.XRAY-57 used command '/PlyWhitelist jury ministry of civil protection'.
[23:04:35	]C24:RL.XRAY-57 used command '/PlyWhitelist jury cremator'.
[23:04:49	]C24:RL.XRAY-57 used command '/PlyWhitelist jury overwatch'.
[23:05:13	]C24:i3.UNION-66 has gained a '30rnd MP-şarjörü' #15663.
[23:05:13	]C24:i3.UNION-66 has lost a '30rnd MP-şarjörü' #15653.
[23:05:18	]C24:i3.UNION-66 has gained a '30rnd MP-şarjörü' #15653.
[23:05:18	]C24:i3.UNION-66 has lost a '30rnd MP-şarjörü' #15663.
[23:05:21	][IC] C24:i3.UNION-66: <:: Evet. ::>
[23:06:20	]DavşanAbi created the character 'C24.CREMATOR:673'
[23:06:20	]DavşanAbi loaded the character 'C24.CREMATOR:673'
[23:06:29	][IC] C24:i3.UNION-66: <:: Bu arada rasyonlar çok iyi şuanda. ::>
[23:06:51	][IC] C24:i3.UNION-66: <:: Normal vatandaşken ölmüyorsunda ama açlık hep ucunda kalıyor. ::>
[23:06:59	][IC] C24:i3.UNION-66: <:: Skiller nerf yiyiyor. ::>
[23:07:09	][IC] C24:i3.UNION-66: <:: Evet. ::>
[23:07:20	][IC] C24:i3.UNION-66: <:: Hayır. ::>
[23:07:24	][IC] C24:i3.UNION-66: <:: Title violation var. ::>
[23:07:32	][IC] C24:i3.UNION-66: <:: Otomatik değil. ::>
[23:07:45	][IC] C24:i3.UNION-66: <:: Title violation daha iyi oluyor. ::>
[23:07:49	][IC] C24:i3.UNION-66: <:: Iş vardiyasında bakıyorum. ::>
[23:08:10	]DavşanAbi loaded the character 'C24:CpT.JURY-173'
[23:08:37	]S10/ORD.HURRICANE-36 used command '/CharSearch'.
[23:08:40	]S10/ORD.HURRICANE-36 used command '/CharDesc'.
[23:08:43	]S10/ORD.HURRICANE-36 used command '/CharDesc'.
[23:08:47	][IC] C24:i3.UNION-66: <:: Dış görünüş yazıyorum ben. ::>
[23:08:54	]C24:i3.UNION-66 used command '/CharDesc'.
[23:09:22	][IC] C24:i3.UNION-66: <:: Birde anonim. ::>
[23:09:23	]S10/ORD.HURRICANE-36 has changed S10/ORD.HURRICANE-36's bodygroups.
[23:09:25	][IC] C24:i3.UNION-66: <:: Olduğumuzdan. ::>
[23:09:26	]C24:RL.XRAY-57 has used a context menu option with the name: remove
[23:09:27	]C24:RL.XRAY-57 has used a context menu option with the name: remove
[23:09:27	][IC] C24:i3.UNION-66: <:: Açıklamayı. ::>
[23:09:28	]C24:RL.XRAY-57 has used a context menu option with the name: remove
[23:09:31	][IC] C24:i3.UNION-66: <:: Kısa yazıyorum. ::>
[23:09:53	]DavşanAbi has unloaded their "C24:CpT.JURY-173" character.
[23:09:59	]DavşanAbi loaded the character 'Noir Lime'
[23:10:04	]C24:RL.XRAY-57 entered observer.
[23:10:05	]C24:RL.XRAY-57 exited observer at their location.
[23:10:06	]Noir Lime ran SAM command 'admin' with arguments: ''
[23:10:07	]C24:RL.XRAY-57 ran SAM command 'bring' with arguments: 'noir'
[23:10:13	]C24:i3.UNION-66 used command '/CharDesc'.
[23:10:14	]Noir Lime ran SAM command 'unadmin' with arguments: ''
[23:10:19	][IC] C24:RL.XRAY-57: <:: A. ::>
[23:10:20	]S10/ORD.HURRICANE-36 used command '/Punch'.
[23:10:24	][IC] S10/ORD.HURRICANE-36: <:: Get down! ::>
[23:10:26	][IC] S10/ORD.HURRICANE-36: <:: Get down! ::>
[23:10:43	][IC] C24:i3.UNION-66: <:: Hayır. ::>
[23:10:45	][IC] C24:i3.UNION-66: <:: Sivilken. ::>
[23:10:48	][IC] C24:i3.UNION-66: <:: Geçiyorum. ::>
[23:10:51	][IC] C24:i3.UNION-66: <:: Hayır. ::>
[23:10:54	]Scientist has unloaded their "C24:i3.UNION-66" character.
[23:10:59	]Scientist loaded the character 'Albert Black'
[23:11:02	][IC] Albert Black: Aha.
[23:11:03	]C24:RL.XRAY-57 ran SAM command 'bring' with arguments: 'albert'
[23:11:03	]Noir Lime ran SAM command 'bring' with arguments: 'albert'
[23:11:04	][IC] Albert Black: O bu g oldu.
[23:11:08	][IC] Albert Black: Nexusta doğdum.
[23:11:10	][IC] Albert Black: Evet.
[23:11:13	][IC] Albert Black: Isim yok.
[23:11:14	][IC] Albert Black: Ama.
[23:11:17	][IC] Albert Black: Açıklama var.
[23:11:20	][IC] Albert Black: Birde bir bug var.
[23:11:25	][IC] Albert Black: Hayır.
[23:11:28	][IC] S10/ORD.HURRICANE-36: <:: Copy that. ::>
[23:11:35	][IC] Albert Black: Başka karakterin olduğu yerde doğuyorsun bazen.
[23:11:36	][IC] S10/ORD.HURRICANE-36: <:: Copy, accepted. Updating cognitive suppression biodats. Update complete in t-minus three seconds. Dissonance resolved. ::>
[23:11:43	][IC] Albert Black: Şimdi nexusta doğdum.
[23:11:44	]C24:RL.XRAY-57 is fully healed.
[23:11:46	][IC] Albert Black: Mewoyada bir kere olmuştu.
[23:11:57	][IC] Albert Black: Bilinmeyen.
[23:12:03	][IC] S10/ORD.HURRICANE-36: <:: Get down! ::>
[23:12:03	][IC] Albert Black: Açıklama var.
[23:12:08	][IC] Albert Black: Açıklamaya. Koyaırm ben.
[23:12:08	][IC] C24:RL.XRAY-57: <:: Flash. ::>
[23:12:11	][IC] Albert Black: Anonimlik için.
[23:12:14	]C24:RL.XRAY-57 ran SAM command 'return' with arguments: 'albert'
[23:12:15	]C24:RL.XRAY-57 entered observer.
[23:12:21	]C24:RL.XRAY-57 ran SAM command 'bring' with arguments: 'albert'
[23:12:22	][IC] S10/ORD.HURRICANE-36: <:: Bravo. ::>
[23:12:27	][IC] S10/ORD.HURRICANE-36: <:: Get down! ::>
[23:12:29	]S10/ORD.HURRICANE-36 used command '/Punch'.
[23:12:31	]Scientist has unloaded their "Albert Black" character.
[23:12:31	][IC] S10/ORD.HURRICANE-36: <:: Stop. ::>
[23:12:32	]S10/ORD.HURRICANE-36 used command '/Punch'.
[23:12:33	]C24:RL.XRAY-57 exited observer at their location.
[23:12:33	]Noir Lime was just knocked out due to: hit by punch command used by S10/ORD.HURRICANE-36
[23:12:35	]Scientist loaded the character 'C24:i3.UNION-66'
[23:12:38	]C24:i3.UNION-66 used command '/CharDesc'.
[23:12:44	]S10/ORD.HURRICANE-36 has lost a '30rnd Pulse-Şarjörü' #16724.
[23:12:44	]S10/ORD.HURRICANE-36 has gained a '30rnd Pulse-Şarjörü' #16723.
[23:12:47	]S10/ORD.HURRICANE-36 has gained a '30rnd Pulse-Şarjörü' #16724.
[23:12:47	]S10/ORD.HURRICANE-36 has lost a '30rnd Pulse-Şarjörü' #16723.
[23:12:54	]Noir Lime used command '/CharGetUp'.
[23:12:56	]C24:i3.UNION-66 used command '/CharDesc'.
[23:12:59	]Noir Lime ran SAM command 'hp' with arguments: 'Noir' '200'
[23:13:00	]Noir Lime used command '/CharGetUp'.
[23:13:01	]Noir Lime used command '/CharGetUp'.
[23:13:02	]Noir Lime used command '/CharGetUp'.
[23:13:04	]Noir Lime is fully healed.
[23:13:07	]C24:RL.XRAY-57 entered observer.
[23:13:09	]DavşanAbi has unloaded their "Noir Lime" character.
[23:13:11	]C24:RL.XRAY-57 exited observer at their location.
[23:13:13	]DavşanAbi loaded the character 'C24:CpT.JURY-173'
[23:13:15	][IC] S10/ORD.HURRICANE-36: <:: Hm. ::>
[23:13:29	][IC] C24:i3.UNION-66: <:: Biliyorum. ::>
[23:13:30	][IC] C24:i3.UNION-66: <:: Burayı. ::>
[23:13:36	][IC] C24:i3.UNION-66: <:: Kontrol. ::>
[23:13:37	][IC] C24:i3.UNION-66: <:: Noktası. ::>
[23:14:07	]C24:RL.XRAY-57 entered observer.
[23:14:07	]C24:RL.XRAY-57 exited observer at their location.
[23:14:15	][IC] C24:i3.UNION-66: <:: Ben bunu yazdım. ::>
[23:14:57	]S10/ORD.HURRICANE-36 has gained a '30rnd Pulse-Şarjörü' #16723.
[23:14:57	]S10/ORD.HURRICANE-36 has lost a '30rnd Pulse-Şarjörü' #16724.
[23:15:02	]S10/ORD.HURRICANE-36 has gained a '30rnd Pulse-Şarjörü' #16724.
[23:15:02	]S10/ORD.HURRICANE-36 has lost a '30rnd Pulse-Şarjörü' #16723.
[23:15:11	][IC] C24:i3.UNION-66: <:: Oda işte. ::>
[23:15:17	][IC] C24:i3.UNION-66: <:: Kanalizasyon. ::>
[23:15:27	]C24:i3.UNION-66 has gained level 18 in the Hız skill.
[23:15:30	]S10/ORD.HURRICANE-36 has gained a '30rnd Pulse-Şarjörü' #16723.
[23:15:30	]S10/ORD.HURRICANE-36 has lost a '30rnd Pulse-Şarjörü' #16724.
[23:15:37	][IC] C24:i3.UNION-66: <:: Burada 2 pt iken. ::>
[23:15:40	][IC] C24:i3.UNION-66: <:: 1 pt sıfırlanmıştı. ::>
[23:15:46	][IC] C24:i3.UNION-66: <:: Koşa koşa kaçmıştık buraya. ::>
[23:15:57	]C24:RL.XRAY-57 entered observer.
[23:15:57	]C24:RL.XRAY-57 exited observer at their location.
[23:15:58	]C24:RL.XRAY-57 entered observer.
[23:16:04	]C24:RL.XRAY-57 exited observer at their location.
[23:16:07	]C24:CpT.JURY-173 ran SAM command 'goto' with arguments: '66'
[23:16:15	]C24:RL.XRAY-57 ran SAM command 'bring' with arguments: 'hurricane'
[23:16:16	]C24:CpT.JURY-173 ran SAM command 'bring' with arguments: '36'
[23:16:19	]C24:RL.XRAY-57 entered observer.
[23:16:21	]C24:RL.XRAY-57 ran SAM command 'bring' with arguments: 'hurricane'
[23:16:22	]C24:RL.XRAY-57 exited observer at their location.
[23:16:24	]C24:CpT.JURY-173 ran SAM command 'bring' with arguments: '36'
[23:16:29	][IC] C24:i3.UNION-66: <:: Patroller. ::>
[23:16:35	][IC] C24:i3.UNION-66: <:: Değil. ::>
[23:17:10	]C24:CpT.JURY-173 ran SAM command 'bring' with arguments: '36'
[23:17:11	]S10/ORD.HURRICANE-36 has taken 45 damage from worldspawn.
[23:17:23	]C24:RL.XRAY-57 entered observer.
[23:17:24	]C24:RL.XRAY-57 ran SAM command 'bring' with arguments: 'hurricane'
[23:17:25	][IC] C24:CpT.JURY-173: <:: Move back, right now! ::>
[23:17:25	]C24:RL.XRAY-57 exited observer at their location.
[23:17:36	]C24:RL.XRAY-57 entered observer.
[23:17:36	]C24:RL.XRAY-57 exited observer at their location.
[23:17:36	]C24:CpT.JURY-173 ran SAM command 'hp' with arguments: '36' '150'
[23:17:43	]S10/ORD.HURRICANE-36 is fully healed.
[23:17:55	][IC] C24:i3.UNION-66: <:: Kodes. ::>
[23:18:21	]C24:RL.XRAY-57 entered observer.
[23:18:23	]C24:RL.XRAY-57 exited observer at their location.
[23:18:29	][IC] C24:i3.UNION-66: <:: Nova. ::>
[23:18:34	][IC] C24:i3.UNION-66: <:: PROspeke tren var. ::>
[23:18:40	][IC] C24:i3.UNION-66: <:: Rogue cp göndermiştik. ::>
[23:18:49	]C24:CpT.JURY-173 ran SAM command 'admin' with arguments: ''
[23:18:50	]C24:RL.XRAY-57 entered observer.
[23:18:58	]C24:RL.XRAY-57 exited observer at their location.
[23:19:13	][IC] C24:i3.UNION-66: <:: Evet. ::>
[23:19:18	]C24:i3.UNION-66 ran 'EquipUn' on item 'MP5A3' (#15649)
[23:19:18	]C24:i3.UNION-66 has gained a '30rnd MP-şarjörü' #15663.
[23:19:18	]C24:i3.UNION-66 ran 'EquipUn' on item 'Stunstick' (#14559)
[23:19:19	]C24:i3.UNION-66 ran 'EquipUn' on item 'Combine PDA' (#14475)
[23:19:21	]C24:i3.UNION-66 ran 'Equip' on item 'Stunstick' (#14559)
[23:19:22	]C24:i3.UNION-66 ran 'Equip' on item 'Combine PDA' (#14475)
[23:19:22	]C24:i3.UNION-66 ran 'Equip' on item 'MP5A3' (#15649)
[23:19:28	][IC] C24:i3.UNION-66: <:: Yeme. ::>
[23:19:29	][IC] C24:i3.UNION-66: <:: K. ::>
[23:19:40	]C24:RL.XRAY-57 has acquired his ration, gaining 0 credits, 0 wages and a civil_protection_ration ration.
[23:19:42	]C24:CpT.JURY-173 ran SAM command 'unadmin' with arguments: ''
[23:19:46	]C24:CpT.JURY-173 ran SAM command 'admin' with arguments: ''
[23:19:50	]C24:CpT.JURY-173 ran SAM command 'unadmin' with arguments: ''
[23:19:53	]C24:RL.XRAY-57 ran 'Open' on item 'Sivil Koruma Rasyonu' (#18229)
[23:19:53	]C24:RL.XRAY-57 has gained a 'Metropolice Takviyeleri' #18230.
[23:19:53	]C24:RL.XRAY-57 has gained a 'Soda Bob Brawn' #18231.
[23:19:53	]C24:RL.XRAY-57 has gained a '20 Kredi Kuponu' #18232.
[23:19:54	][IC] C24:i3.UNION-66: <:: Kapat açma shift e herşeyte. ::>
[23:19:56	][IC] C24:i3.UNION-66: <:: Combine lockta. ::>
[23:19:56	]C24:RL.XRAY-57 ran 'Consume' on item 'Soda Bob Brawn' (#18231)
[23:19:56	]C24:RL.XRAY-57 has gained a level 1 long boost in Algı.
[23:19:56	]C24:RL.XRAY-57 has gained a level 2 long boost in Çeviklik.
[23:19:56	]C24:RL.XRAY-57 ran 'Consume' on item 'Metropolice Takviyeleri' (#18230)
[23:19:56	]C24:RL.XRAY-57 has gained a level 3 long boost in Güç.
[23:20:00	][IC] C24:i3.UNION-66: <:: Evet. ::>
[23:20:03	]C24:CpT.JURY-173 has turned a ration dispenser off.
[23:20:04	][IC] C24:i3.UNION-66: <:: Otomatik. ::>
[23:20:05	]S10/ORD.HURRICANE-36 has turned a ration dispenser on.
[23:20:09	][IC] C24:i3.UNION-66: <:: Loyalistede farklı veriyor. ::>
[23:20:19	]C24:CpT.JURY-173 has acquired his ration, gaining 0 credits, 0 wages and a civil_protection_ration ration.
[23:20:25	][IC] C24:i3.UNION-66: <:: Ahil kapısı mı. ::>
[23:20:27	][IC] C24:i3.UNION-66: <:: Sahil. ::>
[23:20:30	]C24:RL.XRAY-57 has turned a ration dispenser off.
[23:20:32	]C24:CpT.JURY-173 ran 'take' on item 'Sivil Koruma Rasyonu' (#18233)
[23:20:32	]C24:CpT.JURY-173 has gained a 'Sivil Koruma Rasyonu' #18233.
[23:20:40	]C24:RL.XRAY-57 has turned a ration dispenser on.
[23:20:41	]C24:RL.XRAY-57 entered observer.
[23:20:43	]C24:CpT.JURY-173 ran SAM command 'admin' with arguments: ''
[23:20:48	]C24:RL.XRAY-57 exited observer at their location.
[23:20:50	]C24:CpT.JURY-173 ran SAM command 'unadmin' with arguments: ''
[23:20:50	]C24:RL.XRAY-57 ran SAM command 'bring' with arguments: 'i3'
[23:20:51	]C24:CpT.JURY-173 has turned a ration dispenser off.
[23:20:52	]C24:RL.XRAY-57 ran SAM command 'bring' with arguments: 'ord'
[23:20:54	]C24:RL.XRAY-57 ran SAM command 'bring' with arguments: 'cpt'
[23:21:16	]C24:CpT.JURY-173 ran 'Open' on item 'Sivil Koruma Rasyonu' (#18233)
[23:21:16	]C24:CpT.JURY-173 has gained a 'Metropolice Takviyeleri' #18234.
[23:21:16	]C24:CpT.JURY-173 has gained a 'Soda Bob Brawn' #18235.
[23:21:16	]C24:CpT.JURY-173 has gained a '20 Kredi Kuponu' #18236.
[23:21:42	]C24:CpT.JURY-173 ran SAM command 'admin' with arguments: ''
[23:21:46	][IC] C24:i3.UNION-66: <:: ADminister yeri. ::>
[23:21:47	][IC] C24:i3.UNION-66: <:: Kötü ama. ::>
[23:21:50	][IC] C24:i3.UNION-66: <:: Adamın ayağı kaysa. ::>
[23:21:54	]C24:CpT.JURY-173 ran SAM command 'admin' with arguments: ''
[23:22:11	][OOC] C24:i3.UNION-66: administer yeri kötü ama administerın ayağı kaysa ölecek
[23:22:13	]C24:RL.XRAY-57 entered observer.
[23:22:14	]C24:RL.XRAY-57 exited observer at their location.
[23:22:15	]C24:RL.XRAY-57 entered observer.
[23:22:15	]C24:RL.XRAY-57 exited observer at their location.
[23:22:22	]C24:CpT.JURY-173 ran SAM command 'unadmin' with arguments: ''
[23:22:44	]C24:CpT.JURY-173 ran 'Consume' on item 'Soda Bob Brawn' (#18235)
[23:22:44	]C24:CpT.JURY-173 has wasted a level 1 long boost in Algı (current: 0; target: 5).
[23:22:44	]C24:CpT.JURY-173 has wasted a level 2 long boost in Çeviklik (current: 0; target: 2).
[23:22:45	]C24:CpT.JURY-173 ran 'Consume' on item 'Metropolice Takviyeleri' (#18234)
[23:22:45	]C24:CpT.JURY-173 has gained a level 3 long boost in Güç.
[23:22:49	]C24:RL.XRAY-57 entered observer.
[23:22:52	]C24:RL.XRAY-57 exited observer at their location.
[23:23:01	]C24:RL.XRAY-57 entered observer.
[23:23:06	]C24:RL.XRAY-57 exited observer at their location.
[23:23:15	]C24:RL.XRAY-57 entered observer.
[23:23:16	]C24:RL.XRAY-57 exited observer at their location.
[23:23:29	]C24:RL.XRAY-57 entered observer.
[23:23:30	]C24:RL.XRAY-57 exited observer at their location.
[23:23:36	]C24:RL.XRAY-57 entered observer.
[23:23:37	]S10/ORD.HURRICANE-36 opened the 'Locker' #2314 container.
[23:23:38	]S10/ORD.HURRICANE-36 closed the 'Locker' #2314 container.
[23:23:39	]S10/ORD.HURRICANE-36 opened the 'Locker' #2315 container.
[23:23:40	]S10/ORD.HURRICANE-36 closed the 'Locker' #2315 container.
[23:23:50	]Victorian has connected.
[23:23:51	][OOC] C24:i3.UNION-66: konuşma yerini buldum
[23:23:58	]C24:CpT.JURY-173 ran SAM command 'goto' with arguments: '66'
[23:24:01	]C24:RL.XRAY-57 exited observer at their location.
[23:24:01	]S10/ORD.HURRICANE-36 has gained level 44 in the Hız skill.
[23:24:02	]C24:RL.XRAY-57 entered observer.
[23:24:10	][IC] C24:i3.UNION-66: <:: En üste administer vardı. ::>
[23:24:14	][IC] C24:i3.UNION-66: <:: Köprü var. ::>
[23:24:21	][IC] C24:i3.UNION-66: <:: Administerın ayağı kaysa. ::>
[23:24:22	]C24:RL.XRAY-57 ran SAM command 'bring' with arguments: 'ord'
[23:24:23	][IC] C24:i3.UNION-66: <:: Ölecek. ::>
[23:24:41	][IC] C24:i3.UNION-66: <:: Administer yeri dışında güzel map. ::>
[23:24:45	]C24:CpT.JURY-173 ran SAM command 'admin' with arguments: ''
[23:24:59	][OOC] C24:i3.UNION-66: köprüsü kötü ayağı kaysa ölecek
[23:25:06	]C24:RL.XRAY-57 exited observer at their location.
[23:25:11	]C24:RL.XRAY-57 entered observer.
[23:25:21	][IC] C24:i3.UNION-66: <:: Evet. ::>
[23:25:29	]C24:RL.XRAY-57 exited observer at their location.
[23:25:40	]C24:RL.XRAY-57 entered observer.
[23:25:52	][ME] C24:i3.UNION-66: tuşlara rasgele basar
[23:25:57	]C24:RL.XRAY-57 exited observer at their location.
[23:26:00	]C24:RL.XRAY-57 entered observer.
[23:26:01	][IC] C24:i3.UNION-66: <:: Köprüsü kötü ama. ::>
[23:26:05	]Victorian loaded the character 'Alexander Ivanov'
[23:26:07	][IC] C24:i3.UNION-66: <:: AYAĞı kaysa. ::>
[23:26:08	]C24:RL.XRAY-57 exited observer at their location.
[23:26:16	]Alexander Ivanov entered observer.
[23:26:21	][IC] C24:i3.UNION-66: <:: Burada nedwen böyle köprü var ki. ::>
[23:26:25	]C24:RL.XRAY-57 entered observer.
[23:26:32	][IC] C24:i3.UNION-66: <:: Ölür. ::>
[23:26:37	]Alexander Ivanov exited observer at their location.
[23:26:38	]Alexander Ivanov entered observer.
[23:26:42	]Alexander Ivanov exited observer at their location.
[23:26:51	][IC] C24:i3.UNION-66: <:: Ooh başkanım gelin. ::>
[23:26:54	]Alexander Ivanov entered observer.
[23:27:13	]Alexander Ivanov used command '/Event beyler 1 - 2 prop koycam sokaklara sıkıntı olur mu'.
[23:27:18	][OOC] C24:RL.XRAY-57: yok olmaz
[23:27:18	][IC] C24:CpT.JURY-173: <:: !unadimn. ::>
[23:27:21	]C24:CpT.JURY-173 ran SAM command 'unadmin' with arguments: ''
[23:27:22	][OOC] C24:RL.XRAY-57: lazım zaten
[23:27:24	]C24:i3.UNION-66 ran 'EquipUn' on item 'MP5A3' (#15649)
[23:27:25	]C24:i3.UNION-66 ran 'EquipUn' on item 'Combine PDA' (#14475)
[23:27:26	]C24:i3.UNION-66 ran 'EquipUn' on item 'Stunstick' (#14559)
[23:27:31	][OOC] C24:RL.XRAY-57: sokaklara çer çöp koymak lazım
[23:27:35	][OOC] Alexander Ivanov: willardaki gibi detaylı yerler lazım, etraf çok sade
[23:27:38	][OOC] C24:RL.XRAY-57: evet
[23:27:45	]C24:CpT.JURY-173 ran SAM command 'unadmin' with arguments: ''
[23:27:47	][IC] C24:i3.UNION-66: Herkese salam.
[23:27:48	]C24:CpT.JURY-173 ran SAM command 'admin' with arguments: ''
[23:27:49	][IC] C24:i3.UNION-66: 33 yaşım var.
[23:27:56	][IC] C24:i3.UNION-66: Kırdın.
[23:27:58	][IC] C24:i3.UNION-66: Kamerayı.
[23:28:00	]C24:RL.XRAY-57 ran SAM command 'goto' with arguments: 'cpt'
[23:28:02	]C24:RL.XRAY-57 exited observer at their location.
[23:28:05	]C24:CpT.JURY-173 ran SAM command 'unadmin' with arguments: ''
[23:28:18	]C24:RL.XRAY-57 entered observer.
[23:28:29	][IC] C24:i3.UNION-66: Kayıt mı.
[23:28:39	][IC] C24:i3.UNION-66: Ben politikacı değilim.
[23:28:39	]C24:RL.XRAY-57 ran SAM command 'goto' with arguments: 'cpt'
[23:28:43	][IC] C24:i3.UNION-66: Ben bir bilim insanıyım.
[23:28:45	][IC] C24:i3.UNION-66: Kestik.
[23:28:47	]S10/ORD.HURRICANE-36 used command '/Punch'.
[23:28:48	]C24:i3.UNION-66 was just knocked out due to: hit by punch command used by S10/ORD.HURRICANE-36
[23:28:48	][IC] C24:i3.UNION-66: Ses gidiyor mu.
[23:28:52	][IC] C24:i3.UNION-66: Ow!
[23:28:54	][IC] C24:i3.UNION-66: Ugh!
[23:28:56	][IC] C24:i3.UNION-66: Ugh!
[23:28:58	][IC] C24:i3.UNION-66: Agh!
[23:29:00	]S10/ORD.HURRICANE-36 has gained a '30rnd Pulse-Şarjörü' #16724.
[23:29:00	]S10/ORD.HURRICANE-36 has lost a '30rnd Pulse-Şarjörü' #16723.
[23:29:00	][IC] C24:i3.UNION-66: Ugh!
[23:29:02	][IC] C24:i3.UNION-66: Hugh!
[23:29:06	][IC] C24:i3.UNION-66: Augh!
[23:29:08	][IC] C24:i3.UNION-66: Ugh!
[23:29:10	][IC] C24:i3.UNION-66: Ugh!
[23:29:13	][IC] C24:i3.UNION-66: Agh!
[23:29:15	]Hoo Lee Fuk loaded the character 'John Brookly'
[23:29:16	][IC] C24:i3.UNION-66: Pain11.
[23:29:21	]C24:CpT.JURY-173 ran SAM command 'bring' with arguments: 'John'
[23:29:25	]John Brookly ran 'drop' on item 'Yayın Cihazı' (#16744)
[23:29:25	]John Brookly has lost a 'Yayın Cihazı' #16744.
[23:29:25	][IC] C24:i3.UNION-66: Ugh!
[23:29:28	]John Brookly ran 'take' on item 'Yayın Cihazı' (#16744)
[23:29:28	]John Brookly has gained a 'Yayın Cihazı' #16744.
[23:29:35	]John Brookly used command '/Broadcast Herkese Merhaba!'.
[23:29:41	]John Brookly ran 'Equip' on item 'FiveSeven' (#15938)
[23:29:42	]John Brookly has lost a '20rnd FiveSeven-şarjörü' #17505.
[23:29:45	]John Brookly has gained a '20rnd FiveSeven-şarjörü' #17505.
[23:29:45	]John Brookly has lost a '20rnd FiveSeven-şarjörü' #16894.
[23:30:03	]C24:RL.XRAY-57 exited observer at their location.
[23:30:07	]John Brookly ran 'EquipUn' on item 'FiveSeven' (#15938)
[23:30:07	]John Brookly has gained a '20rnd FiveSeven-şarjörü' #16894.
[23:30:09	]John Brookly ran 'clearChamber' on item 'FiveSeven' (#15938)
[23:30:09	]John Brookly has gained a '9mm Tabanca Mermisi' #18237.
[23:30:10	]John Brookly ran 'combine' on item '20rnd FiveSeven-şarjörü' (#17505)
[23:30:23	]C24:RL.XRAY-57 used command '/CharSetName i3 C24:i3.UNION-66[E]'.
[23:30:28	]C24:CpT.JURY-173 ran SAM command 'return' with arguments: 'John'
[23:30:29	][IC] C24:i3.UNION-66[E]: <:: . ::>
[23:30:31	][IC] C24:i3.UNION-66[E]: <:: Iyi. ::>
[23:30:36	]Hoo Lee Fuk loaded the character 'C24:i4.XRAY-91'
[23:30:43	]C24:RL.XRAY-57 ran SAM command 'bring' with arguments: 'xray'
[23:30:53	]C24:RL.XRAY-57 used command '/CharSetName i4 C24:i4.XRAY-91[E]'.
[23:31:09	]Victorian (STEAM_0:0:577700614) has disconnected (timed out).
[23:31:11	]C24:i3.UNION-66[E] has changed C24:i3.UNION-66[E]'s bodygroups.
[23:31:41	][IC] C24:i3.UNION-66[E]: <:: He. ::>
[23:31:52	]C24:RL.XRAY-57 used command '/CharSetName i4 C24:i3.XRAY-91[E]'.
[23:32:09	][IC] C24:i3.UNION-66[E]: <:: Komuta birimi olursam taklaya gelirim şuan. ::>
[23:32:17	][IC] C24:i3.UNION-66[E]: <:: Birde. ::>
[23:32:20	][IC] C24:i3.UNION-66[E]: <:: 3. şahıs. ::>
[23:32:25	][IC] C24:i3.UNION-66[E]: <:: Fener gelir mi? ::>
[23:32:33	][IC] C24:i3.UNION-66[E]: <:: Biri atmıştı. ::>
[23:32:35	][IC] C24:i3.UNION-66[E]: <:: Öneriye. ::>
[23:32:35	]DavşanAbi (STEAM_0:0:100418262) has disconnected.
[23:32:49	]Scientist has unloaded their "C24:i3.UNION-66[E]" character.
[23:32:53	]Scientist loaded the character 'C24:i3.UNION-66[E]'
[23:33:00	]C24:i3.XRAY-91[E] ran 'Open' on item 'Sivil Koruma Rasyonu' (#18061)
[23:33:00	]C24:i3.XRAY-91[E] has gained a 'Metropolice Takviyeleri' #18238.
[23:33:00	]C24:i3.XRAY-91[E] has gained a 'Soda Bob Brawn' #18239.
[23:33:00	]C24:i3.XRAY-91[E] has gained a '20 Kredi Kuponu' #18240.
[23:33:01	]C24:i3.XRAY-91[E] ran 'Consume' on item 'Soda Bob Brawn' (#18239)
[23:33:01	]C24:i3.XRAY-91[E] extended their level 1 long boost in Algı.
[23:33:01	]C24:i3.XRAY-91[E] extended their level 2 long boost in Çeviklik.
[23:33:02	]C24:i3.XRAY-91[E] ran 'Consume' on item 'Metropolice Takviyeleri' (#18238)
[23:33:02	]C24:i3.XRAY-91[E] extended their level 3 long boost in Güç.
