[15:08:05	]Ender has connected.
[16:14:41	]C45:RCT.YELLO-32 has gained a 'Lastik Kelepçe' #65686.
[16:14:41	][PICKUP DISPENSER] Connordpd ( Connor Grayson ) picked up an item from the pickup dispenser.
[16:14:42	]Connor Grayson has gained a 'Daire Anahtarı' #65687.
[16:14:45	]C45:RCT.YELLO-32 has gained a 'Boş CID Kartı' #65688.
[16:14:47	]C45:RCT.YELLO-32 has gained a 'Dezenfekte Bandaj Rulosu' #65689.
[16:14:48	]C45:RCT.YELLO-32 has gained a 'Dezenfekte Bandaj Rulosu' #65690.
[16:14:48	]C45:RCT.YELLO-32 has gained a 'Dezenfekte Bandaj Rulosu' #65691.
[16:14:56	]C45:RCT.YELLO-32 ran 'Equip' on item 'Stunstick' (#65677)
[16:14:59	]C45:RCT.YELLO-32 ran 'drop' on item 'SK Üniforması' (#65654)
[16:14:59	]C45:RCT.YELLO-32 has lost a 'SK Üniforması' #65654.
[16:15:12	]C45:RCT.YELLO-32 ran 'take' on item 'Dezenfekte Bandaj Rulosu' (#65641)
[16:15:12	]C45:RCT.YELLO-32 has gained a 'Dezenfekte Bandaj Rulosu' #65641.
[16:15:13	]C45:RCT.YELLO-32 ran 'take' on item 'Dezenfekte Bandaj Rulosu' (#65642)
[16:15:13	]C45:RCT.YELLO-32 has gained a 'Dezenfekte Bandaj Rulosu' #65642.
[16:15:14	]C45:RCT.YELLO-32 ran 'take' on item 'Dezenfekte Bandaj Rulosu' (#65645)
[16:15:14	]C45:RCT.YELLO-32 has gained a 'Dezenfekte Bandaj Rulosu' #65645.
[16:15:21	]C45:RCT.YELLO-32 used the 'Sivil Koruma Tedarikçisi' vendor.
[16:15:24	]Tommy Black ran 'give' on item 'El Yapımı Bandaj Rulosu' (#61430)
[16:15:24	]Tommy Black has performed the 'Use El Yapımı Bandaj Rulosu' action, gaining 10 experience in medicine.
[16:15:24	]Herald Zenman was bandaged by Tommy Black for 13 HP.
[16:15:24	]C45:RCT.YELLO-32 has gained a 'Combine Filter' #65692.
[16:15:41	]Ellie Williams has unloaded their "Tommy Black" character.
[16:15:45	]Ellie Williams loaded the character 'C24:i5.UNION-61'
[16:15:50	]Herald Zenman ran 'EquipUn' on item 'Stunstick' (#65597)
[16:15:50	]C24:i5.UNION-61 is fully healed.
[16:15:57	]Herald Zenman ran 'drop' on item 'Stunstick' (#65597)
[16:15:57	]Herald Zenman has lost a 'Stunstick' #65597.
[16:15:58	]C24:i5.UNION-61 used command '/Radio 10-8'.
[16:16:02	]Wilson Dawson destroyed a 'Stunstick' #65597.
[16:16:15	]Herald Zenman opened the 'Dropped Items' #6308 container.
[16:16:16	]Connor Grayson opened the 'Dropped Items' #6308 container.
[16:16:17	]Herald Zenman closed the 'Dropped Items' #6308 container.
[16:16:17	]Herald Zenman opened the 'Dropped Items' #6308 container.
[16:16:19	]Herald Zenman has gained a 'Açık Gri Kol Bandı' #64267 from a container with the name 'Dropped Items' #6308.
[16:16:19	]Herald Zenman closed the 'Dropped Items' #6308 container.
[16:16:20	]Herald Zenman closed the 'Dropped Items' #6308 container.
[16:16:20	]Ender has unloaded their "Wilson Dawson" character.
[16:16:21	]Herald Zenman ran 'Equip' on item 'Açık Gri Kol Bandı' (#64267)
[16:16:24	]Herald Zenman opened the 'Dropped Items' #6306 container.
[16:16:26	]Herald Zenman has gained a 'SK Maskesi' #65590 from a container with the name 'Dropped Items' #6306.
[16:16:27	]C24:i5.UNION-61 used command '/PM 32 knk amk sen niye zırhını çıkardın'.
[16:16:28	]Herald Zenman has gained a 'Combine Filter' #65591 from a container with the name 'Dropped Items' #6306.
[16:16:29	]Herald Zenman has gained a 'Çuval' #65592 from a container with the name 'Dropped Items' #6306.
[16:16:30	]Connor Grayson ran 'Equip' on item 'Açık Gri Kol Bandı' (#65610)
[16:16:30	]Herald Zenman has gained a 'Çuval' #65593 from a container with the name 'Dropped Items' #6306.
[16:16:34	]Herald Zenman has gained a 'Talep Cihazı' #65633 from a container with the name 'Dropped Items' #6306.
[16:16:36	]Herald Zenman closed the 'Dropped Items' #6306 container.
[16:16:39	]Connor Grayson ran 'EquipUn' on item 'Açık Gri Kol Bandı' (#65610)
[16:16:41	]Connor Grayson opened the 'Dropped Items' #6306 container.
[16:16:41	]Connor Grayson closed the 'Dropped Items' #6306 container.
[16:16:42	]Ender loaded the character 'S10/OWS.GHOST-93'
[16:16:53	]C24:i5.UNION-61 used command '/Radio 10-8'.
[16:16:54	]Herald Zenman ran 'drop' on item 'SK Maskesi' (#65590)
[16:16:54	]Herald Zenman has lost a 'SK Maskesi' #65590.
[16:17:00	]Herald Zenman destroyed a 'SK Maskesi' #65590.
[16:17:05	]S10/OWS.GHOST-93 used command '/SC tac-5'.
[16:17:07	]S10/OWS.GHOST-93 used command '/Radio 10-8'.
[16:17:15	]C24:i5.UNION-61 used command '/Radio ows 93 beni duyabiliiyor möusun'.
[16:17:16	]Herald Zenman ran 'drop' on item 'Çuval' (#65593)
[16:17:16	]Herald Zenman has lost a 'Çuval' #65593.
[16:17:16	]Herald Zenman ran 'drop' on item 'Çuval' (#65592)
[16:17:16	]Herald Zenman has lost a 'Çuval' #65592.
[16:17:17	]Herald Zenman ran 'drop' on item 'Combine Filter' (#65591)
[16:17:17	]Herald Zenman has lost a 'Combine Filter' #65591.
[16:17:28	]Connor Grayson ran 'Lock' on item 'Daire Anahtarı' (#65687)
[16:17:36	]C24:i5.UNION-61 used command '/Radio pekala yalnızım'.
[16:17:40	]S10/OWS.GHOST-93 used command '/SC tac-3'.
[16:17:44	]S10/OWS.GHOST-93 used command '/Radio Olumlu'.
[16:17:56	]S10/OWS.GHOST-93 used command '/SC tac-5'.
[16:18:05	]C24:i5.UNION-61 used command '/Radio 10-4 devriye ye çıktım şüpheli olan şeyleri ileticem'.
[16:18:22	]S10/OWS.GHOST-93 used command '/Radio Kısa süreli 10-7'.
[16:18:23	]C24:i5.UNION-61 opened the 'Dropped Items' #6306 container.
[16:18:32	]C24:i5.UNION-61 closed the 'Dropped Items' #6306 container.
[16:18:47	]C24:i5.UNION-61 used command '/Radio b binasının önünde 8 dezenfektanlı sargı bezi ve 4 kelepçe buldum'.
[16:18:48	]C24:i5.UNION-61 opened the 'Dropped Items' #6306 container.
[16:18:50	]C24:i5.UNION-61 has gained a 'Dezenfekte Bandaj Rulosu' #65621 from a container with the name 'Dropped Items' #6306.
[16:18:51	]C24:i5.UNION-61 has gained a 'Dezenfekte Bandaj Rulosu' #65622 from a container with the name 'Dropped Items' #6306.
[16:18:52	]C24:i5.UNION-61 has gained a 'Lastik Kelepçe' #65600 from a container with the name 'Dropped Items' #6306.
[16:18:53	]C24:i5.UNION-61 has gained a 'Boş CID Kartı' #65599 from a container with the name 'Dropped Items' #6306.
[16:18:55	]C24:i5.UNION-61 closed the 'Dropped Items' #6306 container.
[16:18:57	]Herald Zenman ran 'Bind' on item 'Talep Cihazı' (#65633)
[16:18:59	]C24:i5.UNION-61 ran 'drop' on item 'Boş CID Kartı' (#65599)
[16:18:59	]C24:i5.UNION-61 has lost a 'Boş CID Kartı' #65599.
[16:18:59	]C45:RCT.YELLO-32 used command '/Radio 10-4'.
[16:19:00	]Herald Zenman ran 'RequestCp' on item 'Talep Cihazı' (#65633)
[16:19:05	]C24:i5.UNION-61 destroyed a 'Boş CID Kartı' #65599.
[16:19:08	]C45:RCT.YELLO-32 used the 'Sivil Koruma Tedarikçisi' vendor.
[16:19:10	]C24:i5.UNION-61 has lost a '17rnd Usp-Şarjörü' #60609.
[16:19:11	]C24:i5.UNION-61 has gained a '17rnd Usp-Şarjörü' #52003.
[16:19:15	]C45:RCT.YELLO-32 has gained a 'SK Maskesi' #65693.
[16:19:31	]C45:RCT.YELLO-32 used command '/Radio 10-4'.
[16:19:39	]C45:RCT.YELLO-32 used command '/Radio 10-8'.
[16:19:45	]C24:i5.UNION-61 used command '/Radio 10-4'.
[16:19:46	]C45:RCT.YELLO-32 used the 'Sivil Koruma Tedarikçisi' vendor.
[16:20:00	][IC] C24:i5.UNION-61: <:: Siz. ::>
[16:20:06	][IC] C24:i5.UNION-61: <:: Hanginiz herald. ::>
[16:20:12	][IC] C24:i5.UNION-61: <:: Evet söyle. ::>
[16:20:21	][IC] C24:i5.UNION-61: <:: Ihbar yollamışsın. ::>
[16:20:22	][IC] C24:i5.UNION-61: <:: Söyle. ::>
[16:20:31	][IC] C24:i5.UNION-61: <:: Apartmanın adı. ::>
[16:20:38	][IC] C24:i5.UNION-61: <:: Pekalla. ::>
[16:20:41	][IC] C24:i5.UNION-61: <:: Durumun kötü. ::>
[16:20:43	][IC] C24:i5.UNION-61: <:: Sebebi nedir. ::>
[16:20:51	][IC] C24:i5.UNION-61: <:: Wilson. ::>
[16:20:52	][IC] C24:i5.UNION-61: <:: Hmph. ::>
[16:20:54	][IC] C24:i5.UNION-61: <:: Pekala. ::>
[16:20:58	][IC] C45:RCT.YELLO-32: <:: Duvara. ::>
[16:21:00	][IC] C45:RCT.YELLO-32: <:: Şimdi. ::>
[16:21:00	][IC] C24:i5.UNION-61: <:: Hastaneye gidin. ::>
[16:21:05	][IC] C24:i5.UNION-61: <:: Rct napıyorsun. ::>
[16:21:08	][IC] C45:RCT.YELLO-32: <:: Bu adam. ::>
[16:21:13	][IC] C45:RCT.YELLO-32: <:: Wilsonun yanındaki adam. ::>
[16:21:13	][IC] C24:i5.UNION-61: <:: Evet. ::>
[16:21:18	][IC] C24:i5.UNION-61: <:: Üstünü ara. ::>
[16:21:19	][ME] C45:RCT.YELLO-32: direnirmi?
[16:21:22	][IC] C24:i5.UNION-61: <:: Sende. ::>
[16:21:23	][IC] C24:i5.UNION-61: <:: Duvara. ::>
[16:21:24	][ME] Herald Zenman: hayır direnmez
[16:21:24	][IC] C24:i5.UNION-61: <:: Wall. ::>
[16:21:29	]C45:RCT.YELLO-32 used command '/CharSearch'.
[16:21:38	][ME] C24:i5.UNION-61: adamın üstünü aramaya başlar
[16:21:41	][IT] C24:i5.UNION-61: direniir mi
[16:21:41	][IC] C45:RCT.YELLO-32: <:: Wilson demek he. ::>
[16:21:45	][IC] C45:RCT.YELLO-32: <:: Sen tanıyorsun. ::>
[16:21:48	]C24:i5.UNION-61 used command '/CharSearch'.
[16:21:50	][IC] C45:RCT.YELLO-32: <:: Ve ben seni biliyorum. ::>
[16:21:52	][IC] C45:RCT.YELLO-32: <:: Evet. ::>
[16:21:57	][IC] C45:RCT.YELLO-32: <:: Salak sana söylüyorum. ::>
[16:22:00	][IC] C24:i5.UNION-61: <:: Connor. ::>
[16:22:02	][IC] C24:i5.UNION-61: <:: Temiz. ::>
[16:22:05	][IC] C24:i5.UNION-61: <:: Gidebilirsin. ::>
[16:22:07	][IC] C24:i5.UNION-61: <:: Yürü! ::>
[16:22:09	][IC] C24:i5.UNION-61: <:: Şimdi. ::>
[16:22:17	][IC] C24:i5.UNION-61: <:: Bundan şüpheleniyor musun. ::>
[16:22:17	][IC] C45:RCT.YELLO-32: <:: Seni gerizaklı. ::>
[16:22:22	][IC] C45:RCT.YELLO-32: <:: Buraya gelmen. ::>
[16:22:25	][IC] C45:RCT.YELLO-32: <:: Bir hataydı. ::>
[16:22:27	][IC] C45:RCT.YELLO-32: <:: Ampute. ::>
[16:22:30	][IC] C45:RCT.YELLO-32: <:: Edileceksin. ::>
[16:22:37	][IC] C24:i5.UNION-61: <:: Çeneni kapat. ::>
[16:22:38	][IC] C45:RCT.YELLO-32: <:: Doğrula. ::>
[16:22:43	]Herald Zenman used command '/ID'.
[16:22:44	][IC] C24:i5.UNION-61: <:: Kelepçele şunu. ::>
[16:22:53	][IC] C45:RCT.YELLO-32: <:: Arkanı dön. ::>
[16:22:54	][IC] C45:RCT.YELLO-32: <:: Şimdi. ::>
[16:22:58	]C45:RCT.YELLO-32 ran 'Use' on item 'Lastik Kelepçe' (#65681)
[16:23:00	][IC] C24:i5.UNION-61: <:: Torba geçir. ::>
[16:23:03	][IC] C24:i5.UNION-61: <:: Bir de. ::>
[16:23:05	]C24:i5.UNION-61 used command '/CharSearch'.
[16:23:06	]C45:RCT.YELLO-32 ran 'Use' on item 'Çuval' (#65679)
[16:23:17	][IC] C24:i5.UNION-61: <:: Bu kim ki amına koyayım. ::>
[16:23:19	][IC] C24:i5.UNION-61: <:: Ne yaptı bu. ::>
[16:23:20	][IC] C24:i5.UNION-61: <:: Rct. ::>
[16:23:25	][IC] C24:i5.UNION-61: <:: Cevap ver. ::>
[16:23:28	][IC] C24:i5.UNION-61: <:: Suçu nedir. ::>
[16:23:29	][IC] C45:RCT.YELLO-32: <:: Açıkliyacağım. ::>
[16:23:33	][IC] C24:i5.UNION-61: <:: Odaya götür. ::>
[16:23:43	][IC] C45:RCT.YELLO-32: <:: Haha. ::>
[16:23:49	]S10/OWS.GHOST-93 used command '/Radio IDLE4'.
[16:23:50	]Connor Grayson ran 'take' on item 'Daire Anahtarı' (#47076)
[16:23:50	]Connor Grayson has gained a 'Daire Anahtarı' #47076.
[16:24:02	]C24:i5.UNION-61 has gained level 45 in the Hız skill.
[16:24:30	]Connordpd has unloaded their "Connor Grayson" character.
[16:24:35	]C24:i5.UNION-61 opened the 'Dropped Items' #6066 container.
[16:24:37	]C24:i5.UNION-61 closed the 'Dropped Items' #6066 container.
[16:24:37	][IC] C45:RCT.YELLO-32: <:: Otur. ::>
[16:24:37	]C24:i5.UNION-61 opened the 'Dropped Items' #6020 container.
[16:24:40	]C24:i5.UNION-61 closed the 'Dropped Items' #6020 container.
[16:24:41	]Herald Zenman used command '/ActSit 2'.
[16:24:48	]C24:i5.UNION-61 ran 'give' on item 'Dezenfekte Bandaj Rulosu' (#65622)
[16:24:48	]C24:i5.UNION-61 has performed the 'Use Dezenfekte Bandaj Rulosu' action, gaining 15 experience in medicine.
[16:24:48	]Herald Zenman was disinfected by C24:i5.UNION-61 for 162 seconds.
[16:24:48	]Herald Zenman was bandaged by C24:i5.UNION-61 for 19 HP.
[16:24:50	][IC] C45:RCT.YELLO-32: <:: Wilson hakkında bildiğin şeyleri söyle. ::>
[16:24:50	][IC] C24:i5.UNION-61: <:: Ölme de. ::>
[16:24:53	][IC] C24:i5.UNION-61: <:: Hemen. ::>
[16:24:55	]C24:i5.UNION-61 ran 'drop' on item 'Dezenfekte Bandaj Rulosu' (#65622)
[16:24:55	]C24:i5.UNION-61 has lost a 'Dezenfekte Bandaj Rulosu' #65622.
[16:24:56	]C24:i5.UNION-61 ran 'drop' on item 'Dezenfekte Bandaj Rulosu' (#65621)
[16:24:56	]C24:i5.UNION-61 has lost a 'Dezenfekte Bandaj Rulosu' #65621.
[16:24:57	]C24:i5.UNION-61 ran 'combine' on item 'Lastik Kelepçe' (#62981)
[16:24:58	]C24:i5.UNION-61 ran 'drop' on item 'Lastik Kelepçe' (#65600)
[16:24:58	]C24:i5.UNION-61 has lost a 'Lastik Kelepçe' #65600.
[16:25:03	][IC] C45:RCT.YELLO-32: <:: SANA. ::>
[16:25:08	]C24:i5.UNION-61 destroyed a 'Dezenfekte Bandaj Rulosu' #65622.
[16:25:09	]C24:i5.UNION-61 destroyed a 'Dezenfekte Bandaj Rulosu' #65621.
[16:25:09	][IC] C45:RCT.YELLO-32: <:: WİLSON HAKKINDA BİRŞEYLER SÖYLE DEDİM. ::>
[16:25:10	]C24:i5.UNION-61 destroyed a 'Lastik Kelepçe' #65600.
[16:25:11	][IC] C45:RCT.YELLO-32: <:: SABRIMI. ::>
[16:25:15	]C24:i5.UNION-61 ran 'take' on item 'Lead Pipe' (#62236)
[16:25:15	]C24:i5.UNION-61 has gained a 'Lead Pipe' #62236.
[16:25:15	][IC] C45:RCT.YELLO-32: <:: ZORLAMA HERALD. ::>
[16:25:17	]C24:i5.UNION-61 ran 'EquipUn' on item 'Stunstick' (#50304)
[16:25:21	]C24:i5.UNION-61 ran 'Equip' on item 'Lead Pipe' (#62236)
[16:25:25	][IC] C24:i5.UNION-61: <:: Bana bırak 32. ::>
[16:25:25	][IC] C45:RCT.YELLO-32: <:: Bi balta verirmisin. ::>
[16:25:31	][IC] C45:RCT.YELLO-32: <:: Haha. ::>
[16:25:31	][IC] C24:i5.UNION-61: <:: Evet. ::>
[16:25:35	][IC] C24:i5.UNION-61: <:: Anlatıyor musun. ::>
[16:25:36	][IC] C45:RCT.YELLO-32: <:: Söylüyormusun. ::>
[16:25:36	][IC] C24:i5.UNION-61: <:: Yoksa. ::>
[16:25:38	][IC] C24:i5.UNION-61: <:: Zorla mı. ::>
[16:25:44	][IC] C24:i5.UNION-61: <:: Yalan konuşma. ::>
[16:25:45	][IC] C24:i5.UNION-61: <:: Bence. ::>
[16:25:45	][IC] C45:RCT.YELLO-32: <:: Wilson hakkındaki herşey. ::>
[16:25:51	][IC] C24:i5.UNION-61: <:: Pekala. ::>
[16:26:00	][IC] C45:RCT.YELLO-32: <:: Diz kapağını bi kır bakalım. ::>
[16:26:02	][ME] C24:i5.UNION-61: diz kapağına sert bir şekillde vurur
[16:26:10	][IC] C24:i5.UNION-61: <:: Devam et. ::>
[16:26:12	][IC] C24:i5.UNION-61: <:: Şimdii. ::>
[16:26:18	][IC] C24:i5.UNION-61: <:: Yalan söyleme sakın. ::>
[16:26:22	][IC] C45:RCT.YELLO-32: <:: SADECE SİKTİĞİMİN ŞEYİNİ SÖYLE SİKİK KAFALI SENİ. ::>
[16:26:25	][IC] C24:i5.UNION-61: <:: Yoksa feleğini sikicem. ::>
[16:26:29	][IC] C24:i5.UNION-61: <:: Devam demek ki. ::>
[16:26:40	][IC] C24:i5.UNION-61: <:: Bak dizleriine. ::>
[16:26:43	][IC] C24:i5.UNION-61: <:: Paramparçalar. ::>
[16:26:50	][IC] C24:i5.UNION-61: <:: Ölmek istiyor musun. ::>
[16:26:53	][IC] C45:RCT.YELLO-32: <:: 61 birazda ben yapabilirmiyim. ::>
[16:27:00	][IC] C24:i5.UNION-61: <:: Anlat o halde. ::>
[16:27:02	][IC] C24:i5.UNION-61: <:: Devam et 32. ::>
[16:27:04	][IC] C45:RCT.YELLO-32: <:: Madem işkencedeyiz zevkini alalım. ::>
[16:27:07	]C24:i5.UNION-61 ran 'EquipUn' on item 'Lead Pipe' (#62236)
[16:27:08	]C24:i5.UNION-61 ran 'drop' on item 'Lead Pipe' (#62236)
[16:27:08	]C24:i5.UNION-61 has lost a 'Lead Pipe' #62236.
[16:27:11	][IC] C45:RCT.YELLO-32: <:: Bi balta lazım bana. ::>
[16:27:16	][IC] C45:RCT.YELLO-32: <:: Satır yada. ::>
[16:27:19	][IC] C45:RCT.YELLO-32: <:: Farketmez. ::>
[16:27:21	][IC] C45:RCT.YELLO-32: <:: Makasta olur. ::>
[16:27:22	][IC] C24:i5.UNION-61: <:: Sopa var. ::>
[16:27:24	][IC] C24:i5.UNION-61: <:: Demir. ::>
[16:27:26	][IC] C24:i5.UNION-61: <:: Yetmez mi. ::>
[16:27:27	][IC] C24:i5.UNION-61: <:: Haha. ::>
[16:27:29	][IC] C45:RCT.YELLO-32: <:: Haha. ::>
[16:27:31	][IC] C45:RCT.YELLO-32: <:: Yeter. ::>
[16:27:33	]C45:RCT.YELLO-32 ran 'take' on item 'Lead Pipe' (#62236)
[16:27:33	]C45:RCT.YELLO-32 has gained a 'Lead Pipe' #62236.
[16:27:36	][IC] C24:i5.UNION-61: <:: Anlatsana olum. ::>
[16:27:43	]C45:RCT.YELLO-32 ran 'combine' on item 'Büyük Çanta' (#61962)
[16:27:45	][IC] C24:i5.UNION-61: <:: Evin var mı. ::>
[16:27:49	][IC] C24:i5.UNION-61: <:: Söyle. ::>
[16:27:51	][IC] C45:RCT.YELLO-32: <:: Boru nereye gitti. ::>
[16:27:53	][IC] C24:i5.UNION-61: <:: Söyle. ::>
[16:27:54	][LOOC] C45:RCT.YELLO-32: apıfgğskaldgnğad
[16:27:55	][IC] C24:i5.UNION-61: <:: Masadaf. ::>
[16:28:02	]C45:RCT.YELLO-32 opened the 'Dropped Items' #6066 container.
[16:28:03	][IC] C24:i5.UNION-61: <:: Rb 02 02. ::>
[16:28:03	]C45:RCT.YELLO-32 closed the 'Dropped Items' #6066 container.
[16:28:04	][IC] C24:i5.UNION-61: <:: Pekala. ::>
[16:28:07	][IC] C24:i5.UNION-61: <:: 3. ::>
[16:28:08	][IC] C24:i5.UNION-61: <:: 32. ::>
[16:28:08	][LOOC] C45:RCT.YELLO-32: boru gitti aq
[16:28:13	][IC] C24:i5.UNION-61: <:: Ben bu salağın evine gidiyorum. ::>
[16:28:19	][IC] C24:i5.UNION-61: <:: Sorgu sende. ::>
[16:28:20	][IC] C45:RCT.YELLO-32: <:: 10-4. ::>
[16:28:24	][IC] C24:i5.UNION-61: <:: Silahım var baskın atıcam. ::>
[16:28:28	][IC] C45:RCT.YELLO-32: <:: 10-4. ::>
[16:28:30	][IC] C24:i5.UNION-61: <:: Um ki wiilson orda dır. ::>
[16:28:30	][IC] C45:RCT.YELLO-32: <:: Başarılar. ::>
[16:28:33	][IC] C24:i5.UNION-61: <:: Sanada. ::>
[16:28:35	][IC] C24:i5.UNION-61: <:: Iyi eğlenceler. ::>
[16:28:36	][IC] C24:i5.UNION-61: <:: Haha. ::>
[16:28:38	][IC] C45:RCT.YELLO-32: <:: Haha. ::>
[16:28:48	][IC] C45:RCT.YELLO-32: <:: Söylicenmi. ::>
[16:28:55	][IC] C45:RCT.YELLO-32: <:: Yoksa bir parmağın gitsinmi? ::>
[16:29:04	]C45:RCT.YELLO-32 ran 'take' on item 'Mutfak Bıçağı' (#56632)
[16:29:04	]C45:RCT.YELLO-32 has gained a 'Mutfak Bıçağı' #56632.
[16:29:06	]C24:i5.UNION-61 has acquired his ration, gaining 0 credits, 0 wages and a civil_protection_ration ration.
[16:29:32	][ME] C45:RCT.YELLO-32: kişinin ayakkabısını ve çorabını çıkarır
[16:29:50	][ME] C45:RCT.YELLO-32: mutfak bıçağını ayak serçe parmağına dayar
[16:29:52	]C24:i5.UNION-61 ran 'take' on item 'Sivil Koruma Rasyonu' (#65694)
[16:29:52	]C24:i5.UNION-61 has gained a 'Sivil Koruma Rasyonu' #65694.
[16:29:53	]Connordpd has gone afk.
[16:29:56	][IC] C45:RCT.YELLO-32: <:: Söylüyormusun? ::>
[16:30:00	]C24:i5.UNION-61 used command '/Radio 32 ite daha cok vur yalan ev adresi vermiş'.
[16:30:01	]C24:i5.UNION-61 used command '/Radio haha'.
[16:30:04	]C24:i5.UNION-61 ran 'Open' on item 'Sivil Koruma Rasyonu' (#65694)
[16:30:04	]C24:i5.UNION-61 has gained a 'Metropolice Takviyeleri' #65695.
[16:30:04	]C24:i5.UNION-61 has gained a 'Soda Bob Brawn' #65696.
[16:30:04	]C24:i5.UNION-61 has gained a '20 Kredi Kuponu' #65697.
[16:30:06	]C24:i5.UNION-61 ran 'Consume' on item 'Metropolice Takviyeleri' (#65695)
[16:30:06	]C24:i5.UNION-61 extended their level 3 long boost in Güç.
[16:30:06	]C24:i5.UNION-61 ran 'Consume' on item 'Soda Bob Brawn' (#65696)
[16:30:06	]C24:i5.UNION-61 extended their level 1 long boost in Algı.
[16:30:06	]C24:i5.UNION-61 extended their level 2 long boost in Çeviklik.
[16:30:08	]C24:i5.UNION-61 ran 'drop' on item '20 Kredi Kuponu' (#65697)
[16:30:08	]C24:i5.UNION-61 has lost a '20 Kredi Kuponu' #65697.
[16:30:18	]C45:RCT.YELLO-32 used command '/Radio hehe dahada fazla vuruyorum artı'.
[16:30:25	][IC] C45:RCT.YELLO-32: <:: Bulmaya çalışıyoruz sikik kafalı. ::>
[16:30:35	]C24:i5.UNION-61 used command '/Radio 61 olarak şüphelinin eviine 10-76 dayım'.
[16:30:38	][IC] C45:RCT.YELLO-32: <:: Tamam senden ümit yok. ::>
[16:30:43	]C24:i5.UNION-61 ran 'Equip' on item 'Stunstick' (#50304)
[16:30:46	][IC] C45:RCT.YELLO-32: <:: Evin adreside yanlış. ::>
[16:30:49	][IC] C45:RCT.YELLO-32: <:: Sikik kafalı. ::>
[16:30:57	][ME] C45:RCT.YELLO-32: bıçakla parmağını koparır
[16:31:07	][IC] C45:RCT.YELLO-32: <:: Kalk ayağa. ::>
[16:31:08	][ME] Herald Zenman: acıdan yere düşüp bayılır
[16:31:09	]Herald Zenman used command '/ExitAct'.
[16:31:12	]C24:i5.UNION-61 has gained a '17rnd Usp-Şarjörü' #60609.
[16:31:12	]C24:i5.UNION-61 has lost a '17rnd Usp-Şarjörü' #52003.
[16:31:13	]Herald Zenman used command '/CharFallOver'.
[16:31:17	][IC] C45:RCT.YELLO-32: <:: Bayıldı. ::>
[16:31:18	][IC] C45:RCT.YELLO-32: <:: Haha. ::>
[16:31:19	]C24:i5.UNION-61 used command '/Doorkick'.
[16:31:21	]C24:i5.UNION-61 used command '/Doorkick'.
[16:31:23	]C24:i5.UNION-61 used command '/Doorkick'.
[16:31:25	][IC] S10/OWS.GHOST-93: <:: Haha. ::>
[16:31:27	][IC] C45:RCT.YELLO-32: <:: Haha. ::>
[16:31:29	][Y] C24:i5.UNION-61: <:: Kimise var mı. ::>
[16:31:33	][IC] S10/OWS.GHOST-93: <:: Haha. ::>
[16:31:33	][Y] C24:i5.UNION-61: <:: Teslim ol yada öl. ::>
[16:31:35	][IC] C45:RCT.YELLO-32: <:: Haha. ::>
[16:31:43	][IC] C45:RCT.YELLO-32: <:: Bak ota bile gülüyor sikik kafalı. ::>
[16:31:48	]C24:i5.UNION-61 used command '/Radio 32'.
[16:31:52	][IC] S10/OWS.GHOST-93: <:: Olumlu. ::>
[16:31:53	][ME] C45:RCT.YELLO-32: kişinin yüzüne su çarpıp uyandırır
