[14:55:25	]bquits has connected.
[16:35:07	]Onur Yilmaz has performed the 'Craft Parçala: Boş Kahverengi Şişe' action, gaining 20 experience in crafting.
[16:35:07	][IC] Arthur Dane: Pislikler.
[16:35:09	]Faruk Demirtaş has given himself a comp_glass.
[16:35:09	]Faruk Demirtaş has gained a 'Cam kırıkları' #62916.
[16:35:09	]Onur Yilmaz has performed the 'Craft Parçala: Plastik Kova' action, gaining 30 experience in crafting.
[16:35:09	]Faruk Demirtaş has given himself a comp_glass.
[16:35:10	]Faruk Demirtaş has gained a 'Cam kırıkları' #62917.
[16:35:10	]Faruk Demirtaş has given himself a comp_glass.
[16:35:10	]Faruk Demirtaş has gained a 'Cam kırıkları' #62918.
[16:35:10	]Rose Glass ran 'take' on item 'Ahşap Tahta' (#62914)
[16:35:10	]Rose Glass has gained a 'Ahşap Tahta' #62914.
[16:35:11	]Faruk Demirtaş has given himself a comp_glass.
[16:35:11	]Faruk Demirtaş has gained a 'Cam kırıkları' #62919.
[16:35:11	]Rose Glass ran 'take' on item 'Plastik Levhalar' (#62915)
[16:35:11	]Rose Glass has gained a 'Plastik Levhalar' #62915.
[16:35:12	]Onur Yilmaz has performed the 'Craft Parçala: Boş Breen'in Suyu' action, gaining 20 experience in crafting.
[16:35:12	]Faruk Demirtaş entered observer.
[16:35:13	][IC] C24:i5.UNION-61: <:: En yüksek rütbeye geldiğimde de. ::>
[16:35:14	]Onur Yilmaz has performed the 'Craft Parçala: Boş Breen'in Suyu' action, gaining 20 experience in crafting.
[16:35:15	]Faruk Demirtaş exited observer at their location.
[16:35:15	][IC] Arthur Dane: YAŞASIN DİRENİŞ VE LAMDA HALKI.
[16:35:16	]Rose Glass ran 'take' on item 'Kahverengi Ayakkabı' (#62913)
[16:35:16	]Rose Glass has gained a 'Kahverengi Ayakkabı' #62913.
[16:35:17	]Faruk Demirtaş entered observer.
[16:35:20	]Faruk Demirtaş ran 'split' on item 'Cam kırıkları' (#62916)
[16:35:20	]Faruk Demirtaş has gained a 'Cam kırıkları' #62920.
[16:35:21	][IC] C24:i5.UNION-61: <:: Operasyonlarım la kökünüzü kurutucam. ::>
[16:35:21	]Onur Yilmaz opened the 'Çöp Konteyneri' #5552 container.
[16:35:22	]C45:i4.HELIX-86 used the 'Sivil Koruma Tedarikçisi' vendor.
[16:35:22	]Rose Glass has performed the 'Craft Parçala: Kahverengi Ayakkabı' action, gaining 25 experience in crafting.
[16:35:22	]Faruk Demirtaş ran 'drop' on item 'Cam kırıkları' (#62920)
[16:35:22	]Faruk Demirtaş has lost a 'Cam kırıkları' #62920.
[16:35:24	]Onur Yilmaz has gained a 'Eski Lastik' #58866 from a container with the name 'Çöp Konteyneri' #5552.
[16:35:26	]C45:i4.HELIX-86 has gained a 'Çuval' #62921.
[16:35:26	]C45:i4.HELIX-86 has gained a 'Çuval' #62922.
[16:35:27	][IC] C24:i5.UNION-61: <:: Isteiğiin kadar bağır. ::>
[16:35:27	]Onur Yilmaz has gained a 'Boş Kavanoz' #62335 from a container with the name 'Çöp Konteyneri' #5552.
[16:35:28	]Onur Yilmaz has gained a 'Boş Kavanoz' #62606 from a container with the name 'Çöp Konteyneri' #5552.
[16:35:28	]C45:i4.HELIX-86 has gained a 'Lastik Kelepçe' #62923.
[16:35:28	]C45:i4.HELIX-86 has gained a 'Lastik Kelepçe' #62924.
[16:35:28	]Onur Yilmaz ran 'combine' on item 'Cam kırıkları' (#62912)
[16:35:30	]Onur Yilmaz ran 'combine' on item 'Cam kırıkları' (#62652)
[16:35:31	][IC] C24:i5.UNION-61: <:: Hiçbir sikim olmayacak. ::>
[16:35:31	]Onur Yilmaz ran 'combine' on item 'Cam kırıkları' (#62652)
[16:35:32	][IC] Arthur Dane: Asla başaramayacaksınız.
[16:35:32	]Faruk Demirtaş has given himself a comp_electronics.
[16:35:32	]Faruk Demirtaş has gained a 'Elektronik devreler' #62925.
[16:35:33	]Onur Yilmaz ran 'combine' on item 'Cam kırıkları' (#62912)
[16:35:33	]Faruk Demirtaş has given himself a comp_electronics.
[16:35:33	]Faruk Demirtaş has gained a 'Elektronik devreler' #62926.
[16:35:34	]Faruk Demirtaş has given himself a comp_electronics.
[16:35:34	]Faruk Demirtaş has gained a 'Elektronik devreler' #62927.
[16:35:34	]Faruk Demirtaş has given himself a comp_electronics.
[16:35:34	]Faruk Demirtaş has gained a 'Elektronik devreler' #62928.
[16:35:35	]Onur Yilmaz has gained a 'Boş Breen'in Suyu' #62607 from a container with the name 'Çöp Konteyneri' #5552.
[16:35:35	][IC] C24:i5.UNION-61: <:: Otur. ::>
[16:35:36	]Onur Yilmaz has gained a 'Boş Breen'in Suyu' #61111 from a container with the name 'Çöp Konteyneri' #5552.
[16:35:38	]Rose Glass ran 'take' on item 'Plastik Levhalar' (#62931)
[16:35:38	]Rose Glass has gained a 'Plastik Levhalar' #62931.
[16:35:38	]Onur Yilmaz has gained a 'Kahverengi Ayakkabı' #62452 from a container with the name 'Çöp Konteyneri' #5552.
[16:35:39	][IC] C24:i5.UNION-61: <:: Sit. ::>
[16:35:39	][IC] Arthur Dane: Aptal herifler.
[16:35:40	]Onur Yilmaz has gained a 'Plastik Çöp' #59020 from a container with the name 'Çöp Konteyneri' #5552.
[16:35:40	]Onur Yilmaz closed the 'Çöp Konteyneri' #5552 container.
[16:35:42	]Faruk Demirtaş has given himself a comp_plastic.
[16:35:42	]Faruk Demirtaş has gained a 'Plastik Çöp' #62932.
[16:35:42	]Faruk Demirtaş has given himself a comp_plastic.
[16:35:42	]Faruk Demirtaş has gained a 'Plastik Çöp' #62933.
[16:35:43	]Faruk Demirtaş has given himself a comp_plastic.
[16:35:43	]Faruk Demirtaş has gained a 'Plastik Çöp' #62934.
[16:35:43	][IC] C24:i5.UNION-61: <:: Otur. ::>
[16:35:44	]Faruk Demirtaş has given himself a comp_plastic.
[16:35:44	]Faruk Demirtaş has gained a 'Plastik Çöp' #62935.
[16:35:45	][IC] C24:i5.UNION-61: <:: Dedim. ::>
[16:35:45	]Faruk Demirtaş ran 'split' on item 'Elektronik devreler' (#62925)
[16:35:45	]Faruk Demirtaş has gained a 'Elektronik devreler' #62936.
[16:35:46	]Arthur Dane used command '/ActSit 1'.
[16:35:48	]Faruk Demirtaş ran 'drop' on item 'Elektronik devreler' (#62936)
[16:35:48	]Faruk Demirtaş has lost a 'Elektronik devreler' #62936.
[16:35:49	]Onur Yilmaz has performed the 'Craft Parçala: Boş Kavanoz' action, gaining 20 experience in crafting.
[16:35:49	]Arthur Dane used command '/ActSit 2'.
[16:35:50	]Arthur Dane used command '/ExitAct'.
[16:35:52	]Onur Yilmaz has performed the 'Craft Parçala: Kahverengi Ayakkabı' action, gaining 25 experience in crafting.
[16:35:52	]Onur Yilmaz has gained a 'Bez Paçavralar' #62937.
[16:35:53	]Faruk Demirtaş ran 'split' on item 'Plastik Çöp' (#62932)
[16:35:53	]Faruk Demirtaş has gained a 'Plastik Çöp' #62939.
[16:35:54	]Faruk Demirtaş ran 'drop' on item 'Plastik Çöp' (#62939)
[16:35:54	]Faruk Demirtaş has lost a 'Plastik Çöp' #62939.
[16:35:55	]Onur Yilmaz has performed the 'Craft Parçala: Boş Kavanoz' action, gaining 20 experience in crafting.
[16:35:59	]Onur Yilmaz has performed the 'Craft Parçala: Boş Breen'in Suyu' action, gaining 20 experience in crafting.
[16:36:01	]Onur Yilmaz has performed the 'Craft Parçala: Boş Breen'in Suyu' action, gaining 20 experience in crafting.
[16:36:01	]Arthur Dane used command '/ActSit 2'.
[16:36:02	]Faruk Demirtaş ran 'split' on item 'Plastik Çöp' (#62932)
[16:36:02	]Faruk Demirtaş has gained a 'Plastik Çöp' #62940.
[16:36:03	]Faruk Demirtaş ran 'drop' on item 'Plastik Çöp' (#62940)
[16:36:03	]Faruk Demirtaş has lost a 'Plastik Çöp' #62940.
[16:36:04	]Rose Glass ran 'take' on item 'Hurda Metal' (#62942)
[16:36:04	]Rose Glass has gained a 'Hurda Metal' #62942.
[16:36:05	]Onur Yilmaz opened the 'Çöp Konteyneri' #5552 container.
[16:36:05	]Rose Glass ran 'take' on item 'Demir' (#62943)
[16:36:05	]Rose Glass has gained a 'Demir' #62943.
[16:36:05	]Arthur Dane used command '/ExitAct'.
[16:36:05	][IC] C45:i4.HELIX-86: <:: Sorguya başla gerektiği yerde müdahale edicem. ::>
[16:36:06	]Onur Yilmaz closed the 'Çöp Konteyneri' #5552 container.
[16:36:07	]Arthur Dane used command '/ActSit 3'.
[16:36:08	]Faruk Demirtaş ran 'split' on item 'Elektronik devreler' (#62925)
[16:36:08	]Faruk Demirtaş has gained a 'Elektronik devreler' #62944.
[16:36:09	]Onur Yilmaz opened the 'Çöp Konteyneri' #5552 container.
[16:36:09	]Faruk Demirtaş ran 'split' on item 'Cam kırıkları' (#62916)
[16:36:09	]Faruk Demirtaş has gained a 'Cam kırıkları' #62945.
[16:36:10	]Faruk Demirtaş ran 'drop' on item 'Elektronik devreler' (#62944)
[16:36:10	]Faruk Demirtaş has lost a 'Elektronik devreler' #62944.
[16:36:11	][IC] C24:i5.UNION-61: <:: Anlaşıldı. ::>
[16:36:11	]Rose Glass ran 'combine' on item 'Plastik Levhalar' (#62931)
[16:36:11	]Onur Yilmaz ran 'combine' on item 'Plastik Çöp' (#59020)
[16:36:12	]Emir Yilmaz opened the 'Çöp Konteyneri' #5552 container.
[16:36:13	]Onur Yilmaz has gained a 'Plastik Çöp' #59417 from a container with the name 'Çöp Konteyneri' #5552.
[16:36:14	]Onur Yilmaz has gained a 'Boş Kavanoz' #61089 from a container with the name 'Çöp Konteyneri' #5552.
[16:36:14	]Rose Glass ran 'combine' on item 'Elektronik devreler' (#62865)
[16:36:14	][IC] C24:i5.UNION-61: <:: Evet arthur. ::>
[16:36:15	]Faruk Demirtaş ran 'drop' on item 'Cam kırıkları' (#62945)
[16:36:15	]Faruk Demirtaş has lost a 'Cam kırıkları' #62945.
[16:36:15	]Onur Yilmaz has gained a 'Cam kırıkları' #62652 from a container with the name 'Çöp Konteyneri' #5552.
[16:36:15	]Onur Yilmaz has gained a 'Plastik Çöp' #59019 from a container with the name 'Çöp Konteyneri' #5552.
[16:36:16	]Emir Yilmaz ran 'drop' on item 'Plastik Çöp' (#60174)
[16:36:16	]Emir Yilmaz has lost a 'Plastik Çöp' #60174.
[16:36:16	]Onur Yilmaz closed the 'Çöp Konteyneri' #5552 container.
[16:36:18	][IC] C24:i5.UNION-61: <:: Şimdi. ::>
[16:36:18	]Emir Yilmaz has gained a 'Plastik Çöp' #61278 from a container with the name 'Çöp Konteyneri' #5552.
[16:36:20	]Faruk Demirtaş ran 'split' on item 'Plastik Çöp' (#62932)
[16:36:20	]Faruk Demirtaş has gained a 'Plastik Çöp' #62946.
[16:36:21	]Onur Yilmaz has performed the 'Craft Parçala: Boş Kavanoz' action, gaining 20 experience in crafting.
[16:36:21	]Onur Yilmaz has gained a 'Plastik Çöp' #62947.
[16:36:22	]Faruk Demirtaş ran 'drop' on item 'Plastik Çöp' (#62946)
[16:36:22	]Faruk Demirtaş has lost a 'Plastik Çöp' #62946.
[16:36:22	]Emir Yilmaz has gained a 'Plastik Levhalar' #62653 from a container with the name 'Çöp Konteyneri' #5552.
[16:36:23	]Onur Yilmaz closed the 'Çöp Konteyneri' #5552 container.
[16:36:23	]Onur Yilmaz opened the 'Çöp Konteyneri' #5552 container.
[16:36:25	]Emir Yilmaz ran 'take' on item 'Plastik Çöp' (#60174)
[16:36:25	]Emir Yilmaz has gained a 'Plastik Çöp' #60174.
[16:36:25	]Emir Yilmaz opened the 'Çöp Konteyneri' #5552 container.
[16:36:26	]Faruk Demirtaş ran 'split' on item 'Elektronik devreler' (#62925)
[16:36:26	]Faruk Demirtaş has gained a 'Elektronik devreler' #62948.
[16:36:26	]Onur Yilmaz closed the 'Çöp Konteyneri' #5552 container.
[16:36:26	]Onur Yilmaz closed the 'Çöp Konteyneri' #5552 container.
[16:36:27	]Faruk Demirtaş ran 'drop' on item 'Elektronik devreler' (#62948)
[16:36:27	]Faruk Demirtaş has lost a 'Elektronik devreler' #62948.
[16:36:29	][LOOC] C45:i4.HELIX-86: aga bunun verdict i 28 mi oluyor 61
[16:36:29	][IC] C24:i5.UNION-61: <:: Neden sokak ortasında bir anda direniş yaşasın diye haykırdın. ::>
[16:36:29	]Rose Glass ran 'take' on item 'Hurda Metal' (#62950)
[16:36:29	]Rose Glass has gained a 'Hurda Metal' #62950.
[16:36:30	]Faruk Demirtaş ran 'split' on item 'Cam kırıkları' (#62916)
[16:36:30	][IC] Arthur Dane: Aptal robot kes sesini.
[16:36:30	]Faruk Demirtaş has gained a 'Cam kırıkları' #62952.
[16:36:31	]Faruk Demirtaş ran 'drop' on item 'Cam kırıkları' (#62952)
[16:36:31	]Faruk Demirtaş has lost a 'Cam kırıkları' #62952.
[16:36:32	]John Brookly exited observer at their location.
[16:36:32	][IC] C24:i5.UNION-61: <:: Örgütden misin yoksa. ::>
[16:36:33	]John Brookly entered observer.
[16:36:33	]Rose Glass ran 'take' on item 'Demir' (#62951)
[16:36:33	]Rose Glass has gained a 'Demir' #62951.
[16:36:34	]John Brookly exited observer at their location.
[16:36:35	]John Brookly entered observer.
[16:36:35	]Rose Glass ran 'take' on item 'Boş Plastik Sürahi' (#62949)
[16:36:35	]Rose Glass has gained a 'Boş Plastik Sürahi' #62949.
[16:36:35	]Emir Yilmaz ran 'take' on item 'Boş Votka Şişesi' (#60511)
[16:36:36	]Faruk Demirtaş ran 'drop' on item 'Plastik Çöp' (#62932)
[16:36:36	]Faruk Demirtaş has lost a 'Plastik Çöp' #62932.
[16:36:37	]Onur Yilmaz ran 'take' on item 'Elektronik devreler' (#58995)
[16:36:39	]Onur Yilmaz ran 'drop' on item 'Plastik Çöp' (#59020)
[16:36:39	]Onur Yilmaz has lost a 'Plastik Çöp' #59020.
[16:36:39	][LOOC] C24:i5.UNION-61: ne blm wqewq
[16:36:40	]Emir Yilmaz ran 'take' on item 'Elektronik devreler' (#58995)
[16:36:40	][IC] Arthur Dane: Gordon freeman.
[16:36:40	]Onur Yilmaz ran 'drop' on item 'Plastik Çöp' (#59019)
[16:36:40	]Onur Yilmaz has lost a 'Plastik Çöp' #59019.
[16:36:41	]Faruk Demirtaş ran 'drop' on item 'Elektronik devreler' (#62925)
[16:36:41	]Faruk Demirtaş has lost a 'Elektronik devreler' #62925.
[16:36:41	]Emir Yilmaz ran 'take' on item 'Kahverengi Ayakkabı' (#60854)
[16:36:44	]Emir Yilmaz ran 'take' on item 'Plastik Çöp' (#58921)
[16:36:45	][IC] C45:i4.HELIX-86: <:: Ne? ::>
[16:36:46	]Faruk Demirtaş ran 'drop' on item 'Cam kırıkları' (#62916)
[16:36:46	]Faruk Demirtaş has lost a 'Cam kırıkları' #62916.
[16:36:46	]Rose Glass has performed the 'Craft Parçala: Boş Plastik Sürahi' action, gaining 20 experience in crafting.
[16:36:48	][IC] C24:i5.UNION-61: <:: Nolmuş o aptala. ::>
[16:36:48	]Onur Yilmaz ran 'take' on item 'Elektronik devreler' (#58995)
[16:36:48	]Onur Yilmaz has gained a 'Elektronik devreler' #58995.
[16:36:50	]Faruk Demirtaş exited observer at their location.
[16:36:50	]Faruk Demirtaş entered observer.
[16:36:52	]Onur Yilmaz ran 'take' on item 'Boş Votka Şişesi' (#60511)
[16:36:52	]Onur Yilmaz has gained a 'Boş Votka Şişesi' #60511.
[16:36:53	]Rose Glass ran 'combine' on item 'Demir' (#62943)
[16:36:53	]Rose Glass ran 'combine' on item 'Hurda Metal' (#62942)
[16:36:55	]Emir Yilmaz ran 'take' on item 'Boş Paket Servis' (#60529)
[16:36:58	][ME] C45:i4.HELIX-86: adamın kafasını alıp masaya koyar ve bir kere yumruk atar
[16:37:00	]Emir Yilmaz ran 'take' on item 'Kırık Alıcı' (#60528)
[16:37:01	]Faruk Demirtaş ran SAM command 'asay' with arguments: 'broadcast kullanma iznim var dimi bu charda'
[16:37:01	][IC] Arthur Dane: Canım istedi bağırdım.
[16:37:01	]Onur Yilmaz has performed the 'Craft Parçala: Vodka Şişesi' action, gaining 20 experience in crafting.
[16:37:03	]Rose Glass ran 'take' on item 'Ahşap Tahta' (#62954)
[16:37:03	]Rose Glass has gained a 'Ahşap Tahta' #62954.
[16:37:03	]Emir Yilmaz ran 'drop' on item 'Plastik Levhalar' (#62653)
[16:37:03	]Emir Yilmaz has lost a 'Plastik Levhalar' #62653.
[16:37:04	][IC] Arthur Dane: AHH.
[16:37:05	]Rose Glass ran 'combine' on item 'Ahşap Tahta' (#62914)
[16:37:05	]Emir Yilmaz ran 'take' on item 'Kırık Alıcı' (#60528)
[16:37:05	]Emir Yilmaz has gained a 'Kırık Alıcı' #60528.
[16:37:08	][IC] Arthur Dane: NAABIYOSUN.
[16:37:10	][IC] C24:i5.UNION-61: <:: Canın istedi. ::>
[16:37:11	][IC] C24:i5.UNION-61: <:: Demek. ::>
[16:37:12	]Emir Yilmaz ran 'drop' on item 'Mutfak Kaşığı' (#62850)
[16:37:12	]Emir Yilmaz has lost a 'Mutfak Kaşığı' #62850.
[16:37:12	][IC] Arthur Dane: APTAL ROBOT.
[16:37:13	][IC] C24:i5.UNION-61: <:: Arthur. ::>
[16:37:15	][IC] C45:i4.HELIX-86: <:: Ne diyorsun lan sen benim birimime? ::>
[16:37:17	]Emir Yilmaz ran 'take' on item 'Mutfak Kaşığı' (#62850)
[16:37:17	]Emir Yilmaz has gained a 'Mutfak Kaşığı' #62850.
[16:37:19	][IC] C24:i5.UNION-61: <:: Ölünün çıkmasını istemıyorsan. ::>
[16:37:19	][IC] Arthur Dane: MAYMUN.
[16:37:19	]Onur Yilmaz ran 'take' on item 'Plastik Çöp' (#59077)
[16:37:19	]Onur Yilmaz has gained a 'Plastik Çöp' #59077.
[16:37:21	][IC] C24:i5.UNION-61: <:: Nlat. ::>
[16:37:22	]Emir Yilmaz ran 'take' on item 'Boş Plastik Sürahi' (#60855)
[16:37:23	][IC] C24:i5.UNION-61: <:: Anlat. ::>
[16:37:26	][IC] C24:i5.UNION-61: <:: Direnişçiler nerde. ::>
[16:37:26	]Rose Glass ran 'take' on item 'Yapıştırıcı' (#62958)
[16:37:26	]Rose Glass has gained a 'Yapıştırıcı' #62958.
[16:37:29	]Emir Yilmaz ran 'drop' on item 'Mutfak Kaşığı' (#62850)
[16:37:29	]Emir Yilmaz has lost a 'Mutfak Kaşığı' #62850.
[16:37:30	]Emir Yilmaz ran 'drop' on item 'Mutfak Kaşığı' (#62851)
[16:37:30	]Emir Yilmaz has lost a 'Mutfak Kaşığı' #62851.
[16:37:34	][IC] C24:i5.UNION-61: <:: Direnişin hangi kolundasın. ::>
[16:37:34	]Emir Yilmaz ran 'take' on item 'Boş Votka Şişesi' (#62404)
[16:37:34	]Emir Yilmaz has gained a 'Boş Votka Şişesi' #62404.
[16:37:36	]Rose Glass ran 'take' on item 'Hurda Metal' (#62960)
[16:37:36	]Rose Glass has gained a 'Hurda Metal' #62960.
[16:37:38	]Rose Glass ran 'take' on item 'Boş Süt Kartonu' (#62959)
[16:37:38	]Rose Glass has gained a 'Boş Süt Kartonu' #62959.
[16:37:38	]Emir Yilmaz ran 'take' on item 'Eski Lastik' (#62405)
[16:37:40	][IC] C24:i5.UNION-61: <:: Örgütdeki pozisyonun nedir. ::>
[16:37:41	][IC] Arthur Dane: YAŞASIN LAMDA VE DİRENİÇİLİK ÖLMEDİL ÖLMİCEZ YIKILMADIK YIKILMICAZ.
[16:37:43	]Emir Yilmaz ran 'take' on item 'Eski Lastik' (#62405)
[16:37:44	][Y] C24:i5.UNION-61: <:: ANLAT İİT HERİF. ::>
[16:37:54	][IC] C24:i5.UNION-61: <:: Konuşmayacaksın demek. ::>
[16:37:56	]Rose Glass has performed the 'Craft Parçala: Boş Süt Kartonu' action, gaining 25 experience in crafting.
[16:38:02	][ME] C45:i4.HELIX-86: Ağır bir dirsek geçirir adamın sırtına
[16:38:03	]Faruk Demirtaş has given himself a broadcasting_device.
[16:38:03	]Faruk Demirtaş has gained a 'Yayın Cihazı' #62963.
[16:38:03	]Rose Glass ran 'combine' on item 'Hurda Metal' (#62942)
[16:38:03	]Faruk Demirtaş exited observer at their location.
[16:38:06	][IC] Arthur Dane: Gordonun selamı var robot maymun.
[16:38:11	][IC] C24:i5.UNION-61: <:: Haha. ::>
[16:38:13	]Onur Yilmaz ran 'take' on item 'Boş Plastik Sürahi' (#60855)
[16:38:14	][IC] C24:i5.UNION-61: <:: Böyle ollmayacak. ::>
[16:38:17	]Faruk Demirtaş used command '/Broadcast Şehir 45'in Vatandaşlarına duyurulur! Çalışma oturumunuz başlamak üzere hazır durumdadır. Lütfen Vardiya Deposu #1'e Yönelin'.
[16:38:18	]Onur Yilmaz ran 'drop' on item 'Plastik Çöp' (#59077)
[16:38:18	]Onur Yilmaz has lost a 'Plastik Çöp' #59077.
[16:38:19	]Onur Yilmaz ran 'drop' on item 'Plastik Çöp' (#62947)
[16:38:19	]Onur Yilmaz has lost a 'Plastik Çöp' #62947.
[16:38:21	]Faruk Demirtaş used command '/PlaySoundGlobal wnt/sibbildiri.mp3'.
[16:38:22	]Faruk Demirtaş entered observer.
[16:38:22	]Onur Yilmaz ran 'drop' on item 'Plastik Çöp' (#59417)
[16:38:22	]Onur Yilmaz has lost a 'Plastik Çöp' #59417.
[16:38:24	]Onur Yilmaz ran 'drop' on item 'Plastik Çöp' (#62872)
[16:38:24	]Onur Yilmaz has lost a 'Plastik Çöp' #62872.
[16:38:25	][IC] Arthur Dane: Ben asla konuşmam.
[16:38:26	][IC] C24:i5.UNION-61: <:: 86 efendim izin verirseniz devam etmek istiyorum. ::>
[16:38:26	][IC] C45:i4.HELIX-86: <:: Amına koyduğumunun. ::>
[16:38:28	]Arthur Dane has taken 5 damage from C45:i4.HELIX-86.
[16:38:28	]C45:i4.HELIX-86 has damaged Arthur Dane, dealing 5.0015 with ix_hands
[16:38:29	]Arthur Dane has taken 5 damage from C45:i4.HELIX-86.
[16:38:29	]C45:i4.HELIX-86 has damaged Arthur Dane, dealing 5.0018 with ix_hands
[16:38:31	][IC] Arthur Dane: AHH.
[16:38:32	][IC] C24:i5.UNION-61: <:: Durun öldürmeyi. ::>
[16:38:33	][IC] C24:i5.UNION-61: <:: N. ::>
[16:38:34	][IC] Arthur Dane: TAMAM.
[16:38:36	][IC] C24:i5.UNION-61: <:: Işmiz var daha. ::>
[16:38:36	][IC] Arthur Dane: DURR.
[16:38:38	][IC] Rose Glass: Siktir lan ordan.
[16:38:38	]Faruk Demirtaş exited observer at their location.
[16:38:39	][IC] C24:i5.UNION-61: <:: Kalk. ::>
[16:38:41	]Arthur Dane used command '/ExitAct'.
[16:38:41	][IC] C24:i5.UNION-61: <:: Hemen. ::>
[16:38:41	][IC] C45:i4.HELIX-86: <:: Öldürmem bunu ben süründürürüm. ::>
[16:38:44	]Faruk Demirtaş has used a context menu option with the name: rb655_door_unlock
[16:38:47	]C24:i5.UNION-61 ran 'give' on item 'Dezenfekte Bandaj Rulosu' (#58648)
[16:38:47	]C24:i5.UNION-61 has performed the 'Use Dezenfekte Bandaj Rulosu' action, gaining 22 experience in medicine.
[16:38:47	]Arthur Dane was disinfected by C24:i5.UNION-61 for 162 seconds.
[16:38:47	]Arthur Dane was bandaged by C24:i5.UNION-61 for 19 HP.
[16:38:49	]Rose Glass ran 'take' on item 'Hurda Metal' (#62965)
[16:38:49	]Rose Glass has gained a 'Hurda Metal' #62965.
